osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,bridge,lanes
23891164,Stadttorgraben,residential,40,False,True,75.348,"LINESTRING (10.6297327 47.5496984, 10.6296251 47.5495803, 10.6295272 47.549551, 10.6295038 47.5495164, 10.6293685 47.5493246, 10.6293577 47.5492952, 10.6295941 47.5491997)",,,,
25715786,Untertor,residential,40,False,False,120.49100000000001,"LINESTRING (10.6297327 47.5496984, 10.629878 47.5498311, 10.6299257 47.5498626, 10.6299834 47.5498896, 10.6302335 47.5499854, 10.6303044 47.5500172, 10.6303872 47.550056, 10.630465 47.5501033, 10.6305726 47.550182, 10.6306124 47.5502168, 10.6306702 47.5502672, 10.6308654 47.5504448)",,,,
397174511,Allgäuerstraße,secondary,40,False,False,160.113,"LINESTRING (10.6297327 47.5496984, 10.6296451 47.5497421, 10.6294384 47.5498117, 10.6292114 47.5498654, 10.6289721 47.5499123, 10.6285514 47.5499887, 10.6277085 47.5501288)",L69,,,
445382587,Allgäuerstraße,secondary,40,False,True,47.583,"LINESTRING (10.6297327 47.5496984, 10.6301114 47.5495175, 10.6301559 47.5494963, 10.630241 47.5494435)",L69,,,
23891132,Fallweg,residential,40,False,False,148.929,"LINESTRING (10.6277085 47.5501288, 10.6276448 47.5500978, 10.6267139 47.5498352, 10.626318 47.5497412, 10.6261267 47.5496957, 10.6258579 47.5496585)",,,,
25190369,Allgäuerstraße,secondary,40,False,False,142.02800000000002,"LINESTRING (10.6277085 47.5501288, 10.6270405 47.5502471, 10.6269603 47.5502613, 10.6258912 47.5504841)",L69,,,
397174511,Allgäuerstraße,secondary,40,False,True,160.113,"LINESTRING (10.6277085 47.5501288, 10.6285514 47.5499887, 10.6289721 47.5499123, 10.6292114 47.5498654, 10.6294384 47.5498117, 10.6296451 47.5497421, 10.6297327 47.5496984)",L69,,,
25316734,Untertor,residential,40,False,False,14.012,"LINESTRING (10.6326348 47.5515204, 10.632678 47.5515684, 10.6327251 47.5516306)",,,,
25503084,Untertor,residential,40,False,False,93.983,"LINESTRING (10.6326348 47.5515204, 10.632422 47.5516005, 10.6321428 47.5516979, 10.6319499 47.5517429, 10.6319311 47.5517473, 10.6317981 47.5517978, 10.6317082 47.5520035)",,,,
25715786,Untertor,residential,40,False,True,52.396,"LINESTRING (10.6326348 47.5515204, 10.632597 47.5514899, 10.6325463 47.5514579, 10.6320935 47.5512244)",,,,
25332877,Stadtgasse,residential,40,False,False,116.751,"LINESTRING (10.6304596 47.5492346, 10.6295907 47.5483637)",,,,
