osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,tunnel
256497727,B70,Griffner Straße,primary,50,False,False,9.65,"LINESTRING (14.6368775 46.6630017, 14.6369557 46.6630699)",,,
29881638,,Griffner Straße,secondary,,True,False,37.842,"LINESTRING (14.6368775 46.6630017, 14.637082 46.662916, 14.6370992 46.6629088, 14.6372161 46.6628495, 14.6372847 46.6628087)",,,
"[742478030, 1080994390]",B70,Umfahrungsstraße,primary,50,False,True,231.756,"LINESTRING (14.6368775 46.6630017, 14.6367252 46.6629157, 14.636557 46.6628248, 14.6363304 46.6627227, 14.6360974 46.6626353, 14.6358061 46.662557, 14.6356164 46.6625179, 14.6354779 46.6624921, 14.6352513 46.6624719, 14.6350587 46.6624632, 14.6348206 46.6624602, 14.6345785 46.6624726, 14.6340564 46.6625432)",,,
29881601,,Postriegelstraße,residential,,False,True,283.891,"LINESTRING (14.6316021 46.658424, 14.6315132 46.6584537, 14.6311939 46.6586446, 14.6310734 46.6587295, 14.6309788 46.6588219, 14.6308771 46.6589578, 14.6307866 46.6591495, 14.6306655 46.6594921, 14.6305697 46.6597118, 14.6303971 46.6600341, 14.6303176 46.660146, 14.630121 46.6603585, 14.6300917 46.6604101, 14.6300106 46.6606559)",,,
"[272030074, 1240159371]",,Seenstraße,tertiary,"['30', '100']",False,True,489.53999999999996,"LINESTRING (14.6316021 46.658424, 14.6316398 46.6584764, 14.6317099 46.6585168, 14.6317943 46.6585361, 14.6318825 46.6585296, 14.6319615 46.6584987, 14.6320137 46.6584504, 14.6320321 46.6583865, 14.6320378 46.6581763, 14.6320488 46.6581094, 14.6320787 46.6580378, 14.6321349 46.6579658, 14.6322157 46.6579007, 14.632626 46.6576715, 14.6327094 46.6576032, 14.6328061 46.657524, 14.6331489 46.6572018, 14.6334609 46.656937, 14.6335509 46.6568681, 14.6336675 46.656826, 14.6337903 46.6568134, 14.6338999 46.656838, 14.6339663 46.6568597, 14.6340359 46.6568948, 14.6340973 46.6569454, 14.6341218 46.657003, 14.634125 46.6572537, 14.6341213 46.6574965, 14.6341198 46.6575957, 14.6341557 46.6578426, 14.6341828 46.657988, 14.6341853 46.6581083, 14.6341635 46.6583686, 14.6341352 46.6585736)",2,,
"[1240159370, 1023446135]",,Seenstraße,tertiary,"['70', '100']",False,False,176.17499999999998,"LINESTRING (14.6316021 46.658424, 14.6315957 46.6583916, 14.6316028 46.6583499, 14.6318499 46.6578749, 14.6318967 46.6578061, 14.6319509 46.657744, 14.6320354 46.6576642, 14.6322964 46.6574731, 14.6323862 46.6573982, 14.6324735 46.6573027, 14.6325576 46.657185, 14.6325935 46.6571108, 14.6326117 46.6570344)",2,,
147079370,,Drauweg,residential,,False,False,231.678,"LINESTRING (14.6326117 46.6570344, 14.6326904 46.6569978, 14.6329267 46.6567021, 14.633259 46.6563907, 14.6333411 46.6563409, 14.6335447 46.6562796, 14.6340476 46.6561402, 14.6342011 46.6561165, 14.6345582 46.6560958, 14.6347067 46.6560683, 14.6348683 46.6560093, 14.6349879 46.6559364)",,,
272030106,,Seenstraße,tertiary,50,False,False,108.93299999999999,"LINESTRING (14.6326117 46.6570344, 14.6325902 46.6568887, 14.6325887 46.6568023, 14.6325961 46.6567267, 14.6326113 46.6566585, 14.6326458 46.6565723, 14.6327062 46.656472, 14.6327846 46.656371, 14.6329214 46.6562333, 14.6329556 46.6561806, 14.6329813 46.6561177)",2,,
"[1240159370, 1023446135]",,Seenstraße,tertiary,"['70', '100']",False,True,176.17499999999998,"LINESTRING (14.6326117 46.6570344, 14.6325935 46.6571108, 14.6325576 46.657185, 14.6324735 46.6573027, 14.6323862 46.6573982, 14.6322964 46.6574731, 14.6320354 46.6576642, 14.6319509 46.657744, 14.6318967 46.6578061, 14.6318499 46.6578749, 14.6316028 46.6583499, 14.6315957 46.6583916, 14.6316021 46.658424)",2,,
272030106,,Seenstraße,tertiary,50,False,True,20.735999999999997,"LINESTRING (14.6329514 46.6559331, 14.632975 46.6560051, 14.6329813 46.6561177)",2,,
