osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref
"[38810418, 70084107, 43998708]",4,Schwarzstraße,secondary,50,False,True,190.41,"LINESTRING (13.0430301 47.8025541, 13.0431102 47.802509, 13.0435234 47.8022647, 13.043961 47.8019984, 13.0442073 47.8018457, 13.0444472 47.8016922, 13.0445125 47.8016502, 13.0446178 47.8015785, 13.0447539 47.8014722, 13.0447874 47.8014381, 13.0448034 47.8014172, 13.0448263 47.801357)",,
"[38810418, 70084107, 43998708]",4,Schwarzstraße,secondary,50,False,False,190.41000000000003,"LINESTRING (13.0448263 47.801357, 13.0448034 47.8014172, 13.0447874 47.8014381, 13.0447539 47.8014722, 13.0446178 47.8015785, 13.0445125 47.8016502, 13.0444472 47.8016922, 13.0442073 47.8018457, 13.043961 47.8019984, 13.0435234 47.8022647, 13.0431102 47.802509, 13.0430301 47.8025541)",,
"[10193169, 39607254, 39607255]",3,Staatsbrücke,secondary,50,False,True,99.809,"LINESTRING (13.0448263 47.801357, 13.0448246 47.8013491, 13.0448072 47.8013067, 13.044784 47.8012665, 13.0444367 47.8006027, 13.044419 47.8005045)",yes,
"[10193169, 39607254, 39607255]",3,Staatsbrücke,secondary,50,False,False,99.809,"LINESTRING (13.044419 47.8005045, 13.0444367 47.8006027, 13.044784 47.8012665, 13.0448072 47.8013067, 13.0448246 47.8013491, 13.0448263 47.801357)",yes,
"[19307016, 169835339]",3,Rudolfskai,secondary,50,True,False,461.054,"LINESTRING (13.044419 47.8005045, 13.0450444 47.8003949, 13.0457071 47.8002853, 13.0461815 47.8001579, 13.0486626 47.7993581, 13.0487256 47.7993355, 13.0488029 47.7993066, 13.0489041 47.7992666, 13.049209 47.7991657, 13.0496603 47.7990207, 13.0500736 47.7988798)",,
"[24474165, 320421205, 22821903]","['4', '3']","['Griesgasse', 'Ferdinand-Hanusch-Platz']",tertiary,"['50', '30']",False,False,166.485,"LINESTRING (13.044419 47.8005045, 13.0443194 47.8005139, 13.0441518 47.8005397, 13.0439883 47.8005724, 13.0438898 47.800596, 13.0437209 47.8006358, 13.0436415 47.8006462, 13.0432586 47.8007155, 13.0428911 47.8007671, 13.0426538 47.8008014, 13.0425175 47.8008439, 13.042293 47.8009271)",,
"[50054466, 24411877]",,Rathausplatz,residential,10,False,False,11.783999999999999,"LINESTRING (13.044419 47.8005045, 13.0444123 47.8004267, 13.0444148 47.8003987)",,
"[320421205, 24474165, 22821903]","['4', '3']","['Griesgasse', 'Ferdinand-Hanusch-Platz']",tertiary,"['30', '50']",False,True,166.48499999999999,"LINESTRING (13.042293 47.8009271, 13.0425175 47.8008439, 13.0426538 47.8008014, 13.0428911 47.8007671, 13.0432586 47.8007155, 13.0436415 47.8006462, 13.0437209 47.8006358, 13.0438898 47.800596, 13.0439883 47.8005724, 13.0441518 47.8005397, 13.0443194 47.8005139, 13.044419 47.8005045)",,
"[49723043, 553760305, 553760306, 553760307, 243384948, 50079829]","['2', '3']","['Franz-Josef-Kai', 'Ferdinand-Hanusch-Platz']",tertiary,30,False,False,213.185,"LINESTRING (13.042293 47.8009271, 13.0422165 47.8009555, 13.0419662 47.8010562, 13.0417389 47.8011333, 13.0416151 47.8011737, 13.041252 47.8013073, 13.0408349 47.801455, 13.0400956 47.8017627, 13.0398626 47.8018492, 13.0398079 47.8018679)",,
55092898,2,Rudolfskai,secondary,40,True,False,70.86299999999999,"LINESTRING (13.0511171 47.7985193, 13.051717 47.7983042, 13.0517866 47.7982647, 13.0518169 47.7982083, 13.0518194 47.798149)",,
