osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,ref,width
30396810,,Salzburger Gasse,residential,False,True,108.234,"LINESTRING (14.4081688 46.9501505, 14.4079574 46.9502767, 14.4074945 46.9505483, 14.4073311 46.9506983, 14.4072915 46.9508743)",,,,
563894836,,Kothgasse,residential,False,True,39.965,"LINESTRING (14.4081688 46.9501505, 14.4083092 46.9500837, 14.4082649 46.949843)",,,,
30372211,,Badgasse,residential,False,False,42.776,"LINESTRING (14.4061737 46.9538398, 14.4062384 46.9538404, 14.4063125 46.953841, 14.4066924 46.9537113)",,,,
"[294067483, 223757190]",,Stadtgrabengasse,residential,False,False,135.885,"LINESTRING (14.4061737 46.9538398, 14.4061407 46.953885, 14.4057842 46.9540575, 14.4054738 46.9542014, 14.405413 46.9543424, 14.4053875 46.9545009, 14.4053959 46.9546365, 14.4054743 46.9548031)",,,,2.25
"[30396349, 223757190]",,Stadtgrabengasse,residential,False,True,222.425,"LINESTRING (14.4061737 46.9538398, 14.4061609 46.9537733, 14.4057515 46.9535136, 14.4054852 46.9533413, 14.4048272 46.953107, 14.4047499 46.9530673, 14.404244 46.9528223, 14.4038243 46.9527169)",,,,
30372213,,Bachgasse,residential,False,False,202.06600000000003,"LINESTRING (14.4054743 46.9548031, 14.4057482 46.9547343, 14.4059819 46.9547108, 14.4066535 46.9547091, 14.4069609 46.9546621, 14.407202 46.9545882, 14.4074185 46.9545026, 14.4075095 46.9544236, 14.4075193 46.9543548, 14.4074256 46.9541002)",,,,
"[169960760, 294067483, 169960759]",,Stadtgrabengasse,residential,False,False,30.708,"LINESTRING (14.4054743 46.9548031, 14.4054874 46.9548521, 14.4055855 46.954983, 14.4056463 46.9550506)",yes,,,2.25
"[294067483, 223757190]",,Stadtgrabengasse,residential,False,True,135.885,"LINESTRING (14.4054743 46.9548031, 14.4053959 46.9546365, 14.4053875 46.9545009, 14.405413 46.9543424, 14.4054738 46.9542014, 14.4057842 46.9540575, 14.4061407 46.953885, 14.4061737 46.9538398)",,,,2.25
233640389,1,Seminargasse,residential,False,False,38.601,"LINESTRING (14.404027 46.950007, 14.4044667 46.9501814)",,30,,
30371475,,Hauptplatz,residential,True,False,90.56700000000001,"LINESTRING (14.4048046 46.9503528, 14.4052271 46.9504283, 14.4059616 46.9505517)",,,,
245660150,2,Hauptplatz,residential,False,True,14.479000000000001,"LINESTRING (14.4048046 46.9503528, 14.4047385 46.950417, 14.4047249 46.9504679)",,30,,
291383948,1,Hauptplatz,residential,False,True,32.664,"LINESTRING (14.4048046 46.9503528, 14.4047391 46.9502897, 14.4046091 46.9502247, 14.4044667 46.9501814)",,30,,
30396531,,Schüttgasse,residential,False,False,188.045,"LINESTRING (14.406676 46.9520407, 14.4067139 46.9520921, 14.4069535 46.952153, 14.4069927 46.9521384, 14.4070689 46.9520032, 14.4073027 46.9517848, 14.4075257 46.9517152, 14.4079881 46.9512581, 14.4082071 46.9510092)",,,,
30396531,,Schüttgasse,residential,False,True,54.823,"LINESTRING (14.406676 46.9520407, 14.4063412 46.9518508, 14.4061616 46.951698)",,,,
"[119294989, 30397399]",,"['Fürstenhofgäßchen', 'Pfarrgasse']",residential,False,"[False, True]",100.80300000000001,"LINESTRING (14.406676 46.9520407, 14.406734 46.9519675, 14.4067634 46.9519022, 14.4067807 46.9517982, 14.4067742 46.9515998, 14.406761 46.9512448, 14.4067014 46.951157)",,,,
30370805,,Schellengasse,residential,False,False,354.529,"LINESTRING (14.4066924 46.9537113, 14.4067807 46.9536101, 14.4071186 46.9534151, 14.4073437 46.9533143, 14.4078006 46.9529841, 14.4081025 46.9527375, 14.4084867 46.9524186, 14.408979 46.9520617, 14.4093689 46.9517373, 14.4094554 46.951639, 14.4094989 46.9515749, 14.4096046 46.9512825)",,,,
30372211,,Badgasse,residential,False,False,389.15299999999996,"LINESTRING (14.4066924 46.9537113, 14.4067708 46.9536989, 14.4068557 46.9537066, 14.4070016 46.9537467, 14.4070647 46.953751, 14.4072088 46.9537192, 14.4075142 46.9536199, 14.4075246 46.9536165, 14.4076789 46.9535472, 14.4081091 46.953258, 14.408569 46.9529799, 14.408818 46.9528346, 14.4090522 46.9526479, 14.4092531 46.9524562, 14.4093693 46.9522838, 14.4097932 46.951841, 14.4100693 46.9515176, 14.4102523 46.9514595)",,,,
30372211,,Badgasse,residential,False,True,42.776,"LINESTRING (14.4066924 46.9537113, 14.4063125 46.953841, 14.4062384 46.9538404, 14.4061737 46.9538398)",,,,
233265703,2,Hauptplatz,residential,False,False,5.513,"LINESTRING (14.4047385 46.9505166, 14.4047249 46.9504679)",,30,,
"[804392184, 30397015]",1,Kirchgasse,residential,False,True,158.83700000000002,"LINESTRING (14.4047385 46.9505166, 14.4046709 46.9507395, 14.404705 46.9508483, 14.4047629 46.9511978, 14.4047444 46.9513901, 14.4046933 46.9516166, 14.4047551 46.9517178, 14.4050209 46.951816)",,30,,
"[245660148, 30370982]",1,Petersbergweg,residential,False,False,540.126,"LINESTRING (14.3998902 46.9550146, 14.3996496 46.9548147, 14.3995074 46.9546512, 14.3992623 46.9545359, 14.399238 46.9544957, 14.3992433 46.9544683, 14.3992638 46.9544411, 14.3994124 46.9543588, 14.3994632 46.954314, 14.3995437 46.9542197, 14.3996533 46.9540723, 14.3997145 46.9539589, 14.3997771 46.9537949, 14.3999136 46.9532265, 14.4000714 46.9531642, 14.4002847 46.9531342, 14.4003309 46.9531121, 14.4003618 46.9530708, 14.40041 46.9528794, 14.4004389 46.9528248, 14.4004883 46.9527801, 14.4007353 46.9526603, 14.4008017 46.9526122, 14.4008686 46.9525528, 14.401041 46.9523619, 14.4011505 46.9522046, 14.4011986 46.9521609, 14.401265 46.9521284, 14.4016424 46.9520289, 14.4019074 46.9518946, 14.4021395 46.9517726, 14.4023332 46.9517035, 14.402576 46.9515718, 14.4026249 46.9515579, 14.4027005 46.9515803, 14.4028434 46.9515703)",,30,,
30371736,,Geyersbergweg,residential,False,False,118.956,"LINESTRING (14.3998902 46.9550146, 14.4002686 46.9549038, 14.4005489 46.9548241, 14.4005897 46.9548225, 14.4007747 46.9548565, 14.4013096 46.9548602, 14.4013917 46.9548739)",,,,
"[1134997733, 30372206]",2,Bahnhofstraße,tertiary,False,"[False, True]",33.608,"LINESTRING (14.4106731 46.9515535, 14.4103036 46.9514701, 14.4102523 46.9514595)",yes,,,
30833039,,St.Veiter Straße,tertiary,True,False,24.561999999999998,"LINESTRING (14.4106731 46.9515535, 14.4108062 46.9515305, 14.4109913 46.9515161)",,,,
30396822,,Nadlergasse,residential,False,False,32.863,"LINESTRING (14.405873 46.9487384, 14.4062308 46.9489048)",,,,
"[30371235, 557950862]",,"['Schulhausplatz', 'Lange Gasse']",residential,False,True,142.384,"LINESTRING (14.405873 46.9487384, 14.4057128 46.9489498, 14.405399 46.9491491, 14.4048175 46.9497853)",,,,
30396822,,Nadlergasse,residential,False,False,64.405,"LINESTRING (14.4062308 46.9489048, 14.406945 46.9492175)",,,,
30396822,,Nadlergasse,residential,False,True,32.863,"LINESTRING (14.4062308 46.9489048, 14.405873 46.9487384)",,,,
"[1051597877, 1051597878]",1,Fleischbankgasse,residential,False,True,68.307,"LINESTRING (14.4062308 46.9489048, 14.4060356 46.948997, 14.4059774 46.9490245, 14.405844 46.949191, 14.4057361 46.9493921)",,30,,
"[30371233, 223758034]",,Lastenstraße,residential,False,False,291.65400000000005,"LINESTRING (14.4022227 46.9560908, 14.4028967 46.9556702, 14.4031734 46.9555636, 14.4034526 46.9554897, 14.4036556 46.9554547, 14.4037884 46.9554318, 14.4047392 46.9553411, 14.4049521 46.9552988, 14.4051788 46.9552265, 14.4052889 46.9551845, 14.4055611 46.9550806, 14.4056087 46.9550624, 14.4056463 46.9550506)",,,,
30371233,,Lastenstraße,residential,False,True,60.113,"LINESTRING (14.4022227 46.9560908, 14.4020125 46.9562415, 14.4018994 46.9563225, 14.4018258 46.9563755, 14.4017712 46.9563942, 14.4016203 46.9564189)",,,,
30371235,,Lange Gasse,residential,False,True,51.468,"LINESTRING (14.4048175 46.9497853, 14.4044667 46.9501814)",,,,
"[30371235, 557950862]",,"['Schulhausplatz', 'Lange Gasse']",residential,False,False,142.384,"LINESTRING (14.4048175 46.9497853, 14.405399 46.9491491, 14.4057128 46.9489498, 14.405873 46.9487384)",,,,
30397197,,Hafnergasse,residential,False,False,51.355000000000004,"LINESTRING (14.4048175 46.9497853, 14.4052246 46.9499171, 14.405437 46.9499698)",,,,
30371302,,Kärntnerlandstraße,residential,False,True,314.649,"LINESTRING (14.4117469 46.9488548, 14.4113408 46.9492669, 14.4111975 46.9494059, 14.4108439 46.9497825, 14.4106832 46.9499821, 14.4105926 46.9500921, 14.4105497 46.9501457, 14.410227 46.9505503, 14.4101041 46.9507635, 14.4097587 46.9513271)",,,,
30397197,,Hafnergasse,residential,False,True,51.355000000000004,"LINESTRING (14.405437 46.9499698, 14.4052246 46.9499171, 14.4048175 46.9497853)",,,,
30397408,,Kreuzgasse,residential,False,False,52.887,"LINESTRING (14.405437 46.9499698, 14.4054546 46.9499752, 14.4060738 46.9501628)",,,,
119294986,,Fleischbankgasse,residential,False,False,68.386,"LINESTRING (14.405437 46.9499698, 14.4055358 46.9497102, 14.4056189 46.9495537, 14.4057361 46.9493921)",,,,
1051597880,2,Bahnhofstraße,tertiary,False,True,4.35,"LINESTRING (14.4087368 46.9511444, 14.4086801 46.9511387)",,30,,
38665354,2,Bahnhofstraße,tertiary,False,False,68.421,"LINESTRING (14.4087368 46.9511444, 14.4088457 46.9511396, 14.4088717 46.9511385, 14.4090313 46.9511503, 14.4091587 46.9511758, 14.4093488 46.9512139, 14.4096046 46.9512825)",,,,
233267212,1,Grabenring,residential,False,False,292.593,"LINESTRING (14.4087368 46.9511444, 14.408805 46.9510509, 14.4091891 46.9506894, 14.4092334 46.9506269, 14.4092475 46.9505611, 14.4092462 46.9504806, 14.4092137 46.9503967, 14.4089063 46.9499489, 14.4087805 46.9497617, 14.4085228 46.9493781, 14.4080963 46.9487918)",,,,
294067473,2,Bahnhofstraße,residential,True,False,30.581,"LINESTRING (14.4107378 46.9520563, 14.4107288 46.9518546, 14.4107256 46.9517814)",,30,,
"[223757632, 887998883, 887998884, 30372205]",2,"['Bahnhofstraße', 'Lastenstraße']",residential,False,True,541.417,"LINESTRING (14.4107378 46.9520563, 14.4105562 46.9523902, 14.410358 46.9527105, 14.4102969 46.9527956, 14.4102042 46.9529052, 14.4100165 46.953087, 14.409852 46.9532304, 14.4095187 46.9534885, 14.4091588 46.9537376, 14.4089802 46.9538467, 14.4080902 46.9543905, 14.4078148 46.9545588, 14.4073949 46.9548068, 14.4073255 46.9548336, 14.4071835 46.9548886, 14.4070914 46.9549242, 14.4067211 46.9549838, 14.4058805 46.9550227, 14.4056463 46.9550506)",,50,,
294067494,2,,residential,True,False,25.678,"LINESTRING (14.4107256 46.9517814, 14.4106865 46.9516438, 14.4106731 46.9515535)",,30,,
30372213,,Bachgasse,residential,False,True,202.06599999999997,"LINESTRING (14.4074256 46.9541002, 14.4075193 46.9543548, 14.4075095 46.9544236, 14.4074185 46.9545026, 14.407202 46.9545882, 14.4069609 46.9546621, 14.4066535 46.9547091, 14.4059819 46.9547108, 14.4057482 46.9547343, 14.4054743 46.9548031)",,,,
30832936,2,St.Veiter Straße,secondary,False,False,267.502,"LINESTRING (14.4111728 46.9478165, 14.4111232 46.9478628, 14.410857 46.9481203, 14.4107364 46.9481968, 14.4105981 46.9482613, 14.4104779 46.9482987, 14.4103321 46.9483203, 14.4100743 46.9483316, 14.4096152 46.9483654, 14.4093467 46.9484185, 14.4089696 46.9485185, 14.4083777 46.9487011, 14.4080963 46.9487918)",,50,L62,
30396822,,Nadlergasse,residential,False,True,64.405,"LINESTRING (14.406945 46.9492175, 14.4062308 46.9489048)",,,,
231510737,,Herrengasse,secondary,False,False,17.894,"LINESTRING (14.406945 46.9492175, 14.4067863 46.9493365)",,50,L62,
231510737,,Herrengasse,secondary,False,True,99.564,"LINESTRING (14.406945 46.9492175, 14.407093 46.9491418, 14.4071805 46.9491113, 14.4080963 46.9487918)",,50,L62,
30397408,,Kreuzgasse,residential,False,True,52.887,"LINESTRING (14.4060738 46.9501628, 14.4054546 46.9499752, 14.405437 46.9499698)",,,,
1051597879,2,Herrengasse,secondary,False,False,44.506,"LINESTRING (14.4060738 46.9501628, 14.4059823 46.9503559, 14.4059544 46.9504965, 14.4059616 46.9505517)",,50,L62,
1051597879,2,Herrengasse,secondary,False,True,74.211,"LINESTRING (14.4060738 46.9501628, 14.4064555 46.9496994, 14.4065576 46.9495829)",,50,L62,
30371736,,Geyersbergweg,residential,False,True,118.956,"LINESTRING (14.4013917 46.9548739, 14.4013096 46.9548602, 14.4007747 46.9548565, 14.4005897 46.9548225, 14.4005489 46.9548241, 14.4002686 46.9549038, 14.3998902 46.9550146)",,,,
182089355,,Neumarkter Straße,secondary,False,False,302.90999999999997,"LINESTRING (14.4013917 46.9548739, 14.4015999 46.9547134, 14.4017756 46.954567, 14.4019536 46.9544165, 14.40216 46.954242, 14.4026174 46.9538551, 14.4030982 46.9534354, 14.4038243 46.9527169)",,50,L62,
182089355,,Neumarkter Straße,secondary,False,True,116.679,"LINESTRING (14.4013917 46.9548739, 14.4013378 46.9549258, 14.4013005 46.9549709, 14.4011834 46.9551894, 14.4010781 46.9554261, 14.4010552 46.9555179, 14.4010543 46.955612, 14.4010713 46.9556592, 14.4011107 46.955725, 14.4012227 46.9558505)",,50,L62,
30396810,,Salzburger Gasse,residential,False,False,108.23400000000001,"LINESTRING (14.4072915 46.9508743, 14.4073311 46.9506983, 14.4074945 46.9505483, 14.4079574 46.9502767, 14.4081688 46.9501505)",,,,
194799471,1,Bahnhofstraße,tertiary,True,False,40.629999999999995,"LINESTRING (14.4072915 46.9508743, 14.4069633 46.9508473, 14.4067624 46.9508205)",,30,,
30396531,,Schüttgasse,residential,False,False,54.823,"LINESTRING (14.4061616 46.951698, 14.4063412 46.9518508, 14.406676 46.9520407)",,,,
30832979,,Fürstenhofgasse,residential,False,False,75.92,"LINESTRING (14.4061616 46.951698, 14.4062508 46.9516504, 14.4063548 46.951548, 14.4064276 46.9514555, 14.4065103 46.9513061, 14.4065577 46.9512085, 14.4065987 46.951181, 14.4067014 46.951157)",,,,
"[563894840, 563894839]",,"['Salzburger Platz', 'Fürstenhofgasse']",residential,False,True,31.45,"LINESTRING (14.4061616 46.951698, 14.4059176 46.9517989, 14.4057947 46.951772)",,,,
30832937,2,Wiener Straße,secondary,False,True,17.594,"LINESTRING (14.4060742 46.95069, 14.4059616 46.9505517)",,50,L62,
291382196,,Wiener Straße,secondary,False,False,82.151,"LINESTRING (14.4060742 46.95069, 14.4061004 46.9507429, 14.4061017 46.9507877, 14.4060326 46.9510157, 14.406017 46.9510479, 14.405977 46.9511301, 14.4059207 46.9512006, 14.4058388 46.9512702, 14.4057954 46.9512932, 14.4057055 46.9513409)",,50,L62,
"[32977731, 1051594612]",1,Hauptplatz,residential,True,False,103.613,"LINESTRING (14.4060742 46.95069, 14.4054196 46.9505947, 14.4053754 46.9505883, 14.4052145 46.9505778, 14.40488 46.9505561, 14.4047385 46.9505166)",,30,,
1051597880,2,Bahnhofstraße,tertiary,False,False,4.35,"LINESTRING (14.4086801 46.9511387, 14.4087368 46.9511444)",,30,,
"[38665355, 194799471]",1,"['Bahnhofstraße', 'Olsatorbrücke']",tertiary,True,False,38.7,"LINESTRING (14.4086801 46.9511387, 14.4084261 46.9510748, 14.4082071 46.9510092)",yes,30,,
38665354,2,Bahnhofstraße,tertiary,False,False,12.705,"LINESTRING (14.4096046 46.9512825, 14.4097587 46.9513271)",,,,
30370805,,Schellengasse,residential,False,True,354.52900000000005,"LINESTRING (14.4096046 46.9512825, 14.4094989 46.9515749, 14.4094554 46.951639, 14.4093689 46.9517373, 14.408979 46.9520617, 14.4084867 46.9524186, 14.4081025 46.9527375, 14.4078006 46.9529841, 14.4073437 46.9533143, 14.4071186 46.9534151, 14.4067807 46.9536101, 14.4066924 46.9537113)",,,,
38665354,2,Bahnhofstraße,tertiary,False,True,68.42099999999999,"LINESTRING (14.4096046 46.9512825, 14.4093488 46.9512139, 14.4091587 46.9511758, 14.4090313 46.9511503, 14.4088717 46.9511385, 14.4088457 46.9511396, 14.4087368 46.9511444)",,,,
30832979,,Fürstenhofgasse,residential,False,True,75.92,"LINESTRING (14.4067014 46.951157, 14.4065987 46.951181, 14.4065577 46.9512085, 14.4065103 46.9513061, 14.4064276 46.9514555, 14.4063548 46.951548, 14.4062508 46.9516504, 14.4061616 46.951698)",,,,
"[119294989, 30397399]",,"['Fürstenhofgäßchen', 'Pfarrgasse']",residential,False,"[False, True]",100.803,"LINESTRING (14.4067014 46.951157, 14.406761 46.9512448, 14.4067742 46.9515998, 14.4067807 46.9517982, 14.4067634 46.9519022, 14.406734 46.9519675, 14.406676 46.9520407)",,,,
563894843,,Fürstenhofplatz,residential,False,False,37.869,"LINESTRING (14.4067014 46.951157, 14.4067258 46.9511123, 14.4067624 46.9508205)",,,,
294067492,1,,residential,True,False,28.799999999999997,"LINESTRING (14.4109859 46.9518627, 14.4108531 46.9519433, 14.4107378 46.9520563)",,30,,
894723350,,Olsastraße,residential,True,False,23.899,"LINESTRING (14.4109859 46.9518627, 14.4108718 46.951869, 14.4108004 46.9518475, 14.4107256 46.9517814)",,,,
"[291382196, 291382197]",,Wiener Straße,secondary,False,False,74.712,"LINESTRING (14.4057055 46.9513409, 14.4054835 46.9514497, 14.4052851 46.9515772, 14.4051466 46.9516963, 14.4050209 46.951816)",,50,L62,
291382196,,Wiener Straße,secondary,False,True,82.15100000000001,"LINESTRING (14.4057055 46.9513409, 14.4057954 46.9512932, 14.4058388 46.9512702, 14.4059207 46.9512006, 14.405977 46.9511301, 14.406017 46.9510479, 14.4060326 46.9510157, 14.4061017 46.9507877, 14.4061004 46.9507429, 14.4060742 46.95069)",,50,L62,
563894841,,Stiftgasse,residential,False,True,53.799,"LINESTRING (14.4057055 46.9513409, 14.4057517 46.9513755, 14.4057919 46.9514057, 14.405804 46.9514432, 14.4057114 46.9517078, 14.4057947 46.951772)",,,,
30371235,,Lange Gasse,residential,False,False,51.468,"LINESTRING (14.4044667 46.9501814, 14.4048175 46.9497853)",,,,
233640389,1,Seminargasse,residential,False,True,38.601,"LINESTRING (14.4044667 46.9501814, 14.404027 46.950007)",,30,,
291383948,1,Hauptplatz,residential,False,False,32.664,"LINESTRING (14.4044667 46.9501814, 14.4046091 46.9502247, 14.4047391 46.9502897, 14.4048046 46.9503528)",,30,,
291383949,,Wiener Straße,secondary,False,False,21.51,"LINESTRING (14.4050209 46.951816, 14.4048445 46.9519674)",,50,L62,
"[804392184, 30397015]",1,Kirchgasse,residential,False,False,158.83700000000002,"LINESTRING (14.4050209 46.951816, 14.4047551 46.9517178, 14.4046933 46.9516166, 14.4047444 46.9513901, 14.4047629 46.9511978, 14.404705 46.9508483, 14.4046709 46.9507395, 14.4047385 46.9505166)",,30,,
"[291382196, 291382197]",,Wiener Straße,secondary,False,True,74.71199999999999,"LINESTRING (14.4050209 46.951816, 14.4051466 46.9516963, 14.4052851 46.9515772, 14.4054835 46.9514497, 14.4057055 46.9513409)",,50,L62,
"[563894842, 1051591229]",,Fürstenhofplatz,residential,False,True,35.608,"LINESTRING (14.4050209 46.951816, 14.4050766 46.9518418, 14.4054094 46.9519955)",,,,
233265703,2,Hauptplatz,residential,False,True,5.513,"LINESTRING (14.4047249 46.9504679, 14.4047385 46.9505166)",,30,,
182089356,,Sackgasse,residential,False,True,110.44699999999999,"LINESTRING (14.4047249 46.9504679, 14.4043741 46.9504124, 14.4038592 46.9502588, 14.4036792 46.9502056, 14.4033867 46.9503197)",,,,
245660150,2,Hauptplatz,residential,False,False,14.479000000000001,"LINESTRING (14.4047249 46.9504679, 14.4047385 46.950417, 14.4048046 46.9503528)",,30,,
