osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,ref,maxspeed,junction,access
30495405,Bayerhofenstraße,residential,False,False,178.23499999999999,"LINESTRING (14.8417716 46.8367297, 14.8418571 46.8368164, 14.8420587 46.8370362, 14.8421734 46.8371962, 14.8422513 46.8373507, 14.8423106 46.8375635, 14.8423142 46.837577, 14.8423654 46.8377713, 14.8424145 46.8379521, 14.8424933 46.8382325)",,,,,,
"[30500161, 288067820]",St. Michaeler Straße,secondary,False,False,175.684,"LINESTRING (14.8417716 46.8367297, 14.8417 46.8366453, 14.8416464 46.8365517, 14.8415231 46.8364342, 14.841278 46.8362732, 14.8411903 46.8362156, 14.8408511 46.8359618, 14.8407574 46.8358882, 14.8406617 46.8358115, 14.8405016 46.8356934, 14.8404219 46.8356273, 14.8402922 46.8355289)",2,yes,,,,
182890039,Spanheimerstraße,primary,False,False,274.12800000000004,"LINESTRING (14.8417716 46.8367297, 14.8416131 46.836796, 14.8412117 46.8369892, 14.8406976 46.8372542, 14.8402455 46.8375743, 14.8400142 46.8377584, 14.8398881 46.8379102, 14.8398308 46.8379993, 14.8397814 46.8381211, 14.8397085 46.8383423, 14.8396862 46.838591)",,,B70,,,
"[38861785, 191875074, 741991131]",Spanheimerstraße,primary,False,True,82.72,"LINESTRING (14.8417716 46.8367297, 14.8418704 46.8366846, 14.8425651 46.8363855, 14.8426853 46.8363266)",,yes,B70,50,,
876554145,,primary,True,False,20.295,"LINESTRING (14.8417174 46.8427176, 14.841662 46.8427431, 14.841597 46.842753, 14.8415311 46.8427461, 14.8414733 46.8427232)",,,B70,,roundabout,
756794724,Getreidemarkt,residential,False,False,32.367,"LINESTRING (14.8454934 46.838939, 14.8459006 46.8390235)",,,,,,
"[710853757, 32956775]",Hoher Platz,living_street,True,False,173.233,"LINESTRING (14.8454934 46.838939, 14.8454124 46.8390134, 14.8453714 46.8390338, 14.8450245 46.8392065, 14.8443703 46.8396312, 14.8440547 46.8398182, 14.8438181 46.8399878)",,,,20,,yes
"[30494457, 764009706]","['Rathausplatz', 'Wolfsberg Rathaus']",unclassified,False,False,143.639,"LINESTRING (14.8438181 46.8399878, 14.8438541 46.8400563, 14.8438792 46.8401925, 14.8439022 46.8403304, 14.843954 46.8404267, 14.8441394 46.8406404, 14.844364 46.8409671, 14.8444942 46.84118)",,,,,,
"[756794734, 1213316699, 32956774]",Bambergerstraße,residential,True,False,59.18899999999999,"LINESTRING (14.8438181 46.8399878, 14.8437491 46.8400065, 14.8436635 46.8400135, 14.8434338 46.8400364, 14.8430506 46.8400659)",,viaduct,,30,,
174439351,Bambergerstraße,residential,True,False,44.887,"LINESTRING (14.8430506 46.8400659, 14.842466 46.8401211)",,,,30,,
30494833,Kreuzgasse,residential,False,True,153.86599999999999,"LINESTRING (14.8430506 46.8400659, 14.842895 46.8395075, 14.8426145 46.8387151)",,,,,,
"[30495385, 229179636]","['Burgergasse', 'Allgäu']",residential,False,"[False, True]",213.351,"LINESTRING (14.8430506 46.8400659, 14.8431418 46.8405092, 14.8431576 46.8405752, 14.843165 46.8406008, 14.8432217 46.8407269, 14.8432849 46.8413136, 14.8433007 46.841423, 14.8433348 46.8415169, 14.8435119 46.8419004, 14.8435335 46.8419471)",,,,,,
384584059,Am Weiher,residential,False,False,55.752,"LINESTRING (14.840986 46.840356, 14.8403829 46.8404384, 14.8402678 46.8404561)",,,,30,,
384584059,Am Weiher,residential,False,True,22.626,"LINESTRING (14.840986 46.840356, 14.841049 46.8403465, 14.8412764 46.8403119)",,,,30,,
"[10063416, 38861755, 755204949]","['Markusplatz', 'Kanalplatz']",residential,True,False,132.80599999999998,"LINESTRING (14.8456472 46.8386903, 14.845343 46.8386236, 14.8452737 46.8387098, 14.8452076 46.838749, 14.8449459 46.8388039, 14.8446428 46.8388675, 14.8444074 46.8389176, 14.8442867 46.8389314, 14.8440513 46.8389252)",,,,,,
802588315,Johann-Offner-Straße,residential,True,False,30.035000000000004,"LINESTRING (14.8456472 46.8386903, 14.8455825 46.8388025, 14.8455309 46.8388832, 14.8454934 46.838939)",,,,30,,
755204947,Kanalplatz,residential,False,True,12.939,"LINESTRING (14.8440513 46.8389252, 14.8438837 46.8389053)",,,,,,
755204948,Kollnitzergasse,residential,True,False,33.649,"LINESTRING (14.8440513 46.8389252, 14.8440884 46.8386905, 14.844076 46.8386245)",,,,,,
756794730,Kollnitzergasse,residential,False,False,9.1,"LINESTRING (14.844076 46.8386245, 14.8440589 46.8385435)",,,,,,
10063414,Gerichtsgasse,residential,False,True,78.721,"LINESTRING (14.8444887 46.8379288, 14.8444268 46.8379702, 14.844317 46.8380358, 14.8442472 46.8380938, 14.8441366 46.838246, 14.8440675 46.8384211, 14.8440589 46.8385435)",,,,,,
"[30494196, 30494302]","['Spitzgasse', 'Rindermarkt']",residential,True,False,187.94400000000002,"LINESTRING (14.8444887 46.8379288, 14.8445961 46.8378342, 14.8446645 46.8377067, 14.8447689 46.8375609, 14.8449772 46.8372494, 14.845119 46.8369572, 14.845347 46.836937, 14.8455169 46.8369383, 14.8458561 46.836946, 14.8459727 46.8369539, 14.8460251 46.8369574)",,,,,,
167220817,Auenstraße,tertiary,False,False,86.727,"LINESTRING (14.8409667 46.843404, 14.8410084 46.8433343, 14.8410344 46.8432043, 14.8410713 46.8431155, 14.8411193 46.8430422, 14.8412199 46.8429395, 14.8414733 46.8427232)",,,,,,
163602442,Stadthammerstraße,unclassified,False,True,152.772,"LINESTRING (14.8435335 46.8419471, 14.8427533 46.8422036, 14.8421289 46.8424033, 14.8419312 46.8424666, 14.8417375 46.8425581)",,,,,,
"[30495385, 229179636]","['Allgäu', 'Burgergasse']",residential,False,"[False, True]",213.351,"LINESTRING (14.8435335 46.8419471, 14.8435119 46.8419004, 14.8433348 46.8415169, 14.8433007 46.841423, 14.8432849 46.8413136, 14.8432217 46.8407269, 14.843165 46.8406008, 14.8431576 46.8405752, 14.8431418 46.8405092, 14.8430506 46.8400659)",,,,,,
"[182896944, 755204954, 755204955, 930669956]",Stadthammerstraße,unclassified,False,False,113.81,"LINESTRING (14.8435335 46.8419471, 14.8435866 46.8419222, 14.8436799 46.8418784, 14.8437671 46.8418146, 14.8438528 46.8417395, 14.8439495 46.8416357, 14.8440466 46.8415126, 14.8440863 46.8414624, 14.844144 46.8413998, 14.8442521 46.8413228, 14.8443924 46.8412401, 14.8444942 46.84118)",,yes,,,,
30494903,Jahnstraße,residential,False,False,49.417,"LINESTRING (14.8455548 46.835595, 14.846197 46.8356621)",,,,,,
30494903,Jahnstraße,residential,False,True,14.282,"LINESTRING (14.8455548 46.835595, 14.845369 46.8355765)",,,,,,
764009719,Wittmanngasse,residential,False,True,82.653,"LINESTRING (14.8455548 46.835595, 14.8453861 46.8363293)",,,,,,
384584059,Am Weiher,residential,False,False,8.583,"LINESTRING (14.8413337 46.8402454, 14.8412764 46.8403119)",,,,30,,
30494286,Roßmarkt,residential,True,False,154.255,"LINESTRING (14.8413337 46.8402454, 14.8411493 46.8395891, 14.8410129 46.8393613, 14.840948 46.8391618, 14.8409041 46.8388951)",,,,,,
30493466,Volksbadstraße,residential,False,False,67.688,"LINESTRING (14.839091 46.8392705, 14.8392296 46.8391467, 14.8393903 46.8390032, 14.8394861 46.8389409, 14.8396443 46.8388857, 14.8397301 46.8388726)",,,,,,
30493466,Volksbadstraße,residential,False,True,181.41299999999998,"LINESTRING (14.839091 46.8392705, 14.8387186 46.8395872, 14.8384795 46.8397907, 14.8384295 46.8398332, 14.8384713 46.8400046, 14.8386169 46.8403016, 14.8387551 46.8405876, 14.838788 46.840612, 14.838875 46.8406768)",,,,,,
30493466,Volksbadstraße,residential,False,True,67.688,"LINESTRING (14.8397301 46.8388726, 14.8396443 46.8388857, 14.8394861 46.8389409, 14.8393903 46.8390032, 14.8392296 46.8391467, 14.839091 46.8392705)",,,,,,
174439364,Spanheimerstraße,primary,False,False,180.797,"LINESTRING (14.8397301 46.8388726, 14.8399508 46.839465, 14.8399831 46.839566, 14.8400501 46.8397758, 14.8402411 46.8403561, 14.8402678 46.8404561)",,,B70,,,
