osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,access
"[325199890, 325117462]",2,B50,Neusiedler Straße,primary,50,False,False,56.064,"LINESTRING (16.5283572 47.8464402, 16.5279583 47.8462987, 16.5276929 47.8462047)",,
"[325199896, 35815977, 325199899]",2,B50,Neusiedler Straße,primary,50,False,True,169.935,"LINESTRING (16.5283572 47.8464402, 16.5288243 47.8466065, 16.5290401 47.8466691, 16.5292792 47.8467174, 16.5295066 47.8467539, 16.5297284 47.8467894, 16.5302804 47.8468757, 16.5305077 47.8469158)",,
"[325199896, 35815977, 325199899]",2,B50,Neusiedler Straße,primary,50,False,False,169.935,"LINESTRING (16.5305077 47.8469158, 16.5302804 47.8468757, 16.5297284 47.8467894, 16.5295066 47.8467539, 16.5292792 47.8467174, 16.5290401 47.8466691, 16.5288243 47.8466065, 16.5283572 47.8464402)",,
"[325199897, 325199898]",2,B50,Neusiedler Straße,primary,50,False,True,85.381,"LINESTRING (16.5305077 47.8469158, 16.5306736 47.8469502, 16.5307334 47.8469655, 16.5309858 47.8470301, 16.5314334 47.847172, 16.5315538 47.8472217)",,
"[485717920, 325199888]",2,L213,Bürgerspitalgasse,secondary,30,False,"[False, True]",76.59800000000001,"LINESTRING (16.5305077 47.8469158, 16.5304777 47.8469879, 16.5304594 47.8470267, 16.5303907 47.8471638, 16.5303468 47.8472249, 16.530267 47.847309, 16.5301625 47.8473947, 16.5300138 47.8475072)",,
24018219,,,Sankt-Rochus-Straße,residential,30,True,False,29.817,"LINESTRING (16.5260398 47.8448065, 16.5258704 47.8447139, 16.5257085 47.8446595)",,
"[457226862, 210976743]",2,B50,Ödenburger Straße,primary,50,False,False,63.669000000000004,"LINESTRING (16.5260398 47.8448065, 16.5259962 47.8446932, 16.5259916 47.8446811, 16.5259809 47.8445782, 16.5260061 47.8442387)",,
"[325199901, 325199902]",2,B50,Sankt-Antoni-Straße,primary,50,False,True,160.34799999999998,"LINESTRING (16.5260398 47.8448065, 16.5268885 47.8457164, 16.5270661 47.845877, 16.5271449 47.8459331, 16.5272414 47.8459977)",,
325102017,,B50,Ödenburger Straße,primary,50,False,False,17.832,"LINESTRING (16.5257687 47.8423219, 16.5257482 47.8422409, 16.5257287 47.8421638)",,
"[325102016, 325102018, 325102020, 856468301, 856468311]","['2', '3']",B50,Ödenburger Straße,primary,50,False,True,131.55499999999998,"LINESTRING (16.5257687 47.8423219, 16.5258121 47.8424487, 16.5259264 47.8427746, 16.5259742 47.842919, 16.5260357 47.8431529, 16.5260547 47.8432683, 16.5260633 47.8433798, 16.526065 47.8434848)",,
376817214,,,Bahnstraße,residential,30,False,False,90.042,"LINESTRING (16.5257687 47.8423219, 16.525744 47.8423407, 16.5256931 47.8423882, 16.5249745 47.8429311)",,
8881484,,,Pfarrgasse,residential,30,True,False,204.71000000000004,"LINESTRING (16.5208407 47.8452166, 16.5212229 47.8452011, 16.5212708 47.8451992, 16.5218516 47.8452269, 16.5231173 47.8453625, 16.5234645 47.8453986, 16.523492 47.8454009, 16.5235605 47.8454074)",,
30346709,,,Ignaz-Philipp-Semmelweis-Gasse,residential,,False,True,75.547,"LINESTRING (16.5208407 47.8452166, 16.5207006 47.8448884, 16.5206973 47.8446004, 16.5206973 47.8445504)",,
"[10444545, 453081825, 453084676, 325338158, 1243715284, 325418232, 460074745]",,,"['Domplatz', 'Pfarrgasse']","['residential', 'living_street']","['20', '30']",True,False,265.517,"LINESTRING (16.5235605 47.8454074, 16.5237098 47.8454188, 16.5238062 47.8454383, 16.5243173 47.8455686, 16.5245411 47.8456305, 16.524764 47.8456921, 16.5249807 47.8457524, 16.5250393 47.84577, 16.5256536 47.846004, 16.5259614 47.8461361, 16.5260052 47.8461696, 16.5261562 47.8463018, 16.526222 47.8464104, 16.5262905 47.8465161, 16.5263285 47.8465471, 16.5263813 47.8465735, 16.5264542 47.8466098, 16.5264776 47.8466215)","['3', '2.5']",
601361784,,,Sankt-Martin-Straße,residential,30,False,False,53.994,"LINESTRING (16.5235605 47.8454074, 16.5235688 47.8453507, 16.5236709 47.8449727, 16.5236802 47.8449287)",,
8881489,,,Sankt-Martin-Straße,residential,30,False,True,41.63,"LINESTRING (16.5237295 47.8445568, 16.5237152 47.8445895, 16.5237063 47.8446182, 16.5236802 47.8449287)",,
112693644,,,Sankt-Rochus-Straße,residential,30,False,False,26.835,"LINESTRING (16.5237295 47.8445568, 16.5236273 47.8445528, 16.5233704 47.8445443)",,
"[325293802, 601361786]",,,Sankt-Rochus-Straße,residential,30,False,True,38.344,"LINESTRING (16.5237295 47.8445568, 16.5237877 47.8445591, 16.5238496 47.8445616, 16.5239888 47.844568, 16.5242427 47.8445714)",,
"[456799978, 376817214]",,,Bahnstraße,residential,30,False,True,86.06,"LINESTRING (16.5237295 47.8445568, 16.5237562 47.8444976, 16.5237631 47.8444778, 16.5238657 47.8442109, 16.5239885 47.8439026, 16.5240409 47.8438122)",,
30346709,,,Ignaz-Philipp-Semmelweis-Gasse,residential,,False,False,75.547,"LINESTRING (16.5206973 47.8445504, 16.5206973 47.8446004, 16.5207006 47.8448884, 16.5208407 47.8452166)",,
"[325288065, 325338159]",2,,Sankt-Rochus-Straße,residential,30,True,False,27.049999999999997,"LINESTRING (16.5206973 47.8445504, 16.520616 47.8445447, 16.5205509 47.8445383, 16.5204639 47.8445165, 16.5204536 47.844511, 16.5204263 47.8444966, 16.520368 47.8444658)",,
"[325288064, 325288062]",2,B52,"['Ruster Straße', 'Esterhazyplatz']",primary,50,False,False,157.698,"LINESTRING (16.520368 47.8444658, 16.5200809 47.8446611, 16.5199807 47.8447412, 16.5198807 47.8448245, 16.5193926 47.8452373, 16.5190734 47.8454929, 16.5189952 47.8455419)",,
453085347,2,B52,Ruster Straße,primary,50,False,True,33.096000000000004,"LINESTRING (16.520368 47.8444658, 16.5205965 47.8443364, 16.520707 47.8442739)",,
325199888,2,L213,Bürgerspitalgasse,secondary,30,False,False,50.869,"LINESTRING (16.5300138 47.8475072, 16.5299365 47.847581, 16.5298878 47.8476396, 16.5298203 47.8477263, 16.529753 47.8478019, 16.5297202 47.8478388, 16.5296868 47.8479065)",,
"[325199888, 485717920]",2,L213,Bürgerspitalgasse,secondary,30,False,"[False, True]",76.598,"LINESTRING (16.5300138 47.8475072, 16.5301625 47.8473947, 16.530267 47.847309, 16.5303468 47.8472249, 16.5303907 47.8471638, 16.5304594 47.8470267, 16.5304777 47.8469879, 16.5305077 47.8469158)",,
"[1205528770, 698934642, 42195079]",,,"['Osterwiese', 'Ostergassl']",residential,,True,False,233.38199999999995,"LINESTRING (16.5300138 47.8475072, 16.5298918 47.8474854, 16.5297283 47.8474563, 16.5296758 47.8474469, 16.5281093 47.8471676, 16.5280707 47.8471504, 16.5280631 47.8471223, 16.5281263 47.8468261, 16.5282135 47.8466308, 16.5283261 47.8464814, 16.5283572 47.8464402)",,
"[1166184808, 482696647, 10444381, 1166184807]","['2', '3']",L213,Europaplatz,secondary,50,False,False,144.613,"LINESTRING (16.5291108 47.8489396, 16.5295496 47.8491107, 16.5297259 47.8491848, 16.5298671 47.849279, 16.5300071 47.8493724, 16.53016 47.8494906, 16.5302765 47.8495807, 16.5304165 47.8497417, 16.5304856 47.8498212)",,
24653890,,,Johann Permayer-Straße,residential,30,False,False,207.158,"LINESTRING (16.5291108 47.8489396, 16.5289863 47.8488829, 16.5283007 47.8486615, 16.5278372 47.8485066, 16.527436 47.8483788, 16.5270469 47.8482546, 16.5269425 47.8482096, 16.5268473 47.8481511, 16.5267571 47.8480774, 16.5267011 47.8480422)",,
35815979,2,L213,Bürgerspitalgasse,secondary,30,False,True,74.685,"LINESTRING (16.5291108 47.8489396, 16.52912 47.8489265, 16.5291787 47.8488374, 16.5292276 47.8487721, 16.5293239 47.8486161, 16.5294035 47.8484379, 16.5294261 47.8483837, 16.5294565 47.848311)",,
171846395,,,Hartlsteig,residential,30,False,False,25.122999999999998,"LINESTRING (16.5291108 47.8489396, 16.529044 47.8490398, 16.5289554 47.8491396)",,
