osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,access,junction
26691336,Tafernerstraße,residential,30,False,True,158.68,"LINESTRING (13.8531823 46.6129126, 13.8532569 46.6128915, 13.8535704 46.6128067, 13.8544962 46.6125805, 13.8547207 46.6125842, 13.8551103 46.6125907, 13.8551732 46.6125917)",,,,
26691337,Trattengasse,residential,30,False,True,44.363,"LINESTRING (13.8531823 46.6129126, 13.8530874 46.6131652, 13.8530371 46.6132989)",2,,,
26691340,Fabriksteig,residential,30,False,False,37.137,"LINESTRING (13.8531823 46.6129126, 13.853137 46.6129032, 13.8527168 46.6128162)",,,,
26691332,Flußgasse,residential,30,False,False,40.343,"LINESTRING (13.8524226 46.6141075, 13.8523802 46.6140755, 13.8522956 46.6140116, 13.8520672 46.6138391)",,,,
26691337,Trattengasse,residential,30,False,False,106.56899999999999,"LINESTRING (13.8524226 46.6141075, 13.8525044 46.6140608, 13.8527122 46.6139424, 13.8529536 46.6137037, 13.8530035 46.6135249, 13.8530371 46.6132989)",2,,,
26691337,Trattengasse,residential,30,False,True,98.80699999999999,"LINESTRING (13.8524226 46.6141075, 13.8523893 46.6141586, 13.8520693 46.6146501, 13.851992 46.6147914, 13.8519187 46.6149255)",2,,,
26691337,Trattengasse,residential,30,False,False,98.80699999999999,"LINESTRING (13.8519187 46.6149255, 13.851992 46.6147914, 13.8520693 46.6146501, 13.8523893 46.6141586, 13.8524226 46.6141075)",2,,,
26842972,Nikolaigasse,tertiary,30,False,True,52.797,"LINESTRING (13.8519187 46.6149255, 13.8516522 46.6150068, 13.8514548 46.615073, 13.8513883 46.6150953, 13.8512875 46.6151178)",,,,
286238056,Nikolaigasse,tertiary,50,False,False,254.17099999999996,"LINESTRING (13.8519187 46.6149255, 13.8520952 46.6148941, 13.8521319 46.6148931, 13.8523725 46.6148862, 13.8526991 46.6149065, 13.8531208 46.6149313, 13.8535507 46.6149403, 13.8539991 46.6149256, 13.8543124 46.6148978, 13.8546062 46.6148276, 13.8548437 46.6147701, 13.8550951 46.6147161, 13.8551862 46.6146965)",2,,,
4475770,Brauhausgasse,residential,30,False,True,37.769999999999996,"LINESTRING (13.8512875 46.6151178, 13.8513067 46.6151828, 13.8513717 46.6154031, 13.8513858 46.6154507)",,,,
26691331,Brauhausgasse,residential,30,True,False,21.191,"LINESTRING (13.8512875 46.6151178, 13.8512774 46.6150419, 13.8512571 46.6149284)",,,,
26842972,Nikolaigasse,tertiary,30,False,False,52.797,"LINESTRING (13.8512875 46.6151178, 13.8513883 46.6150953, 13.8514548 46.615073, 13.8516522 46.6150068, 13.8519187 46.6149255)",,,,
26842972,Nikolaigasse,tertiary,30,False,True,212.397,"LINESTRING (13.8512875 46.6151178, 13.8506697 46.6152611, 13.8505124 46.6152986, 13.8502027 46.6153708, 13.8500685 46.6154021, 13.849905 46.6154399, 13.8492667 46.6155872, 13.8492111 46.6156081, 13.8488863 46.6158448, 13.8488033 46.6158951)",,,,
4475770,Brauhausgasse,residential,30,False,True,74.102,"LINESTRING (13.8515795 46.6161595, 13.8517536 46.6168151)",,,,
4475770,Brauhausgasse,residential,30,False,False,80.19200000000001,"LINESTRING (13.8515795 46.6161595, 13.8514924 46.6158409, 13.8514784 46.6157896, 13.8513858 46.6154507)",,,,
4475770,Brauhausgasse,residential,30,False,False,74.102,"LINESTRING (13.8517536 46.6168151, 13.8515795 46.6161595)",,,,
4475770,Brauhausgasse,residential,30,False,True,97.392,"LINESTRING (13.8517536 46.6168151, 13.8517552 46.6171967, 13.8517387 46.6175604, 13.8517134 46.6176125, 13.8516738 46.6176829)",,,,
26691326,Dollhopfgasse,residential,30,False,False,185.516,"LINESTRING (13.8517536 46.6168151, 13.8518005 46.6168178, 13.8529571 46.6168854, 13.8541723 46.6169678)",,,,
4475770,Brauhausgasse,residential,30,False,False,97.392,"LINESTRING (13.8516738 46.6176829, 13.8517134 46.6176125, 13.8517387 46.6175604, 13.8517552 46.6171967, 13.8517536 46.6168151)",,,,
30413029,Klagenfurter Straße,residential,30,False,False,85.256,"LINESTRING (13.8516738 46.6176829, 13.8526059 46.6180163, 13.8526639 46.618037)",,,,
