osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,width
25832235,L3107,Alleegasse,tertiary,50,False,True,55.993,"LINESTRING (16.5109862 48.3845516, 16.5111741 48.3844773, 16.5113391 48.3843881, 16.5114973 48.3842935, 16.5115806 48.3842419)",,,
"[131348456, 131348458, 246135826]",,Mühlgasse,residential,50,False,True,27.866,"LINESTRING (16.5109862 48.3845516, 16.5110239 48.3846111, 16.5110747 48.3846958, 16.5110987 48.3847455, 16.5111137 48.384787)",2,yes,
"[162456184, 141140072]",L3107,Alleegasse,tertiary,50,False,False,73.003,"LINESTRING (16.5109862 48.3845516, 16.5107947 48.3846117, 16.5106568 48.3846406, 16.5105052 48.3846631, 16.5103629 48.384672, 16.5100293 48.3846628)",,,
141140071,L3107,Alleegasse,tertiary,30,False,False,138.65800000000002,"LINESTRING (16.5039394 48.3833585, 16.5038613 48.3833754, 16.5035675 48.3834405, 16.5031319 48.383537, 16.5030921 48.3835458, 16.5029498 48.3835789, 16.5026139 48.383657, 16.5024001 48.3836897, 16.5021472 48.3837253)",,,
"[141140069, 141140071]",L3107,Alleegasse,tertiary,30,False,True,100.61600000000001,"LINESTRING (16.5039394 48.3833585, 16.5041635 48.3833185, 16.5044397 48.3832917, 16.5052893 48.3832564)",,,
"[141140080, 141140079]",,Ziegelofengasse,living_street,,False,True,141.11700000000002,"LINESTRING (16.5039394 48.3833585, 16.5038261 48.3832731, 16.503588 48.3831545, 16.5033883 48.383059, 16.5031929 48.3829655, 16.5024064 48.3826058)",,,
22091104,,Johannesgasse,residential,30,False,False,216.03,"LINESTRING (16.5115806 48.3842419, 16.5113708 48.3841072, 16.510528 48.383511, 16.5103667 48.383397, 16.5100671 48.3832026, 16.5099339 48.3831289, 16.5094848 48.3828911)",,,
25832235,L3107,Alleegasse,tertiary,50,False,False,55.993,"LINESTRING (16.5115806 48.3842419, 16.5114973 48.3842935, 16.5113391 48.3843881, 16.5111741 48.3844773, 16.5109862 48.3845516)",,,
"[131348456, 131348458, 246135826]",,Mühlgasse,residential,50,False,False,27.866000000000003,"LINESTRING (16.5111137 48.384787, 16.5110987 48.3847455, 16.5110747 48.3846958, 16.5110239 48.3846111, 16.5109862 48.3845516)",2,yes,
21804515,,Industriestraße,residential,50,False,False,73.32900000000001,"LINESTRING (16.5091692 48.3784204, 16.5095321 48.378231, 16.5095781 48.3782036, 16.509722 48.3781151, 16.5097961 48.3780864, 16.5099812 48.3780659)",,,
21804515,,Industriestraße,residential,50,False,True,167.83100000000002,"LINESTRING (16.5091692 48.3784204, 16.5085642 48.3787291, 16.5080943 48.3789514, 16.5080331 48.3789803, 16.50795 48.3790254, 16.5078811 48.3790733, 16.5076575 48.3792381, 16.5074509 48.3793973)",,,
"[5059877, 677977710, 677977711]",,Wiener Straße,residential,,False,"[False, True]",97.049,"LINESTRING (16.5099812 48.3780659, 16.510127 48.3780692, 16.5102241 48.378047, 16.510413 48.3779758, 16.5104752 48.3779523, 16.5107549 48.3778068, 16.5109283 48.3777113, 16.5110836 48.3776317)",,,
21804515,,Industriestraße,residential,50,False,True,73.32900000000001,"LINESTRING (16.5099812 48.3780659, 16.5097961 48.3780864, 16.509722 48.3781151, 16.5095781 48.3782036, 16.5095321 48.378231, 16.5091692 48.3784204)",,,
21804515,,Industriestraße,residential,50,False,False,167.83100000000002,"LINESTRING (16.5074509 48.3793973, 16.5076575 48.3792381, 16.5078811 48.3790733, 16.50795 48.3790254, 16.5080331 48.3789803, 16.5080943 48.3789514, 16.5085642 48.3787291, 16.5091692 48.3784204)",,,
21804515,,Industriestraße,residential,50,False,True,164.778,"LINESTRING (16.5074509 48.3793973, 16.5071197 48.3796532, 16.5063643 48.3802259, 16.5062385 48.3803189, 16.5060707 48.3804436, 16.5059828 48.3805131)",,,
24253244,,Wienerfeldstraße,residential,50,False,True,194.061,"LINESTRING (16.5074509 48.3793973, 16.5081648 48.3798842, 16.508464 48.3800823, 16.5088216 48.3803188, 16.5093012 48.3806364)",,,
22091221,,Bahnstraße,residential,30,False,False,74.101,"LINESTRING (16.5077037 48.3839741, 16.5077416 48.3839507, 16.5084381 48.38352)",,,5.5
