osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,bridge,junction
102669185,True,Postgasse,residential,50,False,79.767,"LINESTRING (16.0814838 47.7208333, 16.0822557 47.7205515, 16.0824213 47.7204915)",,,,
304418543,True,Brevilliergasse,residential,,False,48.583,"LINESTRING (16.0793911 47.7215632, 16.0793621 47.7216797, 16.079258 47.7219907)",,1,,
127347703,False,Schreckgasse,residential,30,False,73.035,"LINESTRING (16.0869102 47.718854, 16.0878741 47.7187497)",,,,
127347703,False,Schreckgasse,residential,30,True,66.442,"LINESTRING (16.0869102 47.718854, 16.0860253 47.7188029)",,,,
"[27931210, 134118030]",False,"['Brunnenplatz', 'Schoellerstraße']",residential,30,True,127.676,"LINESTRING (16.0869102 47.718854, 16.0869763 47.7193764, 16.0869787 47.7195114, 16.0869691 47.7195346, 16.0869446 47.719564, 16.0865168 47.719885)",,,,
27769017,True,Schreckgasse,residential,30,False,66.895,"LINESTRING (16.0843152 47.7188902, 16.0843622 47.7188776, 16.0851844 47.7187505)",,,,
27926455,False,Feilbachgasse,residential,30,False,117.78200000000001,"LINESTRING (16.0843152 47.7188902, 16.0843305 47.7189138, 16.0843497 47.7189421, 16.0847318 47.7194842, 16.084765 47.7195093, 16.0847982 47.7195182, 16.0852976 47.7195956)",,,,
127347703,False,Schreckgasse,residential,30,False,66.442,"LINESTRING (16.0860253 47.7188029, 16.0869102 47.718854)",,,,
127347703,False,Schreckgasse,residential,30,True,63.176,"LINESTRING (16.0860253 47.7188029, 16.0851844 47.7187505)",,,,
27786662,False,Urtelgasse,residential,30,True,133.08100000000002,"LINESTRING (16.0860253 47.7188029, 16.0861094 47.7196082, 16.0865168 47.719885)",,,,
27931204,False,Schießstättgasse,residential,50,True,12.091,"LINESTRING (16.0795827 47.7186181, 16.0797208 47.7185616)",,,,
"[134118034, 134118035, 27786685]",True,Seebensteinerstraße,residential,,False,114.648,"LINESTRING (16.0795827 47.7186181, 16.079698 47.7188153, 16.0797657 47.7189983, 16.0800209 47.7193551, 16.0800794 47.7194889, 16.0799774 47.7195548)",,,yes,
27931204,False,Schießstättgasse,residential,50,False,55.772999999999996,"LINESTRING (16.0795827 47.7186181, 16.0790023 47.7187386, 16.0788808 47.7187828)",,,,
134118030,False,Schoellerstraße,residential,30,True,79.627,"LINESTRING (16.0865168 47.719885, 16.0857834 47.720404)",,,,
27786662,False,Urtelgasse,residential,30,False,133.08100000000002,"LINESTRING (16.0865168 47.719885, 16.0861094 47.7196082, 16.0860253 47.7188029)",,,,
"[27931210, 134118030]",False,"['Brunnenplatz', 'Schoellerstraße']",residential,30,False,127.67599999999999,"LINESTRING (16.0865168 47.719885, 16.0869446 47.719564, 16.0869691 47.7195346, 16.0869787 47.7195114, 16.0869763 47.7193764, 16.0869102 47.718854)",,,,
102669183,False,Fabriksgasse,residential,50,False,25.025,"LINESTRING (16.0841738 47.7221562, 16.0844901 47.7222295)",,,,
27864305,True,Stockhammergasse,residential,,False,234.93899999999996,"LINESTRING (16.0841738 47.7221562, 16.0841411 47.7222156, 16.0839367 47.7223589, 16.0836126 47.7224927, 16.0830193 47.7226845, 16.082419 47.7228365, 16.0818745 47.7230615, 16.0815622 47.7228948, 16.0815357 47.7228807)",,,,
102669183,False,Fabriksgasse,residential,50,True,19.509999999999998,"LINESTRING (16.0841738 47.7221562, 16.0840176 47.7221174, 16.0839498 47.7220733)",,,,
127347703,False,Schreckgasse,residential,30,True,73.035,"LINESTRING (16.0878741 47.7187497, 16.0869102 47.718854)",,,,
744868859,False,Dahngasse,residential,30,True,93.084,"LINESTRING (16.0878741 47.7187497, 16.0880268 47.7195805)",,,,
27931206,False,Dahngasse,residential,30,False,108.877,"LINESTRING (16.0880268 47.7195805, 16.0876737 47.7205304)",,,,
744868859,False,Dahngasse,residential,30,False,93.084,"LINESTRING (16.0880268 47.7195805, 16.0878741 47.7187497)",,,,
27931206,False,Dahngasse,residential,30,True,108.877,"LINESTRING (16.0876737 47.7205304, 16.0880268 47.7195805)",,,,
130846664,False,Augasse,residential,30,False,142.769,"LINESTRING (16.0876737 47.7205304, 16.0871707 47.7205395, 16.0869658 47.7205432, 16.0867757 47.7205208, 16.0864221 47.7204792, 16.0863271 47.720468, 16.0857834 47.720404)",,,,
102669183,False,Fabriksgasse,residential,50,True,25.025,"LINESTRING (16.0844901 47.7222295, 16.0841738 47.7221562)",,,,
27913393,True,Stockhammergasse,residential,,False,170.396,"LINESTRING (16.0844901 47.7222295, 16.085447 47.7218672, 16.0854522 47.7218605, 16.0854525 47.7218512, 16.0851511 47.7215079, 16.0851288 47.7214876, 16.0850957 47.7214714, 16.0848565 47.7213759, 16.0846797 47.7213054)",,,,
102669183,False,Fabriksgasse,residential,50,False,118.668,"LINESTRING (16.0844901 47.7222295, 16.0850971 47.7225921, 16.0855017 47.7228332, 16.0855401 47.72288, 16.0855858 47.7229794)",,,,
27729248,False,Schoellerstraße,residential,50,True,101.351,"LINESTRING (16.0846797 47.7213054, 16.0839498 47.7220733)",,,,
"[27729248, 134118060, 824563230]",False,"['Brücke Schoellerstraße', 'Schoellerstraße']",residential,"['50', '30']",False,130.20999999999998,"LINESTRING (16.0846797 47.7213054, 16.0849518 47.7210445, 16.0850442 47.7209559, 16.0851556 47.7208491, 16.0857834 47.720404)",,,yes,
27926448,False,Alleegasse,residential,,True,307.977,"LINESTRING (16.0819298 47.7242432, 16.0820411 47.7242203, 16.0828037 47.7239231, 16.0829598 47.7239185, 16.0831904 47.7239672, 16.0833296 47.7239663, 16.08481 47.7232822, 16.0851316 47.7231336, 16.0853544 47.7230675, 16.0855069 47.7230629)",,2,,
27931215,False,Lokalbahnstraße,residential,,False,84.412,"LINESTRING (16.0819298 47.7242432, 16.0818435 47.7242264, 16.0816261 47.7241605, 16.0808665 47.7239912)",,2,,
29038202,False,Lokalbahnstraße,residential,,False,82.468,"LINESTRING (16.0819298 47.7242432, 16.0820277 47.7243105, 16.0825163 47.7244888, 16.0828738 47.7246192)",,,,
824563231,True,,residential,,False,6.038,"LINESTRING (16.0806817 47.7239554, 16.0806348 47.7239996)",,,,roundabout
27931215,False,Lokalbahnstraße,residential,,True,14.391000000000002,"LINESTRING (16.0806817 47.7239554, 16.0807304 47.7239632, 16.0808665 47.7239912)",,2,,
"[130846609, 133501363, 23399877]",False,Wienerstraße,residential,,"[False, True]",57.909000000000006,"LINESTRING (16.0805793 47.7238256, 16.0806531 47.7237624, 16.0807153 47.7237024, 16.0807868 47.7236022, 16.0808358 47.7235094, 16.0808638 47.7234577, 16.080925 47.7233637)",,,yes,
42401242,True,,residential,,False,18.113,"LINESTRING (16.0805793 47.7238256, 16.0806258 47.7238404, 16.080662 47.7238649, 16.0806837 47.7238962, 16.0806817 47.7239554)",,,,roundabout
27926455,False,Feilbachgasse,residential,30,True,117.782,"LINESTRING (16.0852976 47.7195956, 16.0847982 47.7195182, 16.084765 47.7195093, 16.0847318 47.7194842, 16.0843497 47.7189421, 16.0843305 47.7189138, 16.0843152 47.7188902)",,,,
27931208,False,Neufeldtgasse,residential,30,False,124.069,"LINESTRING (16.0851844 47.7187505, 16.0851265 47.7176354)",,,,
127347703,False,Schreckgasse,residential,30,False,63.176,"LINESTRING (16.0851844 47.7187505, 16.0860253 47.7188029)",,,,
134118030,False,Schoellerstraße,residential,30,False,79.627,"LINESTRING (16.0857834 47.720404, 16.0865168 47.719885)",,,,
27931205,False,Raiffeisenstraße,residential,50,False,195.339,"LINESTRING (16.0857834 47.720404, 16.0851668 47.7203017, 16.0844404 47.7201811, 16.0843764 47.7201683, 16.0841078 47.7201148, 16.0837966 47.720061, 16.0834109 47.7199944, 16.0832559 47.7199637)",,,,
130846664,False,Augasse,residential,30,True,142.769,"LINESTRING (16.0857834 47.720404, 16.0863271 47.720468, 16.0864221 47.7204792, 16.0867757 47.7205208, 16.0869658 47.7205432, 16.0871707 47.7205395, 16.0876737 47.7205304)",,,,
"[27729248, 134118060, 824563230]",False,"['Brücke Schoellerstraße', 'Schoellerstraße']",residential,"['30', '50']",True,130.20999999999998,"LINESTRING (16.0857834 47.720404, 16.0851556 47.7208491, 16.0850442 47.7209559, 16.0849518 47.7210445, 16.0846797 47.7213054)",,,yes,
915905303,True,Peischingerstraße,residential,50,False,114.473,"LINESTRING (16.0821428 47.7257913, 16.0836679 47.725877)",,,,
134118059,False,Postgasse,residential,50,False,23.013,"LINESTRING (16.0826829 47.7203826, 16.0824213 47.7204915)",,,,
28248447,False,Zeil,residential,50,False,236.30500000000004,"LINESTRING (16.0826829 47.7203826, 16.0822687 47.7198804, 16.0821355 47.7197168, 16.0815662 47.7190179, 16.0814609 47.7189254, 16.0813241 47.7188568, 16.0811532 47.7187963, 16.0808673 47.7187223)",,,,
"[134118041, 134118059, 27786630]",False,Postgasse,residential,50,True,64.32300000000001,"LINESTRING (16.0826829 47.7203826, 16.0827905 47.7203357, 16.0829341 47.7202689, 16.0829847 47.7202331, 16.0832559 47.7199637)",,,yes,
28248447,False,Zeil,residential,50,True,236.30499999999998,"LINESTRING (16.0808673 47.7187223, 16.0811532 47.7187963, 16.0813241 47.7188568, 16.0814609 47.7189254, 16.0815662 47.7190179, 16.0821355 47.7197168, 16.0822687 47.7198804, 16.0826829 47.7203826)",,,,
28510723,True,,primary_link,50,False,53.187,"LINESTRING (16.076359 47.7259587, 16.0762337 47.726022, 16.0761054 47.7260484, 16.075973 47.7260757, 16.0758985 47.7261004, 16.0757396 47.7261806)",,1,,
480460045,False,Wiener Neustädter Straße,primary,50,True,49.491,"LINESTRING (16.076359 47.7259587, 16.0758587 47.7259852, 16.0756992 47.7259919)",B17,3,,
"[678518969, 480460046]",False,Wiener Neustädter Straße,primary,50,False,257.895,"LINESTRING (16.076359 47.7259587, 16.0770459 47.7259224, 16.0784444 47.7258409, 16.0797952 47.7257683)",B17,4,,
108403265,True,Steggasse,primary_link,50,False,28.14,"LINESTRING (16.0757396 47.7261806, 16.0756599 47.7262566, 16.0756034 47.7262751, 16.0754345 47.7263062)",B26,1,,
42401235,True,Urbangasse,residential,,False,57.918,"LINESTRING (16.0759543 47.7248685, 16.0763917 47.7244387)",,,,
28542302,True,Aichgasse,residential,,False,53.248,"LINESTRING (16.0781507 47.7224711, 16.078577 47.7228546)",,,,
445491562,True,Talgasse,residential,,False,69.7,"LINESTRING (16.0788499 47.7218417, 16.0780707 47.721498)",,,,
304418544,True,Aichgasse,residential,,False,87.65299999999999,"LINESTRING (16.0788499 47.7218417, 16.0784931 47.7222151, 16.0782506 47.7223987, 16.0781507 47.7224711)",,,,
133501375,False,Urbangasse,residential,,False,59.137,"LINESTRING (16.078577 47.7228546, 16.079231 47.7225558)",,,,
"[133501376, 135068064, 133501375]",False,Urbangasse,residential,,True,200.251,"LINESTRING (16.078577 47.7228546, 16.0783995 47.7229305, 16.0779021 47.7231442, 16.077601 47.7232736, 16.077404 47.7233565, 16.0773477 47.723403, 16.0772844 47.7234847, 16.0772538 47.7235277, 16.0770997 47.7237266, 16.0768678 47.7239825, 16.0768485 47.7240505, 16.0768163 47.7241199)",,,,
28542303,False,,residential,,False,98.648,"LINESTRING (16.0780707 47.721498, 16.0782176 47.7213056, 16.0781144 47.7212194, 16.0780957 47.7211298, 16.0782357 47.7209434, 16.0785844 47.7210575)",,,,
445491562,True,Talgasse,residential,,False,98.85899999999998,"LINESTRING (16.0780707 47.721498, 16.0778033 47.7214254, 16.0775925 47.7213892, 16.0774053 47.7213863, 16.077114 47.7214104, 16.0769186 47.7214592, 16.0768093 47.721502)",,,,
28542303,False,,residential,,True,98.648,"LINESTRING (16.0785844 47.7210575, 16.0782357 47.7209434, 16.0780957 47.7211298, 16.0781144 47.7212194, 16.0782176 47.7213056, 16.0780707 47.721498)",,,,
29037010,False,Rohrbacherstraße,residential,30,True,5.645,"LINESTRING (16.078639 47.7266075, 16.0787115 47.7265934)",,,,
29038322,False,Jubiläumsschulgasse,residential,30,True,71.94,"LINESTRING (16.078639 47.7266075, 16.0786307 47.7265599, 16.0785748 47.726312, 16.0785036 47.725967)",,,,
29038202,False,Lokalbahnstraße,residential,,True,82.468,"LINESTRING (16.0828738 47.7246192, 16.0825163 47.7244888, 16.0820277 47.7243105, 16.0819298 47.7242432)",,,,
108403268,True,Dittrichstraße,residential,30,False,144.08,"LINESTRING (16.0785036 47.725967, 16.0765943 47.7261385)",,,,
29038322,False,Jubiläumsschulgasse,residential,30,False,71.93999999999998,"LINESTRING (16.0785036 47.725967, 16.0785748 47.726312, 16.0786307 47.7265599, 16.078639 47.7266075)",,,,
27926449,False,Fabriksgasse,residential,50,True,134.317,"LINESTRING (16.0877993 47.7243793, 16.0871148 47.7238209, 16.0869925 47.7237211, 16.0866213 47.723469)",,,,
30097206,False,Triesterstraße,residential,,False,52.16,"LINESTRING (16.0757434 47.7189009, 16.0757417 47.7188335, 16.0758318 47.7187696, 16.0762877 47.7187043)",,,,
320164950,False,Triesterstraße,tertiary,50,True,44.745,"LINESTRING (16.0757434 47.7189009, 16.0762687 47.7188819, 16.0763407 47.7188798)",,,,
30097206,False,Triesterstraße,residential,,True,52.160000000000004,"LINESTRING (16.0762877 47.7187043, 16.0758318 47.7187696, 16.0757417 47.7188335, 16.0757434 47.7189009)",,,,
564036431,True,Raimundweg,residential,,False,39.011,"LINESTRING (16.0762877 47.7187043, 16.0762732 47.7184278, 16.0762824 47.7183539)",,,,
30097208,False,Daneggerstraße,residential,,True,58.303000000000004,"LINESTRING (16.0762824 47.7183539, 16.0764515 47.7183762, 16.0768056 47.718381, 16.0770571 47.7183633)",,,,
81111863,True,Daneggerstraße,residential,,False,114.15800000000002,"LINESTRING (16.0762824 47.7183539, 16.076028 47.7182577, 16.0757642 47.7181528, 16.0755637 47.7180433, 16.0754547 47.7179698, 16.0753688 47.7178835, 16.0752193 47.7176626)",,1,,
30097207,False,Wartmannstetterstraße,tertiary,,True,52.126000000000005,"LINESTRING (16.0770571 47.7183633, 16.0770645 47.7184137, 16.0770871 47.7185069, 16.0770907 47.7186645, 16.0771024 47.7188304)",,2,,
30097208,False,Daneggerstraße,residential,,False,58.303000000000004,"LINESTRING (16.0770571 47.7183633, 16.0768056 47.718381, 16.0764515 47.7183762, 16.0762824 47.7183539)",,,,
30097207,False,Wartmannstetterstraße,tertiary,,False,52.126,"LINESTRING (16.0771024 47.7188304, 16.0770907 47.7186645, 16.0770871 47.7185069, 16.0770645 47.7184137, 16.0770571 47.7183633)",,2,,
320164950,False,Triesterstraße,tertiary,50,False,57.376000000000005,"LINESTRING (16.0771024 47.7188304, 16.0770126 47.7188464, 16.0768819 47.7188587, 16.0763407 47.7188798)",,,,
320164950,False,Triesterstraße,tertiary,50,True,133.691,"LINESTRING (16.0771024 47.7188304, 16.0772804 47.7188084, 16.0774765 47.7187974, 16.0776113 47.718809, 16.0782113 47.718809, 16.0787501 47.7187715, 16.0788808 47.7187828)",,,,
30097210,False,Mühlgasse,residential,,True,61.367,"LINESTRING (16.0795114 47.7202838, 16.0800515 47.7206992)",,,,
30097210,False,Mühlgasse,residential,,False,92.612,"LINESTRING (16.0795114 47.7202838, 16.0796915 47.7200429, 16.079672 47.7198415, 16.0797316 47.7197212, 16.0799774 47.7195548)",,,,
"[47701989, 134118046]",False,Badhaussteig,residential,,False,20.598,"LINESTRING (16.0795114 47.7202838, 16.0793404 47.7202212, 16.0792695 47.7201953)",,,yes,
30097210,False,Mühlgasse,residential,,False,61.367,"LINESTRING (16.0800515 47.7206992, 16.0795114 47.7202838)",,,,
"[678518965, 678518966]",False,Rohrbacherstraße,primary,50,False,36.239999999999995,"LINESTRING (16.0749668 47.726391, 16.0752032 47.7263445, 16.0754345 47.7263062)",B26,3,,
"[27786617, 27786634]",True,Holzplatz,residential,,False,55.19499999999999,"LINESTRING (16.0793354 47.7212003, 16.0791927 47.7213104, 16.0791396 47.7213504, 16.0791216 47.7213669, 16.0791198 47.7213733, 16.0791226 47.7213815, 16.0791597 47.7214349, 16.0791812 47.7214533, 16.0793911 47.7215632)",,,,
47701990,False,Schwangasse,residential,,False,88.998,"LINESTRING (16.0793354 47.7212003, 16.0793141 47.7211877, 16.0788962 47.72094, 16.0785868 47.7206678, 16.0785481 47.7206094)",,,,
134118059,False,Postgasse,residential,50,True,23.013,"LINESTRING (16.0824213 47.7204915, 16.0826829 47.7203826)",,,,
30097210,False,Mühlgasse,residential,,True,92.612,"LINESTRING (16.0799774 47.7195548, 16.0797316 47.7197212, 16.079672 47.7198415, 16.0796915 47.7200429, 16.0795114 47.7202838)",,,,
"[807456035, 807458187, 102669180]",True,Triesterstraße,residential,50,False,183.038,"LINESTRING (16.0799774 47.7195548, 16.0801502 47.7196746, 16.0804736 47.7201081, 16.0806568 47.7202395, 16.0811986 47.720616, 16.0814004 47.7207739, 16.0814838 47.7208333)",,,,
"[134118051, 134118031, 23199121, 134118042, 134118043]",False,Triesterstraße,residential,50,True,119.195,"LINESTRING (16.0799774 47.7195548, 16.0798945 47.7195193, 16.0795621 47.7192595, 16.0794932 47.7192123, 16.0791964 47.7189928, 16.079084 47.718908, 16.0789676 47.7188226, 16.0788808 47.7187828)",,,yes,
915905303,True,Peischingerstraße,residential,50,False,40.2,"LINESTRING (16.0816075 47.7257591, 16.0821428 47.7257913)",,,,
1189815814,True,Wienerstraße,residential,,False,11.279,"LINESTRING (16.0815357 47.7228807, 16.0813992 47.7228376)",,,,
23399845,True,Gerichtsgasse,residential,,False,174.404,"LINESTRING (16.0815357 47.7228807, 16.0818283 47.7226547, 16.0819131 47.7225522, 16.0821865 47.7222217, 16.0823181 47.7221147, 16.0824404 47.7220152, 16.0824536 47.7220045, 16.0828972 47.7216973, 16.0829852 47.7216756)",,,,
198474709,False,Dittrichstraße,residential,30,True,83.91900000000001,"LINESTRING (16.0756107 47.7264013, 16.075701 47.7263289, 16.075861 47.7262077, 16.0760787 47.7261872, 16.0765943 47.7261385)",,,,
678518963,False,,tertiary,50,False,16.945,"LINESTRING (16.0756107 47.7264013, 16.0754944 47.7263456, 16.0754345 47.7263062)",L4113,2,,
1189681060,True,Rohrbacherstraße,residential,30,False,23.628,"LINESTRING (16.0756107 47.7264013, 16.0757728 47.7264553, 16.0758856 47.7265052)",,,,
29037010,False,Rohrbacherstraße,residential,30,False,5.645,"LINESTRING (16.0787115 47.7265934, 16.078639 47.7266075)",,,,
29037010,False,Rohrbacherstraße,residential,30,True,147.79399999999998,"LINESTRING (16.0787115 47.7265934, 16.0789961 47.7265342, 16.0796955 47.7263542, 16.0800753 47.7262241, 16.0804962 47.7260389)",,,,
133484542,False,Raimundweg,residential,,False,106.655,"LINESTRING (16.0768093 47.721502, 16.0765117 47.7213038, 16.0763642 47.7210368, 16.0761649 47.7206678)",,,,
