osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,tunnel,bridge
32754130,L537,Bahnhofstraße,tertiary,50,False,True,147.543,"LINESTRING (14.7526462 47.1897512, 14.7521877 47.1898317, 14.7519606 47.1898527, 14.7517627 47.189848, 14.7515625 47.1898266, 14.7507381 47.1896884)",,,,
148675832,L537,Bahnhofstraße,tertiary,50,False,False,26.805,"LINESTRING (14.7526462 47.1897512, 14.7528126 47.1896797, 14.7529412 47.1896175)",,,,
757395956,L537,Bahnhofstraße,tertiary,50,False,False,40.727999999999994,"LINESTRING (14.7526462 47.1897512, 14.752706 47.1897712, 14.7528995 47.1897971, 14.753065 47.1898235, 14.7531651 47.1898017)",2,,,
79291149,L537,Postriegel,tertiary,50,False,True,175.96,"LINESTRING (14.7529412 47.1896175, 14.7530142 47.1895573, 14.7530969 47.1894673, 14.7531899 47.1893481, 14.7532492 47.1892309, 14.7532753 47.1890736, 14.7532224 47.1882837, 14.7532191 47.1882736, 14.7531923 47.1880944)",,,,
148675832,L537,Bahnhofstraße,tertiary,50,False,True,26.805,"LINESTRING (14.7529412 47.1896175, 14.7528126 47.1896797, 14.7526462 47.1897512)",,,,
759341830,,Bahnhofstraße,tertiary,30,False,True,22.488999999999997,"LINESTRING (14.7529412 47.1896175, 14.75303 47.1897222, 14.7531148 47.1897797)",,,,
171427144,,Bahnhofstraße,tertiary,30,False,True,63.669000000000004,"LINESTRING (14.7546996 47.1902253, 14.7548427 47.1902553, 14.7555008 47.1904025)",,,,
"[271038584, 177965738, 271038588]",,Feldgasse,residential,,False,True,165.704,"LINESTRING (14.7546996 47.1902253, 14.7546669 47.1902909, 14.7545522 47.190521, 14.754439 47.1907319, 14.7542301 47.1911487, 14.7542182 47.1911732, 14.7539928 47.1916359)",,no,yes,
759341829,,Bahnhofstraße,tertiary,30,False,False,125.985,"LINESTRING (14.7546996 47.1902253, 14.7545715 47.1901549, 14.7534629 47.1899057, 14.7531651 47.1898017)",,,,
759341830,,Bahnhofstraße,tertiary,30,False,False,4.52,"LINESTRING (14.7531651 47.1898017, 14.7531148 47.1897797)",,,,
757395956,L537,Bahnhofstraße,tertiary,50,False,True,40.728,"LINESTRING (14.7531651 47.1898017, 14.753065 47.1898235, 14.7528995 47.1897971, 14.752706 47.1897712, 14.7526462 47.1897512)",2,,,
759341829,,Bahnhofstraße,tertiary,30,False,True,125.985,"LINESTRING (14.7531651 47.1898017, 14.7534629 47.1899057, 14.7545715 47.1901549, 14.7546996 47.1902253)",,,,
"[271038584, 177965738, 271038588]",,Feldgasse,residential,,False,False,165.704,"LINESTRING (14.7539928 47.1916359, 14.7542182 47.1911732, 14.7542301 47.1911487, 14.754439 47.1907319, 14.7545522 47.190521, 14.7546669 47.1902909, 14.7546996 47.1902253)",,no,yes,
"[32752833, 759341828]",,Feldgasse,residential,,False,True,153.81,"LINESTRING (14.7539928 47.1916359, 14.7539741 47.1917009, 14.7538943 47.1919783, 14.7536384 47.1927739, 14.7535699 47.1929889)",,,,
1126245130,,Hauptstraße,tertiary,50,False,True,279.316,"LINESTRING (14.7539928 47.1916359, 14.7533528 47.1915149, 14.7528879 47.191427, 14.7522164 47.1912804, 14.7517625 47.1911769, 14.7515171 47.1911184, 14.7511529 47.1910451, 14.750925 47.1910112, 14.7506577 47.1909806, 14.7505972 47.1909754, 14.7504396 47.1909556)",,,,
1126245131,,Hauptstraße,tertiary,50,False,True,171.918,"LINESTRING (14.7539928 47.1916359, 14.754101 47.191658, 14.7544498 47.1917292, 14.7549047 47.1918111, 14.7550959 47.1918455, 14.756208 47.1919802)",,,,
"[32752833, 30377811]",,"['Feldgasse', 'Rosengasse']",residential,,False,False,111.13,"LINESTRING (14.7545898 47.1948657, 14.7533173 47.1947075, 14.7533451 47.1945886)",,,,
30377813,,Ackergasse,residential,,False,False,231.212,"LINESTRING (14.7533451 47.1945886, 14.7504652 47.1942218, 14.7503368 47.194208)",,,,
32752833,,Feldgasse,residential,,False,False,73.96600000000001,"LINESTRING (14.7533451 47.1945886, 14.7534059 47.1942256, 14.753424 47.193926)",,,,
"[32752833, 30377811]",,"['Feldgasse', 'Rosengasse']",residential,,False,True,111.13,"LINESTRING (14.7533451 47.1945886, 14.7533173 47.1947075, 14.7545898 47.1948657)",,,,
30377813,,Ackergasse,residential,,False,True,231.212,"LINESTRING (14.7503368 47.194208, 14.7504652 47.1942218, 14.7533451 47.1945886)",,,,
30378492,,Hochofengasse,residential,,False,False,104.139,"LINESTRING (14.7503368 47.194208, 14.7502305 47.1941953, 14.7489764 47.1940578)",,,,
30379357,,Haldenweg,unclassified,,False,True,72.928,"LINESTRING (14.7503368 47.194208, 14.7503793 47.194107, 14.7504289 47.1938891, 14.7504769 47.1935604)",,,,
30377816,,Walzergasse,residential,,False,False,142.81,"LINESTRING (14.753424 47.193926, 14.7515674 47.1936855)",,,,
32752833,,Feldgasse,residential,,False,False,105.13000000000001,"LINESTRING (14.753424 47.193926, 14.7534449 47.1936631, 14.7534375 47.1935424, 14.7534536 47.1934059, 14.7535699 47.1929889)",,,,
32752833,,Feldgasse,residential,,False,True,73.96600000000001,"LINESTRING (14.753424 47.193926, 14.7534059 47.1942256, 14.7533451 47.1945886)",,,,
30377816,,Walzergasse,residential,,False,False,83.564,"LINESTRING (14.7515674 47.1936855, 14.7504769 47.1935604)",,,,
30377816,,Walzergasse,residential,,False,True,142.81,"LINESTRING (14.7515674 47.1936855, 14.753424 47.193926)",,,,
30377900,,Mitterweg,residential,,False,False,77.478,"LINESTRING (14.7515674 47.1936855, 14.7516537 47.1929912)",,,,
30377816,,Walzergasse,residential,,False,True,83.564,"LINESTRING (14.7504769 47.1935604, 14.7515674 47.1936855)",,,,
30377899,,Walzwerkgasse,residential,,False,False,73.303,"LINESTRING (14.7504769 47.1935604, 14.7495201 47.1934515)",,,,
30379357,,Haldenweg,unclassified,,False,False,72.928,"LINESTRING (14.7504769 47.1935604, 14.7504289 47.1938891, 14.7503793 47.194107, 14.7503368 47.194208)",,,,
30379357,,Haldenweg,unclassified,,False,True,217.202,"LINESTRING (14.7504769 47.1935604, 14.7505547 47.1925018, 14.7506882 47.191613)",,,,
30379363,,Walzwerkgasse,residential,,False,True,78.673,"LINESTRING (14.7504769 47.1935604, 14.7502382 47.193485, 14.7501068 47.193385, 14.7495298 47.1933407)",,,,
30379363,,Walzwerkgasse,residential,,False,False,62.5,"LINESTRING (14.7487155 47.193242, 14.7495298 47.1933407)",,,,
30377817,,Tennisweg,residential,,False,False,190.36700000000002,"LINESTRING (14.7487155 47.193242, 14.7489196 47.1919443, 14.7487889 47.1915472)",,,,
30377818,,Bessemerstraße,residential,,False,False,6.638,"LINESTRING (14.7560027 47.192667, 14.7559739 47.1927234)",,,,
30377818,,Bessemerstraße,residential,,False,True,34.408,"LINESTRING (14.7560027 47.192667, 14.7561052 47.1923655)",,,,
30377881,,Bessemerstraße,residential,,False,False,57.432,"LINESTRING (14.7560027 47.192667, 14.7567465 47.1927733)",,,,
30377818,,Bessemerstraße,residential,,False,True,6.638,"LINESTRING (14.7559739 47.1927234, 14.7560027 47.192667)",,,,
30377880,,Bessemerstraße,residential,,False,False,89.584,"LINESTRING (14.7559739 47.1927234, 14.7548219 47.192533)",,,,
30377818,,Bessemerstraße,residential,,False,False,66.195,"LINESTRING (14.7559739 47.1927234, 14.7558976 47.1929811, 14.7558221 47.1932358, 14.755801 47.193307)",,,,
30377818,,Bessemerstraße,residential,,False,False,34.91,"LINESTRING (14.755801 47.193307, 14.7557323 47.1935189, 14.7557016 47.1936136)",,,,
30377818,,Bessemerstraße,residential,,False,True,66.195,"LINESTRING (14.755801 47.193307, 14.7558221 47.1932358, 14.7558976 47.1929811, 14.7559739 47.1927234)",,,,
30377820,,Erzstraße,residential,,False,False,113.921,"LINESTRING (14.755801 47.193307, 14.7558678 47.1933153, 14.7572842 47.1934909)",,,,
30377820,,Erzstraße,residential,,False,True,172.253,"LINESTRING (14.755801 47.193307, 14.7549502 47.1931851, 14.7535699 47.1929889)",,,,
30377820,,Erzstraße,residential,,False,False,172.253,"LINESTRING (14.7535699 47.1929889, 14.7549502 47.1931851, 14.755801 47.193307)",,,,
"[32752833, 759341828]",,Feldgasse,residential,,False,False,153.81,"LINESTRING (14.7535699 47.1929889, 14.7536384 47.1927739, 14.7538943 47.1919783, 14.7539741 47.1917009, 14.7539928 47.1916359)",,,,
32752833,,Feldgasse,residential,,False,True,105.13000000000001,"LINESTRING (14.7535699 47.1929889, 14.7534536 47.1934059, 14.7534375 47.1935424, 14.7534449 47.1936631, 14.753424 47.193926)",,,,
30377820,,Erzstraße,residential,,False,True,57.888999999999996,"LINESTRING (14.7580369 47.193588, 14.7574803 47.1935167, 14.7572842 47.1934909)",,,,
30377904,,Schlossergasse,residential,,True,False,36.934,"LINESTRING (14.7580369 47.193588, 14.7579472 47.1938252, 14.7579152 47.1939097)",,,,
