osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,tunnel,width
"[257644706, 837193445, 837193446]",Rettenbachstraße,residential,False,True,223.26200000000003,"LINESTRING (11.008165 46.9687129, 11.0080128 46.9687233, 11.0079435 46.9687166, 11.0078718 46.9686992, 11.0077764 46.9686645, 11.0076936 46.9686362, 11.0076513 46.9686221, 11.0075904 46.9686117, 11.0075369 46.9686123, 11.0074658 46.9686077, 11.0073934 46.9686005, 11.0072964 46.9685859, 11.0072235 46.9685611, 11.0071876 46.9685365, 11.0071225 46.9684792, 11.0070992 46.9684507, 11.0070867 46.9684115, 11.0070843 46.9683679, 11.0070944 46.9683024, 11.0071023 46.9682565, 11.0071466 46.9681806, 11.0071525 46.9681678, 11.0071619 46.9681329, 11.007167 46.9681065, 11.0071665 46.9680856, 11.0071603 46.9680595, 11.007153 46.9680325, 11.0071407 46.9679886, 11.0071276 46.9679547, 11.0070645 46.9678854, 11.0069623 46.9677763, 11.006928 46.9677246, 11.0069159 46.9676865, 11.0069054 46.9676499, 11.0068934 46.9676229, 11.0068668 46.9675849, 11.0068553 46.9675629, 11.0068613 46.9675471, 11.006885 46.9675274, 11.0069388 46.9674915, 11.0069645 46.967462, 11.0069538 46.9674339, 11.006938 46.9674079, 11.0069197 46.967386, 11.0068943 46.967352)",,,,,,
"[367701012, 367701013, 1208609783]",Dorfstraße,primary,False,False,129.06,"LINESTRING (11.008165 46.9687129, 11.0081327 46.9686164, 11.0081153 46.9685434, 11.0080773 46.9683814, 11.0080309 46.9682417, 11.0078933 46.9679134, 11.0078787 46.9678787, 11.0077336 46.9675925)",2,B186,50,,,
367701013,Dorfstraße,primary,False,True,129.14600000000002,"LINESTRING (11.008165 46.9687129, 11.008216 46.9688292, 11.0084054 46.9691154, 11.0085744 46.9694062, 11.0086529 46.9695902, 11.0086957 46.969759, 11.0087082 46.9698085)",2,B186,50,,,
92100845,Auweg,residential,False,True,121.95100000000001,"LINESTRING (11.0077336 46.9675925, 11.0079329 46.9675194, 11.0080108 46.9674882, 11.0080622 46.9674582, 11.0081081 46.967418, 11.0081507 46.9673564, 11.008265 46.9671782, 11.0083377 46.9670714, 11.0084678 46.9668873, 11.0084843 46.9668605, 11.0085068 46.966824, 11.008534 46.9667647, 11.0085579 46.9666987)",2,,50,,,
367701012,Dorfstraße,primary,False,False,103.769,"LINESTRING (11.0077336 46.9675925, 11.0077043 46.9675403, 11.0076011 46.9673036, 11.0074595 46.9669669, 11.007417 46.9668673, 11.0073966 46.966786, 11.0073734 46.9666935)",2,B186,50,,,
"[367701012, 367701013, 1208609783]",Dorfstraße,primary,False,True,129.06,"LINESTRING (11.0077336 46.9675925, 11.0078787 46.9678787, 11.0078933 46.9679134, 11.0080309 46.9682417, 11.0080773 46.9683814, 11.0081153 46.9685434, 11.0081327 46.9686164, 11.008165 46.9687129)",2,B186,50,,,
"[29197761, 54401057]","['Achweg', 'Uferweg']",residential,False,"[False, True]",143.74599999999998,"LINESTRING (11.0092913 46.96968, 11.0092136 46.9695351, 11.0090661 46.9692966, 11.0089765 46.9691352, 11.0088882 46.9690477, 11.0092169 46.96893, 11.0095146 46.9688257, 11.0096854 46.9688013)",,,50,,,
518308909,Uferweg,residential,False,False,13.061,"LINESTRING (11.0092913 46.96968, 11.0092982 46.969739, 11.0092804 46.969796)",,,,,,
"[52712724, 52712725, 518308910]",Gemeindestraße,residential,False,False,46.562999999999995,"LINESTRING (11.0092913 46.96968, 11.0091906 46.969707, 11.0088359 46.9697896, 11.0087082 46.9698085)",,,50,yes,,
521857097,Gemeindestraße,residential,False,True,66.607,"LINESTRING (11.0092913 46.96968, 11.0093966 46.9696178, 11.0094796 46.9695908, 11.009855 46.9695071, 11.0101035 46.96948)",,,50,,,
