osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,width,bridge,maxspeed,junction
"[362989006, 26768766]",L391,Innsbrucker Straße,secondary,False,False,101.39900000000002,"LINESTRING (10.9183724 47.3992205, 10.9184242 47.3991254, 10.9184422 47.3990826, 10.9184913 47.3989657, 10.9185391 47.3988125, 10.9185661 47.3987388, 10.9185699 47.3986463, 10.9185383 47.3985906, 10.9182734 47.3984026)",,,,,
84520780,L391,Hauptstraße,secondary,False,True,34.028,"LINESTRING (10.9183724 47.3992205, 10.9183259 47.3992952, 10.9182602 47.3993687, 10.9181508 47.3994864)",2,,,,
"[26841569, 26841570]",,"['Kirweg', 'Clemens-Kraus-Weg']",residential,False,True,490.48099999999994,"LINESTRING (10.9181508 47.3994864, 10.918065 47.399464, 10.9178909 47.3994643, 10.9176796 47.3994598, 10.9175156 47.3994506, 10.9173605 47.3994253, 10.9171913 47.399398, 10.9170425 47.3993308, 10.916906 47.3992583, 10.9157904 47.3985838, 10.9152903 47.3981632, 10.9151802 47.3979981, 10.9150327 47.3976868, 10.9150127 47.3976491, 10.9149043 47.397359, 10.9148762 47.3972515, 10.9148483 47.3970426, 10.9148841 47.3968103, 10.9149115 47.3967137, 10.9149455 47.3966348, 10.9150263 47.3964839, 10.9151267 47.3963782, 10.915238 47.3963234)",,,,,
84520780,L391,Hauptstraße,secondary,False,False,34.028,"LINESTRING (10.9181508 47.3994864, 10.9182602 47.3993687, 10.9183259 47.3992952, 10.9183724 47.3992205)",2,,,,
84520780,L391,Hauptstraße,secondary,False,True,159.29500000000002,"LINESTRING (10.9181508 47.3994864, 10.9181323 47.3996012, 10.9181468 47.3996752, 10.918207 47.3998194, 10.9183208 47.3999806, 10.9185603 47.4002324, 10.9186664 47.4003058, 10.9188769 47.400411, 10.918955 47.4004501, 10.9192086 47.4005954, 10.9192513 47.4006286)",2,,,,
26768859,,Erlifeld,residential,False,True,29.817,"LINESTRING (10.9230068 47.4016297, 10.922917 47.4015769, 10.9228496 47.4013949)",,,,,
26768852,,Baurenhof,residential,False,False,16.708,"LINESTRING (10.9210112 47.403127, 10.9211014 47.4029897)",,,,,
26768851,,Baurenhof,residential,False,True,184.03400000000002,"LINESTRING (10.9237572 47.4028173, 10.9233484 47.4028584, 10.9232427 47.402869, 10.9232079 47.4028708, 10.9229125 47.402886, 10.9224053 47.4029222, 10.9222662 47.4029161, 10.9217306 47.4028374, 10.9213417 47.4027851)",,,,,
395497359,,Wettersteinstraße,residential,False,True,33.307,"LINESTRING (10.9224622 47.4003412, 10.9221651 47.4001192)",,,,,
395497355,,Dr.-Heinrich-Srbik-Weg,residential,False,True,105.102,"LINESTRING (10.9224622 47.4003412, 10.9226272 47.4007077, 10.9226732 47.4009685, 10.9227208 47.4011026, 10.922794 47.4012563)",,,,,
395497360,,Wettersteinstraße,residential,False,False,106.003,"LINESTRING (10.9224622 47.4003412, 10.9231482 47.4003097, 10.923859 47.4002286)",,,,,
26768852,,Baurenhof,residential,False,False,29.063,"LINESTRING (10.9211014 47.4029897, 10.9213417 47.4027851)",,,,,
26768852,,Baurenhof,residential,False,True,16.708,"LINESTRING (10.9211014 47.4029897, 10.9210112 47.403127)",,,,,
85128083,,Baurenhof,residential,False,False,106.91500000000002,"LINESTRING (10.9211014 47.4029897, 10.9206717 47.402894, 10.9205519 47.4028671, 10.920432 47.4028479, 10.9203524 47.402837, 10.9202855 47.4028451, 10.9197172 47.4028714)",,,,,
93454709,,Kirchplatz,residential,False,True,86.411,"LINESTRING (10.920828 47.3979518, 10.9212053 47.3976852, 10.9213899 47.3975434, 10.9215526 47.3973542)",,,,,
"[397003652, 395497364]",,Reinhard Spielmann-Straße,residential,False,True,128.837,"LINESTRING (10.920828 47.3979518, 10.9208782 47.3979871, 10.9209835 47.398061, 10.92103 47.3980937, 10.9210425 47.398105, 10.9212733 47.3983139, 10.9215177 47.3986044, 10.9215888 47.3987539, 10.9216624 47.3989427)",,,,,
1196307196,,Kirchplatz,residential,False,False,68.47399999999999,"LINESTRING (10.920828 47.3979518, 10.92046 47.3981584, 10.9201275 47.3983447)",,,,,
85128083,,Baurenhof,residential,False,True,106.915,"LINESTRING (10.9197172 47.4028714, 10.9202855 47.4028451, 10.9203524 47.402837, 10.920432 47.4028479, 10.9205519 47.4028671, 10.9206717 47.402894, 10.9211014 47.4029897)",,,,,
397003646,L391,Hauptstraße,secondary,False,False,56.471000000000004,"LINESTRING (10.9197172 47.4028714, 10.9196876 47.4025944, 10.9196692 47.4023646)",,6,,,
26768852,,Baurenhof,residential,False,True,29.063,"LINESTRING (10.9213417 47.4027851, 10.9211014 47.4029897)",,,,,
26768851,,Baurenhof,residential,False,False,184.034,"LINESTRING (10.9213417 47.4027851, 10.9217306 47.4028374, 10.9222662 47.4029161, 10.9224053 47.4029222, 10.9229125 47.402886, 10.9232079 47.4028708, 10.9232427 47.402869, 10.9233484 47.4028584, 10.9237572 47.4028173)",,,,,
"[26768841, 26768854, 26768847]",,"['Dr.-Heinrich-Srbik-Weg', 'Lähngraben Umgebung']",residential,False,"[False, True]",211.698,"LINESTRING (10.9213417 47.4027851, 10.921643 47.4025742, 10.9219292 47.4023011, 10.922008 47.4021943, 10.9219855 47.4020912, 10.9219788 47.402003, 10.9219765 47.4019894, 10.9219548 47.4018573, 10.9221442 47.4015851, 10.9222056 47.4015528, 10.9228496 47.4013949)",,,yes,,
"[26768841, 26768854, 26768847]",,"['Dr.-Heinrich-Srbik-Weg', 'Lähngraben Umgebung']",residential,False,"[False, True]",211.69799999999998,"LINESTRING (10.9228496 47.4013949, 10.9222056 47.4015528, 10.9221442 47.4015851, 10.9219548 47.4018573, 10.9219765 47.4019894, 10.9219788 47.402003, 10.9219855 47.4020912, 10.922008 47.4021943, 10.9219292 47.4023011, 10.921643 47.4025742, 10.9213417 47.4027851)",,,yes,,
