osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,name,tunnel,bridge
5215920,B70,primary,50,False,False,102.689,"LINESTRING (14.8216448 46.7616717, 14.8216248 46.7621381, 14.8216052 46.7625948)",,,
269402299,B70,primary,50,False,False,132.594,"LINESTRING (14.8227469 46.7654996, 14.8228213 46.7656122, 14.8228304 46.7657431, 14.8227945 46.7659504, 14.8226692 46.7663143, 14.8225692 46.7666628)",,,
269402299,B70,primary,50,False,True,86.566,"LINESTRING (14.8227469 46.7654996, 14.8226492 46.7654264, 14.8224075 46.7653343, 14.8222893 46.7652747, 14.8221377 46.7651982, 14.8220238 46.7651034, 14.8219142 46.7649881)",,,
"[208085569, 520094273, 520094271]",L139,tertiary,,False,True,341.68899999999996,"LINESTRING (14.8227469 46.7654996, 14.822792 46.7654823, 14.8228758 46.7654501, 14.8230388 46.7654054, 14.823078 46.7653966, 14.8231016 46.7653936, 14.8231334 46.7653908, 14.8232258 46.7653875, 14.8232612 46.7653863, 14.8233751 46.7653726, 14.823418 46.7653674, 14.8235475 46.765295, 14.8235908 46.7651912, 14.8236114 46.764999, 14.8236058 46.7649222, 14.8235821 46.7648583, 14.8235437 46.7647853, 14.8235139 46.7647251, 14.823514 46.7646837, 14.8235427 46.7646561, 14.8235878 46.7646439, 14.8236333 46.7646453, 14.8236739 46.7646648, 14.8237175 46.7647179, 14.82373 46.7647617, 14.8237722 46.7650861, 14.8238759 46.7653261, 14.8238976 46.7653551, 14.823991 46.7654934, 14.8240735 46.7655943, 14.8241396 46.7656688, 14.8242573 46.7658168, 14.8246042 46.7660857, 14.8247456 46.766154)",Aussichtsstraße,building_passage,
30491427,,residential,,False,True,23.274,"LINESTRING (14.8222119 46.7685671, 14.8221082 46.7686089, 14.82194 46.7686621)",Neuer Platz,,
"[983696034, 269402299]",B70,primary,50,False,True,75.02,"LINESTRING (14.8222119 46.7685671, 14.8221705 46.7683927, 14.8221781 46.7681446, 14.8222347 46.7678978)",,,
"[176328185, 799323725, 176328193]",L139,secondary,50,False,False,189.794,"LINESTRING (14.8300552 46.7659536, 14.8299096 46.765831, 14.82981 46.7657443, 14.8297839 46.765724, 14.8291461 46.7651883, 14.8288049 46.7649501, 14.8284936 46.7648205, 14.8283128 46.7647621)",St.-Stefaner Landesstraße,,yes
"[30491354, 30489299]",,residential,,False,"[False, True]",297.615,"LINESTRING (14.825041 46.7634541, 14.824789 46.763533, 14.824689 46.76357, 14.8243646 46.7636659, 14.8239601 46.7637856, 14.823621 46.7639153, 14.8235097 46.7639708, 14.8234251 46.7640534, 14.8232542 46.7642359, 14.8231617 46.764344, 14.8229973 46.7644693, 14.8228162 46.7645675, 14.8222851 46.7648466, 14.8219607 46.7649047, 14.8218947 46.7649165)",Tränkweg,,
30491548,,residential,,False,False,38.06699999999999,"LINESTRING (14.825041 46.7634541, 14.8251483 46.7634706, 14.8253 46.763504, 14.8255179 46.7635554)",Gerbergasse,,
30491548,,residential,,False,True,174.762,"LINESTRING (14.825041 46.7634541, 14.8249437 46.7634121, 14.8248564 46.7632786, 14.8249581 46.7630531, 14.8256905 46.7620623)",Gerbergasse,,
30489305,L139,secondary,,False,False,55.165,"LINESTRING (14.8245966 46.7689569, 14.8246936 46.7687169, 14.8248165 46.7684846)",St.-Stefaner Landesstraße,,
30491507,,residential,,False,False,218.349,"LINESTRING (14.8245966 46.7689569, 14.8246639 46.7689974, 14.8246907 46.7690256, 14.8249921 46.769481, 14.8250174 46.7695109, 14.8250581 46.7695213, 14.8254367 46.7694011, 14.8254419 46.7693775, 14.8248867 46.7685348, 14.8248682 46.7685154, 14.8248165 46.7684846)",,,
30489305,L139,secondary,,False,False,45.08500000000001,"LINESTRING (14.8248165 46.7684846, 14.8249683 46.7682065, 14.8249813 46.7681813, 14.8250209 46.7681041)",St.-Stefaner Landesstraße,,
30489305,L139,secondary,,False,True,55.165,"LINESTRING (14.8248165 46.7684846, 14.8246936 46.7687169, 14.8245966 46.7689569)",St.-Stefaner Landesstraße,,
30491507,,residential,,False,True,218.349,"LINESTRING (14.8248165 46.7684846, 14.8248682 46.7685154, 14.8248867 46.7685348, 14.8254419 46.7693775, 14.8254367 46.7694011, 14.8250581 46.7695213, 14.8250174 46.7695109, 14.8249921 46.769481, 14.8246907 46.7690256, 14.8246639 46.7689974, 14.8245966 46.7689569)",,,
30489305,L139,secondary,,False,False,51.86,"LINESTRING (14.8251233 46.7670107, 14.8250674 46.7667599, 14.8250165 46.7665501)",St.-Stefaner Landesstraße,,
30489305,L139,secondary,,False,True,122.887,"LINESTRING (14.8251233 46.7670107, 14.8251742 46.7673787, 14.8251555 46.7676577, 14.8251072 46.7678577, 14.8250986 46.7678933, 14.825071 46.7679683, 14.8250209 46.7681041)",St.-Stefaner Landesstraße,,
30489315,,unclassified,,False,False,119.00399999999999,"LINESTRING (14.8251233 46.7670107, 14.8251818 46.7670299, 14.8252391 46.7670548, 14.8253853 46.7671431, 14.8255202 46.7672508, 14.8256184 46.7673324, 14.825661 46.7673717, 14.8257387 46.7674578, 14.8259946 46.7677158, 14.8260965 46.7678326)",Sportplatzstraße,,
30489305,L139,secondary,,False,False,34.261,"LINESTRING (14.8250165 46.7665501, 14.8250082 46.7664015, 14.8250173 46.766336, 14.8250517 46.7662454)",St.-Stefaner Landesstraße,,
30489305,L139,secondary,,False,True,51.86,"LINESTRING (14.8250165 46.7665501, 14.8250674 46.7667599, 14.8251233 46.7670107)",St.-Stefaner Landesstraße,,
437951059,,tertiary,,True,False,48.677,"LINESTRING (14.8250165 46.7665501, 14.8249332 46.7664124, 14.8248539 46.7663067, 14.8247745 46.7662011, 14.8247456 46.766154)",,,
205341179,,residential,,False,False,11.665,"LINESTRING (14.8270988 46.7693428, 14.8269457 46.7693459)",,,
30489315,,unclassified,,False,False,153.805,"LINESTRING (14.8270988 46.7693428, 14.8272843 46.7695658, 14.8274147 46.7696887, 14.8275557 46.769798, 14.8277097 46.769886, 14.8278622 46.769944, 14.8281195 46.7700173, 14.8283855 46.7700767, 14.8286279 46.7701679)",Sportplatzstraße,,
30489315,,unclassified,,False,True,61.111,"LINESTRING (14.8270988 46.7693428, 14.8270234 46.7692204, 14.8268141 46.7688291)",Sportplatzstraße,,
30489315,,unclassified,,False,True,153.805,"LINESTRING (14.8286279 46.7701679, 14.8283855 46.7700767, 14.8281195 46.7700173, 14.8278622 46.769944, 14.8277097 46.769886, 14.8275557 46.769798, 14.8274147 46.7696887, 14.8272843 46.7695658, 14.8270988 46.7693428)",Sportplatzstraße,,
30491502,,unclassified,,False,False,142.661,"LINESTRING (14.8286279 46.7701679, 14.8287572 46.7700447, 14.828907 46.7698726, 14.829153 46.7695595, 14.8292158 46.7695111, 14.8292977 46.7694926, 14.8294224 46.7695049, 14.8296188 46.7695674, 14.8298116 46.7696492, 14.8298956 46.7696711)",,,
"[190394778, 190394780, 30489319]",,unclassified,,False,False,556.832,"LINESTRING (14.8298956 46.7696711, 14.8298623 46.7696334, 14.829754 46.769534, 14.8295658 46.7693788, 14.8292843 46.7691137, 14.8291824 46.7690109, 14.8290061 46.7688331, 14.8282728 46.7680291, 14.8280328 46.7677273, 14.8278224 46.7674075, 14.8276647 46.7671707, 14.8275212 46.7669486, 14.8272897 46.7665493, 14.827049 46.766108, 14.8269633 46.7651853)",,,yes
30491502,,unclassified,,False,True,142.661,"LINESTRING (14.8298956 46.7696711, 14.8298116 46.7696492, 14.8296188 46.7695674, 14.8294224 46.7695049, 14.8292977 46.7694926, 14.8292158 46.7695111, 14.829153 46.7695595, 14.828907 46.7698726, 14.8287572 46.7700447, 14.8286279 46.7701679)",,,
"[30491432, 30491430]",,"['unclassified', 'residential']",,False,True,223.064,"LINESTRING (14.8181531 46.7657303, 14.8181425 46.7657782, 14.8179875 46.766477, 14.8197578 46.7667837)",Schubertweg,,
30489538,,unclassified,,False,False,58.163,"LINESTRING (14.8218815 46.766294, 14.821118 46.766284)",,,
30491567,,residential,,False,True,24.378,"LINESTRING (14.8218815 46.766294, 14.8218462 46.7665119)",Graf-Stadion-Gasse,,
30491425,,residential,,False,False,146.211,"LINESTRING (14.8218815 46.766294, 14.8218183 46.7654833, 14.8218299 46.7652539, 14.8218679 46.7650708, 14.8218834 46.7650432, 14.8219142 46.7649881)",Zylindergasse,,
30489538,,unclassified,,False,True,58.163,"LINESTRING (14.821118 46.766284, 14.8218815 46.766294)",,,
30491563,,residential,,False,False,13.355,"LINESTRING (14.821118 46.766284, 14.821102 46.7661644)",Florianigasse,,
30491570,,residential,,False,True,159.909,"LINESTRING (14.821118 46.766284, 14.8210395 46.7668396, 14.8209813 46.7670717, 14.8210762 46.7673062, 14.8216382 46.7674187)",Faßlweg,,
1256688972,,unclassified,,False,False,51.07,"LINESTRING (14.8222755 46.7626037, 14.821796 46.762595, 14.8216052 46.7625948)",,,
30491356,,residential,,False,False,60.245,"LINESTRING (14.8260434 46.7644189, 14.8252564 46.7644729)",Kirchweg,,
30491548,,residential,,False,False,93.6,"LINESTRING (14.8260434 46.7644189, 14.8261382 46.7645316, 14.826344 46.764721, 14.8267579 46.7647817, 14.8269528 46.7649107)",Gerbergasse,,
30491548,,residential,,False,True,106.15899999999999,"LINESTRING (14.8260434 46.7644189, 14.8258042 46.7637953, 14.8256621 46.7636706, 14.8255179 46.7635554)",Gerbergasse,,
30491356,,residential,,False,True,60.245,"LINESTRING (14.8252564 46.7644729, 14.8260434 46.7644189)",Kirchweg,,
30489315,,unclassified,,False,False,124.21600000000001,"LINESTRING (14.8260965 46.7678326, 14.8262837 46.7680122, 14.8264447 46.7681961, 14.82664 46.7685037, 14.8268141 46.7688291)",Sportplatzstraße,,
30489315,,unclassified,,False,True,119.00400000000002,"LINESTRING (14.8260965 46.7678326, 14.8259946 46.7677158, 14.8257387 46.7674578, 14.825661 46.7673717, 14.8256184 46.7673324, 14.8255202 46.7672508, 14.8253853 46.7671431, 14.8252391 46.7670548, 14.8251818 46.7670299, 14.8251233 46.7670107)",Sportplatzstraße,,
449049960,,residential,,False,True,222.55900000000003,"LINESTRING (14.8260965 46.7678326, 14.826005 46.7678785, 14.8258904 46.7679851, 14.8257868 46.7681583, 14.8257446 46.768294, 14.8257427 46.7683971, 14.8257425 46.76846, 14.8258367 46.7686407, 14.8259559 46.7688174, 14.8260718 46.7689803, 14.8261759 46.7690984, 14.8262626 46.76916, 14.8263362 46.7691914, 14.8265861 46.7692623, 14.8268699 46.769309, 14.8269457 46.7693459)",,,
30491370,,residential,,False,False,54.507,"LINESTRING (14.8246992 46.7680639, 14.8239912 46.7679924)",Stationsweg,,
30491370,,residential,,False,True,24.906,"LINESTRING (14.8246992 46.7680639, 14.8250209 46.7681041)",Stationsweg,,
30491366,,residential,,False,False,144.928,"LINESTRING (14.8246992 46.7680639, 14.8246851 46.7675618, 14.8246491 46.766761)",Lorentogasse,,
30491370,,residential,,False,True,54.507,"LINESTRING (14.8239912 46.7679924, 14.8246992 46.7680639)",Stationsweg,,
30491427,,residential,,False,False,21.815,"LINESTRING (14.8216827 46.7687483, 14.82194 46.7686621)",Neuer Platz,,
30491588,,residential,,False,True,104.747,"LINESTRING (14.8216827 46.7687483, 14.8204751 46.7687876, 14.8203088 46.768785)",Burgerfeldstraße,,
30491439,,residential,,False,True,84.617,"LINESTRING (14.8197578 46.7667837, 14.8194531 46.7675155)",Römerstraße,,
"[30491432, 30491430]",,"['residential', 'unclassified']",,False,False,223.064,"LINESTRING (14.8197578 46.7667837, 14.8179875 46.766477, 14.8181425 46.7657782, 14.8181531 46.7657303)",Schubertweg,,
30491439,,residential,,False,False,81.909,"LINESTRING (14.8197578 46.7667837, 14.8198629 46.7662775, 14.819951 46.7660604)",Römerstraße,,
30491439,,residential,,False,False,74.036,"LINESTRING (14.8189835 46.7686772, 14.8191935 46.7680271)",Römerstraße,,
