osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
"[450676569, 157308909]","['2', '3']",L17a,Aribonenstraße,secondary,"['50', '30']",False,False,137.244,"LINESTRING (13.5682243 46.8044247, 13.568273 46.8044548, 13.5683355 46.8044919, 13.5684583 46.8045702, 13.5686535 46.8047136, 13.5689312 46.8049127, 13.5691955 46.8050915, 13.5694992 46.8052969)",,
"[450676716, 119212919]","['2', '3']",B98,Kaiser-Franz-Josef-Straße,primary,50,False,False,192.939,"LINESTRING (13.5682243 46.8044247, 13.5685801 46.8042223, 13.5686177 46.8042026, 13.568724 46.804148, 13.5688536 46.8040791, 13.5689631 46.804016, 13.569194 46.8039066, 13.5695468 46.8037248, 13.5702408 46.8033744)",,
39294184,,,Schwarzstraße,tertiary,30,False,True,172.474,"LINESTRING (13.5741909 46.8022985, 13.5741923 46.8023331, 13.5741929 46.8023469, 13.5742773 46.8030468, 13.5743026 46.8032569, 13.5743349 46.8033727, 13.5744643 46.803836)",,
"[219946176, 450676715, 450676718]","['2', '3']",B98,Kaiser-Franz-Josef-Straße,primary,50,False,False,238.019,"LINESTRING (13.5741909 46.8022985, 13.574413 46.8023175, 13.5746532 46.8023384, 13.5749535 46.8023693, 13.5751808 46.8023881, 13.5759452 46.8024582, 13.5761135 46.802469, 13.5763281 46.8024823, 13.5764454 46.8024879, 13.576651 46.8024941, 13.5773002 46.8024835)",,
219946176,2,B98,Kaiser-Franz-Josef-Straße,primary,50,False,True,56.845,"LINESTRING (13.5741909 46.8022985, 13.5734991 46.8022241, 13.5734531 46.8022192)",,
165639573,,,Mirnockstraße,residential,30,False,False,120.244,"LINESTRING (13.5773002 46.8024835, 13.577297 46.8025244, 13.5772869 46.8026439, 13.5772565 46.8027661, 13.5771422 46.8029492, 13.5768058 46.8031625, 13.5764318 46.8032849)",,
"[219946176, 450676715, 450676718]","['2', '3']",B98,Kaiser-Franz-Josef-Straße,primary,50,False,True,238.019,"LINESTRING (13.5773002 46.8024835, 13.576651 46.8024941, 13.5764454 46.8024879, 13.5763281 46.8024823, 13.5761135 46.802469, 13.5759452 46.8024582, 13.5751808 46.8023881, 13.5749535 46.8023693, 13.5746532 46.8023384, 13.574413 46.8023175, 13.5741909 46.8022985)",,
38434239,,,Alexanderhofstraße,residential,30,False,False,84.372,"LINESTRING (13.5694992 46.8052969, 13.5698975 46.8056227, 13.5700707 46.8056942, 13.5702599 46.8057461, 13.57032 46.8057841)",5,
"[39294140, 157308909]",2,L17a,"['Aribonenstraße', 'Marktplatz']",secondary,30,False,False,185.236,"LINESTRING (13.5694992 46.8052969, 13.569581 46.8053179, 13.5698246 46.8053455, 13.5701285 46.8053609, 13.570335 46.8053628, 13.5705937 46.8053364, 13.5709759 46.8051637, 13.5710793 46.805117, 13.5711416 46.8051046, 13.5717958 46.8049777)",,
"[450676569, 157308909]","['2', '3']",L17a,Aribonenstraße,secondary,"['30', '50']",False,True,137.244,"LINESTRING (13.5694992 46.8052969, 13.5691955 46.8050915, 13.5689312 46.8049127, 13.5686535 46.8047136, 13.5684583 46.8045702, 13.5683355 46.8044919, 13.568273 46.8044548, 13.5682243 46.8044247)",,
5211278,,L17a,Kalvarienbergstraße,secondary,30,False,False,8.256,"LINESTRING (13.572365 46.8048565, 13.5724262 46.8049178)",,
26694374,,,Mirnockstraße,tertiary,30,False,False,50.105999999999995,"LINESTRING (13.572365 46.8048565, 13.5725923 46.8046497, 13.5728226 46.8045404)",,
39294140,,L17a,Marktplatz,secondary,30,False,True,45.37,"LINESTRING (13.572365 46.8048565, 13.572269 46.8048767, 13.5717958 46.8049777)",,
