osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,lanes,tunnel
911589309,Kellergasse,residential,30,False,False,13.764,,"LINESTRING (16.6906985 47.9160507, 16.6908444 47.9159748)",,,
"[911589304, 168833498, 168833500, 168833503]",Kellergasse,residential,,False,"[False, True]",64.21600000000001,yes,"LINESTRING (16.6906985 47.9160507, 16.6907436 47.9160952, 16.6907998 47.916151, 16.6908263 47.9161746, 16.6910135 47.9163914, 16.6911415 47.9165455)",,,
911589309,Kellergasse,residential,30,False,True,152.108,,"LINESTRING (16.6924569 47.9151362, 16.6908444 47.9159748)",,,
"[193507717, 27909638, 193507719]","['Am Kellerplatz', 'Kellergasse']",residential,,False,False,27.006,yes,"LINESTRING (16.6924569 47.9151362, 16.692513 47.9152207, 16.6925704 47.9152868, 16.6926413 47.9153434)",,,
79181638,Kellergasse,residential,,False,False,80.61699999999999,,"LINESTRING (16.6924569 47.9151362, 16.6928078 47.9149432, 16.6932647 47.9146918, 16.693293 47.9146762)",,,
79181638,Kellergasse,residential,,False,True,80.61699999999999,,"LINESTRING (16.693293 47.9146762, 16.6932647 47.9146918, 16.6928078 47.9149432, 16.6924569 47.9151362)",,,
453080487,Türkenstraße,primary,50,False,False,15.879999999999999,,"LINESTRING (16.693293 47.9146762, 16.6932283 47.9146166, 16.6931651 47.914562)",B50,,
"[689704107, 453097669]",Türkenstraße,primary,50,False,True,26.222,,"LINESTRING (16.693293 47.9146762, 16.6934465 47.9148049, 16.6934558 47.9148131, 16.6935106 47.9148615)",B50,2,
168833510,Eisenstädter Straße,primary,50,False,True,34.602,,"LINESTRING (16.6923563 47.9135523, 16.6925716 47.913828)",B50,2,
156540603,Obere Bahngasse,residential,,False,True,305.419,,"LINESTRING (16.6923563 47.9135523, 16.6928818 47.9132745, 16.6932397 47.9130115, 16.6946648 47.9118814, 16.6951418 47.9115473)",,,
156540586,Obere Bahngasse,residential,,False,False,8.59,,"LINESTRING (16.6956968 47.9111581, 16.6956174 47.9112141)",,,
573448560,Untere Bahngasse,residential,,False,True,50.883,,"LINESTRING (16.6956968 47.9111581, 16.696178 47.9108335)",,,
27219874,Gartengasse,residential,,False,False,47.351,,"LINESTRING (16.7018374 47.9100477, 16.7013892 47.9103495)",,,
30347543,Angergasse,residential,,False,True,130.658,,"LINESTRING (16.702481 47.9131303, 16.7022872 47.9128733, 16.7021611 47.9127448, 16.7018083 47.912323, 16.7016615 47.9120935)",,,
516158155,Angergasse,residential,,False,False,162.78400000000002,,"LINESTRING (16.702481 47.9131303, 16.7017923 47.9131992, 16.7014085 47.9132538, 16.7009617 47.913445, 16.7006141 47.9135244, 16.7004398 47.9135876)",,,
95613844,Am Brucker Tor,residential,,True,False,60.716,,"LINESTRING (16.696203 47.9155836, 16.6963542 47.9154689, 16.6968547 47.9152642)",,,
"[29370447, 192485143]",Neusiedler Straße,primary,50,False,True,49.634,,"LINESTRING (16.696203 47.9155836, 16.696386 47.9155998, 16.6966025 47.9156624, 16.6966333 47.9156787, 16.6967935 47.9157659)",B50,"['2', '3']",
192485144,Neusiedler Straße,primary,50,False,False,96.34700000000001,,"LINESTRING (16.696203 47.9155836, 16.6959152 47.9156009, 16.695771 47.9156248, 16.6955158 47.9156755, 16.6953836 47.9156864, 16.6952513 47.9156862, 16.6951691 47.9156769, 16.695087 47.915664, 16.6949392 47.9156307)",B50,2,
168833637,Angergasse,residential,,False,False,24.83,,"LINESTRING (16.698423 47.9142104, 16.6987477 47.9141604)",,,
27909634,Am Brucker Tor,residential,,False,True,71.937,,"LINESTRING (16.698423 47.9142104, 16.6982715 47.9143157, 16.697753 47.9146761)",,,
41021399,Quergasse,residential,,False,False,277.324,,"LINESTRING (16.698423 47.9142104, 16.6985719 47.9139776, 16.698758 47.9136699, 16.6990185 47.9132375, 16.699155 47.9128882, 16.6992914 47.9125057, 16.6987716 47.9119124)",,,
30347513,Schmalkräftengasse,residential,30,False,True,34.896,,"LINESTRING (16.6923802 47.9167273, 16.6927206 47.9165118)",,,
79181635,Am Kellerplatz,residential,30,False,True,40.679,,"LINESTRING (16.6923802 47.9167273, 16.6924562 47.916511, 16.6925053 47.9163712)",,,
194652483,Landsatzgasse,residential,50,False,False,118.75200000000001,,"LINESTRING (16.6923802 47.9167273, 16.6924011 47.9167479, 16.6928629 47.9172046, 16.6932743 47.9176113)",,,
79181635,Am Kellerplatz,residential,30,False,True,16.043,,"LINESTRING (16.6925053 47.9163712, 16.6925585 47.9162314)",,,
194644478,Schmalkräftengasse,residential,30,False,False,22.402,,"LINESTRING (16.6925053 47.9163712, 16.6927206 47.9165118)",,,
79181635,Am Kellerplatz,residential,30,False,False,40.679,,"LINESTRING (16.6925053 47.9163712, 16.6924562 47.916511, 16.6923802 47.9167273)",,,
29370447,Neusiedler Straße,primary,50,False,True,6.257,,"LINESTRING (16.6990929 47.917869, 16.6991486 47.9179111)",B50,2,
29370447,Neusiedler Straße,primary,50,False,False,290.23499999999996,,"LINESTRING (16.6990929 47.917869, 16.6989915 47.9177859, 16.6984866 47.9173756, 16.6979118 47.9168617, 16.6969888 47.9159258, 16.6968594 47.9158136, 16.6967935 47.9157659)",B50,2,
4926453,Untere Bahngasse,residential,,False,True,5.405,,"LINESTRING (16.698338 47.9090711, 16.6983792 47.9090311)",,,
4926453,Untere Bahngasse,residential,,False,False,246.80400000000003,,"LINESTRING (16.698338 47.9090711, 16.6979022 47.9095371, 16.6971958 47.9100484, 16.6962552 47.9107891)",,,
30347556,Neue Bahngasse,residential,,False,True,103.567,,"LINESTRING (16.698338 47.9090711, 16.6980842 47.9091248, 16.6978924 47.9092219, 16.697258 47.9096336)",,,
58543725,Fellnergasse,tertiary,50,True,False,58.025,,"LINESTRING (16.6930354 47.9144285, 16.6923083 47.9146151)",L312,,
168833510,Eisenstädter Straße,primary,50,False,False,75.201,,"LINESTRING (16.6930354 47.9144285, 16.6927575 47.914056, 16.6925716 47.913828)",B50,2,
"[453080486, 168833510]",Eisenstädter Straße,primary,50,False,True,17.714,,"LINESTRING (16.6930354 47.9144285, 16.6930751 47.9144689, 16.6931281 47.9145236, 16.6931651 47.914562)",B50,2,
"[58543723, 689704108, 339532629, 339532630, 256771709, 256771710]",Hauptgasse,residential,,False,False,80.174,,"LINESTRING (16.6931651 47.914562, 16.6932536 47.9145109, 16.6932867 47.9144923, 16.6934308 47.9144109, 16.6934976 47.9143775, 16.6936687 47.9143055, 16.6937976 47.9142566, 16.6938578 47.9142249, 16.6940227 47.9141301)",,,building_passage
"[168833510, 453080486]",Eisenstädter Straße,primary,50,False,False,17.714,,"LINESTRING (16.6931651 47.914562, 16.6931281 47.9145236, 16.6930751 47.9144689, 16.6930354 47.9144285)",B50,2,
453080487,Türkenstraße,primary,50,False,True,15.879999999999999,,"LINESTRING (16.6931651 47.914562, 16.6932283 47.9146166, 16.693293 47.9146762)",B50,,
30347513,Schmalkräftengasse,residential,30,False,False,192.63299999999998,,"LINESTRING (16.6949392 47.9156307, 16.694815 47.9156512, 16.6929925 47.9163915, 16.6927206 47.9165118)",,,
168833509,Türkenstraße,primary,50,False,False,137.063,,"LINESTRING (16.6949392 47.9156307, 16.69483 47.9155992, 16.6947208 47.915553, 16.6944638 47.9154188, 16.6939009 47.9151037, 16.6935106 47.9148615)",B50,2,
192485144,Neusiedler Straße,primary,50,False,True,96.34700000000001,,"LINESTRING (16.6949392 47.9156307, 16.695087 47.915664, 16.6951691 47.9156769, 16.6952513 47.9156862, 16.6953836 47.9156864, 16.6955158 47.9156755, 16.695771 47.9156248, 16.6959152 47.9156009, 16.696203 47.9155836)",B50,2,
156540551,Bodenzeile,residential,,False,True,11.339,,"LINESTRING (16.6960382 47.9114307, 16.6959138 47.911372)",,,
30347497,Stiefelgasse,residential,,False,False,84.525,,"LINESTRING (16.6960382 47.9114307, 16.6963004 47.9111308, 16.6963131 47.9111252, 16.6963202 47.9111233, 16.6963311 47.9111214, 16.6963443 47.9111218, 16.696517 47.9111742, 16.6968683 47.9112688)",,,
156540551,Bodenzeile,residential,,False,False,75.52099999999999,,"LINESTRING (16.6960382 47.9114307, 16.6966045 47.9117952, 16.6966371 47.9118184, 16.6966586 47.9118452, 16.6967051 47.9119303)",,,
30347497,Stiefelgasse,residential,,False,True,84.525,,"LINESTRING (16.6968683 47.9112688, 16.696517 47.9111742, 16.6963443 47.9111218, 16.6963311 47.9111214, 16.6963202 47.9111233, 16.6963131 47.9111252, 16.6963004 47.9111308, 16.6960382 47.9114307)",,,
158984293,Hauptgasse,residential,,True,False,76.917,,"LINESTRING (16.6940227 47.9141301, 16.6948267 47.9136964)",,,
"[197053152, 197053153, 30347509]",Schulgasse,residential,,False,False,158.615,yes,"LINESTRING (16.6940227 47.9141301, 16.6943035 47.9143923, 16.6943315 47.9144183, 16.6945231 47.9145964, 16.6945446 47.9146078, 16.6945719 47.914613, 16.694643 47.9146056, 16.6956068 47.9141931)",,,
"[58543723, 689704108, 339532629, 339532630, 256771709, 256771710]",Hauptgasse,residential,,False,True,80.17399999999999,,"LINESTRING (16.6940227 47.9141301, 16.6938578 47.9142249, 16.6937976 47.9142566, 16.6936687 47.9143055, 16.6934976 47.9143775, 16.6934308 47.9144109, 16.6932867 47.9144923, 16.6932536 47.9145109, 16.6931651 47.914562)",,,building_passage
"[95613840, 197053150, 197053151]",Raiffeisenplatz,residential,,False,True,44.199,yes,"LINESTRING (16.6956068 47.9141931, 16.6954338 47.9140555, 16.6953914 47.9140254, 16.6951883 47.9139136)",,,
197053153,Schulgasse,residential,,False,False,17.253,,"LINESTRING (16.6956068 47.9141931, 16.6956976 47.9141419, 16.695776 47.9140875)",,,
"[197053152, 197053153, 30347509]",Schulgasse,residential,,False,True,158.615,yes,"LINESTRING (16.6956068 47.9141931, 16.694643 47.9146056, 16.6945719 47.914613, 16.6945446 47.9146078, 16.6945231 47.9145964, 16.6943315 47.9144183, 16.6943035 47.9143923, 16.6940227 47.9141301)",,,
156540620,Kirchengasse,residential,,False,True,209.43800000000002,,"LINESTRING (16.695776 47.9140875, 16.6960429 47.9137856, 16.6963138 47.9134829, 16.6963799 47.9134237, 16.6965148 47.9133281, 16.6973034 47.9127692, 16.6975134 47.9126204)",,,
168833642,Am Bruckertor,residential,,False,False,117.947,,"LINESTRING (16.695776 47.9140875, 16.6962069 47.9143922, 16.6966164 47.9148159, 16.6967193 47.9149332)",,,
197053153,Schulgasse,residential,,False,True,17.253,,"LINESTRING (16.695776 47.9140875, 16.6956976 47.9141419, 16.6956068 47.9141931)",,,
194652483,Landsatzgasse,residential,50,False,True,118.752,,"LINESTRING (16.6932743 47.9176113, 16.6928629 47.9172046, 16.6924011 47.9167479, 16.6923802 47.9167273)",,,
30347543,Angergasse,residential,,False,False,130.65800000000002,,"LINESTRING (16.7016615 47.9120935, 16.7018083 47.912323, 16.7021611 47.9127448, 16.7022872 47.9128733, 16.702481 47.9131303)",,,
30347817,Angergasse,residential,,False,True,208.31199999999995,,"LINESTRING (16.7016615 47.9120935, 16.7014056 47.9121511, 16.7003185 47.9121198, 16.6999625 47.9120201, 16.6997897 47.9119298, 16.6995067 47.9118624, 16.6989754 47.9118493)",,,
27909634,Am Brucker Tor,residential,,False,False,71.937,,"LINESTRING (16.697753 47.9146761, 16.6982715 47.9143157, 16.698423 47.9142104)",,,
27909634,Am Brucker Tor,residential,,False,True,81.34700000000001,,"LINESTRING (16.697753 47.9146761, 16.6974393 47.9148684, 16.6972452 47.9149403, 16.6968581 47.9150869)",,,
30347821,Am Wehrturm,living_street,,False,False,333.115,,"LINESTRING (16.697753 47.9146761, 16.6988308 47.9154798, 16.7006778 47.9169411)",,,
30347547,Bodenzeile,residential,,False,False,87.151,,"LINESTRING (16.6961898 47.9126138, 16.6962855 47.9126235, 16.6963559 47.912622, 16.6966929 47.9125883, 16.6967533 47.912579, 16.6970646 47.9125055, 16.6973174 47.9124432)",,,
158984293,Hauptgasse,residential,,True,False,86.015,,"LINESTRING (16.6961898 47.9126138, 16.6962884 47.9123978, 16.6963536 47.9122831, 16.6964389 47.9121782, 16.6965955 47.9120362, 16.6967051 47.9119303)",,,
30347547,Bodenzeile,residential,,False,True,87.151,,"LINESTRING (16.6973174 47.9124432, 16.6970646 47.9125055, 16.6967533 47.912579, 16.6966929 47.9125883, 16.6963559 47.912622, 16.6962855 47.9126235, 16.6961898 47.9126138)",,,
"[193507709, 193507710, 156540551]",Bodenzeile,residential,,False,"[False, True]",24.588,yes,"LINESTRING (16.6973174 47.9124432, 16.697336 47.9124645, 16.6973604 47.9124935, 16.6974658 47.9125809, 16.6975134 47.9126204)",,,
156540551,Bodenzeile,residential,,False,True,73.47,,"LINESTRING (16.6973174 47.9124432, 16.6972885 47.9124171, 16.6971916 47.9123414, 16.6969154 47.9120595, 16.696767 47.91197, 16.6967051 47.9119303)",,,
30347556,Neue Bahngasse,residential,,False,False,109.782,,"LINESTRING (16.6960753 47.9102162, 16.6969407 47.9098251, 16.6971454 47.9097208, 16.697258 47.9096336)",,,
30347556,Neue Bahngasse,residential,,False,True,85.36500000000001,,"LINESTRING (16.6960753 47.9102162, 16.6958938 47.9103148, 16.6958815 47.9103283, 16.6958807 47.9103478, 16.6958842 47.9103587, 16.6958967 47.9103732, 16.6960807 47.910543, 16.6960908 47.9105674, 16.6960902 47.9105919, 16.6960317 47.9106769, 16.6960279 47.9106921, 16.6960271 47.910704, 16.6960294 47.9107166, 16.696037 47.9107303, 16.696178 47.9108335)",,,
"[142230025, 42416319]","['Veltlinergasse', 'Bartackerlgasse']",residential,,False,False,143.51,,"LINESTRING (16.6960753 47.9102162, 16.6950796 47.9092006, 16.6951742 47.9091599)",,,
30347556,Neue Bahngasse,residential,,False,False,103.567,,"LINESTRING (16.697258 47.9096336, 16.6978924 47.9092219, 16.6980842 47.9091248, 16.698338 47.9090711)",,,
30347556,Neue Bahngasse,residential,,False,True,109.78200000000001,,"LINESTRING (16.697258 47.9096336, 16.6971454 47.9097208, 16.6969407 47.9098251, 16.6960753 47.9102162)",,,
396588029,Fellnergasse,tertiary,50,False,True,24.964,,"LINESTRING (16.6917602 47.9147578, 16.6920743 47.9146798)",L312,,
30347557,Fellnergasse,tertiary,,False,False,28.144,,"LINESTRING (16.6917602 47.9147578, 16.6918382 47.9146766, 16.6919147 47.9146163, 16.691995 47.9145607)",L312,,
168833510,Eisenstädter Straße,primary,50,False,False,34.602,,"LINESTRING (16.6925716 47.913828, 16.6923563 47.9135523)",B50,2,
30347557,Fellnergasse,tertiary,,False,True,95.13900000000001,,"LINESTRING (16.6925716 47.913828, 16.6924964 47.9138546, 16.6924454 47.913899, 16.6924183 47.9139603, 16.6923438 47.9141977, 16.6923184 47.9142518, 16.6922612 47.9143298, 16.6921215 47.9144666, 16.691995 47.9145607)",L312,,
168833510,Eisenstädter Straße,primary,50,False,True,75.201,,"LINESTRING (16.6925716 47.913828, 16.6927575 47.914056, 16.6930354 47.9144285)",B50,2,
