osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,lanes,tunnel
30347689,Friedhofgasse,residential,30,False,False,140.368,,"LINESTRING (16.6911415 47.9165455, 16.6896941 47.9173533)",,,
30347689,Friedhofgasse,residential,30,False,True,141.656,,"LINESTRING (16.6911415 47.9165455, 16.6919184 47.9159887, 16.6919721 47.9159784, 16.6920207 47.9159799, 16.6920535 47.9159841, 16.6925585 47.9162314)",,,
"[911589304, 168833498, 168833500, 168833503]",Kellergasse,residential,,False,"[False, True]",64.216,yes,"LINESTRING (16.6911415 47.9165455, 16.6910135 47.9163914, 16.6908263 47.9161746, 16.6907998 47.916151, 16.6907436 47.9160952, 16.6906985 47.9160507)",,,
79181635,Am Kellerplatz,residential,30,False,False,16.043,,"LINESTRING (16.6925585 47.9162314, 16.6925053 47.9163712)",,,
30347689,Friedhofgasse,residential,30,False,False,141.656,,"LINESTRING (16.6925585 47.9162314, 16.6920535 47.9159841, 16.6920207 47.9159799, 16.6919721 47.9159784, 16.6919184 47.9159887, 16.6911415 47.9165455)",,,
79181635,Am Kellerplatz,residential,30,False,True,81.424,,"LINESTRING (16.6925585 47.9162314, 16.6925873 47.9161556, 16.6927071 47.9158404, 16.692784 47.9156381, 16.6928282 47.9155218)",,,
95613841,Raiffeisenplatz,residential,,False,False,51.02,,"LINESTRING (16.6951052 47.9135323, 16.6953084 47.9136575, 16.6952463 47.9138648, 16.6951883 47.9139136)",,,
158984293,Hauptgasse,residential,,True,False,131.082,,"LINESTRING (16.6951052 47.9135323, 16.6954823 47.9132905, 16.6960343 47.9128105, 16.6961058 47.9127342, 16.6961898 47.9126138)",,,
156540551,Bodenzeile,residential,,False,False,73.47,,"LINESTRING (16.6967051 47.9119303, 16.696767 47.91197, 16.6969154 47.9120595, 16.6971916 47.9123414, 16.6972885 47.9124171, 16.6973174 47.9124432)",,,
156540551,Bodenzeile,residential,,False,True,75.521,,"LINESTRING (16.6967051 47.9119303, 16.6966586 47.9118452, 16.6966371 47.9118184, 16.6966045 47.9117952, 16.6960382 47.9114307)",,,
27219874,Gartengasse,residential,,False,True,80.812,,"LINESTRING (16.7006931 47.9109067, 16.7013892 47.9103495)",,,
27219874,Gartengasse,residential,,False,False,165.713,,"LINESTRING (16.7006931 47.9109067, 16.6998026 47.9114422, 16.6993694 47.9116722, 16.6989754 47.9118493)",,,
"[193507713, 193507714, 168833554]",Gartenweg,residential,,False,True,214.35199999999998,yes,"LINESTRING (16.7006931 47.9109067, 16.70024 47.9106112, 16.6998335 47.9104237, 16.6997459 47.9103904, 16.699696 47.9103708, 16.6995268 47.9103016, 16.6991834 47.9101953, 16.6990287 47.910171, 16.6989334 47.9101976, 16.6988024 47.9104184, 16.6987389 47.9104637, 16.6986198 47.9106526)",,,
95613846,Untere Zeltergasse,residential,30,False,False,40.522,,"LINESTRING (16.7006778 47.9169411, 16.7010986 47.9167103)",,,
30347821,Am Wehrturm,living_street,,False,True,333.115,,"LINESTRING (16.7006778 47.9169411, 16.6988308 47.9154798, 16.697753 47.9146761)",,,
95613846,Untere Zeltergasse,residential,30,False,True,81.827,,"LINESTRING (16.7006778 47.9169411, 16.7003122 47.917173, 16.6999172 47.9174236, 16.6998804 47.917447)",,,
573448560,Untere Bahngasse,residential,,False,False,50.883,,"LINESTRING (16.696178 47.9108335, 16.6956968 47.9111581)",,,
573448560,Untere Bahngasse,residential,,False,True,7.582,,"LINESTRING (16.696178 47.9108335, 16.6962552 47.9107891)",,,
30347556,Neue Bahngasse,residential,,False,False,85.365,,"LINESTRING (16.696178 47.9108335, 16.696037 47.9107303, 16.6960294 47.9107166, 16.6960271 47.910704, 16.6960279 47.9106921, 16.6960317 47.9106769, 16.6960902 47.9105919, 16.6960908 47.9105674, 16.6960807 47.910543, 16.6958967 47.9103732, 16.6958842 47.9103587, 16.6958807 47.9103478, 16.6958815 47.9103283, 16.6958938 47.9103148, 16.6960753 47.9102162)",,,
156540601,Kirchengasse,residential,,False,True,16.732,,"LINESTRING (16.6987716 47.9119124, 16.6989754 47.9118493)",,,
41021399,Quergasse,residential,,False,True,277.324,,"LINESTRING (16.6987716 47.9119124, 16.6992914 47.9125057, 16.699155 47.9128882, 16.6990185 47.9132375, 16.698758 47.9136699, 16.6985719 47.9139776, 16.698423 47.9142104)",,,
573448559,Kirchengasse,residential,,False,False,122.88300000000001,,"LINESTRING (16.6987716 47.9119124, 16.6985871 47.9119834, 16.6979603 47.9123205, 16.6975134 47.9126204)",,,
"[573448561, 193507716, 30347527]",Quergasse,residential,,False,False,227.807,yes,"LINESTRING (16.6987716 47.9119124, 16.6987493 47.9118886, 16.6987194 47.9118636, 16.6984726 47.9116991, 16.6977282 47.911275, 16.6969545 47.9110235, 16.6962552 47.9107891)",,,
27219874,Gartengasse,residential,,False,False,80.812,,"LINESTRING (16.7013892 47.9103495, 16.7006931 47.9109067)",,,
27219874,Gartengasse,residential,,False,True,47.351,,"LINESTRING (16.7013892 47.9103495, 16.7018374 47.9100477)",,,
30347656,Hofgartengasse,residential,,False,False,139.042,,"LINESTRING (16.7013892 47.9103495, 16.701698 47.9105267, 16.7017898 47.910609, 16.7021738 47.9110915, 16.7023817 47.9113888)",,,
"[193507712, 197633840, 193507711]",Gartengasse,living_street,,False,True,270.697,yes,"LINESTRING (16.7013892 47.9103495, 16.7007442 47.9099608, 16.7001992 47.9097035, 16.7001742 47.90969, 16.6999321 47.909606, 16.6992661 47.9094571, 16.6983792 47.9090311)",,,
156540601,Kirchengasse,residential,,False,False,16.732,,"LINESTRING (16.6989754 47.9118493, 16.6987716 47.9119124)",,,
27219874,Gartengasse,residential,,False,True,165.713,,"LINESTRING (16.6989754 47.9118493, 16.6993694 47.9116722, 16.6998026 47.9114422, 16.7006931 47.9109067)",,,
30347817,Angergasse,residential,,False,False,208.31199999999998,,"LINESTRING (16.6989754 47.9118493, 16.6995067 47.9118624, 16.6997897 47.9119298, 16.6999625 47.9120201, 16.7003185 47.9121198, 16.7014056 47.9121511, 16.7016615 47.9120935)",,,
79181632,Am Kellerplatz,residential,30,False,False,89.79700000000001,,"LINESTRING (16.6935106 47.9148615, 16.6934374 47.914918, 16.693123 47.9151649, 16.6929857 47.9153186, 16.6928282 47.9155218)",,,
168833509,Türkenstraße,primary,50,False,True,137.063,,"LINESTRING (16.6935106 47.9148615, 16.6939009 47.9151037, 16.6944638 47.9154188, 16.6947208 47.915553, 16.69483 47.9155992, 16.6949392 47.9156307)",B50,2,
"[689704107, 453097669]",Türkenstraße,primary,50,False,False,26.222,,"LINESTRING (16.6935106 47.9148615, 16.6934558 47.9148131, 16.6934465 47.9148049, 16.693293 47.9146762)",B50,2,
256771707,Am Brucker Tor,residential,,False,False,19.717,,"LINESTRING (16.6968581 47.9150869, 16.6968547 47.9152642)",,,
27909634,Am Brucker Tor,residential,,False,False,81.34700000000001,,"LINESTRING (16.6968581 47.9150869, 16.6972452 47.9149403, 16.6974393 47.9148684, 16.697753 47.9146761)",,,
"[824163186, 256771707, 168833642]","['Am Brucker Tor', 'Am Bruckertor']",residential,,False,True,19.98,,"LINESTRING (16.6968581 47.9150869, 16.6968127 47.9150384, 16.6967719 47.9149941, 16.6967193 47.9149332)",,,building_passage
168833637,Angergasse,residential,,False,True,57.112,,"LINESTRING (16.7004398 47.9135876, 16.700053 47.913667, 16.6997573 47.9138067)",,,
516158155,Angergasse,residential,,False,True,162.784,,"LINESTRING (16.7004398 47.9135876, 16.7006141 47.9135244, 16.7009617 47.913445, 16.7014085 47.9132538, 16.7017923 47.9131992, 16.702481 47.9131303)",,,
156540620,Kirchengasse,residential,,False,False,209.438,,"LINESTRING (16.6975134 47.9126204, 16.6973034 47.9127692, 16.6965148 47.9133281, 16.6963799 47.9134237, 16.6963138 47.9134829, 16.6960429 47.9137856, 16.695776 47.9140875)",,,
"[193507709, 193507710, 156540551]",Bodenzeile,residential,,False,"[False, True]",24.588,yes,"LINESTRING (16.6975134 47.9126204, 16.6974658 47.9125809, 16.6973604 47.9124935, 16.697336 47.9124645, 16.6973174 47.9124432)",,,
573448559,Kirchengasse,residential,,False,True,122.883,,"LINESTRING (16.6975134 47.9126204, 16.6979603 47.9123205, 16.6985871 47.9119834, 16.6987716 47.9119124)",,,
193507719,Am Kellerplatz,residential,,False,True,24.239,,"LINESTRING (16.6928282 47.9155218, 16.6926413 47.9153434)",,,
79181632,Am Kellerplatz,residential,30,False,True,89.797,,"LINESTRING (16.6928282 47.9155218, 16.6929857 47.9153186, 16.693123 47.9151649, 16.6934374 47.914918, 16.6935106 47.9148615)",,,
79181635,Am Kellerplatz,residential,30,False,False,81.424,,"LINESTRING (16.6928282 47.9155218, 16.692784 47.9156381, 16.6927071 47.9158404, 16.6925873 47.9161556, 16.6925585 47.9162314)",,,
193507719,Am Kellerplatz,residential,,False,False,24.239,,"LINESTRING (16.6926413 47.9153434, 16.6928282 47.9155218)",,,
"[193507717, 27909638, 193507719]","['Am Kellerplatz', 'Kellergasse']",residential,,False,True,27.006,yes,"LINESTRING (16.6926413 47.9153434, 16.6925704 47.9152868, 16.692513 47.9152207, 16.6924569 47.9151362)",,,
"[911589306, 911589307, 911589308, 256771711]",Kellergasse,residential,,False,False,168.38900000000004,yes,"LINESTRING (16.6926413 47.9153434, 16.6923372 47.9154273, 16.6909721 47.9161047, 16.6909276 47.9160594, 16.690886 47.9160171, 16.6908444 47.9159748)",,,
158984293,Hauptgasse,residential,,True,False,27.637,,"LINESTRING (16.6948267 47.9136964, 16.6951052 47.9135323)",,,
95613840,Raiffeisenplatz,residential,,False,False,36.473,,"LINESTRING (16.6948267 47.9136964, 16.6948698 47.9137426, 16.6951883 47.9139136)",,,
"[95613840, 197053150, 197053151]",Raiffeisenplatz,residential,,False,False,44.199,yes,"LINESTRING (16.6951883 47.9139136, 16.6953914 47.9140254, 16.6954338 47.9140555, 16.6956068 47.9141931)",,,
95613840,Raiffeisenplatz,residential,,False,True,36.473,,"LINESTRING (16.6951883 47.9139136, 16.6948698 47.9137426, 16.6948267 47.9136964)",,,
95613841,Raiffeisenplatz,residential,,False,True,51.019999999999996,,"LINESTRING (16.6951883 47.9139136, 16.6952463 47.9138648, 16.6953084 47.9136575, 16.6951052 47.9135323)",,,
233738183,Am Bruckertor,residential,,True,False,34.021,,"LINESTRING (16.6968547 47.9152642, 16.6968692 47.91557)",,,
256771707,Am Brucker Tor,residential,,False,True,19.717,,"LINESTRING (16.6968547 47.9152642, 16.6968581 47.9150869)",,,
193507720,Am Brucker Tor,residential,,False,False,34.153,,"LINESTRING (16.6968547 47.9152642, 16.6969269 47.9152971, 16.6970559 47.9153822, 16.6971579 47.9154896)",,,
168833637,Angergasse,residential,,False,True,24.83,,"LINESTRING (16.6987477 47.9141604, 16.698423 47.9142104)",,,
95613845,Haussatzgasse,residential,,False,False,331.194,,"LINESTRING (16.6987477 47.9141604, 16.6988258 47.9142884, 16.6989678 47.9144217, 16.7001183 47.9153166, 16.7015742 47.9164494)",,,
168833637,Angergasse,residential,,False,False,85.446,,"LINESTRING (16.6987477 47.9141604, 16.698854 47.914144, 16.6992156 47.9140402, 16.6997573 47.9138067)",,,
95613846,Untere Zeltergasse,residential,30,False,False,77.603,,"LINESTRING (16.7015742 47.9164494, 16.7023918 47.9160172)",,,
95613846,Untere Zeltergasse,residential,30,False,True,45.803,,"LINESTRING (16.7015742 47.9164494, 16.7010986 47.9167103)",,,
95613845,Haussatzgasse,residential,,False,True,331.1940000000001,,"LINESTRING (16.7015742 47.9164494, 16.7001183 47.9153166, 16.6989678 47.9144217, 16.6988258 47.9142884, 16.6987477 47.9141604)",,,
29370447,Neusiedler Straße,primary,50,False,False,6.257,,"LINESTRING (16.6991486 47.9179111, 16.6990929 47.917869)",B50,2,
95613846,Untere Zeltergasse,residential,30,False,False,75.082,,"LINESTRING (16.6991486 47.9179111, 16.6998804 47.917447)",,,
95613846,Untere Zeltergasse,residential,30,False,True,3.589,,"LINESTRING (16.7024296 47.9159972, 16.7023918 47.9160172)",,,
95613847,Am Radweg,residential,,False,True,314.631,,"LINESTRING (16.7024296 47.9159972, 16.701228 47.915005, 16.6997573 47.9138067)",,,
95613847,Am Radweg,residential,,False,False,314.631,,"LINESTRING (16.6997573 47.9138067, 16.701228 47.915005, 16.7024296 47.9159972)",,,
168833637,Angergasse,residential,,False,False,57.112,,"LINESTRING (16.6997573 47.9138067, 16.700053 47.913667, 16.7004398 47.9135876)",,,
168833637,Angergasse,residential,,False,True,85.44600000000001,,"LINESTRING (16.6997573 47.9138067, 16.6992156 47.9140402, 16.698854 47.914144, 16.6987477 47.9141604)",,,
30347689,Friedhofgasse,residential,30,False,True,140.368,,"LINESTRING (16.6896941 47.9173533, 16.6911415 47.9165455)",,,
