osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,tunnel,width
480456347,1,B27,primary,50,roundabout,True,False,10.901,"LINESTRING (15.9314742 47.6713525, 15.9315077 47.6713621, 15.9315369 47.6713767, 15.9315603 47.6713955, 15.9315763 47.6714175)",,,,
480456349,1,B27,primary,50,roundabout,True,False,10.103,"LINESTRING (15.9314502 47.6715544, 15.9314167 47.6715547, 15.9313839 47.67155, 15.931353 47.6715406, 15.9313259 47.6715268)",,,,
"[989697917, 550179407]",1,B27,primary,50,,True,False,28.479,"LINESTRING (15.9314502 47.6715544, 15.9313891 47.6716311, 15.9312861 47.6717853)",Hauptstraße,,,
550179400,1,B27,primary,50,roundabout,True,False,10.427,"LINESTRING (15.9313414 47.6713682, 15.9313703 47.6713571, 15.931402 47.6713504, 15.9314383 47.6713486, 15.9314742 47.6713525)",,,,
"[480456348, 550179397, 550179398]",1,B27,primary,50,roundabout,True,False,20.113999999999997,"LINESTRING (15.9313259 47.6715268, 15.9313041 47.6715093, 15.9312884 47.671489, 15.9312798 47.6714669, 15.9312786 47.6714441, 15.9312846 47.6714221, 15.9312976 47.6714015, 15.9313168 47.6713832, 15.9313414 47.6713682)",,,,
"[38869336, 38869338, 199355981]",2,,tertiary,50,,False,False,124.88499999999999,"LINESTRING (15.94254 47.6769776, 15.9423896 47.6768912, 15.9418549 47.6765785, 15.9413534 47.676292, 15.9412763 47.6762446)",Bahnhofstraße,yes,,
"[199356073, 914838844]",,,residential,,,False,True,362.931,"LINESTRING (15.94254 47.6769776, 15.942364 47.6770069, 15.9421019 47.6770025, 15.9413982 47.676946, 15.9411084 47.6769204, 15.9391372 47.676979, 15.9377095 47.6769244)",Zeile,,,
57995388,2,,tertiary,50,,False,True,16.239,"LINESTRING (15.9398026 47.6753849, 15.9396112 47.6754536)",Hauptstraße,,,
38869336,2,,tertiary,50,,False,True,146.123,"LINESTRING (15.9398026 47.6753849, 15.9398708 47.6754375, 15.9399135 47.6754704, 15.9402861 47.6756866, 15.9412763 47.6762446)",Bahnhofstraße,,,
57995389,2,,tertiary,50,,False,False,166.75100000000003,"LINESTRING (15.9398026 47.6753849, 15.9400117 47.6753025, 15.9405988 47.6750713, 15.9406836 47.6750371, 15.9408305 47.6749798, 15.9409358 47.6749397, 15.9411605 47.674854, 15.941247 47.674821, 15.941473 47.6747325, 15.9417289 47.6746323)",Wiener Straße,,,
28236370,1,,tertiary,,,True,False,18.069,"LINESTRING (15.9360512 47.6751121, 15.9360632 47.6752744)",Sparkassenplatz,,,
28236386,,,residential,30,,True,False,348.41499999999996,"LINESTRING (15.9360512 47.6751121, 15.9360315 47.6749741, 15.9360295 47.6748308, 15.9364481 47.673551, 15.9363805 47.6733686, 15.9362327 47.673071, 15.9359896 47.6727588, 15.9359148 47.6727056, 15.9356746 47.6723983, 15.9354669 47.6721719)",Prägasse,,,
60499865,1,,residential,,,True,False,12.306,"LINESTRING (15.9361168 47.6753763, 15.9359704 47.675326)",Sparkassenplatz,,,
"[28236411, 825485134]",2,,tertiary,,,False,False,37.289,"LINESTRING (15.9361168 47.6753763, 15.9363563 47.6755819, 15.9364286 47.6756377)",Sparkassenplatz,,,
480456346,2,,tertiary,50,,False,False,4.938,"LINESTRING (15.936667 47.6761415, 15.9367302 47.6761542)",Hauptstraße,,,
25836229,,,tertiary,50,,True,False,134.245,"LINESTRING (15.936667 47.6761415, 15.9365117 47.6761073, 15.936405 47.6760883, 15.9359231 47.6759585, 15.9353911 47.6757808, 15.9350227 47.6756653)",Hauptstraße,,,
