osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,bridge
32081287,2,B63,Wienerstraße,primary,50,False,True,89.698,"LINESTRING (16.2092349 47.2897531, 16.2101213 47.2892153)",,,
30352541,,,Lehargasse,residential,,True,False,192.793,"LINESTRING (16.2092349 47.2897531, 16.208818 47.2895321, 16.2087157 47.2894721, 16.2084089 47.2892884, 16.2079225 47.2890184, 16.207227 47.2886822)",,,
32081287,2,B63,Wienerstraße,primary,50,False,False,36.211,"LINESTRING (16.2092349 47.2897531, 16.2091509 47.2898083, 16.2088943 47.2899826)",,,
30352540,1,,Millöckergasse,residential,50,True,False,206.427,"LINESTRING (16.2101213 47.2892153, 16.2080266 47.2880205)",5,,
32081287,2,B63,Wienerstraße,primary,50,False,False,89.698,"LINESTRING (16.2101213 47.2892153, 16.2092349 47.2897531)",,,
32081287,2,B63,Wienerstraße,primary,50,False,True,70.636,"LINESTRING (16.2101213 47.2892153, 16.2107527 47.2888669, 16.2108502 47.2888165)",,,
171237951,,B63,Hauptplatz,primary,50,False,True,34.865,"LINESTRING (16.2115392 47.288458, 16.2119098 47.2882706)",,,
30352538,,,Ambrosigasse,residential,,False,True,214.375,"LINESTRING (16.2115392 47.288458, 16.209543 47.2873739, 16.2093335 47.2872428)",,,
171237952,,B63,Hauptstraße,primary,50,False,False,65.499,"LINESTRING (16.2115392 47.288458, 16.2109529 47.2887605, 16.2108502 47.2888165)",,,
34327500,,,Bahnhofstraße,residential,,False,False,187.953,"LINESTRING (16.2126201 47.2899995, 16.2116958 47.2894713, 16.210936 47.2888857, 16.2108502 47.2888165)",,,
"[24672552, 24672551]",2,,"['Evangelische Kirchengasse', 'Graf Erdödystraße']",residential,,False,True,202.513,"LINESTRING (16.2108502 47.2888165, 16.2107827 47.2887566, 16.2107666 47.28874, 16.2104548 47.2885503, 16.210076 47.2883253, 16.2096304 47.2880828, 16.2092099 47.2878459, 16.2089079 47.2876641, 16.2088863 47.2876457, 16.2088732 47.2876236, 16.208867 47.2876032)",,,
32081287,2,B63,Wienerstraße,primary,50,False,False,70.636,"LINESTRING (16.2108502 47.2888165, 16.2107527 47.2888669, 16.2101213 47.2892153)",,,
34327500,,,Bahnhofstraße,residential,,False,True,187.953,"LINESTRING (16.2108502 47.2888165, 16.210936 47.2888857, 16.2116958 47.2894713, 16.2126201 47.2899995)",,,
171237952,,B63,Hauptstraße,primary,50,False,True,65.499,"LINESTRING (16.2108502 47.2888165, 16.2109529 47.2887605, 16.2115392 47.288458)",,,
30353540,,,Hyrtlgasse,residential,,False,True,278.91200000000003,"LINESTRING (16.2152378 47.2864303, 16.2139993 47.2857062, 16.2135967 47.2854709, 16.2135 47.2854144, 16.2128629 47.2850454, 16.2124326 47.2847961)",,,
156682465,2,B63,Steinamangererstraße,primary,50,False,False,80.382,"LINESTRING (16.2152378 47.2864303, 16.215172 47.2864835, 16.2150409 47.2865865, 16.2148975 47.2866874, 16.214748 47.2867868, 16.2144894 47.2869435)",,,
156682465,2,B63,Steinamangererstraße,primary,50,False,True,81.263,"LINESTRING (16.2152378 47.2864303, 16.2154408 47.2862438, 16.2156265 47.286052, 16.2158407 47.285825)",,,
156682465,2,B63,Steinamangererstraße,primary,50,False,True,23.554,"LINESTRING (16.2142501 47.2870796, 16.2144894 47.2869435)",,,
1080804456,2,B63,Steinamangererstraße,primary,50,False,False,15.142,"LINESTRING (16.2142501 47.2870796, 16.2140979 47.2871684)",,,
30353538,,,Reichlgasse,residential,,False,True,270.444,"LINESTRING (16.2142501 47.2870796, 16.2141794 47.2870331, 16.214161 47.287021, 16.2140545 47.286951, 16.2131293 47.2863812, 16.2124441 47.2859778, 16.2115889 47.2855275, 16.2115308 47.2854969)",,,
30352992,,L269,Umlegungsstraße,tertiary,,False,True,305.41099999999994,"LINESTRING (16.2121004 47.2828477, 16.2119814 47.282906, 16.2117337 47.2830273, 16.2112361 47.2832669, 16.2106198 47.2835698, 16.2101471 47.2838231, 16.2096979 47.2840835, 16.2094227 47.2842689, 16.2093167 47.2843404, 16.2091887 47.2844361, 16.2090805 47.2845491, 16.2090297 47.2846119)",,,
1175381403,,L269,,tertiary,,True,False,5.189,"LINESTRING (16.2121004 47.2828477, 16.2120852 47.2828268, 16.2120811 47.2828036)",,roundabout,
199164507,,,Informstraße,residential,,True,False,20.505,"LINESTRING (16.2120046 47.2826418, 16.2122636 47.2826978)",,,
156682484,,,Informstraße,residential,,False,True,66.494,"LINESTRING (16.2120046 47.2826418, 16.2117427 47.2824839, 16.2113346 47.2822533)",,,
337703929,,L269,,tertiary,,True,False,5.731,"LINESTRING (16.2123533 47.2827258, 16.2123699 47.282749, 16.2123739 47.2827746)",,roundabout,
5109908,,,Semmelweisgasse,residential,,False,False,23.713,"LINESTRING (16.2124742 47.2829623, 16.2126783 47.2831245)",,,
199164509,,,Semmelweisgasse,residential,,True,False,23.455,"LINESTRING (16.2124742 47.2829623, 16.2121906 47.2828758)",,,
156147102,,,Semmelweisgasse,residential,,False,True,237.505,"LINESTRING (16.2163223 47.2853091, 16.2157192 47.2849434, 16.2155532 47.2848229, 16.2153221 47.284645, 16.2151242 47.2844983, 16.2149476 47.2843837, 16.2147993 47.284298, 16.21469 47.2842346, 16.213998 47.2838759)",,,
840607961,,B63,Steinamangererstraße,primary,50,False,False,67.902,"LINESTRING (16.2163223 47.2853091, 16.2159154 47.285742, 16.2158407 47.285825)",,,
1143861376,,B63,Steinamangererstraße,primary,50,False,True,67.92999999999999,"LINESTRING (16.2163223 47.2853091, 16.2165893 47.2850589, 16.2166459 47.2850088, 16.2168602 47.2848192)",,,
32081289,,B63,Hauptstraße,primary,50,False,False,11.157,"LINESTRING (16.2140979 47.2871684, 16.2139816 47.2872304)",,,
1080804456,2,B63,Steinamangererstraße,primary,50,False,True,15.142,"LINESTRING (16.2140979 47.2871684, 16.2142501 47.2870796)",,,
5109953,2,L240,Schlainingerstraße,secondary,50,False,False,121.712,"LINESTRING (16.2140979 47.2871684, 16.2141755 47.2872084, 16.2145869 47.2874206, 16.2149571 47.2876078, 16.2152312 47.2877222, 16.215415 47.2877989)",,,
26972330,,,Rechtes Pinkaufer,residential,,False,False,327.29400000000004,"LINESTRING (16.2108411 47.2819843, 16.2102229 47.2822654, 16.209865 47.2824431, 16.2095254 47.2826224, 16.2093173 47.2827354, 16.2089721 47.2829389, 16.2086361 47.2831497, 16.208326 47.2833584, 16.2079431 47.2836139, 16.2075966 47.2838445, 16.207546 47.2838865)",2,,
"[32110192, 44782659, 30352987]",,,Informstraße,residential,50,False,False,47.762,"LINESTRING (16.2108411 47.2819843, 16.210954 47.2820498, 16.2112571 47.2822118, 16.2113346 47.2822533)",,,yes
