osmid,name,highway,oneway,reversed,length,tunnel,access,geometry,ref,maxspeed,bridge
"[888877062, 888877063, 682913000, 1150768555, 1150768556, 148666815]",Schlossallee,residential,False,False,271.108,building_passage,residents,"LINESTRING (15.4493046 47.5056369, 15.4492057 47.5056828, 15.449188 47.5056934, 15.4480845 47.5063727, 15.44804 47.5064322, 15.4480226 47.506487, 15.4480152 47.5065662, 15.448044 47.5066179, 15.4480936 47.5066487, 15.4483451 47.5069159, 15.4484712 47.5070908, 15.4484859 47.5071306, 15.4484993 47.5071687, 15.4484808 47.507234, 15.4484702 47.5072541, 15.4484537 47.5072855, 15.4484189 47.5073163, 15.4482083 47.5073807, 15.4481522 47.5073772, 15.4481345 47.5073761, 15.4480314 47.5073567)",,,
284803723,Hauptstraße,secondary,False,False,108.6,,,"LINESTRING (15.4493046 47.5056369, 15.4495188 47.5058544, 15.4496754 47.5061001, 15.4498575 47.5065308)",L118,50,
284803723,Hauptstraße,secondary,False,True,38.726,,,"LINESTRING (15.4493046 47.5056369, 15.4492435 47.5055828, 15.4489748 47.5053693)",L118,50,
284803723,Hauptstraße,secondary,False,False,81.31400000000001,,,"LINESTRING (15.4498575 47.5065308, 15.4499219 47.5067869, 15.4499767 47.5071318, 15.4499878 47.5072562)",L118,50,
284803723,Hauptstraße,secondary,False,True,108.60000000000001,,,"LINESTRING (15.4498575 47.5065308, 15.4496754 47.5061001, 15.4495188 47.5058544, 15.4493046 47.5056369)",L118,50,
429296827,Feuerbachgasse,residential,False,False,87.251,,,"LINESTRING (15.4498575 47.5065308, 15.4497563 47.5065575, 15.4493406 47.5066481, 15.4493969 47.5068148, 15.4492333 47.5068456, 15.449236 47.5069761)",,,
87533797,Angerweg,unclassified,False,False,91.56,,,"LINESTRING (15.4499878 47.5072562, 15.4501739 47.5072827, 15.4504081 47.5072899, 15.4506392 47.5072972, 15.4507332 47.5072935, 15.4508482 47.5072887, 15.450942 47.5072612, 15.4510181 47.5072206, 15.4511335 47.5071513)",,,
284803722,Hauptstraße,secondary,False,False,82.96300000000001,,,"LINESTRING (15.4499878 47.5072562, 15.4499508 47.507483, 15.4499056 47.50758, 15.4497952 47.507698, 15.4496272 47.5078191, 15.4495475 47.5079158)",L118,50,
284803723,Hauptstraße,secondary,False,True,81.31400000000001,,,"LINESTRING (15.4499878 47.5072562, 15.4499767 47.5071318, 15.4499219 47.5067869, 15.4498575 47.5065308)",L118,50,
24466708,Bahnhofstraße,tertiary,False,False,46.506,,,"LINESTRING (15.4461905 47.5037041, 15.4462966 47.5033411, 15.4462939 47.5032929)",,30,
"[281308809, 148666826, 281308810]",Hauptstraße,secondary,False,False,281.25,,,"LINESTRING (15.4461905 47.5037041, 15.4463074 47.5037714, 15.4465781 47.5038747, 15.4470113 47.5040518, 15.4472247 47.5041537, 15.4474303 47.5042731, 15.4477702 47.5044933, 15.4485619 47.5050754, 15.4485872 47.505093, 15.4489748 47.5053693)",L118,50,
"[697851335, 284814619, 682913055]",Grazer Straße,secondary,False,True,150.837,,,"LINESTRING (15.4461905 47.5037041, 15.4458879 47.5036841, 15.4457387 47.5036817, 15.4456408 47.5036885, 15.4444277 47.5038511, 15.4442091 47.503865)",L118,50,
24466708,Bahnhofstraße,tertiary,False,True,46.506,,,"LINESTRING (15.4462939 47.5032929, 15.4462966 47.5033411, 15.4461905 47.5037041)",,30,
148666808,Angerweg,residential,False,False,318.06200000000007,,,"LINESTRING (15.4462939 47.5032929, 15.4464373 47.5032773, 15.4469285 47.5032933, 15.4474756 47.5033711, 15.4483777 47.5035563, 15.4486326 47.5036582, 15.4489501 47.5037851, 15.4490266 47.503836, 15.4491529 47.5039202, 15.4493463 47.5040278, 15.449493 47.5040749, 15.4497171 47.5041059, 15.4497782 47.5041143, 15.4500948 47.5042389, 15.4501535 47.5042703)",,,
"[281337506, 148666809, 148666810]",Bahnhofstraße,tertiary,False,False,102.578,,,"LINESTRING (15.4462939 47.5032929, 15.4461419 47.5031862, 15.445925 47.5030474, 15.4458156 47.5029894, 15.4456829 47.502894, 15.4455519 47.5027761, 15.4454848 47.502672, 15.4454403 47.5025906)",,30,
32361959,Bahnhofstraße,tertiary,False,False,55.694,,,"LINESTRING (15.4454403 47.5025906, 15.445354 47.5022589, 15.445339 47.5022012, 15.4453176 47.5020967)",,30,
157930179,Ungerfeldgasse,residential,False,True,119.71600000000001,,,"LINESTRING (15.4454403 47.5025906, 15.4449958 47.502479, 15.4444398 47.5023091, 15.4443673 47.5022949, 15.4442735 47.5022765, 15.4439459 47.5022258)",,,
"[148666810, 148666809, 281337506]",Bahnhofstraße,tertiary,False,True,102.578,,,"LINESTRING (15.4454403 47.5025906, 15.4454848 47.502672, 15.4455519 47.5027761, 15.4456829 47.502894, 15.4458156 47.5029894, 15.445925 47.5030474, 15.4461419 47.5031862, 15.4462939 47.5032929)",,30,
32361959,Bahnhofstraße,tertiary,False,False,109.11499999999998,,,"LINESTRING (15.4453176 47.5020967, 15.4452525 47.5018144, 15.4452337 47.5016713, 15.4452158 47.5014322, 15.445229 47.5013546, 15.4452612 47.5012704, 15.4453327 47.5011311)",,30,
32361959,Bahnhofstraße,tertiary,False,True,55.694,,,"LINESTRING (15.4453176 47.5020967, 15.445339 47.5022012, 15.445354 47.5022589, 15.4454403 47.5025906)",,30,
32361961,Schrackgasse,residential,False,False,86.799,,,"LINESTRING (15.4453176 47.5020967, 15.4458254 47.5020835, 15.4458934 47.5020849, 15.4464725 47.5020946)",,,
"[284814619, 682913055, 697851335]",Grazer Straße,secondary,False,False,150.837,,,"LINESTRING (15.4442091 47.503865, 15.4444277 47.5038511, 15.4456408 47.5036885, 15.4457387 47.5036817, 15.4458879 47.5036841, 15.4461905 47.5037041)",L118,50,
87533797,Angerweg,unclassified,False,True,91.56,,,"LINESTRING (15.4511335 47.5071513, 15.4510181 47.5072206, 15.450942 47.5072612, 15.4508482 47.5072887, 15.4507332 47.5072935, 15.4506392 47.5072972, 15.4504081 47.5072899, 15.4501739 47.5072827, 15.4499878 47.5072562)",,,
"[148666821, 127296485, 127296486, 148666823, 697800907]",Friedhofgasse,unclassified,False,False,128.59699999999998,,,"LINESTRING (15.4511335 47.5071513, 15.4512448 47.5071801, 15.4514746 47.5072397, 15.4515886 47.5072705, 15.4516511 47.5072865, 15.4517119 47.5073018, 15.4518419 47.5073349, 15.4522476 47.5074423, 15.4523735 47.5074926, 15.452693 47.5076204)",,30,yes
284803716,Angerweg,residential,False,True,362.644,,,"LINESTRING (15.4511335 47.5071513, 15.4513235 47.5069473, 15.4514667 47.5066371, 15.4514738 47.5060874, 15.4513589 47.50559, 15.4513522 47.5055559, 15.451233 47.5049522, 15.4506617 47.5045897, 15.4504838 47.504476, 15.4501763 47.5042795, 15.4501535 47.5042703)",,,
697800906,Teichgasse,residential,False,False,141.119,,,"LINESTRING (15.452693 47.5076204, 15.4538374 47.5066139)",,,
127296487,Friedhofgasse,unclassified,False,False,99.87,,,"LINESTRING (15.452693 47.5076204, 15.4528028 47.5076835, 15.4531312 47.5078725, 15.4534319 47.5080454, 15.4535077 47.508089, 15.4536092 47.5081803, 15.4536347 47.508239)",,30,
