osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,lanes,width,junction
74003561,Berggasse,residential,False,False,122.761,,,"LINESTRING (15.1232397 48.864048, 15.1231824 48.8640133, 15.1231057 48.8639667, 15.1228974 48.8638465, 15.1227976 48.8637733, 15.1226922 48.8636509, 15.1226264 48.8635116, 15.1223351 48.8631413)",,,,
592792585,Waidhofener Straße,primary,False,False,69.231,B5,50,"LINESTRING (15.1232397 48.864048, 15.1233241 48.8639418, 15.1233976 48.8638249, 15.1236162 48.8634772)",,2,,
127964504,Waidhofener Straße,primary,False,False,36.417,B5,50,"LINESTRING (15.1220558 48.8650351, 15.1221932 48.864985, 15.1223056 48.8649161, 15.1224108 48.8648143)",,2,,
128931303,Stadtplatz,residential,True,False,19.685,,,"LINESTRING (15.1220558 48.8650351, 15.1221312 48.8651617, 15.1221556 48.8651995)",,,,
943962969,Schremser Straße,primary,False,False,15.106,B5,50,"LINESTRING (15.1220558 48.8650351, 15.1219542 48.8650465, 15.1218513 48.8650535)",,3,,
27366674,Friedhofgasse,residential,False,True,19.226,,,"LINESTRING (15.1206044 48.8672943, 15.1207882 48.8671707)",,,,
27366674,Friedhofgasse,residential,False,False,150.72899999999998,,,"LINESTRING (15.1206044 48.8672943, 15.1206617 48.8674359, 15.1210082 48.8677111, 15.1210172 48.8678057, 15.1209879 48.8678798, 15.1208208 48.8681268, 15.1207639 48.868176, 15.1204844 48.8684175, 15.1204433 48.868453)",,,,
127977936,Brunfeldstraße,residential,False,False,124.234,,,"LINESTRING (15.1206044 48.8672943, 15.1202544 48.8672931, 15.1199159 48.8673073, 15.1196962 48.8673192, 15.1194249 48.8673338, 15.1189119 48.867374)",,,,
27366827,,residential,False,True,58.693,,,"LINESTRING (15.1214054 48.8668334, 15.1212513 48.8669166, 15.1209878 48.8670622, 15.1208801 48.8671216, 15.1207882 48.8671707)",,,,
27445251,Stadtgrabengasse,residential,False,True,74.91300000000001,,,"LINESTRING (15.1214054 48.8668334, 15.1213264 48.8667702, 15.1208138 48.8665693, 15.1205107 48.8665693)",,,,
28116704,Feldgasse,residential,False,False,47.543,,,"LINESTRING (15.1214054 48.8668334, 15.1214152 48.8667856, 15.121635 48.8664349)",,,,
122576691,Feldgasse,residential,False,False,125.174,,,"LINESTRING (15.1214054 48.8668334, 15.1214661 48.867089, 15.121637 48.8679487)",,,,
128914966,Stadtgrabengasse,residential,True,False,184.795,,,"LINESTRING (15.1214054 48.8668334, 15.1214662 48.866869, 15.1223135 48.8671518, 15.1225897 48.8671929, 15.123799 48.8671426)",,1,,
28116704,Feldgasse,residential,False,True,47.543,,,"LINESTRING (15.121635 48.8664349, 15.1214152 48.8667856, 15.1214054 48.8668334)",,,,
128915255,Schulgasse,residential,False,False,50.122,,,"LINESTRING (15.121635 48.8664349, 15.1216873 48.8663607, 15.1216012 48.8659961)",,,,
27366837,Litschauer Straße,residential,False,False,48.872,,,"LINESTRING (15.1236128 48.8667205, 15.123799 48.8671426)",,,,
122143954,Hinterzeile,residential,False,False,39.345,,,"LINESTRING (15.1236128 48.8667205, 15.1241457 48.8666724)",,2,,
27366885,,residential,False,False,89.07300000000001,,,"LINESTRING (15.1236128 48.8667205, 15.123469 48.8664778, 15.1233974 48.8663281, 15.1233446 48.8661687, 15.1233452 48.8659482)",,,,
27367082,Hinterzeile,residential,True,False,153.048,,,"LINESTRING (15.1236128 48.8667205, 15.1230096 48.8667374, 15.1227376 48.866744, 15.1223999 48.8667126, 15.1221065 48.8666257, 15.1219827 48.866578, 15.1217487 48.8664809, 15.121635 48.8664349)",,1,,
27366837,Litschauer Straße,residential,False,True,67.221,,,"LINESTRING (15.1242114 48.868115, 15.1239623 48.8675331)",,,,
27366837,Litschauer Straße,residential,False,False,21.889,,,"LINESTRING (15.1242114 48.868115, 15.1242486 48.868268, 15.1242501 48.8683099)",,,,
74003582,Textilstraße,residential,False,True,126.55100000000002,,,"LINESTRING (15.1242114 48.868115, 15.1242818 48.8681059, 15.1244749 48.8680618, 15.1246841 48.8680194, 15.1248048 48.8679753, 15.1247646 48.8678889, 15.124719 48.8677671, 15.1246868 48.8677001, 15.1246443 48.8676394, 15.1244622 48.8673799, 15.1244094 48.8673046)",,,,
1073315235,Litschauer Straße,residential,False,False,25.62,,,"LINESTRING (15.1242501 48.8683099, 15.1242158 48.8685392)",,,,
27366837,Litschauer Straße,residential,False,True,21.889,,,"LINESTRING (15.1242501 48.8683099, 15.1242486 48.868268, 15.1242114 48.868115)",,,,
129139497,Haydngasse,residential,False,True,110.784,,,"LINESTRING (15.1242501 48.8683099, 15.1245042 48.8684754, 15.1252165 48.8688819, 15.1253385 48.8689516, 15.1253808 48.868972)",,,,
"[28116696, 1091144458]",Stadtplatz,residential,False,True,88.86800000000001,,,"LINESTRING (15.123155 48.8656901, 15.1232345 48.8656966, 15.1232661 48.8656969, 15.1233111 48.8656928, 15.1233514 48.865682, 15.1233877 48.8656802, 15.1234239 48.8656819, 15.1237106 48.8657139, 15.1237495 48.8657177, 15.1238683 48.8657339, 15.1239606 48.8657464, 15.1243396 48.8658216)",,2,,
122143543,Stadtplatz,residential,False,False,107.295,,,"LINESTRING (15.123155 48.8656901, 15.1230753 48.8656704, 15.1229808 48.8656595, 15.1227673 48.8656471, 15.1225185 48.865627, 15.1224803 48.8656231, 15.1224026 48.865613, 15.1223616 48.8656012, 15.1223316 48.8655839, 15.1223054 48.8655592, 15.122293 48.86553, 15.1222458 48.8653598, 15.1222202 48.8652742, 15.122182 48.865227, 15.1221556 48.8651995)",,,,
531545995,Stadtplatz,residential,False,True,32.885,,,"LINESTRING (15.123155 48.8656901, 15.1231983 48.8657139, 15.1232335 48.8657404, 15.1232753 48.8657811, 15.1233047 48.8658242, 15.1233306 48.8658846, 15.1233452 48.8659482)",,,,
1073315235,Litschauer Straße,residential,False,True,25.62,,,"LINESTRING (15.1242158 48.8685392, 15.1242501 48.8683099)",,,,
27373690,Kautzener Straße,residential,False,False,136.38700000000003,,,"LINESTRING (15.1242158 48.8685392, 15.1242842 48.8686448, 15.1244343 48.8689246, 15.1245704 48.8691897, 15.1247166 48.869498, 15.124728 48.8695496, 15.1247253 48.8696109, 15.1247065 48.8696563, 15.1246798 48.869705)",,,,
"[128346468, 128346678]",Litschauer Straße,residential,False,True,145.442,,,"LINESTRING (15.1242158 48.8685392, 15.1241779 48.8686327, 15.1241037 48.8688608, 15.124034 48.8690401, 15.123981 48.8691261, 15.1238261 48.8693092, 15.1241932 48.8697362)",,,,
129139497,Haydngasse,residential,False,True,43.796,,,"LINESTRING (15.1253808 48.868972, 15.125913 48.8691525)",,,,
129139497,Haydngasse,residential,False,False,110.784,,,"LINESTRING (15.1253808 48.868972, 15.1253385 48.8689516, 15.1252165 48.8688819, 15.1245042 48.8684754, 15.1242501 48.8683099)",,,,
27366972,,primary_link,True,False,49.315999999999995,B30,50,"LINESTRING (15.1219951 48.8696073, 15.1222051 48.8697821, 15.1222979 48.8698385, 15.1224718 48.869915)",,,,
60251563,Schremser Straße,primary,False,True,33.815,B5,50,"LINESTRING (15.1219951 48.8696073, 15.1220205 48.8697588, 15.1220283 48.8698292, 15.1220279 48.8699103)",,2,,
130693461,Schremser Straße,primary,False,False,54.42,B5,50,"LINESTRING (15.1219951 48.8696073, 15.1219722 48.8695184, 15.1218336 48.8691297)",,2,,
481579138,Kautzener Straße,primary_link,True,False,25.127000000000002,B30,50,"LINESTRING (15.1226283 48.8699175, 15.1224282 48.86998, 15.1223135 48.8700074)",,,,
"[483097593, 955384747, 955384748]",Kautzener Straße,primary,False,True,101.15,B30,50,"LINESTRING (15.1226283 48.8699175, 15.1228315 48.8698753, 15.1229961 48.8698396, 15.1231741 48.8698095, 15.1233344 48.8697906, 15.1235202 48.8697848, 15.1236777 48.8697888, 15.1238387 48.8698051, 15.1239781 48.8698272)",,"['2', '3']",,
27373440,Neuteichstraße,residential,False,False,89.41999999999999,,,"LINESTRING (15.1181914 48.8690925, 15.1186329 48.8690752, 15.1187267 48.8690771, 15.1188211 48.8690887, 15.1189129 48.8691122, 15.119004 48.8691512, 15.119289 48.8693197)",,,,
27366674,Friedhofgasse,residential,False,True,128.159,,,"LINESTRING (15.119289 48.8693197, 15.1193256 48.8692911, 15.1199635 48.8687933, 15.1204433 48.868453)",,,,
27373440,Neuteichstraße,residential,False,True,89.41999999999999,,,"LINESTRING (15.119289 48.8693197, 15.119004 48.8691512, 15.1189129 48.8691122, 15.1188211 48.8690887, 15.1187267 48.8690771, 15.1186329 48.8690752, 15.1181914 48.8690925)",,,,
131236344,Neuteichstraße,residential,False,False,155.667,,,"LINESTRING (15.119289 48.8693197, 15.1204249 48.8699744, 15.1209526 48.870186)",,,,
"[817545496, 127950984, 817545502]","['Bahnhofstraße', 'Altmannserstraße']",tertiary,False,False,36.755,L8192,50,"LINESTRING (15.1167525 48.8647144, 15.1168001 48.8646499, 15.1168557 48.8645922, 15.1169739 48.8644659, 15.1170064 48.8644295)",,,,
127950984,Bahnhofstraße,tertiary,False,True,16.365,L8192,50,"LINESTRING (15.1171313 48.8643074, 15.1170064 48.8644295)",,,,
87071967,Hamerlinggasse,tertiary,False,False,127.165,L8193,50,"LINESTRING (15.1171313 48.8643074, 15.1182226 48.8645577, 15.1183878 48.8646025, 15.1187049 48.8647672)",,,,
127950984,Bahnhofstraße,tertiary,False,False,188.49800000000005,L8192,50,"LINESTRING (15.1171313 48.8643074, 15.1174396 48.8640097, 15.117766 48.863764, 15.1180651 48.8636197, 15.1182346 48.8635486, 15.1183931 48.863496, 15.1185254 48.8634888, 15.1185779 48.8634909, 15.1187341 48.8635302, 15.1188189 48.8635642, 15.1191024 48.8636778)",,,,
27373690,Kautzener Straße,residential,False,True,136.387,,,"LINESTRING (15.1246798 48.869705, 15.1247065 48.8696563, 15.1247253 48.8696109, 15.124728 48.8695496, 15.1247166 48.869498, 15.1245704 48.8691897, 15.1244343 48.8689246, 15.1242842 48.8686448, 15.1242158 48.8685392)",,,,
128346852,,residential,True,False,34.97,,,"LINESTRING (15.1246798 48.869705, 15.1246774 48.8697613, 15.1246579 48.8698124, 15.1245566 48.869943, 15.1245106 48.8699935)",,,,
987325699,Kautzener Straße,residential,True,False,6.157,,,"LINESTRING (15.1246169 48.8697418, 15.1246798 48.869705)",,,,
1091171767,Stadtplatz,residential,False,False,29.586,,,"LINESTRING (15.1233452 48.8659482, 15.1237335 48.8660227)",,,,
27366885,,residential,False,True,89.073,,,"LINESTRING (15.1233452 48.8659482, 15.1233446 48.8661687, 15.1233974 48.8663281, 15.123469 48.8664778, 15.1236128 48.8667205)",,,,
531545995,Stadtplatz,residential,False,False,32.885,,,"LINESTRING (15.1233452 48.8659482, 15.1233306 48.8658846, 15.1233047 48.8658242, 15.1232753 48.8657811, 15.1232335 48.8657404, 15.1231983 48.8657139, 15.123155 48.8656901)",,,,
"[127970128, 128915255, 1091171767]","['Stadtplatz', 'Schulgasse']",residential,False,True,128.45999999999998,,,"LINESTRING (15.1233452 48.8659482, 15.1232019 48.865919, 15.1227127 48.8659289, 15.1224631 48.8659365, 15.1222677 48.8659556, 15.1222085 48.8659596, 15.1216012 48.8659961)",,,,
28116706,Kirchenplatz,residential,False,False,31.926,,,"LINESTRING (15.1216012 48.8659961, 15.1215224 48.8657137)",,,,
"[127970128, 1091171767, 128915255]","['Stadtplatz', 'Schulgasse']",residential,False,False,128.46,,,"LINESTRING (15.1216012 48.8659961, 15.1222085 48.8659596, 15.1222677 48.8659556, 15.1224631 48.8659365, 15.1227127 48.8659289, 15.1232019 48.865919, 15.1233452 48.8659482)",,,,
128915255,Schulgasse,residential,False,True,50.122,,,"LINESTRING (15.1216012 48.8659961, 15.1216873 48.8663607, 15.121635 48.8664349)",,,,
27366837,Litschauer Straße,residential,False,False,30.508,,,"LINESTRING (15.123799 48.8671426, 15.123912 48.8674067)",,,,
27366837,Litschauer Straße,residential,False,True,48.872,,,"LINESTRING (15.123799 48.8671426, 15.1236128 48.8667205)",,,,
"[814358720, 291971158, 28103291, 824813718]",Mühlgasse,residential,False,False,200.114,,,"LINESTRING (15.1224108 48.8648143, 15.1224569 48.8648371, 15.1224904 48.8648528, 15.1225668 48.86488, 15.1226722 48.8648912, 15.1227324 48.8648976, 15.122794 48.8649042, 15.122912 48.8649168, 15.1229895 48.864925, 15.1234178 48.8649616, 15.1237295 48.8649735, 15.1239545 48.8649842, 15.1241545 48.8650034, 15.1243138 48.8650202, 15.1243925 48.8650391, 15.1244577 48.8650607, 15.1245216 48.865092, 15.1245734 48.8651295, 15.1246126 48.8651792, 15.1246384 48.8652289, 15.1246628 48.8653058, 15.1246696 48.8653821, 15.1246698 48.8653844, 15.1246531 48.8654299)",,,,
127964504,Waidhofener Straße,primary,False,True,36.417,B5,50,"LINESTRING (15.1224108 48.8648143, 15.1223056 48.8649161, 15.1221932 48.864985, 15.1220558 48.8650351)",,2,,
"[262096878, 96719418, 128976493, 482470134]","['Waidhofener Straße', 'Romaubrücke']",primary,False,False,92.008,B5,50,"LINESTRING (15.1224108 48.8648143, 15.122474 48.8647534, 15.1225278 48.8646971, 15.1226615 48.8645686, 15.12286 48.8643925, 15.1229484 48.8643143, 15.1231436 48.8641421)",yes,2,,
"[96719386, 28103292, 96719389, 127989239]",Stadtberg,residential,False,False,293.755,,"['30', '50']","LINESTRING (15.1246531 48.8654299, 15.1247372 48.8654492, 15.1248208 48.8654477, 15.125047 48.8653977, 15.1252308 48.865329, 15.1254241 48.8652374, 15.1255607 48.8651768, 15.1256361 48.865139, 15.1257155 48.8650993, 15.1258602 48.8650693, 15.1264391 48.8650467, 15.1273739 48.8649832, 15.1274586 48.86498, 15.1275379 48.8649839, 15.127659 48.8650205, 15.1279205 48.8651232, 15.1279675 48.8651376, 15.1280955 48.8651631, 15.1282395 48.865185, 15.128427 48.8651989)",yes,,,
"[814358720, 824813718, 28103291, 291971158]",Mühlgasse,residential,False,True,200.114,,,"LINESTRING (15.1246531 48.8654299, 15.1246698 48.8653844, 15.1246696 48.8653821, 15.1246628 48.8653058, 15.1246384 48.8652289, 15.1246126 48.8651792, 15.1245734 48.8651295, 15.1245216 48.865092, 15.1244577 48.8650607, 15.1243925 48.8650391, 15.1243138 48.8650202, 15.1241545 48.8650034, 15.1239545 48.8649842, 15.1237295 48.8649735, 15.1234178 48.8649616, 15.1229895 48.864925, 15.122912 48.8649168, 15.122794 48.8649042, 15.1227324 48.8648976, 15.1226722 48.8648912, 15.1225668 48.86488, 15.1224904 48.8648528, 15.1224569 48.8648371, 15.1224108 48.8648143)",,,,
128975592,Mühlgasse,residential,True,False,49.223,,,"LINESTRING (15.1243396 48.8658216, 15.1246531 48.8654299)",,1,,
28116699,Jägergasse,residential,False,False,49.366,,,"LINESTRING (15.1243396 48.8658216, 15.1245834 48.8659277, 15.124686 48.865986, 15.1248856 48.8660817)",,2,,
"[28116696, 1091144458]",Stadtplatz,residential,False,False,88.86799999999998,,,"LINESTRING (15.1243396 48.8658216, 15.1239606 48.8657464, 15.1238683 48.8657339, 15.1237495 48.8657177, 15.1237106 48.8657139, 15.1234239 48.8656819, 15.1233877 48.8656802, 15.1233514 48.865682, 15.1233111 48.8656928, 15.1232661 48.8656969, 15.1232345 48.8656966, 15.123155 48.8656901)",,2,,
28116700,Färbereiweg,residential,False,True,35.340999999999994,,50,"LINESTRING (15.128427 48.8651989, 15.1284806 48.8652734, 15.1286691 48.8654735)",,,,
"[96719386, 28103292, 96719389, 127989239]",Stadtberg,residential,False,True,293.755,,"['50', '30']","LINESTRING (15.128427 48.8651989, 15.1282395 48.865185, 15.1280955 48.8651631, 15.1279675 48.8651376, 15.1279205 48.8651232, 15.127659 48.8650205, 15.1275379 48.8649839, 15.1274586 48.86498, 15.1273739 48.8649832, 15.1264391 48.8650467, 15.1258602 48.8650693, 15.1257155 48.8650993, 15.1256361 48.865139, 15.1255607 48.8651768, 15.1254241 48.8652374, 15.1252308 48.865329, 15.125047 48.8653977, 15.1248208 48.8654477, 15.1247372 48.8654492, 15.1246531 48.8654299)",yes,,,
"[28116699, 122855917]",Jägergasse,residential,False,"[False, True]",45.602000000000004,,,"LINESTRING (15.1252955 48.8665076, 15.1254283 48.8668065, 15.1254593 48.8668268, 15.1255006 48.8668246, 15.1255194 48.866844, 15.1255271 48.866863)",,2,2.1,
28116699,Jägergasse,residential,False,True,57.83,,,"LINESTRING (15.1252955 48.8665076, 15.125211 48.8663295, 15.1251547 48.8662462, 15.1249679 48.8661209, 15.1248856 48.8660817)",,2,,
122143954,Hinterzeile,residential,False,True,86.077,,,"LINESTRING (15.1252955 48.8665076, 15.124601 48.8666071, 15.1241457 48.8666724)",,2,,
"[260811305, 28116701]","['Teichgasse', 'Adalbert-Stifter-Gasse']",residential,False,False,170.52100000000002,,,"LINESTRING (15.1265001 48.8681534, 15.1256559 48.8682828, 15.1255282 48.8683176, 15.125913 48.8691525)",,,,
28116701,Teichgasse,residential,False,True,78.607,,,"LINESTRING (15.1265001 48.8681534, 15.1268488 48.8679115, 15.1271795 48.8676078)",,,,
118604003,Jägergasse,residential,False,True,48.509,,,"LINESTRING (15.1265001 48.8681534, 15.1265768 48.868328, 15.1265732 48.8685825)",,,,
"[122855917, 122855918]",Jägergasse,residential,False,"[False, True]",162.298,,,"LINESTRING (15.1265001 48.8681534, 15.1263158 48.8678362, 15.1262065 48.8676572, 15.1260821 48.8675363, 15.1257851 48.8673191, 15.1257085 48.8672345, 15.1256168 48.8670692, 15.125553 48.8669164, 15.1255418 48.8668924, 15.1255317 48.8668744, 15.1255271 48.866863)",,,2.1,
129139497,Haydngasse,residential,False,False,43.796,,,"LINESTRING (15.125913 48.8691525, 15.1253808 48.868972)",,,,
129139497,Haydngasse,residential,False,True,43.021,,,"LINESTRING (15.125913 48.8691525, 15.1264354 48.8693303)",,,,
"[260811305, 28116701]","['Teichgasse', 'Adalbert-Stifter-Gasse']",residential,False,True,170.52100000000002,,,"LINESTRING (15.125913 48.8691525, 15.1255282 48.8683176, 15.1256559 48.8682828, 15.1265001 48.8681534)",,,,
28116700,Färbereiweg,residential,False,False,75.33800000000001,,50,"LINESTRING (15.1294033 48.8666336, 15.1292283 48.8665264, 15.1290097 48.8663724, 15.128893 48.8662736, 15.1288119 48.8661938, 15.1287489 48.8661157)",,,,
28116700,Färbereiweg,residential,False,False,73.30499999999999,,50,"LINESTRING (15.1287489 48.8661157, 15.1286785 48.8660147, 15.1286302 48.8659084, 15.1286168 48.8658122, 15.1286302 48.8656772, 15.1286691 48.8654735)",,,,
28116700,Färbereiweg,residential,False,True,75.338,,50,"LINESTRING (15.1287489 48.8661157, 15.1288119 48.8661938, 15.128893 48.8662736, 15.1290097 48.8663724, 15.1292283 48.8665264, 15.1294033 48.8666336)",,,,
28116700,Färbereiweg,residential,False,False,35.340999999999994,,50,"LINESTRING (15.1286691 48.8654735, 15.1284806 48.8652734, 15.128427 48.8651989)",,,,
28116700,Färbereiweg,residential,False,True,73.305,,50,"LINESTRING (15.1286691 48.8654735, 15.1286302 48.8656772, 15.1286168 48.8658122, 15.1286302 48.8659084, 15.1286785 48.8660147, 15.1287489 48.8661157)",,,,
122143954,Hinterzeile,residential,False,True,39.345,,,"LINESTRING (15.1241457 48.8666724, 15.1236128 48.8667205)",,2,,
74003582,Textilstraße,residential,False,False,72.896,,,"LINESTRING (15.1241457 48.8666724, 15.1243112 48.8670724, 15.1244094 48.8673046)",,,,
122143954,Hinterzeile,residential,False,False,86.077,,,"LINESTRING (15.1241457 48.8666724, 15.124601 48.8666071, 15.1252955 48.8665076)",,2,,
1091171767,Stadtplatz,residential,False,True,29.586,,,"LINESTRING (15.1237335 48.8660227, 15.1233452 48.8659482)",,,,
28116703,Marktgasse,residential,True,False,87.017,,,"LINESTRING (15.1237335 48.8660227, 15.1242015 48.8661188, 15.1244165 48.8661374, 15.1246567 48.8661277, 15.1247666 48.8661175, 15.1248856 48.8660817)",,1,,
28116706,Kirchenplatz,residential,False,True,31.926,,,"LINESTRING (15.1215224 48.8657137, 15.1216012 48.8659961)",,,,
28116706,Kirchenplatz,residential,False,False,132.876,,,"LINESTRING (15.1215224 48.8657137, 15.1214964 48.8656045, 15.1215055 48.8655715, 15.1215668 48.8654781, 15.121615 48.8654675, 15.1217365 48.8654774, 15.1217986 48.8654967, 15.1218476 48.8655287, 15.1219072 48.8655485, 15.1220568 48.8655813, 15.1221207 48.8656146, 15.1221505 48.8656465, 15.1221552 48.8656864, 15.1221493 48.8657159, 15.122141 48.8657352, 15.1221078 48.8657531, 15.1220694 48.865756, 15.1219613 48.8657494, 15.1217601 48.8657357, 15.1215224 48.8657137)",,,,
28116706,Kirchenplatz,residential,False,True,132.876,,,"LINESTRING (15.1215224 48.8657137, 15.1217601 48.8657357, 15.1219613 48.8657494, 15.1220694 48.865756, 15.1221078 48.8657531, 15.122141 48.8657352, 15.1221493 48.8657159, 15.1221552 48.8656864, 15.1221505 48.8656465, 15.1221207 48.8656146, 15.1220568 48.8655813, 15.1219072 48.8655485, 15.1218476 48.8655287, 15.1217986 48.8654967, 15.1217365 48.8654774, 15.121615 48.8654675, 15.1215668 48.8654781, 15.1215055 48.8655715, 15.1214964 48.8656045, 15.1215224 48.8657137)",,,,
27366674,Friedhofgasse,residential,False,False,128.15900000000002,,,"LINESTRING (15.1204433 48.868453, 15.1199635 48.8687933, 15.1193256 48.8692911, 15.119289 48.8693197)",,,,
27366674,Friedhofgasse,residential,False,True,150.729,,,"LINESTRING (15.1204433 48.868453, 15.1204844 48.8684175, 15.1207639 48.868176, 15.1208208 48.8681268, 15.1209879 48.8678798, 15.1210172 48.8678057, 15.1210082 48.8677111, 15.1206617 48.8674359, 15.1206044 48.8672943)",,,,
87072028,Brunnengasse,residential,False,True,232.437,,,"LINESTRING (15.1204433 48.868453, 15.1206771 48.8686031, 15.1211654 48.8692208, 15.1214699 48.8696058, 15.1215448 48.8697005, 15.1215577 48.8697341, 15.1215459 48.8697539, 15.1215219 48.8697777, 15.1209526 48.870186)",,,,
87071847,Parkweg,residential,False,False,62.937,,,"LINESTRING (15.1254118 48.8627706, 15.1258389 48.8626218, 15.1261667 48.8624992)",,,,
184562505,Waidhofener Straße,primary,False,True,175.02,B5,50,"LINESTRING (15.1254118 48.8627706, 15.1253469 48.8627308, 15.1252722 48.8626943, 15.125203 48.8626758, 15.1251239 48.8626605, 15.1250236 48.8626568, 15.1249184 48.8626611, 15.1248207 48.8626818, 15.1247157 48.8627074, 15.1244424 48.8628119, 15.1243302 48.8628697, 15.1242206 48.8629261, 15.124137 48.8629803, 15.1239305 48.8631603, 15.1237661 48.8633206, 15.1236162 48.8634772)",,2,,
