osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,access
30479804,True,Verbindungsweg Zechner,residential,30,False,73.954,"LINESTRING (15.9679759 47.2780733, 15.9678377 47.2779892, 15.9678004 47.2779665, 15.9676388 47.2778915, 15.9674589 47.277835, 15.9672536 47.2778018, 15.9671144 47.277796)",,,,
"[327738345, 327738348]",False,Ressavarstraße,primary,50,False,75.501,"LINESTRING (15.9679759 47.2780733, 15.9682801 47.2784521, 15.9684872 47.278656)",2,B54,,
26049809,False,Johann-Zechner-Gasse,residential,30,True,91.509,"LINESTRING (15.967882 47.2776841, 15.968681 47.2770649)",,,,
26049807,False,Augasse,residential,30,False,55.944,"LINESTRING (15.967882 47.2776841, 15.968171 47.2776358, 15.9686146 47.2776241)",,,,
"[516202401, 26203378]",False,Johann-Zechner-Gasse,residential,30,False,77.63499999999999,"LINESTRING (15.967882 47.2776841, 15.9678102 47.2776927, 15.9676707 47.2776986, 15.9675013 47.2776918, 15.9672784 47.2777006, 15.9668868 47.2778099)",,,,
111402750,False,Grazer Straße,residential,30,False,37.559,"LINESTRING (15.9662483 47.2781113, 15.9663167 47.2781801, 15.9665743 47.2783655)",,,,
"[327738313, 206365746]",False,Johann-Zechner-Gasse,residential,30,True,58.682,"LINESTRING (15.9662483 47.2781113, 15.9667606 47.277868, 15.9667963 47.2778516, 15.9668868 47.2778099)",,,,
"[206749957, 206749958, 206749959, 206749960, 206749961, 206749962, 211691558]",False,Grazer Straße,residential,30,True,164.36900000000003,"LINESTRING (15.9662483 47.2781113, 15.9661829 47.2780344, 15.9661509 47.2779802, 15.9661135 47.2779089, 15.9660657 47.2777903, 15.965977 47.277516, 15.9659579 47.2774184, 15.9659398 47.277261, 15.9659426 47.2771204, 15.9659365 47.2770471, 15.9659114 47.2769745, 15.9658071 47.2768321, 15.9657102 47.2766999)",,,,
"[27201571, 207762148, 198337603, 198337606, 207762160, 207762134, 206365754]",False,Klostergasse,residential,30,False,375.907,"LINESTRING (15.9665743 47.2783655, 15.9665095 47.2784189, 15.9661895 47.278665, 15.9660701 47.27877, 15.9659239 47.2788943, 15.9657437 47.2790457, 15.9655291 47.2792087, 15.9652888 47.2794009, 15.9651772 47.2795173, 15.9651171 47.2796513, 15.9651481 47.2797816, 15.9652712 47.2799015, 15.9654406 47.2800406, 15.9654824 47.280152, 15.9654717 47.2802539, 15.9654067 47.2804311, 15.9650002 47.2810691, 15.9647599 47.2811747)",,,,
111402750,False,Grazer Straße,residential,30,True,37.559,"LINESTRING (15.9665743 47.2783655, 15.9663167 47.2781801, 15.9662483 47.2781113)",,,,
"[890192123, 129537092]",False,Europaplatz,residential,30,False,45.694,"LINESTRING (15.9665743 47.2783655, 15.966846 47.2785403, 15.9669207 47.2785883, 15.9670139 47.2786482)",,,,
26203383,True,Steingasse,residential,30,False,51.635,"LINESTRING (15.9691904 47.2799822, 15.9689981 47.280115, 15.9687786 47.28035)",1,,,
"[206678470, 205654633, 206813170, 139888019, 206813178]",True,Michaeligasse,residential,30,False,212.417,"LINESTRING (15.9691904 47.2799822, 15.9694625 47.2801855, 15.9697813 47.2803587, 15.9700179 47.2804811, 15.9702034 47.2805717, 15.9703193 47.2806282, 15.9707944 47.2808461, 15.9710183 47.2809318, 15.9711967 47.2809989, 15.9714646 47.2810894)",1,,,
"[26203384, 206678465, 26652684, 206678464]",True,"['Hauptplatz', 'Kirchengasse']",living_street,20,False,121.043,"LINESTRING (15.9687786 47.28035, 15.9689204 47.28053, 15.9690051 47.2806453, 15.969049 47.2806972, 15.9690983 47.2807119, 15.9692165 47.2807471, 15.9692994 47.2807992, 15.9693409 47.2808664, 15.9693362 47.2809368, 15.9692872 47.2809989, 15.9692057 47.2810513, 15.9691312 47.2810989, 15.9690933 47.2812321)",1,,,
27873555,True,Kirchengasse,living_street,20,False,80.249,"LINESTRING (15.9687786 47.28035, 15.9686986 47.2802841, 15.9684922 47.2801943, 15.9678704 47.2799871)",1,,,
"[207767808, 26203385, 207767809]",True,Hofgasse,residential,30,False,147.88799999999998,"LINESTRING (15.9690933 47.2812321, 15.968851 47.281166, 15.9688251 47.2811589, 15.9682449 47.2809585, 15.9674118 47.2805589)",1,,,
"[188741833, 236884115, 139888007]",False,"['Hauptplatz', 'Preßlgasse']",residential,30,False,63.996,"LINESTRING (15.9690933 47.2812321, 15.9690903 47.28126, 15.9690875 47.281286, 15.9690135 47.2814575, 15.9690091 47.2814676, 15.9688473 47.2817812)",1,,,
27876041,False,Volksbankplatz,residential,50,False,39.696,"LINESTRING (15.9714646 47.2810894, 15.9716467 47.2809299, 15.9717177 47.2808677, 15.9717869 47.2808072)",2,,,
"[205654636, 206678469]",True,Michaeligasse,residential,30,False,110.582,"LINESTRING (15.9714646 47.2810894, 15.9716781 47.2811792, 15.971835 47.2812569, 15.9719586 47.2813275, 15.9719873 47.281358, 15.9720091 47.2814445, 15.972004 47.2815183, 15.971977 47.2815795, 15.9719452 47.2816345, 15.9718501 47.2817306, 15.9717137 47.2818437)",1,,,
"[205654648, 27870223]",True,Wiener Straße,living_street,30,False,59.556,"LINESTRING (15.9717137 47.2818437, 15.9720989 47.2821725, 15.9722101 47.2822601)","['1', '2']",,,
34168211,False,Wiener Straße,tertiary,30,False,8.563,"LINESTRING (15.9722101 47.2822601, 15.9722973 47.2823094)",,L421,,
34326208,False,Sparkassenplatz,tertiary,30,False,43.573,"LINESTRING (15.9722101 47.2822601, 15.9721512 47.282289, 15.9719704 47.2823779, 15.9717965 47.2825282)",,L421,,
26524488,True,Raimund Obendrauf-Straße,residential,30,False,19.039,"LINESTRING (15.9737231 47.2835694, 15.9737408 47.2836352, 15.9737805 47.283736)",,,,
168965340,True,Fritz-Stachel-Platz,tertiary,30,False,9.669,"LINESTRING (15.9737231 47.2835694, 15.9736551 47.2835747, 15.9735959 47.2835693)",,L421,roundabout,
168965343,True,Raimund Obendrauf-Straße,residential,30,False,23.462000000000003,"LINESTRING (15.9737805 47.283736, 15.9737261 47.2837048, 15.9736779 47.2836619, 15.9736378 47.2836047, 15.9735959 47.2835693)",,,,
"[206678466, 139888011]",True,Herrengasse,residential,30,False,72.384,"LINESTRING (15.9674118 47.2805589, 15.9675995 47.2803249, 15.9678704 47.2799871)",1,,,
