osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes,access,tunnel
71339638,Dreiföhrenstraße,residential,30,False,True,162.632,"LINESTRING (15.9084752 48.1933423, 15.9091895 48.1947252)",,,,,
4681524,Khuenstraße,residential,30,False,False,159.024,"LINESTRING (15.9084752 48.1933423, 15.9089989 48.1933394, 15.9098146 48.1935436, 15.9105324 48.1936893)",,,,,
4681524,Khuenstraße,residential,30,False,True,321.19699999999995,"LINESTRING (15.9084752 48.1933423, 15.9062231 48.1936828, 15.905127 48.1938486, 15.9049059 48.1938891, 15.9042996 48.1940802)",,,,,
71339638,Dreiföhrenstraße,residential,30,False,False,162.632,"LINESTRING (15.9091895 48.1947252, 15.9084752 48.1933423)",,,,,
29306304,Lieglweg,residential,,False,True,357.077,"LINESTRING (15.9091895 48.1947252, 15.9086265 48.194445, 15.9082656 48.1943153, 15.9081147 48.1942962, 15.9078393 48.1943115, 15.9076879 48.1943049, 15.907075 48.1942116, 15.9068376 48.1942029, 15.9066096 48.1942502, 15.904807 48.1948547)",,,,,
71339639,Schubertstraße,residential,30,False,False,68.012,"LINESTRING (15.9091895 48.1947252, 15.909781 48.1949386, 15.9099976 48.1950149)",,,,,
290389436,Schubertstraße,residential,30,False,True,137.909,"LINESTRING (15.9091895 48.1947252, 15.9091301 48.194737, 15.9074469 48.1951595)",,,,,
"[4681520, 38361497, 170976146]",Kohlreithstraße,tertiary,50,False,False,50.82,"LINESTRING (15.9103752 48.1951358, 15.9103724 48.1951854, 15.9105165 48.1954639, 15.9105153 48.1955767)",L2259,yes,,,
71339639,Schubertstraße,residential,30,False,True,31.115,"LINESTRING (15.9103752 48.1951358, 15.9103066 48.1951214, 15.9099976 48.1950149)",,,,,
170976147,Kohlreithstraße,tertiary,50,False,False,127.971,"LINESTRING (15.9103752 48.1951358, 15.9105643 48.1950884, 15.9113685 48.1948867, 15.9118391 48.1945733)",L2259,,2,,
"[4681520, 38361497, 170976146]",Kohlreithstraße,tertiary,50,False,True,50.82,"LINESTRING (15.9105153 48.1955767, 15.9105165 48.1954639, 15.9103724 48.1951854, 15.9103752 48.1951358)",L2259,yes,,,
489244165,Bahnstraße,primary,50,False,False,250.512,"LINESTRING (15.9105153 48.1955767, 15.9103506 48.1955927, 15.9101606 48.1956103, 15.9095409 48.1957378, 15.9087107 48.1959285, 15.9073055 48.1962684)",B44,,2,,
802274128,Wiener Straße,primary,50,False,True,62.712999999999994,"LINESTRING (15.9105153 48.1955767, 15.9107755 48.1955723, 15.9110432 48.1955859, 15.9113585 48.1956097)",B44,,3,,
"[291503154, 38361500, 38361501]","['Maximilian-Scharf-Brücke', 'Bahnstraße']",primary,50,False,True,90.38,"LINESTRING (15.9009911 48.1979102, 15.901097 48.1978901, 15.9011496 48.1978793, 15.9016709 48.1977677, 15.901696 48.1977616, 15.9021472 48.1976524)",B44,yes,3,,
"[467694996, 467695002, 467710739, 467695004]",Tullner Straße,primary,50,False,False,161.82500000000002,"LINESTRING (15.9009911 48.1979102, 15.9010043 48.1979846, 15.9010108 48.198311, 15.9010113 48.1984221, 15.90101 48.1987648, 15.9010145 48.1990164, 15.9010102 48.1992426, 15.9009842 48.1993637)",B19,,"['2', '3']",,
"[467534992, 467695007]",Tullner Straße,primary,50,False,True,128.85,"LINESTRING (15.9009911 48.1979102, 15.9009699 48.1978436, 15.900937 48.1977775, 15.9008485 48.1976313, 15.900767 48.1975216, 15.900657 48.1974076, 15.9004894 48.1972749, 15.900037 48.1969656)",B19,,"['2', '3']",,
259131796,Alter Markt,tertiary,50,False,True,49.968,"LINESTRING (15.9042996 48.1940802, 15.9039153 48.193711)",L2303,,,,
4681524,Khuenstraße,residential,30,False,False,321.197,"LINESTRING (15.9042996 48.1940802, 15.9049059 48.1938891, 15.905127 48.1938486, 15.9062231 48.1936828, 15.9084752 48.1933423)",,,,,
259131796,Alter Markt,tertiary,50,False,False,94.303,"LINESTRING (15.9042996 48.1940802, 15.9045405 48.1945353, 15.904807 48.1948547)",L2303,,,,
71339637,Hauptplatz,residential,30,True,False,22.88,"LINESTRING (15.9088193 48.199255, 15.9086228 48.1990963)",,,,,
23177320,Wiener Straße,residential,30,True,False,14.647,"LINESTRING (15.9078767 48.1977178, 15.9080721 48.1976981)",,,,,
27384728,Rathausplatz,residential,30,False,False,18.904,"LINESTRING (15.9078767 48.1977178, 15.9077998 48.1975557)",,,,,
27384728,Rathausplatz,residential,30,False,True,88.514,"LINESTRING (15.9073055 48.1962684, 15.9073821 48.1963418, 15.9075118 48.1964726, 15.9075471 48.196559, 15.9076494 48.1970142)",,,,,
"[459460232, 319222485]",Bahnstraße,primary,50,False,False,64.69999999999999,"LINESTRING (15.9073055 48.1962684, 15.9070299 48.1963363, 15.9068204 48.196381, 15.906628 48.1964232, 15.9064805 48.1964582)",B44,,2,,
489244165,Bahnstraße,primary,50,False,True,250.51199999999997,"LINESTRING (15.9073055 48.1962684, 15.9087107 48.1959285, 15.9095409 48.1957378, 15.9101606 48.1956103, 15.9103506 48.1955927, 15.9105153 48.1955767)",B44,,2,,
"[467534992, 467695007]",Tullner Straße,primary,50,False,False,128.85,"LINESTRING (15.900037 48.1969656, 15.9004894 48.1972749, 15.900657 48.1974076, 15.900767 48.1975216, 15.9008485 48.1976313, 15.900937 48.1977775, 15.9009699 48.1978436, 15.9009911 48.1979102)",B19,,"['2', '3']",,
410827465,Bahnstraße,primary,50,False,False,113.005,"LINESTRING (15.9043711 48.1970296, 15.9029777 48.1974421)",B44,,,,
5108992,Ulmenhofstraße,tertiary,50,False,False,279.641,"LINESTRING (15.9043711 48.1970296, 15.9044141 48.1971398, 15.9046069 48.1976346, 15.9046449 48.1976914, 15.9049525 48.1979872, 15.9049675 48.1980016, 15.9053908 48.1983383, 15.9058572 48.1986635, 15.9060029 48.1988065, 15.906024 48.1988318, 15.906102 48.1989499, 15.9062618 48.1991539)",L2265,,,,
410827466,Bahnstraße,primary,50,False,True,88.535,"LINESTRING (15.9043711 48.1970296, 15.9048057 48.1968861, 15.9052032 48.1967654, 15.9054579 48.1967005)",B44,,2,,
