osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,bridge,tunnel,width
23371756,False,Josef-Schöpf-Straße,residential,40,False,59.664,"LINESTRING (11.0744843 47.3038559, 11.0744784 47.3037343, 11.0744837 47.3036143, 11.0744725 47.3034774, 11.0744446 47.3033208)",,,,,,
23371756,False,Josef-Schöpf-Straße,residential,40,True,156.571,"LINESTRING (11.0744843 47.3038559, 11.0744704 47.3040226, 11.07434 47.3044295, 11.0740985 47.3048303, 11.0739036 47.3050934, 11.0738396 47.3051805)",,,,,,
30261272,False,Giessenweg,residential,,False,327.78100000000006,"LINESTRING (11.0744843 47.3038559, 11.0748469 47.3039814, 11.0749903 47.3040488, 11.0754287 47.3043555, 11.0757998 47.3046881, 11.0760093 47.3048675, 11.0761542 47.3049857, 11.0762287 47.3050517, 11.0762526 47.3050729, 11.0770428 47.3057728, 11.0770985 47.3058221, 11.0773315 47.3058893, 11.0774774 47.3059126)",,,,,,
23371756,False,Josef-Schöpf-Straße,residential,40,True,40.403,"LINESTRING (11.074348 47.3029634, 11.0744446 47.3033208)",,,,,,
40128402,False,,residential,40,False,22.457,"LINESTRING (11.074348 47.3029634, 11.0746331 47.3030218)",,,,,,
23371756,False,Josef-Schöpf-Straße,residential,40,False,77.24900000000001,"LINESTRING (11.074348 47.3029634, 11.0742595 47.3027763, 11.0739625 47.3024085, 11.0738565 47.302376)",,,,,,
26401905,False,,residential,,False,21.352,"LINESTRING (11.0759057 47.3089653, 11.0760271 47.3089878, 11.076183 47.3089734)",,,,,,
243427947,False,Prof. A. Einberger-Straße,residential,,True,77.47899999999998,"LINESTRING (11.0694767 47.3083781, 11.069548 47.3083473, 11.069634 47.3083373, 11.0697043 47.308335, 11.0697518 47.3083493, 11.0698611 47.308385, 11.0699883 47.3084281, 11.0704088 47.3085704)",,,,,,
243430668,False,Prof. A. Einberger-Straße,residential,,True,37.976,"LINESTRING (11.0694767 47.3083781, 11.0694293 47.3083064, 11.0694006 47.3082676, 11.069293 47.3082017, 11.0692097 47.3081574, 11.0691969 47.3081506, 11.0691523 47.3081269)",,,,,,
23371932,False,Moritzenstraße,residential,30,False,215.82100000000003,"LINESTRING (11.0675731 47.3064122, 11.0674481 47.3063831, 11.0673033 47.3063596, 11.067192 47.3063432, 11.0671457 47.3063356, 11.0670993 47.3063254, 11.0670635 47.3063146, 11.0670267 47.3062999, 11.0669991 47.306287, 11.0669669 47.3062677, 11.0669212 47.3062388, 11.0668728 47.3062073, 11.0668445 47.3061871, 11.066823 47.3061677, 11.0668109 47.3061535, 11.0668022 47.3061397, 11.0667983 47.3061254, 11.0667964 47.3061116, 11.0667994 47.3060975, 11.066805 47.3060834, 11.0668132 47.3060698, 11.0668234 47.3060562, 11.0668325 47.3060471, 11.066845 47.3060389, 11.0668582 47.3060325, 11.0668769 47.3060267, 11.0669016 47.3060224, 11.0669659 47.3060169, 11.067006 47.3060141, 11.0670406 47.3060118, 11.0670784 47.3060087, 11.0671131 47.3060039, 11.0671432 47.3059972, 11.0671724 47.3059879, 11.0673604 47.3059021, 11.067411 47.3058718, 11.0674682 47.3058341, 11.0675915 47.3057421, 11.0678358 47.3055552, 11.0679007 47.3055037, 11.0679472 47.3054739, 11.0679869 47.305451, 11.0680265 47.3054306, 11.0681115 47.3053955, 11.0681324 47.3053846, 11.0681501 47.3053748, 11.0681639 47.305364, 11.0681753 47.305351, 11.0681854 47.3053343, 11.0681963 47.3053026)",,,,,,
23371932,False,Moritzenstraße,residential,30,True,66.2,"LINESTRING (11.0675731 47.3064122, 11.0679989 47.3064198, 11.0684471 47.3064597)",,,,,,
23497708,False,Hanffeldweg,residential,30,False,114.63399999999999,"LINESTRING (11.0675731 47.3064122, 11.0666786 47.3063967, 11.0665475 47.3063934, 11.0660554 47.3063612)",,,,,,
23497708,False,Hanffeldweg,residential,30,True,114.634,"LINESTRING (11.0660554 47.3063612, 11.0665475 47.3063934, 11.0666786 47.3063967, 11.0675731 47.3064122)",,,,,,
40313669,False,,residential,30,False,186.679,"LINESTRING (11.0660554 47.3063612, 11.0658797 47.3065533, 11.0656788 47.3068526, 11.0656476 47.3068969, 11.0660017 47.3070214, 11.0661203 47.3070554, 11.0670404 47.3073195, 11.0670942 47.3073349)",,,,,,
54608146,False,Untermarktstraße,residential,,False,40.566,"LINESTRING (11.0755635 47.3076085, 11.0755042 47.3076023, 11.0753858 47.307591, 11.0751625 47.3075556, 11.0750375 47.3075336)",,,,,,
70944170,False,Saglstraße,tertiary,40,True,68.58500000000001,"LINESTRING (11.0755635 47.3076085, 11.075553 47.3076594, 11.0755736 47.3076989, 11.075617 47.3077383, 11.0756618 47.3077689, 11.0757418 47.307814, 11.0758671 47.3078721, 11.0759557 47.3079403, 11.0760248 47.3080117, 11.0760784 47.3080846)",2,,,,,
452641798,False,Untermarktstraße,tertiary,40,False,39.953,"LINESTRING (11.0755635 47.3076085, 11.0756409 47.3075223, 11.0758893 47.3074063, 11.0759577 47.3073789)",3,,,,,
26401905,False,,residential,,True,21.352,"LINESTRING (11.076183 47.3089734, 11.0760271 47.3089878, 11.0759057 47.3089653)",,,,,,
70944170,False,Saglstraße,tertiary,40,False,60.767,"LINESTRING (11.076183 47.3089734, 11.0761773 47.3089249, 11.0761738 47.3089009, 11.0761746 47.3088842, 11.0761638 47.3087773, 11.0761219 47.3084286)",2,,,,,
26674103,False,Michael-Seeber-Straße,residential,,False,114.43,"LINESTRING (11.0774774 47.3059126, 11.0777102 47.305312, 11.0777709 47.3051555, 11.0778664 47.3049179)",,,,,,
26674103,False,Michael-Seeber-Straße,residential,,True,103.149,"LINESTRING (11.0774774 47.3059126, 11.0769148 47.3065892, 11.0768697 47.3066456, 11.0768394 47.3066927, 11.0768185 47.3067251)",,,,,,
30261272,False,Giessenweg,residential,,True,327.781,"LINESTRING (11.0774774 47.3059126, 11.0773315 47.3058893, 11.0770985 47.3058221, 11.0770428 47.3057728, 11.0762526 47.3050729, 11.0762287 47.3050517, 11.0761542 47.3049857, 11.0760093 47.3048675, 11.0757998 47.3046881, 11.0754287 47.3043555, 11.0749903 47.3040488, 11.0748469 47.3039814, 11.0744843 47.3038559)",,,,,,
23371932,False,Moritzenstraße,residential,30,False,6.131,"LINESTRING (11.0685284 47.3064608, 11.0684471 47.3064597)",,,,,,
30261030,False,Zollergasse,residential,30,False,17.183,"LINESTRING (11.0685284 47.3064608, 11.0686752 47.3063426)",,,,,,
23371932,False,Moritzenstraße,residential,30,True,36.297,"LINESTRING (11.0685284 47.3064608, 11.0688365 47.3065819, 11.0689337 47.3066355)",,,,,,
30261030,False,Zollergasse,residential,30,True,94.163,"LINESTRING (11.0693276 47.3056597, 11.0691852 47.3059689, 11.0691404 47.3059721, 11.0690319 47.3060696, 11.0689599 47.3061531, 11.0689225 47.3061981, 11.0688624 47.3062416, 11.0686752 47.3063426)",,,,,,
30261039,False,Weißenbachgasse,residential,30,False,41.44,"LINESTRING (11.0693276 47.3056597, 11.0694273 47.3056969, 11.0698091 47.3058394)",,,,,,
30261039,False,Weißenbachgasse,residential,30,True,95.054,"LINESTRING (11.0693276 47.3056597, 11.0691471 47.3055788, 11.0687948 47.305437, 11.0686478 47.3053829, 11.0685106 47.305351, 11.0681963 47.3053026)",,,,,,
30261067,False,Klosterfeld,residential,,True,85.512,"LINESTRING (11.0696269 47.3074285, 11.0694966 47.3076278, 11.0694628 47.3076804, 11.069283 47.3079399, 11.0691934 47.3080667, 11.0691523 47.3081269)",,,,,,
30261215,False,Klosterfeld,residential,,True,70.542,"LINESTRING (11.0696269 47.3074285, 11.0694747 47.3070679, 11.0693694 47.3068186)",,,,,,
"[243430667, 30261213]",False,"['Klosterfeld', 'Klostergasse']",residential,,False,144.515,"LINESTRING (11.0696269 47.3074285, 11.0696474 47.307436, 11.0698861 47.3075229, 11.0702 47.3076372, 11.0704317 47.3077216, 11.0707653 47.3073726, 11.0708935 47.3073602, 11.0709644 47.3072753, 11.0710012 47.3072004)",,,,,,
30261143,False,Steinbühel,residential,30,False,121.53600000000002,"LINESTRING (11.0727094 47.3091395, 11.0730599 47.3085644, 11.0731193 47.3085653, 11.0732268 47.3085952, 11.0733493 47.3086292, 11.0736805 47.3086095, 11.0737341 47.3086064)",,,,,,
30261158,False,Rosengasse,residential,,False,134.95499999999998,"LINESTRING (11.073922 47.3087216, 11.0742197 47.3083066, 11.0742554 47.308266, 11.0747946 47.3076633)",,,,,,
23371932,False,Moritzenstraße,residential,30,False,36.297,"LINESTRING (11.0689337 47.3066355, 11.0688365 47.3065819, 11.0685284 47.3064608)",,,,,,
"[141791241, 452677395, 194705201]",False,Obermarktstraße,residential,"['20', '30']",False,165.70999999999998,"LINESTRING (11.0689337 47.3066355, 11.0685517 47.3070795, 11.0684031 47.3072336, 11.0683299 47.3073092, 11.0681195 47.3074789, 11.0680561 47.3075301, 11.0679925 47.3075814, 11.0679001 47.307642, 11.0677158 47.3077627, 11.0676392 47.307799, 11.0676129 47.3078116)",2,,,,,
141791241,False,Obermarktstraße,residential,20,True,120.50999999999999,"LINESTRING (11.0689337 47.3066355, 11.0690196 47.3065394, 11.0691055 47.3064635, 11.0692446 47.3063608, 11.0693423 47.3063189, 11.069993 47.3061618, 11.0701632 47.3061207, 11.0702597 47.3061061)",,,,,,
70944170,False,Saglstraße,tertiary,40,False,68.585,"LINESTRING (11.0760784 47.3080846, 11.0760248 47.3080117, 11.0759557 47.3079403, 11.0758671 47.3078721, 11.0757418 47.307814, 11.0756618 47.3077689, 11.075617 47.3077383, 11.0755736 47.3076989, 11.075553 47.3076594, 11.0755635 47.3076085)",2,,,,,
70944170,False,Saglstraße,tertiary,40,True,38.397,"LINESTRING (11.0760784 47.3080846, 11.0761004 47.3082269, 11.0761219 47.3084286)",2,,,,,
23371932,False,Moritzenstraße,residential,30,True,215.82100000000003,"LINESTRING (11.0681963 47.3053026, 11.0681854 47.3053343, 11.0681753 47.305351, 11.0681639 47.305364, 11.0681501 47.3053748, 11.0681324 47.3053846, 11.0681115 47.3053955, 11.0680265 47.3054306, 11.0679869 47.305451, 11.0679472 47.3054739, 11.0679007 47.3055037, 11.0678358 47.3055552, 11.0675915 47.3057421, 11.0674682 47.3058341, 11.067411 47.3058718, 11.0673604 47.3059021, 11.0671724 47.3059879, 11.0671432 47.3059972, 11.0671131 47.3060039, 11.0670784 47.3060087, 11.0670406 47.3060118, 11.067006 47.3060141, 11.0669659 47.3060169, 11.0669016 47.3060224, 11.0668769 47.3060267, 11.0668582 47.3060325, 11.066845 47.3060389, 11.0668325 47.3060471, 11.0668234 47.3060562, 11.0668132 47.3060698, 11.066805 47.3060834, 11.0667994 47.3060975, 11.0667964 47.3061116, 11.0667983 47.3061254, 11.0668022 47.3061397, 11.0668109 47.3061535, 11.066823 47.3061677, 11.0668445 47.3061871, 11.0668728 47.3062073, 11.0669212 47.3062388, 11.0669669 47.3062677, 11.0669991 47.306287, 11.0670267 47.3062999, 11.0670635 47.3063146, 11.0670993 47.3063254, 11.0671457 47.3063356, 11.067192 47.3063432, 11.0673033 47.3063596, 11.0674481 47.3063831, 11.0675731 47.3064122)",,,,,,
30261039,False,Weißenbachgasse,residential,30,False,95.054,"LINESTRING (11.0681963 47.3053026, 11.0685106 47.305351, 11.0686478 47.3053829, 11.0687948 47.305437, 11.0691471 47.3055788, 11.0693276 47.3056597)",,,,,,
40128402,False,,residential,40,True,22.457,"LINESTRING (11.0746331 47.3030218, 11.074348 47.3029634)",,,,,,
40128393,False,,residential,40,False,67.136,"LINESTRING (11.0746331 47.3030218, 11.0750864 47.3028816, 11.0754774 47.3028614)",,,,,,
40128393,False,,residential,40,True,36.608000000000004,"LINESTRING (11.0746331 47.3030218, 11.0745067 47.3031569, 11.0744446 47.3033208)",,,,,,
40128393,False,,residential,40,True,67.136,"LINESTRING (11.0754774 47.3028614, 11.0750864 47.3028816, 11.0746331 47.3030218)",,,,,,
40313669,False,,residential,30,True,186.679,"LINESTRING (11.0670942 47.3073349, 11.0670404 47.3073195, 11.0661203 47.3070554, 11.0660017 47.3070214, 11.0656476 47.3068969, 11.0656788 47.3068526, 11.0658797 47.3065533, 11.0660554 47.3063612)",,,,,,
23466397,False,Prof. A. Einberger-Straße,residential,40,True,141.921,"LINESTRING (11.0691523 47.3081269, 11.0688322 47.3080092, 11.0687081 47.3079572, 11.0685482 47.3078975, 11.0683876 47.3078739, 11.0682386 47.3079017, 11.0681372 47.3079563, 11.0680925 47.3079803, 11.0680119 47.3080292, 11.0679218 47.3080605, 11.0678115 47.3080691, 11.0676976 47.3080608, 11.0675703 47.3080188, 11.0675137 47.307997, 11.0674766 47.3079826)",2,,,,,
30261067,False,Klosterfeld,residential,,False,85.512,"LINESTRING (11.0691523 47.3081269, 11.0691934 47.3080667, 11.069283 47.3079399, 11.0694628 47.3076804, 11.0694966 47.3076278, 11.0696269 47.3074285)",,,,,,
243430668,False,Prof. A. Einberger-Straße,residential,,False,37.976,"LINESTRING (11.0691523 47.3081269, 11.0691969 47.3081506, 11.0692097 47.3081574, 11.069293 47.3082017, 11.0694006 47.3082676, 11.0694293 47.3083064, 11.0694767 47.3083781)",,,,,,
243427947,False,Prof. A. Einberger-Straße,residential,,False,77.47899999999998,"LINESTRING (11.0704088 47.3085704, 11.0699883 47.3084281, 11.0698611 47.308385, 11.0697518 47.3083493, 11.0697043 47.308335, 11.069634 47.3083373, 11.069548 47.3083473, 11.0694767 47.3083781)",,,,,,
243430665,False,Klosterfeld,residential,,True,81.13,"LINESTRING (11.0704088 47.3085704, 11.0706097 47.3082563, 11.0706678 47.3081654, 11.0708369 47.307901)",,,,,,
243430665,False,Klosterfeld,residential,,False,81.13,"LINESTRING (11.0708369 47.307901, 11.0706678 47.3081654, 11.0706097 47.3082563, 11.0704088 47.3085704)",,,,,,
30261215,False,Klosterfeld,residential,,False,70.542,"LINESTRING (11.0693694 47.3068186, 11.0694747 47.3070679, 11.0696269 47.3074285)",,,,,,
243430663,False,Untermarktstraße,residential,20,False,11.273,"LINESTRING (11.0716442 47.306509, 11.0715187 47.3064539)",,,,,,
750253497,False,Klostergasse,residential,,True,28.391,"LINESTRING (11.0716442 47.306509, 11.0714254 47.3067168)",,,,,,
1162930167,False,Untermarktstraße,residential,20,True,2.247,"LINESTRING (11.0716442 47.306509, 11.0716685 47.3065207)",,,,,,
"[41741169, 54608146]",False,"['Kirchstraße', 'Untermarktstraße']",residential,30,"[False, True]",248.31100000000004,"LINESTRING (11.073273 47.3079477, 11.0732508 47.3078425, 11.0732354 47.307702, 11.0731888 47.3071465, 11.0732126 47.3069455, 11.0735439 47.3070341, 11.0737023 47.3070765, 11.0740064 47.3071482, 11.0742948 47.3072561, 11.0748421 47.3074719)",,,,,,5
41741172,True,Kirchstraße,residential,30,False,81.47999999999999,"LINESTRING (11.073273 47.3079477, 11.0733454 47.3081215, 11.0735439 47.308387, 11.0737341 47.3086064)",,,,,,4
243430454,True,Kirchstraße,residential,30,False,19.099,"LINESTRING (11.0737341 47.3086064, 11.073922 47.3087216)",,,,,,
30261143,False,Steinbühel,residential,30,True,121.536,"LINESTRING (11.0737341 47.3086064, 11.0736805 47.3086095, 11.0733493 47.3086292, 11.0732268 47.3085952, 11.0731193 47.3085653, 11.0730599 47.3085644, 11.0727094 47.3091395)",,,,,,
1162930167,False,Untermarktstraße,residential,20,False,2.247,"LINESTRING (11.0716685 47.3065207, 11.0716442 47.306509)",,,,,,
23371932,False,Moritzenstraße,residential,30,True,6.131,"LINESTRING (11.0684471 47.3064597, 11.0685284 47.3064608)",,,,,,
23371932,False,Moritzenstraße,residential,30,False,66.2,"LINESTRING (11.0684471 47.3064597, 11.0679989 47.3064198, 11.0675731 47.3064122)",,,,,,
