osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,bridge,geometry,name,junction
"[237132922, 174952924]",3,B1,primary,70,False,False,39.127,yes,"LINESTRING (14.1050775 48.1893821, 14.1052875 48.1893677, 14.1056022 48.189344)",,
"[314035240, 314035730, 324599635, 314035732]","['2', '4', '3']",B1,primary,70,False,True,577.455,,"LINESTRING (14.1184835 48.1898335, 14.1179497 48.189663, 14.1174827 48.1895242, 14.1169841 48.1893907, 14.1165012 48.1892812, 14.1157569 48.1891411, 14.1152204 48.1890577, 14.1146926 48.18899, 14.1140978 48.1889326, 14.1135249 48.1888969, 14.1130333 48.1888759, 14.1126679 48.1888702, 14.112377 48.1888755, 14.1109267 48.1889191)",,
"[23755649, 1212551597, 57737039, 57141200, 314035993]","['2', '3']",,residential,"['50', '30', '100']",False,True,161.971,,"LINESTRING (14.1109267 48.1889191, 14.1110046 48.1891513, 14.1110751 48.1893385, 14.1110983 48.1894016, 14.1112281 48.1900013, 14.1112539 48.1903557)",Weißkirchner Straße,
"[237132921, 314035731, 406853549]","['2', '4']",B1,primary,70,False,True,397.55,,"LINESTRING (14.1109267 48.1889191, 14.1105931 48.1889374, 14.1093947 48.1890294, 14.1063018 48.1892829, 14.1056022 48.189344)",,
"[314035240, 314035730, 324599635, 314035732]","['2', '4', '3']",B1,primary,70,False,False,577.455,,"LINESTRING (14.1109267 48.1889191, 14.112377 48.1888755, 14.1126679 48.1888702, 14.1130333 48.1888759, 14.1135249 48.1888969, 14.1140978 48.1889326, 14.1146926 48.18899, 14.1152204 48.1890577, 14.1157569 48.1891411, 14.1165012 48.1892812, 14.1169841 48.1893907, 14.1174827 48.1895242, 14.1179497 48.189663, 14.1184835 48.1898335)",,
"[314035992, 314035994, 1212551596, 57737038]","['2', '3']",,residential,"['50', '100']",False,False,73.326,,"LINESTRING (14.1109267 48.1889191, 14.1108847 48.1887462, 14.110872 48.1886306, 14.1108385 48.1884557, 14.1108114 48.1882645)",Weißkirchner Straße,
26578873,,,residential,30,False,True,119.626,,"LINESTRING (14.1060455 48.1906074, 14.1059947 48.1906439, 14.1059686 48.1906624, 14.1058743 48.1907961, 14.1053692 48.1915797)",Schulstraße,
"[1212551598, 237132919]",,,tertiary,30,False,False,289.47299999999996,,"LINESTRING (14.1060455 48.1906074, 14.1061467 48.1906695, 14.1063655 48.1907772, 14.1065658 48.1908586, 14.1067177 48.1909078, 14.1069165 48.1909587, 14.107117 48.190995, 14.1072867 48.1910142, 14.1074731 48.1910245, 14.1076937 48.1910137, 14.1079887 48.1909918, 14.1085191 48.1909328, 14.108687 48.1909098, 14.1090789 48.190856, 14.109735 48.190725)",Welser Straße,
237132919,,,tertiary,30,False,True,9.071,,"LINESTRING (14.1060455 48.1906074, 14.105991 48.1905671, 14.1059663 48.1905453)",Welser Straße,
29363538,,,residential,30,False,False,59.907,,"LINESTRING (14.1096557 48.1938677, 14.108928 48.1936333)",Rennerstraße,
23901455,,,residential,50,False,True,128.963,,"LINESTRING (14.1096557 48.1938677, 14.1096223 48.193916, 14.109315 48.194288, 14.1091894 48.1944357, 14.1087815 48.1948697)",Bahnhofstraße,
26091444,,,residential,30,False,False,189.055,,"LINESTRING (14.1096557 48.1938677, 14.1101712 48.1940557, 14.1102185 48.194073, 14.1104012 48.1941355, 14.1109035 48.1943073, 14.1110864 48.1943699, 14.1112316 48.1944201, 14.11178 48.1946095, 14.1119152 48.1946562)",Goethestraße,
174967684,,,residential,50,False,False,116.86699999999999,,"LINESTRING (14.1096557 48.1938677, 14.1097265 48.1937708, 14.1100099 48.1933829, 14.1103829 48.1929356)",Bahnhofstraße,
1212551598,,,tertiary,30,False,False,7.171,,"LINESTRING (14.109735 48.190725, 14.1098256 48.1907024)",Welser Straße,
"[1212043112, 23917399]",,,residential,30,False,False,325.491,,"LINESTRING (14.109735 48.190725, 14.1098106 48.1909135, 14.1098199 48.1909991, 14.1097797 48.1910674, 14.1096897 48.1911858, 14.1095753 48.1913731, 14.1093502 48.191733, 14.1093345 48.1917614, 14.1087427 48.1928256, 14.1082409 48.1934208)",Kirchengasse,
"[1212551598, 237132919]",,,tertiary,30,False,True,289.47300000000007,,"LINESTRING (14.109735 48.190725, 14.1090789 48.190856, 14.108687 48.1909098, 14.1085191 48.1909328, 14.1079887 48.1909918, 14.1076937 48.1910137, 14.1074731 48.1910245, 14.1072867 48.1910142, 14.107117 48.190995, 14.1069165 48.1909587, 14.1067177 48.1909078, 14.1065658 48.1908586, 14.1063655 48.1907772, 14.1061467 48.1906695, 14.1060455 48.1906074)",Welser Straße,
29363538,,,residential,30,False,True,56.145,,"LINESTRING (14.1082409 48.1934208, 14.108928 48.1936333)",Rennerstraße,
29363538,,,residential,30,False,False,213.499,,"LINESTRING (14.1082409 48.1934208, 14.107836 48.1933152, 14.1070636 48.1931077, 14.1063514 48.192919, 14.1060916 48.1928494, 14.1057481 48.1927335, 14.1055842 48.1926818)",Rennerstraße,
"[1212043112, 23917399]",,,residential,30,False,True,325.49100000000004,,"LINESTRING (14.1082409 48.1934208, 14.1087427 48.1928256, 14.1093345 48.1917614, 14.1093502 48.191733, 14.1095753 48.1913731, 14.1096897 48.1911858, 14.1097797 48.1910674, 14.1098199 48.1909991, 14.1098106 48.1909135, 14.109735 48.190725)",Kirchengasse,
"[1212043113, 23917404]",,,residential,30,False,True,194.523,,"LINESTRING (14.1082409 48.1934208, 14.108187 48.1934878, 14.1079893 48.1937395, 14.1077132 48.1940989, 14.1069992 48.1949618)",Kirchengasse,
29363538,,,residential,30,False,True,213.499,,"LINESTRING (14.1055842 48.1926818, 14.1057481 48.1927335, 14.1060916 48.1928494, 14.1063514 48.192919, 14.1070636 48.1931077, 14.107836 48.1933152, 14.1082409 48.1934208)",Rennerstraße,
174967685,,,residential,30,False,True,201.379,,"LINESTRING (14.1144584 48.19529, 14.1132926 48.1950329, 14.112648 48.194862, 14.1120276 48.1946878, 14.1119152 48.1946562)",Goethestraße,
