osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,bridge,junction,tunnel
4448839,Anton Bruckner-Straße,residential,30,False,True,210.29600000000002,"LINESTRING (12.0689653 47.4910501, 12.0689087 47.4910218, 12.0688931 47.491014, 12.0688002 47.4909672, 12.0687217 47.4909276, 12.068227 47.4906784, 12.0676472 47.4903863, 12.0675847 47.4903551, 12.0670572 47.4900922, 12.0668481 47.4899877, 12.0668074 47.4899467, 12.0667961 47.4899199, 12.0667939 47.4898879)",,,,,
171461128,Ladestraße,unclassified,30,False,False,118.93900000000001,"LINESTRING (12.0689653 47.4910501, 12.0690747 47.490947, 12.0691607 47.4908658, 12.0693823 47.4906567, 12.069467 47.4905766, 12.0698123 47.4902504, 12.0698357 47.4902285, 12.0698672 47.4901986, 12.0698862 47.4901801)",,,,,
"[339727712, 4448905, 4448910]",Gottlieb Weißbacher-Straße,residential,30,False,"[False, True]",314.0400000000001,"LINESTRING (12.0698862 47.4901801, 12.0698106 47.4901425, 12.0691058 47.4898004, 12.0690831 47.4897797, 12.0690728 47.4897605, 12.0690737 47.4897376, 12.0690876 47.4897135, 12.0692697 47.4895381, 12.0694934 47.4893271, 12.0695173 47.489296, 12.0695258 47.489262, 12.0695158 47.489239, 12.0694959 47.4892157, 12.0690821 47.489022, 12.0687716 47.4888788, 12.0687394 47.4888449, 12.0687321 47.4888043, 12.0687476 47.4887707, 12.068857 47.4886557, 12.0689754 47.4885328, 12.0691727 47.4883386, 12.0692127 47.4883039, 12.0693182 47.4882009, 12.0693928 47.4881306)",,,,,
171461128,Ladestraße,unclassified,30,False,True,118.93899999999998,"LINESTRING (12.0698862 47.4901801, 12.0698672 47.4901986, 12.0698357 47.4902285, 12.0698123 47.4902504, 12.069467 47.4905766, 12.0693823 47.4906567, 12.0691607 47.4908658, 12.0690747 47.490947, 12.0689653 47.4910501)",,,,,
4450653,Wildschönauer Straße,secondary,50,False,False,43.76,"LINESTRING (12.0639997 47.4852721, 12.0641058 47.4851962, 12.0641618 47.4851704, 12.0643283 47.485101, 12.06439 47.4850676, 12.0644495 47.4850262)",L3,,,,
"[54739632, 54739629, 171202509]",Innsbrucker Straße,primary,50,False,False,57.239,"LINESTRING (12.0639997 47.4852721, 12.0639227 47.4852401, 12.0638485 47.4852227, 12.0636432 47.4851904, 12.0634293 47.4851549, 12.063274 47.4851244)",B171,"['2', '3']",yes,,
"[171066129, 346397317]",Innsbrucker Straße,primary,50,False,True,61.441,"LINESTRING (12.0639997 47.4852721, 12.0640961 47.4853266, 12.0641375 47.4853535, 12.0643103 47.4854555, 12.0643541 47.4854833, 12.0646117 47.4856384)",B171,3,,,
"[170229788, 167055837]","['Andreas Hofer-Platz', 'Salzburger Straße']",primary,50,False,False,93.92200000000001,"LINESTRING (12.0655962 47.4861585, 12.0653544 47.4860275, 12.0651003 47.4858893, 12.0649092 47.4857914, 12.0646637 47.4856687, 12.0646117 47.4856384)",B171,2,,,
171461122,Brixentaler Straße,tertiary,50,False,True,157.133,"LINESTRING (12.0655962 47.4861585, 12.065697 47.4860767, 12.0657434 47.4860496, 12.0658489 47.4860103, 12.0659904 47.4859596, 12.0661712 47.4859074, 12.0662615 47.4858898, 12.0663957 47.4858747, 12.0667846 47.485829, 12.0668766 47.485824, 12.0674057 47.4858424, 12.0675043 47.4858404, 12.0675537 47.4858378)",,,,,
"[364433360, 54739628]",Salzburger Straße,primary,50,False,True,211.068,"LINESTRING (12.0655962 47.4861585, 12.0657362 47.4862345, 12.0662149 47.4864893, 12.0669264 47.4868675, 12.0671031 47.4869631, 12.0676437 47.4872557, 12.0676686 47.4872692, 12.0677965 47.4873384)",B171,"['2', '3']",,,
"[171007702, 4444207]",Josef Speckbacher-Straße,residential,30,True,False,91.407,"LINESTRING (12.064082 47.4875666, 12.0641734 47.4875783, 12.0642242 47.4875734, 12.0642644 47.4875564, 12.0642981 47.487532, 12.0643987 47.4873612, 12.0644227 47.4873154, 12.0645696 47.4870836, 12.0646862 47.4869279)",,,,,
4445351,Bahnhofstraße,residential,30,False,False,29.111,"LINESTRING (12.064082 47.4875666, 12.0641072 47.4876422, 12.0641138 47.487694, 12.0641081 47.4877423, 12.0640919 47.4877894, 12.0640711 47.487822)",,,,,
"[31487538, 182136085]",Bahnhofstraße,residential,30,False,True,151.309,"LINESTRING (12.064082 47.4875666, 12.0640521 47.4875373, 12.0639662 47.487461, 12.0638248 47.4873513, 12.0637802 47.4873174, 12.0636716 47.4872348, 12.0636124 47.4871775, 12.0635749 47.4871339, 12.0635272 47.4870588, 12.0634909 47.4869964, 12.0634642 47.4869228, 12.0634561 47.4868775, 12.063451 47.4868067, 12.0634544 47.486725, 12.0634718 47.4866381, 12.0635002 47.4865452, 12.0635424 47.4864439, 12.063598 47.4863544)",,,,,
"[53268281, 92556869, 130753149]",KR Martin Pichler-Straße,"['unclassified', 'residential']",30,False,True,26.488,"LINESTRING (12.0618244 47.4869695, 12.0618435 47.4869899, 12.0618675 47.4870097, 12.0619514 47.4870688, 12.0620188 47.4870994, 12.0620902 47.487118)",,,yes,,
170844893,,residential,30,True,False,13.851,"LINESTRING (12.0618244 47.4869695, 12.0617902 47.4869789, 12.0617536 47.4869815, 12.0617173 47.4869772, 12.0616841 47.4869662, 12.0616567 47.4869496)",,,,roundabout,
