osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref,junction
"[26794306, 753193861]","['2', '3']",Wiener Straße,tertiary,50,False,False,411.415,"LINESTRING (16.3269152 48.3088048, 16.3272369 48.3084932, 16.3273463 48.3083871, 16.3275481 48.3081914, 16.32794 48.3077482, 16.3283459 48.3072484, 16.3287051 48.3068085, 16.3290832 48.3063024, 16.3293951 48.3058279, 16.3295229 48.3056355, 16.3295737 48.3055632)",,,
"[137152688, 26794305, 137152687]",2,Wiener Straße,tertiary,30,False,True,43.356,"LINESTRING (16.3269152 48.3088048, 16.3267512 48.3089572, 16.3266474 48.3090736, 16.3265942 48.3091307)",yes,,
"[137152681, 137152682, 8875409, 629255342]",,Hundskehle,residential,,False,True,40.78,"LINESTRING (16.3269152 48.3088048, 16.3267924 48.3088264, 16.3266421 48.3088627, 16.3265976 48.3088734, 16.3264354 48.3089136, 16.3263985 48.3089296)",yes,,
159924494,1,Wiener Straße,tertiary,50,True,False,57.80499999999999,"LINESTRING (16.3295737 48.3055632, 16.3295795 48.305507, 16.3296665 48.3052919, 16.3296694 48.3051747, 16.3296504 48.3051052, 16.3296375 48.3050691, 16.3296305 48.305054)",,,
"[26794306, 753193861]","['2', '3']",Wiener Straße,tertiary,50,False,True,411.415,"LINESTRING (16.3295737 48.3055632, 16.3295229 48.3056355, 16.3293951 48.3058279, 16.3290832 48.3063024, 16.3287051 48.3068085, 16.3283459 48.3072484, 16.32794 48.3077482, 16.3275481 48.3081914, 16.3273463 48.3083871, 16.3272369 48.3084932, 16.3269152 48.3088048)",,,
103697759,,Franz-Rumpler-Straße,residential,30,False,False,18.706,"LINESTRING (16.3260729 48.303344, 16.3262632 48.3034548)",,,
"[914692249, 914693490, 160132638]",,Franz-Rumpler-Straße,residential,30,False,True,148.05599999999998,"LINESTRING (16.3260729 48.303344, 16.3259762 48.3033015, 16.3259428 48.3032879, 16.3258153 48.3032349, 16.3256479 48.3031654, 16.3252521 48.3029586, 16.3246036 48.3025107, 16.3245685 48.3024777)",,,
914692425,,Rathausplatz,residential,30,False,True,22.208,"LINESTRING (16.324514 48.3055684, 16.3247396 48.3054366)",,,
237979321,,Rathausplatz,residential,30,True,False,46.001000000000005,"LINESTRING (16.324514 48.3055684, 16.3243835 48.3057569, 16.3241882 48.305917)",,,
"[409845305, 103697746, 193686996, 914692477]",,"['Rathausplatz', 'Hundskehle']",residential,30,False,"[False, True]",248.162,"LINESTRING (16.324514 48.3055684, 16.3243874 48.305673, 16.3241557 48.305843, 16.3241112 48.3058667, 16.3240223 48.305914, 16.3235853 48.3061465, 16.3234962 48.3062133, 16.3234628 48.3062863, 16.3234617 48.3063471, 16.3234701 48.3063998, 16.3235047 48.3064554, 16.3238839 48.3069162, 16.3242577 48.3073698)",,,
"[8875384, 914692365]",,Schießstattgasse,residential,30,False,True,243.98700000000002,"LINESTRING (16.3239998 48.3058609, 16.3238205 48.3059747, 16.3237387 48.306019, 16.3236711 48.3060395, 16.3235501 48.3059789, 16.3234944 48.3059444, 16.3225905 48.3054197, 16.3224416 48.3053333, 16.3216127 48.3049011, 16.3215068 48.3048706, 16.3214402 48.304844)",,,
"[920882025, 8659390]",1,Ortnergasse,residential,30,True,False,159.038,"LINESTRING (16.3239998 48.3058609, 16.3235618 48.3055347, 16.3232108 48.3052758, 16.323174 48.3052531, 16.3228117 48.3050301, 16.3227672 48.3050027, 16.322524 48.3048224)",,,
914692284,1,Ortnergasse,residential,30,True,False,9.721,"LINESTRING (16.3216949 48.3042533, 16.3216103 48.3041864)",,,
8875264,,Burgstraße,residential,30,False,False,68.398,"LINESTRING (16.3216949 48.3042533, 16.3216492 48.3043263, 16.3214402 48.304844)",,,
26851003,,Doktor-Holzknecht-Gasse,residential,30,False,True,62.743,"LINESTRING (16.3184389 48.3018553, 16.3190448 48.3022502)",,,
215219721,,Meynertgasse,residential,30,False,False,103.871,"LINESTRING (16.3184389 48.3018553, 16.3176009 48.3022213, 16.3172356 48.3023326)",,,
"[603982196, 409845303]",,Meynertgasse,residential,30,False,True,184.655,"LINESTRING (16.3184389 48.3018553, 16.3185433 48.3018017, 16.3185858 48.3017775, 16.3187018 48.3017116, 16.3191985 48.3015966, 16.3195698 48.3015107, 16.3196329 48.3014847, 16.3200851 48.3012984, 16.3202539 48.3012289, 16.3206265 48.301083)",,,
4583473,,Raphael-Donner-Gasse,residential,30,False,False,87.562,"LINESTRING (16.3206265 48.301083, 16.3214464 48.301651)",,,
"[603982196, 409845303]",,Meynertgasse,residential,30,False,False,184.65499999999997,"LINESTRING (16.3206265 48.301083, 16.3202539 48.3012289, 16.3200851 48.3012984, 16.3196329 48.3014847, 16.3195698 48.3015107, 16.3191985 48.3015966, 16.3187018 48.3017116, 16.3185858 48.3017775, 16.3185433 48.3018017, 16.3184389 48.3018553)",,,
4583573,,Leopoldstraße,residential,30,False,False,49.032,"LINESTRING (16.3262632 48.3034548, 16.3268037 48.3031995)",,,
103697759,,Franz-Rumpler-Straße,residential,30,False,True,18.706,"LINESTRING (16.3262632 48.3034548, 16.3260729 48.303344)",,,
8659450,,Leopoldstraße,residential,30,False,False,75.049,"LINESTRING (16.3262632 48.3034548, 16.3261507 48.3035171, 16.3260872 48.3035707, 16.325751 48.3040283)",,,
8875365,,Pater-Abel-Straße,residential,30,False,False,28.838,"LINESTRING (16.3262632 48.3034548, 16.3263732 48.3035223, 16.326432 48.3035575, 16.3265593 48.3036232)",,,
26957635,,Ottogasse,residential,30,True,False,159.50199999999998,"LINESTRING (16.3287137 48.3016721, 16.3284051 48.3014923, 16.3273361 48.3009423, 16.3269866 48.3008203)",,,
9634841,,Albrechtstraße,primary,50,True,False,131.252,"LINESTRING (16.3220851 48.3083025, 16.3220232 48.3083579, 16.3210477 48.3092602)",,B14,
"[103697762, 782916891, 103697751]",3,Kierlinger Straße,primary,50,False,False,80.60700000000001,"LINESTRING (16.3220851 48.3083025, 16.3220378 48.3082566, 16.321916 48.3081469, 16.3215461 48.3078136, 16.3215003 48.3077724, 16.3214283 48.307725)",,B14,
160278169,,Stadtplatz,tertiary,30,False,True,190.63299999999998,"LINESTRING (16.3220851 48.3083025, 16.3221855 48.308384, 16.3222567 48.3084367, 16.3225004 48.3085907, 16.32287 48.3088145, 16.3232042 48.3090096, 16.3232484 48.3090348, 16.3233785 48.3091089, 16.3237473 48.3093155, 16.3239921 48.3094529)",,,
8659440,,Jahngasse,residential,30,False,True,151.389,"LINESTRING (16.3240927 48.3007308, 16.322427 48.3015219)",,,
108226512,,Franz-Rumpler-Straße,residential,30,False,False,197.451,"LINESTRING (16.3240927 48.3007308, 16.324146 48.3009025, 16.3242102 48.3011285, 16.3243623 48.3016605, 16.3243765 48.3017097, 16.3244777 48.3020591, 16.3245685 48.3024777)",,,
26793547,,Agnesstraße,residential,30,True,False,246.915,"LINESTRING (16.3269619 48.300881, 16.3264809 48.3019149, 16.326351 48.302344, 16.3261102 48.303026)",,,
"[8659491, 920881925]",,Buchberggasse,residential,30,True,False,113.95900000000002,"LINESTRING (16.3229863 48.3026643, 16.323042 48.30269, 16.323189 48.302735, 16.323385 48.302754, 16.323568 48.302738, 16.323981 48.3025969, 16.3241665 48.3025336, 16.3242655 48.3024986, 16.324409 48.3025008)",,,
108226500,,Raphael-Donner-Gasse,residential,30,False,True,133.373,"LINESTRING (16.3229863 48.3026643, 16.3227285 48.302489, 16.3217303 48.3018037)",,,
8659435,,Friedhofgasse,residential,30,False,True,76.571,"LINESTRING (16.3223981 48.3029315, 16.3216653 48.3024451)",,,
286695071,,Buchberggasse,residential,30,True,False,52.787,"LINESTRING (16.3223981 48.3029315, 16.3227187 48.3028038, 16.3229863 48.3026643)",,,
286695071,,Buchberggasse,residential,30,True,False,33.277,"LINESTRING (16.320835 48.3036324, 16.321197 48.3034547)",,,
26851003,,Doktor-Holzknecht-Gasse,residential,30,False,False,60.561,"LINESTRING (16.320835 48.3036324, 16.320726 48.303529, 16.3204968 48.3033728, 16.3203535 48.3031969)",,,
