osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,access
159208119,3,B91,Villacher Ring,primary,50,True,False,35.105000000000004,"LINESTRING (14.303652 46.6210498, 14.3036643 46.6208884, 14.3036721 46.6207344)",,,
"[1144376028, 218002205]",1,,,primary_link,50,True,False,39.275,"LINESTRING (14.303652 46.6210498, 14.3035476 46.6208962, 14.3034868 46.6208518, 14.3034324 46.620826, 14.3033303 46.6207934)",,,
"[460345192, 460345196]",,,Viktringer Straße,residential,50,False,False,8.728000000000002,"LINESTRING (14.3036415 46.6198207, 14.3036997 46.6198139, 14.3037542 46.6198077)",,,
"[532671904, 60787619, 444509910, 300554480]","['2', '3']",,Radetzkystraße,residential,30,False,False,166.72299999999998,"LINESTRING (14.3022181 46.626944, 14.3024316 46.6268884, 14.3028132 46.6268154, 14.3030338 46.6267774, 14.3031157 46.6267637, 14.303309 46.6267318, 14.3036137 46.6266817, 14.303768 46.6266639, 14.3039434 46.6266518, 14.3040892 46.6266566, 14.304248 46.6266814, 14.3043413 46.6266783)",,,
"[460365864, 61193092]","['4', '5']",B83,Villacher Ring,primary,50,False,True,120.98599999999999,"LINESTRING (14.3022181 46.626944, 14.302294 46.6267823, 14.3024264 46.6264599, 14.3024793 46.6263176, 14.3025338 46.6261635, 14.3025915 46.6258886)",,,
216956969,1,,Radetzkystraße,tertiary,50,True,False,53.64,"LINESTRING (14.3022181 46.626944, 14.3020615 46.6269763, 14.3016862 46.627035, 14.3015362 46.627059)",,,
"[60792208, 460365863]",5,B83,Villacher Ring,primary,50,False,False,129.333,"LINESTRING (14.3022181 46.626944, 14.3021471 46.6270891, 14.3018382 46.6277561, 14.3018113 46.6278518, 14.3018128 46.6279223, 14.3018425 46.6279874, 14.3019085 46.6280458)",,,
43588832,1,,Sterneckstraße,tertiary,30,True,False,11.382,"LINESTRING (14.3015362 46.627059, 14.3014122 46.6270022)",,,
73090002,1,,Radetzkystraße,residential,30,True,False,20.103,"LINESTRING (14.3015362 46.627059, 14.3013319 46.6270974, 14.3012817 46.6270897)",,,
"[463314532, 24305949]","['2', '3']",,Ursulinengasse,residential,30,False,False,124.96499999999999,"LINESTRING (14.3046652 46.6263798, 14.3047748 46.6261991, 14.3049966 46.6257889, 14.305146 46.6255126, 14.3051618 46.6254809, 14.3052385 46.6253274)",,,
70006312,3,,Theaterplatz,residential,30,False,True,46.356,"LINESTRING (14.3046652 46.6263798, 14.3047786 46.6263975, 14.3051452 46.6264261, 14.305267 46.6264261)",,,
"[60789526, 532671903]","['2', '3']",,Theaterplatz,residential,30,False,True,42.019999999999996,"LINESTRING (14.3046652 46.6263798, 14.304518 46.6265451, 14.3044159 46.6266483, 14.3043413 46.6266783)",,,
30271169,,,Theaterplatz,residential,30,False,False,137.588,"LINESTRING (14.3043413 46.6266783, 14.3044049 46.6268041, 14.3044277 46.6268332, 14.3046805 46.6269892, 14.3050054 46.6271558, 14.3051633 46.6272352, 14.3054799 46.6273723, 14.3056867 46.6274618)",2,,
"[60789526, 532671903]","['2', '3']",,Theaterplatz,residential,30,False,False,42.02,"LINESTRING (14.3043413 46.6266783, 14.3044159 46.6266483, 14.304518 46.6265451, 14.3046652 46.6263798)",,,
"[300554480, 532671904, 60787619, 444509910]","['2', '3']",,Radetzkystraße,residential,30,False,True,166.72299999999998,"LINESTRING (14.3043413 46.6266783, 14.304248 46.6266814, 14.3040892 46.6266566, 14.3039434 46.6266518, 14.303768 46.6266639, 14.3036137 46.6266817, 14.303309 46.6267318, 14.3031157 46.6267637, 14.3030338 46.6267774, 14.3028132 46.6268154, 14.3024316 46.6268884, 14.3022181 46.626944)",,,
73502779,,,Theatergasse,residential,30,False,True,21.113,"LINESTRING (14.307094 46.6265245, 14.3073696 46.6265396)",,,
69950316,,,Pfarrplatz,residential,30,False,True,73.276,"LINESTRING (14.307094 46.6265245, 14.3071006 46.6264584, 14.3071118 46.6263455, 14.3071245 46.6262263, 14.3070558 46.6260228, 14.3070179 46.6258739)",,,
69950405,,,Theatergasse,residential,30,False,False,140.287,"LINESTRING (14.307094 46.6265245, 14.3068151 46.6265062, 14.3061766 46.6264559, 14.3060528 46.6264462, 14.3055225 46.6264104, 14.305398 46.6264141, 14.305267 46.6264261)",,,
23360999,,,Goessgasse,residential,30,False,False,43.269999999999996,"LINESTRING (14.3070179 46.6258739, 14.306982 46.6258012, 14.3069762 46.6257711, 14.3069735 46.6254891)",,,
23361001,,,Pfarrplatz,residential,30,False,True,54.92400000000001,"LINESTRING (14.3070179 46.6258739, 14.3074131 46.6258902, 14.3077326 46.6258562)",,,
69950316,,,Pfarrplatz,residential,30,False,False,73.27600000000001,"LINESTRING (14.3070179 46.6258739, 14.3070558 46.6260228, 14.3071245 46.6262263, 14.3071118 46.6263455, 14.3071006 46.6264584, 14.307094 46.6265245)",,,
43371303,,,Linsengasse,residential,30,False,True,18.216,"LINESTRING (14.3027331 46.623893, 14.3025876 46.6239152, 14.3025019 46.6239329)",,,
"[43371304, 460365865, 529020111, 529020112]","['4', '5']",B83,Villacher Ring,primary,50,False,False,222.581,"LINESTRING (14.3027331 46.623893, 14.3027142 46.6239771, 14.3027081 46.6240713, 14.3027074 46.6241201, 14.302701 46.6242496, 14.3026978 46.6243141, 14.3026976 46.6243335, 14.3026958 46.6245085, 14.3026926 46.6246976, 14.3026989 46.6249752, 14.302698 46.6251921, 14.3026977 46.6252541, 14.3026986 46.6253098, 14.3026885 46.625402, 14.3026169 46.6257839, 14.3025915 46.6258886)",,,
529020117,3,B83,Villacher Ring,primary,50,True,False,24.692,"LINESTRING (14.3027331 46.623893, 14.3027467 46.6237698, 14.3027762 46.6236734)",,,
43371303,,,Linsengasse,residential,30,False,False,18.216,"LINESTRING (14.3025019 46.6239329, 14.3025876 46.6239152, 14.3027331 46.623893)",,,
460365852,4,B70,St. Veiter Ring,primary,50,False,False,22.681,"LINESTRING (14.3062361 46.6279426, 14.3063383 46.6279406, 14.306533 46.6279366)",,,
"[4848344, 460365855]",4,B70,St. Veiter Ring,primary,50,False,True,99.56,"LINESTRING (14.3062361 46.6279426, 14.3056647 46.6279509, 14.3049326 46.6279615)",,,
1084613789,,,Heuplatz,residential,30,True,False,13.956,"LINESTRING (14.3081042 46.6267827, 14.3080556 46.6267575, 14.3080206 46.6267232, 14.3080024 46.6266833)",,roundabout,
1084613787,,,Heuplatz,residential,30,True,False,7.494,"LINESTRING (14.308128 46.626537, 14.3081757 46.6265292, 14.3082248 46.6265297)",,roundabout,
23360999,,,Goessgasse,residential,30,False,True,3.352,"LINESTRING (14.3069712 46.625459, 14.3069735 46.6254891)",,,
23361001,,,Pfarrplatz,residential,30,False,False,54.92400000000001,"LINESTRING (14.3077326 46.6258562, 14.3074131 46.6258902, 14.3070179 46.6258739)",,,
28703247,,,Sponheimerstraße,residential,30,False,False,29.184,"LINESTRING (14.3013802 46.6217559, 14.3013602 46.622018)",,,
28703247,,,Sponheimerstraße,residential,30,False,True,59.108000000000004,"LINESTRING (14.3013802 46.6217559, 14.3014063 46.6214482, 14.3014123 46.6213743, 14.3014244 46.6212252)",,,
62075476,,,Heuplatz,residential,30,True,False,26.33,"LINESTRING (14.3082248 46.6265297, 14.3082799 46.6265409, 14.3083279 46.6265625, 14.3083649 46.6265928, 14.3083875 46.6266291, 14.3083939 46.6266683, 14.3083835 46.6267071)",,roundabout,
62075479,,,Heuplatz,residential,30,True,False,42.214999999999996,"LINESTRING (14.3082248 46.6265297, 14.3085275 46.626523, 14.3086244 46.6265193, 14.3087753 46.6265023)",,,
"[22690008, 60980026]",,,Bahnhofstraße,residential,30,False,False,56.459999999999994,"LINESTRING (14.310406 46.6261852, 14.3104587 46.6259221, 14.3104773 46.625809, 14.3104976 46.6256814)",,,
60980001,,,Waaggasse,residential,,False,False,97.00399999999999,"LINESTRING (14.310406 46.6261852, 14.3105525 46.6262092, 14.310662 46.6262272, 14.310749 46.6262415, 14.3108022 46.6262502, 14.3116415 46.626388)",,,
73502790,,,Waaggasse,residential,,False,False,98.173,"LINESTRING (14.310406 46.6261852, 14.3102749 46.6262107, 14.3097983 46.6263052, 14.3092439 46.6264078, 14.3091671 46.6264208)",,,
60913274,,,Bahnhofstraße,residential,30,True,False,62.325,"LINESTRING (14.3105187 46.625558, 14.3105262 46.6255104, 14.3105325 46.6254704, 14.3106084 46.6250009)",,,
60980026,,,Bahnhofstraße,residential,30,False,True,13.815999999999999,"LINESTRING (14.3105187 46.625558, 14.3105126 46.6255945, 14.3104976 46.6256814)",,,
26567156,,,Priesterhausgasse,residential,30,True,False,75.636,"LINESTRING (14.3118563 46.625684, 14.311808 46.6256809, 14.311141 46.6256379, 14.3108736 46.6256036)",,,
44730416,,,Priesterhausgasse,residential,30,False,False,60.333,"LINESTRING (14.3118563 46.625684, 14.3119133 46.6256897, 14.3119523 46.6256938, 14.312302 46.625732, 14.3124804 46.6257515, 14.3126358 46.6257721)",,,
24218380,,,Getreidegasse,residential,,True,False,150.18,"LINESTRING (14.31217 46.6243543, 14.3121833 46.6244197, 14.3121625 46.6245608, 14.3120675 46.6248923, 14.311871 46.6256332, 14.3118563 46.625684)",,,
24218600,,,Burggasse,residential,30,True,False,112.08399999999999,"LINESTRING (14.31217 46.6243543, 14.3120584 46.624347, 14.3116499 46.6243424, 14.310773 46.6243326, 14.310703 46.6243312)",,,
463301847,3,,Ursulinengasse,residential,30,False,False,16.698,"LINESTRING (14.3052385 46.6253274, 14.3052878 46.6251811)",,,
"[463314532, 24305949]","['2', '3']",,Ursulinengasse,residential,30,False,True,124.965,"LINESTRING (14.3052385 46.6253274, 14.3051618 46.6254809, 14.305146 46.6255126, 14.3049966 46.6257889, 14.3047748 46.6261991, 14.3046652 46.6263798)",,,
"[460370214, 72544166]","['4', '5']",B70,Völkermarkter Ring,primary,50,False,True,97.224,"LINESTRING (14.3137055 46.6240221, 14.3137041 46.6238458, 14.3137029 46.6236987, 14.3137067 46.6234805, 14.313712 46.6232867, 14.3137134 46.6232344, 14.3137134 46.6231478)",,,
879895542,4,B70,Völkermarkter Ring,primary,50,False,False,25.378999999999998,"LINESTRING (14.3137055 46.6240221, 14.3136935 46.624156, 14.3136846 46.6242336, 14.3136827 46.6242498)",,,
24321431,,,Getreidegasse,residential,,False,False,65.658,"LINESTRING (14.3116415 46.626388, 14.3117022 46.6263135, 14.3117295 46.6261959, 14.3117817 46.6259708, 14.3117994 46.6258948, 14.3118198 46.6258149)",,,
"[60979999, 60197471]",,,Getreidegasse,residential,30,False,False,169.03199999999998,"LINESTRING (14.3116415 46.626388, 14.3116247 46.6264575, 14.3115515 46.6267613, 14.311538 46.6268171, 14.3115297 46.6272489, 14.3115199 46.6277357, 14.311519 46.6277806, 14.3115213 46.6279022)",,,
60980001,,,Waaggasse,residential,,False,True,97.004,"LINESTRING (14.3116415 46.626388, 14.3108022 46.6262502, 14.310749 46.6262415, 14.310662 46.6262272, 14.3105525 46.6262092, 14.310406 46.6261852)",,,
69950338,,,Bahnhofstraße,residential,30,True,False,74.411,"LINESTRING (14.310703 46.6243312, 14.3107046 46.6242677, 14.3107177 46.6237243, 14.3107181 46.6237093, 14.3107192 46.6236621)",,,
97194690,,,Burggasse,residential,30,True,False,73.175,"LINESTRING (14.310703 46.6243312, 14.3106103 46.6243294, 14.3103289 46.6243237, 14.3097452 46.6243119)",,,
24218614,1,,Salmstraße,residential,30,True,False,126.354,"LINESTRING (14.3136653 46.6248246, 14.3133957 46.6247274, 14.3133739 46.6247195, 14.3129565 46.624559, 14.3127479 46.6244782, 14.3124758 46.6244019, 14.3122596 46.6243656, 14.31217 46.6243543)",,,
72590905,2,B70,Völkermarkter Ring,primary,50,True,False,65.073,"LINESTRING (14.3136653 46.6248246, 14.3136335 46.6247753, 14.313603 46.6245964, 14.3136147 46.6245113, 14.3136324 46.6244308, 14.3136827 46.6242498)",,,
24218639,1,,Geyerschütt,residential,30,False,False,127.583,"LINESTRING (14.312932 46.6246429, 14.3127966 46.6251593, 14.3126659 46.6256574, 14.3126358 46.6257721)",6,,
"[153644123, 26792603]",1,,Lidmanskygasse,residential,30,True,False,81.96,"LINESTRING (14.3097368 46.6224926, 14.309334 46.6224923, 14.3087237 46.6224917, 14.3086636 46.6224926)",,,
60797559,1,,Domgasse,residential,30,True,False,62.436,"LINESTRING (14.3097528 46.6236634, 14.3097538 46.6231019)",,,
60798385,,,Paradeisergasse,residential,30,True,False,73.802,"LINESTRING (14.3097528 46.6236634, 14.3104064 46.6236625, 14.3106165 46.6236622, 14.3107192 46.6236621)",,,
60905210,,,Dr.-Herrmann-Gasse,residential,30,False,True,57.922000000000004,"LINESTRING (14.3056922 46.6231299, 14.3056603 46.623578, 14.3056556 46.6236502)",,,
"[65490299, 159208127]",2,,Benediktinerplatz,residential,,True,False,88.692,"LINESTRING (14.3056922 46.6231299, 14.3058362 46.6231282, 14.3061871 46.6231242, 14.3062704 46.6231229, 14.3065489 46.6231186, 14.3068534 46.6231164)",5.5,,
794568051,2,,Dr.-Herrmann-Gasse,residential,,False,True,11.91,"LINESTRING (14.3056922 46.6231299, 14.3056937 46.6230771, 14.3056932 46.6230228)",,,
18334701,,,Lidmanskygasse,residential,30,True,False,41.99,"LINESTRING (14.3125977 46.6224937, 14.3120479 46.6224898)",,,
"[60889135, 795410495]",,,Adlergasse,residential,,True,False,69.947,"LINESTRING (14.3125977 46.6224937, 14.3125719 46.6226133, 14.3125109 46.6228772, 14.312468 46.6230535, 14.3124365 46.6231118)",,,
"[905519097, 43447607, 24306086, 65490271]",2,,"['Neuer Platz', 'Pernhartgasse']","['residential', 'living_street']","['20', '30']",True,False,134.35100000000003,"LINESTRING (14.3056556 46.6236502, 14.3058128 46.6236586, 14.3062235 46.6236594, 14.306308 46.6236602, 14.3066913 46.6236638, 14.3070047 46.6236669, 14.3073278 46.6236698, 14.3074143 46.6236706)",,,
60905210,,,Dr.-Herrmann-Gasse,residential,30,False,False,57.922000000000004,"LINESTRING (14.3056556 46.6236502, 14.3056603 46.623578, 14.3056922 46.6231299)",,,
463295891,2,,Dr.-Herrmann-Gasse,residential,30,True,False,66.23700000000001,"LINESTRING (14.3056556 46.6236502, 14.3057025 46.6237163, 14.3057152 46.6237676, 14.3056793 46.624104, 14.3056609 46.6241477, 14.3056323 46.6241832, 14.3055817 46.6242145)",,,
"[65490297, 65490300, 24580293]",,,Adolf-Kolping-Gasse,residential,,False,False,125.594,"LINESTRING (14.3047991 46.6225461, 14.3048221 46.6224574, 14.3049471 46.6220101, 14.3050147 46.6217663, 14.3050387 46.6216187, 14.305067 46.6215595, 14.30513 46.6214423)",,,
794568055,,,Lichtenfelsgasse,residential,,True,False,64.924,"LINESTRING (14.3047991 46.6225461, 14.3050763 46.6225429, 14.3053485 46.6225374, 14.305649 46.622542)",,,
24311239,,,Paradeisergasse,residential,30,True,False,84.196,"LINESTRING (14.3086503 46.623663, 14.3087259 46.6236624, 14.3097528 46.6236634)",,,
"[60798385, 24311250]",,,"['Kardinalplatz', 'Paradeisergasse']",residential,30,True,False,100.427,"LINESTRING (14.3107192 46.6236621, 14.3107975 46.6236629, 14.3115648 46.6236705, 14.3116495 46.6236721, 14.3118551 46.6236772, 14.3119808 46.6236848, 14.312032 46.6236934)",,,
69950338,,,Bahnhofstraße,residential,30,True,False,62.58200000000001,"LINESTRING (14.3107192 46.6236621, 14.3107206 46.6236154, 14.3107341 46.623158, 14.3107358 46.6230994)",,,
60797560,,,Kardinalplatz,residential,,True,False,57.294,"LINESTRING (14.3122018 46.6238428, 14.3121799 46.6239213, 14.3121495 46.6242174, 14.312148 46.6242829, 14.31217 46.6243543)",,,
"[1218839848, 460370210, 43471323]","['2', '3']",,Mießtaler Straße,residential,30,False,False,102.179,"LINESTRING (14.3127645 46.6215589, 14.3128533 46.6215589, 14.3133728 46.6215647, 14.3136617 46.6215677, 14.3138583 46.6215717, 14.3139373 46.6215733, 14.3141022 46.6215726)",,,
"[886525898, 24218845]",,,Adlergasse,residential,30,True,False,104.73900000000002,"LINESTRING (14.3127645 46.6215589, 14.3127401 46.6216608, 14.3126652 46.6221328, 14.3126547 46.6221848, 14.3126445 46.6222351, 14.312634 46.6222944, 14.3126278 46.6223296, 14.3126096 46.622432, 14.3125977 46.6224937)",,,
460354703,2,B70c,Viktringer Ring,primary,50,False,True,70.733,"LINESTRING (14.3127128 46.6205276, 14.312771 46.6205283, 14.3136386 46.6205114)",,,
"[60981324, 460354709]","['2', '3']",B70c,Viktringer Ring,primary,50,False,False,114.70499999999998,"LINESTRING (14.3127128 46.6205276, 14.3119972 46.6205385, 14.3113609 46.6205451, 14.3112112 46.6205486)",,,
"[24311318, 715363071]",2,,Paulitschgasse,residential,30,False,"[False, True]",24.472,"LINESTRING (14.3089564 46.6215245, 14.3088711 46.6215388, 14.308724 46.6215786, 14.3086537 46.6215956)",,,
