osmid,oneway,lanes,highway,reversed,length,geometry,name,ref,maxspeed,bridge
30220014,True,1,primary_link,False,44.692,"LINESTRING (14.8259039 48.1025871, 14.8258757 48.1026574, 14.82586 48.102696, 14.8258544 48.1027251, 14.825854 48.1027572, 14.8258594 48.1027851, 14.8258693 48.1028106, 14.8259474 48.1029758)",,,,
30220024,False,,primary_link,True,191.266,"LINESTRING (14.8259039 48.1025871, 14.8259616 48.1025395, 14.8259821 48.1025196, 14.8260015 48.102495, 14.8260116 48.1024663, 14.8260169 48.1024394, 14.8260196 48.1024076, 14.8260145 48.1023723, 14.8260009 48.1023422, 14.8259854 48.1023212, 14.8259553 48.1022925, 14.8259141 48.1022599, 14.8254987 48.1019692, 14.8245683 48.1013341, 14.8245054 48.1012911)",,,,
30220022,True,,primary_link,False,52.072,"LINESTRING (14.8242757 48.1021932, 14.8243286 48.1021168, 14.8243488 48.1020647, 14.8243428 48.1019962, 14.8241786 48.1017586)",,,,
30220023,False,,primary_link,True,58.312999999999995,"LINESTRING (14.8242757 48.1021932, 14.8241085 48.102298, 14.8239098 48.1024225, 14.8237882 48.1024803, 14.8236605 48.102508)",,,,
30220023,False,,primary_link,False,58.312999999999995,"LINESTRING (14.8236605 48.102508, 14.8237882 48.1024803, 14.8239098 48.1024225, 14.8241085 48.102298, 14.8242757 48.1021932)",,,,
30220023,False,,primary_link,True,49.071000000000005,"LINESTRING (14.8236605 48.102508, 14.8235112 48.1024899, 14.8234245 48.102461, 14.8233695 48.1024248, 14.8233296 48.1024013, 14.8231817 48.1023143, 14.8231182 48.1022769)",,,,
30222327,False,,residential,True,121.536,"LINESTRING (14.8240293 48.0960428, 14.8250501 48.0968971)",Efeustraße,,,
30222295,False,,residential,False,89.774,"LINESTRING (14.8240293 48.0960428, 14.8234579 48.0963466, 14.8230772 48.0965402)",Fliederstraße,,,
"[30222285, 30222295]",False,,residential,"[False, True]",212.17400000000004,"LINESTRING (14.8240293 48.0960428, 14.8249217 48.0955762, 14.8253265 48.0959219, 14.825976 48.0964869)","['Dahlienstraße', 'Fliederstraße']",,,
275493469,False,,residential,False,86.912,"LINESTRING (14.8230772 48.0965402, 14.822147 48.0970145)",Krokusstraße,,,
681490820,False,,residential,True,133.736,"LINESTRING (14.8230772 48.0965402, 14.8219646 48.0955945)",Gladiolenstraße,,,
30222295,False,,residential,True,89.774,"LINESTRING (14.8230772 48.0965402, 14.8234579 48.0963466, 14.8240293 48.0960428)",Fliederstraße,,,
30222304,False,,residential,False,118.203,"LINESTRING (14.8230772 48.0965402, 14.8235528 48.0969397, 14.8240556 48.0973786)",Gladiolenstraße,,,
30222307,False,,residential,False,135.874,"LINESTRING (14.822147 48.0970145, 14.8210124 48.0960559)",Anemonenstraße,,,
275493469,False,,residential,True,86.912,"LINESTRING (14.822147 48.0970145, 14.8230772 48.0965402)",Krokusstraße,,,
681490836,False,,residential,True,108.251,"LINESTRING (14.822147 48.0970145, 14.8230264 48.0977909)",Anemonenstraße,,,
681490837,False,,residential,False,73.126,"LINESTRING (14.822147 48.0970145, 14.8213676 48.0974164)",Krokusstraße,,,
681490837,False,,residential,True,73.126,"LINESTRING (14.8213676 48.0974164, 14.822147 48.0970145)",Krokusstraße,,,
681490838,False,,residential,False,97.775,"LINESTRING (14.8213676 48.0974164, 14.8222056 48.0980946)",Tulpenstraße,,,
30220026,False,,residential,True,137.748,"LINESTRING (14.8213676 48.0974164, 14.8205898 48.0967965, 14.8201729 48.0964688)",Tulpenstraße,,,
30222313,False,,residential,True,106.691,"LINESTRING (14.8201729 48.0964688, 14.8192752 48.0957197)",Irisstraße,,,
681490823,False,,residential,True,77.427,"LINESTRING (14.8201729 48.0964688, 14.8210124 48.0960559)",Narzissenstraße,,,
30220026,False,,residential,False,137.748,"LINESTRING (14.8201729 48.0964688, 14.8205898 48.0967965, 14.8213676 48.0974164)",Tulpenstraße,,,
681490838,False,,residential,True,97.775,"LINESTRING (14.8222056 48.0980946, 14.8213676 48.0974164)",Tulpenstraße,,,
35358917,False,,residential,True,159.68900000000002,"LINESTRING (14.8222056 48.0980946, 14.8213509 48.0984241, 14.8211803 48.0984958, 14.8210319 48.0985669, 14.8209912 48.0985943, 14.8209601 48.0986241, 14.8209471 48.0986564, 14.8209462 48.0986897, 14.8209555 48.0987263, 14.8209714 48.0987604, 14.8210907 48.0988718, 14.8212532 48.0990013)",Veilchenstraße,,,
681490819,False,,residential,False,69.686,"LINESTRING (14.8222056 48.0980946, 14.8226338 48.0979388, 14.8230264 48.0977909)",Veilchenstraße,,,
30222631,False,,tertiary,False,33.659,"LINESTRING (14.8197535 48.1025586, 14.8195035 48.1028111)",,L6078,,
"[681490840, 116857203, 218993663]",False,,tertiary,False,241.207,"LINESTRING (14.8197535 48.1025586, 14.8199339 48.1026546, 14.8204354 48.1029215, 14.820726 48.1030674, 14.8208449 48.103112, 14.82098 48.103148, 14.8211141 48.1031694, 14.821241 48.1031836, 14.8213685 48.103186, 14.8214676 48.1031826, 14.8215593 48.1031693, 14.8216773 48.1031463, 14.8218223 48.1031093, 14.8219588 48.1030493, 14.8220869 48.1029837, 14.8222729 48.1028484, 14.8224595 48.102722)",Südlandstraße,L6286,50,yes
"[30222285, 30222295]",False,,residential,"[False, True]",212.174,"LINESTRING (14.825976 48.0964869, 14.8253265 48.0959219, 14.8249217 48.0955762, 14.8240293 48.0960428)","['Dahlienstraße', 'Fliederstraße']",,,
681490839,False,,residential,True,82.882,"LINESTRING (14.825976 48.0964869, 14.8258029 48.0965943, 14.825676 48.0966561, 14.8253596 48.0967706, 14.8250501 48.0968971)",Veilchenstraße,,,
30222327,False,,residential,False,121.536,"LINESTRING (14.8250501 48.0968971, 14.8240293 48.0960428)",Efeustraße,,,
681490839,False,,residential,False,82.882,"LINESTRING (14.8250501 48.0968971, 14.8253596 48.0967706, 14.825676 48.0966561, 14.8258029 48.0965943, 14.825976 48.0964869)",Veilchenstraße,,,
681490839,False,,residential,True,91.28,"LINESTRING (14.8250501 48.0968971, 14.8247923 48.0970068, 14.8245633 48.0971184, 14.8240556 48.0973786)",Veilchenstraße,,,
681490820,False,,residential,False,133.736,"LINESTRING (14.8219646 48.0955945, 14.8230772 48.0965402)",Gladiolenstraße,,,
"[681490824, 681490822]",False,,residential,False,87.367,"LINESTRING (14.8219646 48.0955945, 14.8213606 48.0958857, 14.8210124 48.0960559)",Narzissenstraße,,,
30222304,False,,residential,True,118.203,"LINESTRING (14.8240556 48.0973786, 14.8235528 48.0969397, 14.8230772 48.0965402)",Gladiolenstraße,,,
681490839,False,,residential,False,91.28,"LINESTRING (14.8240556 48.0973786, 14.8245633 48.0971184, 14.8247923 48.0970068, 14.8250501 48.0968971)",Veilchenstraße,,,
"[828834698, 681490819]",False,,residential,True,89.174,"LINESTRING (14.8240556 48.0973786, 14.8239774 48.0974162, 14.8239177 48.0974435, 14.8235332 48.0975986, 14.8230264 48.0977909)",Veilchenstraße,,,
30222307,False,,residential,True,135.874,"LINESTRING (14.8210124 48.0960559, 14.822147 48.0970145)",Anemonenstraße,,,
681490823,False,,residential,False,77.427,"LINESTRING (14.8210124 48.0960559, 14.8201729 48.0964688)",Narzissenstraße,,,
"[681490824, 681490822]",False,,residential,True,87.367,"LINESTRING (14.8210124 48.0960559, 14.8213606 48.0958857, 14.8219646 48.0955945)",Narzissenstraße,,,
30222313,False,,residential,False,106.691,"LINESTRING (14.8192752 48.0957197, 14.8201729 48.0964688)",Irisstraße,,,
197893081,False,,unclassified,False,47.76,"LINESTRING (14.8245054 48.1012911, 14.8249703 48.1009943)",Südlandstraße,,50,
681490825,False,,tertiary,True,9.867,"LINESTRING (14.8245054 48.1012911, 14.8244132 48.101355)",Südlandstraße,L6286,50,
30220024,False,,primary_link,False,191.26600000000002,"LINESTRING (14.8245054 48.1012911, 14.8245683 48.1013341, 14.8254987 48.1019692, 14.8259141 48.1022599, 14.8259553 48.1022925, 14.8259854 48.1023212, 14.8260009 48.1023422, 14.8260145 48.1023723, 14.8260196 48.1024076, 14.8260169 48.1024394, 14.8260116 48.1024663, 14.8260015 48.102495, 14.8259821 48.1025196, 14.8259616 48.1025395, 14.8259039 48.1025871)",,,,
197893081,False,,unclassified,True,47.76,"LINESTRING (14.8249703 48.1009943, 14.8245054 48.1012911)",Südlandstraße,,50,
197893081,False,,unclassified,False,339.73199999999997,"LINESTRING (14.8249703 48.1009943, 14.8252561 48.100814, 14.8259016 48.1004262, 14.8264268 48.1001215, 14.8284097 48.0989801)",Südlandstraße,,50,
30222386,False,,unclassified,False,215.23,"LINESTRING (14.8284097 48.0989801, 14.8302794 48.100413, 14.83031 48.1004414)",Clemens-Holzmeister-Straße,,,
197893081,False,,unclassified,False,201.142,"LINESTRING (14.8284097 48.0989801, 14.8292977 48.0984629, 14.8305009 48.0978314)",Südlandstraße,,50,
197893081,False,,unclassified,True,339.732,"LINESTRING (14.8284097 48.0989801, 14.8264268 48.1001215, 14.8259016 48.1004262, 14.8252561 48.100814, 14.8249703 48.1009943)",Südlandstraße,,50,
681490840,False,,tertiary,True,69.584,"LINESTRING (14.8231182 48.1022769, 14.8224595 48.102722)",Südlandstraße,L6286,50,
30220023,False,,primary_link,False,49.071,"LINESTRING (14.8231182 48.1022769, 14.8231817 48.1023143, 14.8233296 48.1024013, 14.8233695 48.1024248, 14.8234245 48.102461, 14.8235112 48.1024899, 14.8236605 48.102508)",,,,
30222393,False,,tertiary,False,140.557,"LINESTRING (14.8231182 48.1022769, 14.8233655 48.1021046, 14.8242722 48.1014555, 14.8244132 48.101355)",Südlandstraße,L6286,50,
