osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction,lanes,bridge
15465327,True,L571,Forstbergstraße,secondary,False,32.275,"LINESTRING (14.4770833 48.2112483, 14.4770575 48.211154, 14.4770613 48.2110708, 14.4771065 48.2109638)",,,,
1212798172,True,L568,,secondary,False,10.088000000000001,"LINESTRING (14.4770833 48.2112483, 14.477115 48.2112401, 14.4771487 48.2112368, 14.4771826 48.2112386, 14.4772151 48.2112454)",50,roundabout,,
1212798171,True,L568,,secondary,False,6.965,"LINESTRING (14.4772151 48.2112454, 14.4772546 48.2112624, 14.4772844 48.2112866)",50,roundabout,,
15465320,True,L568,Wiener Berg,secondary,False,30.125999999999998,"LINESTRING (14.4772844 48.2112866, 14.4774561 48.2112613, 14.4776803 48.211225)",50,,,
1212798170,True,L568,,secondary,False,10.83,"LINESTRING (14.4772844 48.2112866, 14.4772967 48.2113043, 14.4773036 48.2113232, 14.477305 48.2113426, 14.4773008 48.2113619, 14.4772911 48.2113803)",50,roundabout,,
1212798174,True,L568,,secondary,False,14.474,"LINESTRING (14.4772911 48.2113803, 14.4772701 48.2114023, 14.4772415 48.21142, 14.477207 48.2114322, 14.4771689 48.2114381, 14.4771299 48.2114374)",50,roundabout,,
739121328,True,L568,,secondary,False,19.6,"LINESTRING (14.4770343 48.2113998, 14.477017 48.211381, 14.4770061 48.2113602, 14.4770023 48.2113383, 14.4770057 48.2113164, 14.4770161 48.2112955, 14.4770331 48.2112766, 14.4770559 48.2112606, 14.4770833 48.2112483)",50,roundabout,,
143086121,False,L568,Dragoner-Straße,secondary,False,15.76,"LINESTRING (14.476613 48.2118001, 14.476473 48.2119068)",50,,2,
15465329,True,L568,Dragoner-Straße,secondary,False,54.368,"LINESTRING (14.476613 48.2118001, 14.476869 48.2115565, 14.4770142 48.2114188, 14.4770343 48.2113998)",50,,1,
6471604,False,,Karl-Renner-Straße,residential,True,54.657999999999994,"LINESTRING (14.4757644 48.2124708, 14.4758344 48.2125068, 14.4758861 48.2125237, 14.4760235 48.2125465, 14.4760765 48.2125631, 14.4761288 48.2125832, 14.4761657 48.2126042, 14.4762069 48.2126331, 14.4762341 48.212664, 14.4762522 48.2126944, 14.4762643 48.2127311, 14.4762723 48.2127731)",,,,
623179250,False,L568,Dr. Renner-Straße,secondary,False,156.517,"LINESTRING (14.4757644 48.2124708, 14.4756277 48.212588, 14.4755374 48.2126654, 14.4754006 48.2127847, 14.4753245 48.2128562, 14.4752618 48.2129143, 14.4750425 48.2131448, 14.4745656 48.2136286)",50,,2,
902259425,False,L568,Dragoner-Straße,secondary,True,81.806,"LINESTRING (14.4757644 48.2124708, 14.4762351 48.2120861, 14.476473 48.2119068)",50,,2,
6311133,False,,Stadlgasse,tertiary,False,38.469,"LINESTRING (14.4727106 48.21542, 14.4727767 48.2154897, 14.4728367 48.215532, 14.4728471 48.2155393, 14.4729182 48.2155729, 14.4730993 48.2156381)",,,2,
320414811,False,L568,Dr. Renner-Straße,secondary,True,23.428,"LINESTRING (14.4727106 48.21542, 14.4727982 48.2153919, 14.4728525 48.2153658, 14.4729045 48.2153327, 14.4729584 48.2152932)",50,,2,
27144463,False,,Bahnhofweg,residential,False,137.79299999999998,"LINESTRING (14.4738463 48.2158101, 14.4738188 48.2158615, 14.4737799 48.2159383, 14.4737081 48.2160527, 14.4736659 48.2161095, 14.4736627 48.2161136, 14.473517 48.2162971, 14.4735053 48.2163095, 14.4733071 48.2165205, 14.4729377 48.2168857)",30,,,
