osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,ref,junction,lanes
25857053,Lindenallee,residential,False,False,262.909,"LINESTRING (16.1423132 46.939303, 16.1422887 46.9393472, 16.1422722 46.9393769, 16.14252 46.9407786, 16.1426895 46.9416444)",,,,,
"[129839128, 30981633, 129839127]",Kirchenstraße,tertiary,False,False,28.463,"LINESTRING (16.1423132 46.939303, 16.142283 46.9392841, 16.1422521 46.9392648, 16.1422175 46.9392435, 16.1421196 46.9391411, 16.1420954 46.9390989)",50,yes,,,
"[166147926, 1200048247]",Raxer Straße,tertiary,False,True,130.642,"LINESTRING (16.1423132 46.939303, 16.1423848 46.9393367, 16.1425487 46.9393904, 16.1427299 46.9394347, 16.1429108 46.9394704, 16.143082 46.9395051, 16.1431558 46.93952, 16.1437163 46.939579, 16.1437231 46.9395797, 16.143962 46.9396048)",50,,,,
28812301,Angerstraße,residential,False,False,236.13299999999998,"LINESTRING (16.1417783 46.938306, 16.1416512 46.9383283, 16.1410848 46.9384278, 16.1406594 46.9385035, 16.1405182 46.9385281, 16.1404027 46.9385488, 16.140222 46.9385907, 16.1399337 46.9386412, 16.1398986 46.938645, 16.139638 46.938658, 16.138735 46.938628)",,,,,
"[168469244, 171501612]",Kirchenstraße,tertiary,False,False,126.075,"LINESTRING (16.1417783 46.938306, 16.1417171 46.9381911, 16.1415677 46.9379125, 16.1415395 46.9378552, 16.1415354 46.9378469, 16.1414637 46.937688, 16.1414166 46.9376098, 16.1413544 46.9375429, 16.1413174 46.9375126, 16.141028 46.9373197)",50,,,,
168469244,Kirchenstraße,tertiary,False,True,91.48599999999999,"LINESTRING (16.1417783 46.938306, 16.1419378 46.9386366, 16.1419967 46.9387992, 16.1420954 46.9390989)",50,,,,
26242473,Industriegelände,residential,False,False,35.709,"LINESTRING (16.135603 46.9355729, 16.1353005 46.935327)",,,,,
28812263,,residential,False,False,161.908,"LINESTRING (16.135603 46.9355729, 16.1357412 46.9356801, 16.1360041 46.9358864, 16.136042 46.935916, 16.1360682 46.936184, 16.136084 46.936345, 16.1360828 46.9365563, 16.1360812 46.9368488, 16.1360942 46.9369149)",,,,,
"[26242489, 979563266, 776041974]",Bahnhofring,residential,False,"[False, True]",402.6650000000001,"LINESTRING (16.135603 46.9355729, 16.1356622 46.9355035, 16.136669 46.9355048, 16.1367546 46.9355033, 16.1370172 46.9354986, 16.137541 46.9354894, 16.137745 46.9354858, 16.1378855 46.9354833, 16.1380476 46.9354805, 16.1382019 46.9354778, 16.1385953 46.9354706, 16.1389674 46.9354596, 16.1394575 46.935445, 16.1395013 46.9354437, 16.1396822 46.9354383, 16.1398216 46.9354342, 16.1400939 46.9354261, 16.1401854 46.9354241, 16.1408455 46.93541)",,,,,
375234087,Kirchenstraße,tertiary,True,False,12.863,"LINESTRING (16.1409629 46.9372129, 16.141028 46.9373197)",50,,,,
1207184788,,primary,True,False,8.722,"LINESTRING (16.1409629 46.9372129, 16.1409359 46.9372315, 16.1409019 46.9372434, 16.1408641 46.9372477)",50,,B57,roundabout,
"[129839128, 30981633, 129839127]",Kirchenstraße,tertiary,False,True,28.462999999999997,"LINESTRING (16.1420954 46.9390989, 16.1421196 46.9391411, 16.1422175 46.9392435, 16.1422521 46.9392648, 16.142283 46.9392841, 16.1423132 46.939303)",50,yes,,,
168469243,Badstraße,residential,False,False,237.61700000000002,"LINESTRING (16.1420954 46.9390989, 16.1420159 46.9391706, 16.1418151 46.9393143, 16.1416503 46.9393972, 16.1411277 46.9395764, 16.1403845 46.9397889, 16.140023 46.9398923, 16.1396465 46.9400107, 16.1394799 46.9400716, 16.1393772 46.9401092)",,,,,
168469244,Kirchenstraße,tertiary,False,False,91.48599999999999,"LINESTRING (16.1420954 46.9390989, 16.1419967 46.9387992, 16.1419378 46.9386366, 16.1417783 46.938306)",50,,,,
166147926,Raxer Straße,tertiary,False,False,22.546,"LINESTRING (16.1472866 46.9402998, 16.1469948 46.9402621)",50,,,,
166147917,Eisenstädter Straße,primary,False,True,49.198,"LINESTRING (16.1472638 46.9384284, 16.1478416 46.9386287)",50,,B57,,
28554221,Reichlgasse,residential,False,True,204.986,"LINESTRING (16.1472638 46.9384284, 16.1472392 46.9385043, 16.1471946 46.9387967, 16.1471746 46.9389276, 16.1471731 46.9389373, 16.1471375 46.939204, 16.1471202 46.9393336, 16.1470829 46.9396131, 16.1470439 46.9399049, 16.1470021 46.9402088, 16.1469948 46.9402621)",,,,,
166147917,Eisenstädter Straße,primary,False,False,76.088,"LINESTRING (16.1472638 46.9384284, 16.1471567 46.9383929, 16.1465603 46.9381955, 16.146362 46.9381299)",50,,B57,,
28554222,Neumarkter Straße,tertiary,False,True,113.275,"LINESTRING (16.146362 46.9381299, 16.1465731 46.9378329, 16.1467143 46.9376151, 16.1467946 46.937462, 16.146806 46.9374128, 16.1468607 46.9371778)",,,L426,,
"[1021233040, 166147917]",Eisenstädter Straße,primary,False,False,262.504,"LINESTRING (16.146362 46.9381299, 16.1462267 46.9380873, 16.1461652 46.9380679, 16.1459853 46.9380079, 16.1456353 46.9378875, 16.1452773 46.9377643, 16.1451362 46.9377158, 16.1443513 46.9374483, 16.1439548 46.9373103, 16.1437912 46.9372533, 16.1433864 46.9371323, 16.143251 46.9371033)",50,,B57,,
166147917,Eisenstädter Straße,primary,False,True,76.08800000000001,"LINESTRING (16.146362 46.9381299, 16.1465603 46.9381955, 16.1471567 46.9383929, 16.1472638 46.9384284)",50,,B57,,
166147917,Eisenstädter Straße,primary,False,False,49.198,"LINESTRING (16.1478416 46.9386287, 16.1472638 46.9384284)",50,,B57,,
28554222,Neumarkter Straße,tertiary,False,False,113.275,"LINESTRING (16.1468607 46.9371778, 16.146806 46.9374128, 16.1467946 46.937462, 16.1467143 46.9376151, 16.1465731 46.9378329, 16.146362 46.9381299)",,,L426,,
28812294,Neumarkter Straße,tertiary,False,False,169.631,"LINESTRING (16.1468607 46.9371778, 16.1468648 46.9371357, 16.1469015 46.9367598, 16.1469178 46.9365922, 16.1470169 46.9357959, 16.1470408 46.9356574)",,,L426,,2
26242473,Industriegelände,residential,False,True,51.772999999999996,"LINESTRING (16.1348846 46.9349582, 16.1350949 46.9351537, 16.1353005 46.935327)",,,,,
28815551,Industriegelände,tertiary,False,False,959.2920000000001,"LINESTRING (16.1348846 46.9349582, 16.1349528 46.9349221, 16.1352271 46.9347771, 16.1353403 46.9347424, 16.1354517 46.9347083, 16.1356349 46.9346981, 16.1357868 46.9346957, 16.1360659 46.9347013, 16.1363077 46.9346917, 16.1365043 46.9346727, 16.1369936 46.9346025, 16.1373587 46.9345623, 16.1376937 46.9345626, 16.1392188 46.9346078, 16.1419522 46.9347265, 16.142409 46.934731, 16.1440291 46.9347114, 16.1452957 46.9347551, 16.1454273 46.9347596, 16.1459271 46.9347883, 16.1473642 46.9349213)",,,,,
