osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,tunnel
31436909,B34,Kremserstraße,primary,50,False,True,167.15,"LINESTRING (15.6614213 48.5962013, 15.6615137 48.5961236, 15.661614 48.5960392, 15.6617985 48.5958762, 15.6618871 48.5957886, 15.6619897 48.5956569, 15.6620703 48.5955199, 15.6621144 48.5954235, 15.6621433 48.5953258, 15.6621706 48.5951911, 15.662175 48.5950762, 15.6621644 48.5949451, 15.6621394 48.5948359)",,,
679801618,B34,,primary,50,True,False,15.282999999999998,"LINESTRING (15.6614213 48.5962013, 15.6614535 48.5962283, 15.6614666 48.5962615, 15.6614583 48.5962954, 15.6614301 48.5963243)",roundabout,,
"[24339721, 679801619]",B34,,primary,50,True,False,28.967000000000002,"LINESTRING (15.6612598 48.5963296, 15.6612277 48.5963029, 15.6612145 48.5962698, 15.6612224 48.596236, 15.6612475 48.5962091, 15.6612858 48.5961903, 15.661332 48.5961822, 15.6613794 48.5961861, 15.6614213 48.5962013)",roundabout,,
"[821516960, 821516961, 684558887]",B34,Hauptplatz,primary,50,False,True,124.14500000000001,"LINESTRING (15.6612598 48.5963296, 15.66122 48.5963599, 15.6611653 48.5964034, 15.6610355 48.5965041, 15.6609072 48.5966049, 15.6608814 48.5966251, 15.6605262 48.5969203, 15.6604338 48.5970076, 15.6603609 48.5970786, 15.6602597 48.5971808, 15.6602278 48.5972117)",,,
1005827324,L58,Dreifaltigkeitsplatz,secondary,50,False,False,14.430000000000001,"LINESTRING (15.655843 48.5943359, 15.655795 48.5943274, 15.6557507 48.5943118, 15.6557182 48.594282, 15.6557045 48.5942566)",,,
1005827324,L58,Dreifaltigkeitsplatz,secondary,50,False,True,35.426,"LINESTRING (15.655843 48.5943359, 15.6561097 48.5943324, 15.656205 48.5943344, 15.6563232 48.5943465)",,,
"[129296520, 129296521, 294013458, 95161267, 41452724]",,Babenbergerstraße,tertiary,"['50', '30']",False,True,218.68900000000002,"LINESTRING (15.6567315 48.5945249, 15.6568371 48.594576, 15.6575152 48.5948735, 15.6576155 48.5949214, 15.6576864 48.5949522, 15.6578209 48.5950113, 15.6579982 48.5950869, 15.6580579 48.5951146, 15.6582491 48.5952149, 15.6583961 48.5953312, 15.6584865 48.5954334, 15.6585517 48.5955206, 15.6585948 48.5956102, 15.6586174 48.5956869, 15.658622 48.5957506, 15.6586378 48.5958409, 15.6586511 48.5958942)",,yes,
300399876,,Babenbergerstraße,tertiary,50,False,False,14.343,"LINESTRING (15.6567315 48.5945249, 15.6566486 48.5944885, 15.656568 48.5944546)",,,
30064729,L58,Wienerstraße,secondary,50,False,False,95.65,"LINESTRING (15.6614301 48.5963243, 15.6615452 48.5963773, 15.662046 48.5966082, 15.6623515 48.596732, 15.6624318 48.5967545, 15.6625331 48.5967713)",,,
679801617,B34,,primary,50,True,False,13.685,"LINESTRING (15.6614301 48.5963243, 15.6613918 48.5963417, 15.6613465 48.5963489, 15.6613005 48.5963446, 15.6612598 48.5963296)",roundabout,,
