osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width
5583354,Mühlgasse,residential,30,False,False,240.694,"LINESTRING (16.2164602 47.9636407, 16.2163084 47.9634139, 16.2161311 47.9631902, 16.2159899 47.9630617, 16.2156136 47.9628231, 16.2152679 47.9626684, 16.2149418 47.9625689, 16.2146566 47.9625247, 16.2143291 47.9625204, 16.2139997 47.9625497)",,,
"[510196612, 64590318]",Wiener Neustädter Straße,primary,50,False,False,290.67499999999995,"LINESTRING (16.2164602 47.9636407, 16.2162157 47.9636766, 16.2160798 47.963699, 16.215843 47.9637368, 16.215569 47.9638048, 16.215311 47.9639086, 16.2150698 47.9640294, 16.215016 47.9640607, 16.2147364 47.9642236, 16.2144466 47.9643969, 16.2142593 47.9645434, 16.2141471 47.9646474, 16.2140751 47.9647449, 16.2140044 47.9648994, 16.2139558 47.9650417, 16.213937 47.965166, 16.2139314 47.9652033, 16.213912 47.9653376)",B212,3,
1138706163,Wiener Neustädter Straße,primary,50,False,True,23.734,"LINESTRING (16.2164602 47.9636407, 16.216617 47.9636062, 16.2167506 47.9635553)",B212,,
28293803,Rudolf Reiter-Straße,residential,30,True,False,349.204,"LINESTRING (16.2130973 47.9687746, 16.2132857 47.9687893, 16.2176053 47.9696359)",,,
147357656,Badner Straße,secondary,30,False,False,98.887,"LINESTRING (16.2130973 47.9687746, 16.2131222 47.9688221, 16.2131883 47.9689486, 16.2133104 47.9691075, 16.2133794 47.9691676, 16.2137893 47.9695248)",,2,
147357656,Badner Straße,secondary,30,False,True,140.13,"LINESTRING (16.2130973 47.9687746, 16.2130576 47.9686469, 16.2130296 47.968413, 16.213055 47.9682356, 16.2131175 47.9679916, 16.2132124 47.967739, 16.2132419 47.9676777, 16.2133283 47.9675453)",,2,
140496948,Badner Straße,secondary,30,False,True,10.072,"LINESTRING (16.2138733 47.9695958, 16.2137893 47.9695248)",,2,
7727630,Raulestraße,residential,,False,False,147.98700000000002,"LINESTRING (16.2138733 47.9695958, 16.2140325 47.9695687, 16.2157892 47.9698962)",,,
5068068,Edgar-Penzig-Franz-Straße,residential,30,False,False,118.346,"LINESTRING (16.2185593 47.9675942, 16.2185548 47.9675391, 16.2186004 47.967127, 16.2185749 47.9669478, 16.2184681 47.9665381)",,,6
179010788,Bahnstraße,tertiary,50,False,True,40.63,"LINESTRING (16.2185593 47.9675942, 16.2184463 47.9675694, 16.2180346 47.967494)",,,
179010790,Bahnstraße,tertiary,50,False,False,134.386,"LINESTRING (16.2185593 47.9675942, 16.2196914 47.967985, 16.2201643 47.9681472)",,,
