osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,access
"[27020628, 929596301, 466127684]",Harrauer Straße,residential,"['50', '30']",False,False,125.84799999999998,"LINESTRING (13.9900079 48.5745421, 13.9899369 48.5745381, 13.9899058 48.5745429, 13.9898712 48.5745483, 13.9897887 48.574571, 13.9894502 48.57468, 13.9890484 48.5748159, 13.9889666 48.5748536, 13.9888337 48.5749034, 13.9887468 48.574941, 13.9884558 48.574985)",,,
131676498,Bahnhofstraße,tertiary,50,False,False,62.797,"LINESTRING (13.9900079 48.5745421, 13.9900301 48.5744871, 13.990077 48.574421, 13.9903305 48.5741552, 13.9903606 48.5741214, 13.990423 48.5740514)",,,
131676498,Bahnhofstraße,tertiary,50,False,False,109.17200000000001,"LINESTRING (13.990423 48.5740514, 13.9904975 48.5739543, 13.990541 48.5738766, 13.9905866 48.5737626, 13.9906094 48.573669, 13.9906202 48.5735399, 13.9906349 48.5733868, 13.990653 48.5733202, 13.990708 48.5731716, 13.9907216 48.5730982)",,,
131676498,Bahnhofstraße,tertiary,50,False,True,62.797,"LINESTRING (13.990423 48.5740514, 13.9903606 48.5741214, 13.9903305 48.5741552, 13.990077 48.574421, 13.9900301 48.5744871, 13.9900079 48.5745421)",,,
"[222401009, 456377965]",Am Teich,residential,50,False,False,156.883,"LINESTRING (13.990423 48.5740514, 13.9905984 48.5741264, 13.9907924 48.5742241, 13.9910821 48.5743588, 13.9911426 48.574387, 13.9911912 48.5746159, 13.9912497 48.5749595, 13.9912857 48.5752096)",,,
26802922,Stadtplatz,residential,50,False,False,80.617,"LINESTRING (13.9904336 48.5727037, 13.9904317 48.5726559, 13.9904489 48.5725739, 13.9904939 48.5724989, 13.9905792 48.5724181, 13.9906867 48.5723446, 13.9909612 48.5721629, 13.9910347 48.5721352)",,,
"[29549099, 26855859, 26855869]",Hanriederstraße,tertiary,"['50', '30']",False,False,193.25199999999998,"LINESTRING (13.9904336 48.5727037, 13.9903218 48.5727129, 13.9902215 48.5727163, 13.9900891 48.5727098, 13.9900563 48.572703, 13.9900213 48.5726874, 13.9898269 48.5726001, 13.9897189 48.5725541, 13.9895471 48.5724745, 13.9894075 48.5724062, 13.9891694 48.5722719, 13.9890751 48.5722135, 13.9886805 48.5719624, 13.9885168 48.5718544, 13.9883547 48.5717402)",,,
157500549,Stadtplatz,tertiary,50,False,True,49.614999999999995,"LINESTRING (13.9904336 48.5727037, 13.9904455 48.5727354, 13.9904502 48.5727481, 13.9904664 48.5727706, 13.9904962 48.5728055, 13.9906005 48.5729007, 13.9906351 48.5729368, 13.9907039 48.5730166, 13.9907201 48.5730508, 13.9907216 48.5730982)",,,
170306090,Hanriederstraße,tertiary,50,False,False,33.701,"LINESTRING (13.987279 48.5710391, 13.9869662 48.5708177)",,,
27490321,Mitterfeld,residential,30,True,False,145.35000000000002,"LINESTRING (13.987279 48.5710391, 13.9872252 48.5710384, 13.9871242 48.5710372, 13.9866593 48.5710146, 13.9864559 48.5710024, 13.9863465 48.5709958, 13.9861123 48.5709827, 13.9856426 48.5709565, 13.9853086 48.570954)",,,
170306090,Hanriederstraße,tertiary,50,False,True,49.016000000000005,"LINESTRING (13.987279 48.5710391, 13.9874891 48.5711766, 13.9875605 48.5712246, 13.9877535 48.5713485)",,,
61996058,Mitterweg,residential,30,False,False,60.978,"LINESTRING (13.9950924 48.5747986, 13.9951003 48.5748441, 13.9949781 48.5750473, 13.9948238 48.5753122)",,,
"[157500552, 27035728]",Berggasse,residential,50,False,True,91.14600000000002,"LINESTRING (13.9950924 48.5747986, 13.9949455 48.5748384, 13.994683 48.574908, 13.994362 48.5749605, 13.9943412 48.5749513, 13.9941842 48.574882, 13.9940852 48.574728)",,,
481736625,Mitterweg,residential,30,False,True,30.137,"LINESTRING (13.9950924 48.5747986, 13.995176 48.574673, 13.9952873 48.5745613)",,,
26699714,Pfaffenberg,residential,30,False,False,37.484,"LINESTRING (13.9948238 48.5753122, 13.9948873 48.5754353, 13.9949036 48.5755042, 13.9949148 48.5756124, 13.9949224 48.5756408)",,,
61996058,Mitterweg,residential,30,False,True,60.97800000000001,"LINESTRING (13.9948238 48.5753122, 13.9949781 48.5750473, 13.9951003 48.5748441, 13.9950924 48.5747986)",,,
26699714,Pfaffenberg,residential,30,False,True,66.91,"LINESTRING (13.9950485 48.5762341, 13.9949836 48.5760642, 13.9949348 48.5758896, 13.9949224 48.5756408)",,,
26836210,Stadtplatz,residential,50,False,True,28.545,"LINESTRING (13.9910347 48.5721352, 13.9913856 48.5720257)",,,
26802922,Stadtplatz,residential,50,False,True,80.61699999999999,"LINESTRING (13.9910347 48.5721352, 13.9909612 48.5721629, 13.9906867 48.5723446, 13.9905792 48.5724181, 13.9904939 48.5724989, 13.9904489 48.5725739, 13.9904317 48.5726559, 13.9904336 48.5727037)",,,
26802945,Pfarrgasse,residential,50,True,False,98.09500000000001,"LINESTRING (13.9910347 48.5721352, 13.9911099 48.5722032, 13.9911923 48.5722777, 13.9914137 48.5724248, 13.9916495 48.572551, 13.9917999 48.5726741, 13.9917955 48.5727128, 13.9917921 48.5727431, 13.9917501 48.5728072)",,,
27035728,Berggasse,residential,50,False,False,97.536,"LINESTRING (13.9917501 48.5728072, 13.9919615 48.5729217, 13.992444 48.5731135, 13.9927166 48.5732304, 13.9928325 48.5733079)",,,
29549098,Poeschlgasse,residential,30,True,False,91.985,"LINESTRING (13.9917501 48.5728072, 13.9916274 48.5729284, 13.9915535 48.5730014, 13.9914875 48.5730306, 13.9913601 48.5730869, 13.9912301 48.5731229, 13.9910976 48.5731445, 13.9909905 48.5731468, 13.9908203 48.5731079, 13.9907216 48.5730982)",,,
26835955,,residential,30,True,False,13.734,"LINESTRING (13.9894842 48.5688222, 13.9895102 48.5687965, 13.9895476 48.5687781, 13.9895922 48.568769, 13.9896388 48.5687703)",roundabout,,
"[74129181, 29215343]",Ehrenreiterweg,residential,"['30', '50']",False,True,139.736,"LINESTRING (13.9894842 48.5688222, 13.9892985 48.5686745, 13.9892506 48.5686377, 13.9886259 48.5681546, 13.9883571 48.5679468, 13.9883188 48.5679016, 13.9882823 48.5678524)",,,
26835955,,residential,30,True,False,19.541,"LINESTRING (13.9897386 48.5688901, 13.9897169 48.5689157, 13.9896841 48.5689353, 13.9896435 48.568947, 13.9895994 48.5689496, 13.9895564 48.5689427, 13.9895189 48.5689272)",roundabout,,
26835977,Ehrenreiterweg,residential,30,False,False,138.901,"LINESTRING (13.9897386 48.5688901, 13.9898945 48.5689794, 13.9899895 48.5690372, 13.9904238 48.5693998, 13.9908789 48.569822, 13.9909193 48.5698595)",,,
26835955,,residential,30,True,False,17.136000000000003,"LINESTRING (13.9896388 48.5687703, 13.989682 48.5687819, 13.9897168 48.5688024, 13.9897393 48.5688294, 13.9897469 48.5688598, 13.9897386 48.5688901)",roundabout,,
26835955,,residential,30,True,False,12.73,"LINESTRING (13.9895189 48.5689272, 13.9894914 48.5689051, 13.9894756 48.5688784, 13.9894732 48.5688499, 13.9894842 48.5688222)",roundabout,,
"[27035442, 60731982]",Hopfengasse,residential,"['30', '50']",False,False,61.872,"LINESTRING (13.9895189 48.5689272, 13.989196 48.569229, 13.9890171 48.5693733)",,,
26836210,Stadtplatz,residential,50,False,False,28.545,"LINESTRING (13.9913856 48.5720257, 13.9910347 48.5721352)",,,
90336693,Linzer Straße,residential,50,False,True,3.41,"LINESTRING (13.9937184 48.5706731, 13.993753 48.5706527)",,,
