osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,ref,width
41597472,Dr. Julius Kugy Straße,residential,False,True,173.751,"LINESTRING (13.7085063 46.5528157, 13.7083516 46.5528302, 13.7081958 46.5528523, 13.7065064 46.5530919, 13.7064342 46.5531229, 13.7063431 46.5532022)",,,,,
177213374,Dr. Viktor Waldner Straße,residential,False,False,78.662,"LINESTRING (13.7085063 46.5528157, 13.7093647 46.5526712, 13.7095027 46.5526407)",1,30,,,
"[133265896, 40224320, 229228903]",Nußallee,residential,False,"[False, True]",212.33899999999997,"LINESTRING (13.7095027 46.5526407, 13.709483 46.5523495, 13.709473 46.5521824, 13.7094643 46.5520401, 13.7094509 46.5518649, 13.709423 46.5514683, 13.7094145 46.5513479, 13.7093933 46.5510467, 13.7093792 46.5508619, 13.7093694 46.5507333)",2,30,yes,,
177213374,Dr. Viktor Waldner Straße,residential,False,True,78.662,"LINESTRING (13.7095027 46.5526407, 13.7093647 46.5526712, 13.7085063 46.5528157)",1,30,,,
"[80421668, 527883949]",Kärntner Straße,primary,False,False,186.638,"LINESTRING (13.7012672 46.5500658, 13.7029029 46.5499589, 13.7036964 46.5499036)","['2', '3']",50,,B83,
"[80421704, 527883961, 527883948]",Kärntner Straße,primary,False,False,419.3969999999999,"LINESTRING (13.7036964 46.5499036, 13.7038506 46.5498928, 13.7040253 46.5498806, 13.7043914 46.5498551, 13.7048038 46.5498275, 13.7071464 46.5496768, 13.7076446 46.5496372, 13.7080434 46.5495974, 13.7083226 46.5495577, 13.7090328 46.5494569, 13.7091342 46.5494415)","['2', '3']",50,,B83,
"[80421668, 527883949]",Kärntner Straße,primary,False,True,186.638,"LINESTRING (13.7036964 46.5499036, 13.7029029 46.5499589, 13.7012672 46.5500658)","['2', '3']",50,,B83,
683407885,Friedhofsallee,residential,False,False,19.904,"LINESTRING (13.7036964 46.5499036, 13.7036863 46.5498175, 13.703662 46.5497264)",,,,,
"[1228611669, 177213375]",Bahnhofstraße,unclassified,False,True,21.749000000000002,"LINESTRING (13.7036964 46.5499036, 13.7037062 46.549987, 13.703696 46.5500987)",,,,,
"[527883950, 723843695]",Kärntner Straße,primary,False,True,130.74,"LINESTRING (13.7120712 46.5490064, 13.711206 46.5491337, 13.7110608 46.549155, 13.7103995 46.5492527)",3,50,,B83,
