osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,access,junction
225009239,2,B95,Ramingsteiner Straße,primary,50,False,True,34.952,"LINESTRING (13.807457 47.1222546, 13.8077236 47.1219979)",,,,
240663039,,,,residential,,True,False,28.303,"LINESTRING (13.807457 47.1222546, 13.8077564 47.1224072)",,,,
225009239,2,B95,Ramingsteiner Straße,primary,50,False,False,22.634,"LINESTRING (13.807457 47.1222546, 13.8073816 47.1223437, 13.8073093 47.1224316)",,,,
22371334,,,Murgasse,secondary,50,True,False,31.445,"LINESTRING (13.8066087 47.1235637, 13.8067074 47.1238384)",,,,
729347922,,B95,Turracher Straße,primary,50,False,False,27.919,"LINESTRING (13.8066087 47.1235637, 13.8064366 47.1237858)",,,,
225009239,2,B95,Ramingsteiner Straße,primary,50,False,True,136.616,"LINESTRING (13.8066087 47.1235637, 13.8067458 47.1233523, 13.8069364 47.1230305, 13.8071323 47.1226974, 13.8073093 47.1224316)",,,,
"[29855644, 297825290, 389561172]",2,B96,"['Kirchengasse', 'Reg.Rat Haas-Platz']",primary,50,False,True,54.104,"LINESTRING (13.8105038 47.1287597, 13.8104515 47.1288171, 13.8103814 47.1289452, 13.8103462 47.1290702, 13.8103108 47.1292234)",yes,,,
407650387,1,,Kirchengasse,tertiary,30,True,False,93.794,"LINESTRING (13.8105038 47.1287597, 13.8105276 47.1286293, 13.8104011 47.1282218, 13.810266 47.1280352, 13.8102116 47.1279558)",,,,
539487072,2,B96,Friedhofstraße,secondary,50,False,False,87.77699999999999,"LINESTRING (13.8105038 47.1287597, 13.8108733 47.128889, 13.810946 47.1289242, 13.8110464 47.1289736, 13.8111047 47.1290011, 13.8114843 47.1291787)",,,,
352307681,,,Forstamtsgasse,residential,,False,False,66.521,"LINESTRING (13.8102116 47.1279558, 13.8100525 47.1278573, 13.8098897 47.1277273, 13.8098508 47.1276478, 13.8098527 47.1274505)",,,,
1194731342,1,,Kirchengasse,living_street,20,True,False,40.18,"LINESTRING (13.8102116 47.1279558, 13.8102092 47.1278643, 13.8103174 47.1276047)",,,,
484546985,,,Kirchengasse,living_street,20,False,True,105.361,"LINESTRING (13.8102123 47.1258947, 13.8101679 47.1259406, 13.8101725 47.1260756, 13.8101749 47.126142, 13.81019 47.1265779, 13.8101984 47.1268069, 13.8102054 47.1268325)",,,,
"[29855646, 973033086]",,,"['Amtsgasse', 'Marktplatz']","['living_street', 'secondary']",20,False,False,76.667,"LINESTRING (13.8102123 47.1258947, 13.8102341 47.1258701, 13.8102505 47.1258569, 13.8102618 47.1258519, 13.810278 47.1258497, 13.810618 47.125843, 13.8106347 47.1258451, 13.8106481 47.125851, 13.8106632 47.1258598, 13.8106723 47.1258695, 13.8107069 47.1259051, 13.8107212 47.1259178, 13.8107347 47.1259259, 13.8107519 47.1259299, 13.8107718 47.1259316, 13.8108247 47.1259335, 13.8108403 47.1259345, 13.8111335 47.1259549)",,,,
1193705240,,,Murgasse,living_street,20,False,True,61.69499999999999,"LINESTRING (13.8102123 47.1258947, 13.8101117 47.1258473, 13.8097216 47.1258235, 13.8096982 47.1256974, 13.8096643 47.1256229)",,,,
