osmid,highway,oneway,reversed,length,geometry,name,width,ref,bridge
108283822,residential,False,True,121.232,"LINESTRING (-10.7968554 6.3289143, -10.7970437 6.3286184, -10.7971493 6.3284481, -10.7972002 6.3283921, -10.7972995 6.3282628, -10.7973609 6.3281736, -10.7974549 6.3280037)",,,,
639623263,residential,False,False,114.09299999999999,"LINESTRING (-10.7968554 6.3289143, -10.7969491 6.3289501, -10.7970598 6.3289968, -10.7973522 6.3291227, -10.7976281 6.3292412, -10.7977997 6.3293279)",Clara Town Road,6,,
639623263,residential,False,True,222.93800000000002,"LINESTRING (-10.7968554 6.3289143, -10.7967568 6.3289044, -10.796531 6.3289252, -10.7961181 6.329014, -10.7957623 6.3290939, -10.7954028 6.3291729, -10.795151 6.3292139, -10.7949075 6.329223, -10.7948712 6.3292153)",Clara Town Road,6,,
115023645,residential,False,True,131.277,"LINESTRING (-10.7977997 6.3293279, -10.7979867 6.3289866, -10.7980718 6.3287929, -10.7981113 6.328706, -10.7981307 6.3286279, -10.7981564 6.3285246, -10.79817 6.3284573, -10.7982748 6.3282525)",,,,
639623263,residential,False,False,55.317,"LINESTRING (-10.7977997 6.3293279, -10.7981655 6.3295069, -10.7982518 6.3295408)",Clara Town Road,6,,
639623263,residential,False,True,114.09299999999999,"LINESTRING (-10.7977997 6.3293279, -10.7976281 6.3292412, -10.7973522 6.3291227, -10.7970598 6.3289968, -10.7969491 6.3289501, -10.7968554 6.3289143)",Clara Town Road,6,,
115023646,residential,False,False,309.777,"LINESTRING (-10.7958893 6.3267822, -10.7958153 6.3270673, -10.7957742 6.327188, -10.7956817 6.327444, -10.7956627 6.3275155, -10.7956457 6.3275538, -10.7956248 6.3275842, -10.7955747 6.3277192, -10.7954432 6.3278145, -10.7952993 6.3278643, -10.7952279 6.3279172, -10.7951635 6.3279566, -10.7950537 6.3280942, -10.7950129 6.3282455, -10.7949837 6.3283805, -10.7949364 6.3285401, -10.7948984 6.3287172, -10.79487 6.328866, -10.794868 6.3289226, -10.7948712 6.3292153)",,0.06,,
639623263,residential,False,False,217.85700000000003,"LINESTRING (-10.7958893 6.3267822, -10.7955236 6.3268105, -10.7953976 6.3268303, -10.7951061 6.326888, -10.7949316 6.3269473, -10.794792 6.3269515, -10.7946489 6.326977, -10.7945418 6.3270167, -10.7943085 6.3271346, -10.7941963 6.3271959, -10.794049 6.3273392)",Clara Town Road,6,,
639623263,residential,False,True,193.533,"LINESTRING (-10.7958893 6.3267822, -10.7960703 6.3267846, -10.7964549 6.3267891, -10.7965552 6.3267966, -10.7966393 6.3268208, -10.7967097 6.3268801, -10.796815 6.3270012, -10.7968601 6.3271209, -10.7969242 6.3272683, -10.7969803 6.3274302, -10.7970567 6.3275988, -10.7970983 6.3276843)",Clara Town Road,6,,
115023646,residential,False,True,309.777,"LINESTRING (-10.7948712 6.3292153, -10.794868 6.3289226, -10.79487 6.328866, -10.7948984 6.3287172, -10.7949364 6.3285401, -10.7949837 6.3283805, -10.7950129 6.3282455, -10.7950537 6.3280942, -10.7951635 6.3279566, -10.7952279 6.3279172, -10.7952993 6.3278643, -10.7954432 6.3278145, -10.7955747 6.3277192, -10.7956248 6.3275842, -10.7956457 6.3275538, -10.7956627 6.3275155, -10.7956817 6.327444, -10.7957742 6.327188, -10.7958153 6.3270673, -10.7958893 6.3267822)",,0.06,,
639623263,residential,False,False,222.93800000000002,"LINESTRING (-10.7948712 6.3292153, -10.7949075 6.329223, -10.795151 6.3292139, -10.7954028 6.3291729, -10.7957623 6.3290939, -10.7961181 6.329014, -10.796531 6.3289252, -10.7967568 6.3289044, -10.7968554 6.3289143)",Clara Town Road,6,,
639623263,residential,False,True,142.295,"LINESTRING (-10.7948712 6.3292153, -10.7946072 6.3291595, -10.7945019 6.3291326, -10.7943726 6.3291029, -10.7942477 6.3290766, -10.7940722 6.329011, -10.7938781 6.3289486, -10.7937635 6.3289066, -10.7937026 6.3288824, -10.7936555 6.3288319)",Clara Town Road,6,,
296770106,trunk,True,False,86.36999999999999,"LINESTRING (-10.8005442 6.3271631, -10.8004459 6.327325, -10.8003049 6.3275577, -10.8002472 6.3276856, -10.8001863 6.3278507)",United Nations Drive,,TAH 7,
305995843,residential,False,True,180.699,"LINESTRING (-10.8005442 6.3271631, -10.8003089 6.3270612, -10.8000228 6.3269272, -10.7996192 6.3267182, -10.7993806 6.3266193, -10.7991756 6.3265473, -10.7990527 6.3265021)",,,,
639623263,residential,False,True,55.261,"LINESTRING (-10.7982748 6.3282525, -10.798757 6.328384)",Clara Town Road,6,,
115023645,residential,False,False,131.277,"LINESTRING (-10.7982748 6.3282525, -10.79817 6.3284573, -10.7981564 6.3285246, -10.7981307 6.3286279, -10.7981113 6.328706, -10.7980718 6.3287929, -10.7979867 6.3289866, -10.7977997 6.3293279)",,,,
639623263,residential,False,False,94.86200000000001,"LINESTRING (-10.7982748 6.3282525, -10.7981979 6.3282318, -10.7980807 6.3281987, -10.7980069 6.3281727, -10.797916 6.3281361, -10.7978418 6.3281149, -10.7977852 6.328099, -10.7976493 6.3280575, -10.7975429 6.3280352, -10.7974549 6.3280037)",Clara Town Road,6,,
764183919,residential,False,True,122.83500000000001,"LINESTRING (-10.7982748 6.3282525, -10.7984211 6.327886, -10.7984863 6.3277336, -10.7985628 6.3275604, -10.7985974 6.3274759, -10.7986542 6.3273601, -10.7987318 6.3272486)",,,,
305995843,residential,False,False,180.699,"LINESTRING (-10.7990527 6.3265021, -10.7991756 6.3265473, -10.7993806 6.3266193, -10.7996192 6.3267182, -10.8000228 6.3269272, -10.8003089 6.3270612, -10.8005442 6.3271631)",,,,
305995843,residential,False,True,164.405,"LINESTRING (-10.7990527 6.3265021, -10.798944 6.3264639, -10.7989205 6.3264496, -10.7988566 6.326363, -10.7988029 6.3263015, -10.7987209 6.3262022, -10.7985719 6.3260234, -10.7982819 6.3258613, -10.7982359 6.3257921, -10.7979962 6.3255045)",,,,
764183919,residential,False,False,90.28,"LINESTRING (-10.7990527 6.3265021, -10.7989115 6.3268152, -10.798831 6.3270072, -10.7987859 6.3271125, -10.7987318 6.3272486)",,,,
141329957,residential,False,True,205.56,"LINESTRING (-10.801302 6.3252615, -10.7996322 6.3244472)",,,,
296770106,trunk,True,False,227.54,"LINESTRING (-10.801302 6.3252615, -10.8009298 6.3262567, -10.800738 6.3267233, -10.8006549 6.3269365, -10.8005442 6.3271631)",United Nations Drive,,TAH 7,
141329957,residential,False,False,205.56,"LINESTRING (-10.7996322 6.3244472, -10.801302 6.3252615)",,,,
