osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,maxspeed,junction,access
1117835075,2,A6,trunk,True,False,93.412,"LINESTRING (24.4982813 56.8363518, 24.4995478 56.8358767)",,90,,
26460257,1,P10,primary_link,True,False,61.648,"LINESTRING (24.4982813 56.8363518, 24.4984442 56.8362237, 24.4984973 56.8361805, 24.4985303 56.8361402, 24.4985416 56.836111, 24.4985527 56.8360753, 24.498552 56.8360299, 24.4985392 56.8359815, 24.4985096 56.835939, 24.4984428 56.8358499)",,,,
8662383,,,residential,False,True,80.757,"LINESTRING (24.5036926 56.83956, 24.5035833 56.8395837, 24.50307 56.8396948, 24.5029672 56.8397171, 24.5024685 56.8398408)",Pārbrauktuves iela,,,
26397273,,,residential,False,False,200.707,"LINESTRING (24.5036926 56.83956, 24.5036544 56.839506, 24.5033242 56.8390389, 24.5026837 56.8384628, 24.5021101 56.8379845)",Melioratoru iela,,,
120446228,,,residential,False,False,109.981,"LINESTRING (24.5036926 56.83956, 24.5037956 56.839543, 24.5046008 56.8393898, 24.5048774 56.8393372, 24.5051347 56.839264, 24.5053344 56.8391685)",Pārbrauktuves iela,,,
26396258,,,residential,False,False,53.857,"LINESTRING (24.5026768 56.8356969, 24.5025796 56.8355703, 24.5023381 56.8352494)",Daugavas prospekts,,,
26396258,,,residential,False,True,50.132000000000005,"LINESTRING (24.5026768 56.8356969, 24.5027577 56.8358077, 24.5029957 56.8361126)",Daugavas prospekts,,,
26396258,,,residential,False,False,50.132000000000005,"LINESTRING (24.5029957 56.8361126, 24.5027577 56.8358077, 24.5026768 56.8356969)",Daugavas prospekts,,,
26396258,,,residential,False,True,105.612,"LINESTRING (24.5029957 56.8361126, 24.5036165 56.8369205, 24.5036671 56.8369885)",Daugavas prospekts,,,
28296882,,,residential,False,False,116.847,"LINESTRING (24.5029957 56.8361126, 24.5021671 56.8362981, 24.5013714 56.8364658, 24.5012213 56.8365128)",Kalēju iela,,,
28296882,,,residential,False,True,116.84700000000001,"LINESTRING (24.5012213 56.8365128, 24.5013714 56.8364658, 24.5021671 56.8362981, 24.5029957 56.8361126)",Kalēju iela,,,
26397273,,,residential,False,True,88.802,"LINESTRING (24.5011953 56.8373621, 24.5021101 56.8379845)",Melioratoru iela,,,
26397273,,,residential,False,False,212.26999999999998,"LINESTRING (24.5011953 56.8373621, 24.5005748 56.8369242, 24.5003622 56.8368095, 24.5002982 56.8367847, 24.5001025 56.8367091, 24.4998909 56.8366633, 24.4997003 56.8366263, 24.4994568 56.8366649, 24.4991606 56.8367773, 24.4985122 56.8370137, 24.4984812 56.837025)",Melioratoru iela,,,
28724243,,,living_street,False,False,92.166,"LINESTRING (24.5011953 56.8373621, 24.5011089 56.8373919, 24.5002677 56.8376824, 24.5000193 56.8376933, 24.4998502 56.8376945)",,,,destination
801338272,,P10,primary,False,False,43.683,"LINESTRING (24.4985451 56.8383233, 24.4981403 56.8379988)",Skolas iela,70,,
801338272,,P10,primary,False,True,46.944,"LINESTRING (24.4985451 56.8383233, 24.4989767 56.8386733)",Skolas iela,70,,
28724253,,,living_street,False,True,26.33,"LINESTRING (24.4985451 56.8383233, 24.4986546 56.8382872, 24.4987083 56.8382695, 24.4988446 56.8382245, 24.4989273 56.8382293)",,,,
28970713,,,residential,False,False,146.09,"LINESTRING (24.4931859 56.8351683, 24.4930627 56.8351882, 24.4929788 56.8352336, 24.4927617 56.8353678, 24.49246 56.8355542, 24.4916725 56.8360409, 24.4915503 56.8361164)",Strēlnieku iela,,,
"[518765776, 28970713]",,,residential,False,True,95.808,"LINESTRING (24.4904525 56.8367286, 24.4906143 56.8366755, 24.4909102 56.8365041, 24.4909618 56.8364742, 24.4911759 56.8363413, 24.4914454 56.836174, 24.4914741 56.8361556, 24.4915503 56.8361164)",Strēlnieku iela,,,
26460246,1,P10,primary_link,True,False,84.78200000000001,"LINESTRING (24.4957166 56.8374548, 24.4953939 56.8376309, 24.4953465 56.8376612, 24.4953169 56.837703, 24.4953 56.8377408, 24.4952947 56.8377894, 24.4953095 56.8378278, 24.4953388 56.8378587, 24.4953749 56.8378831, 24.4954454 56.8379081, 24.4955093 56.8379222, 24.4955619 56.8379274, 24.4956301 56.837929, 24.4956904 56.8379245, 24.4957852 56.837924)",,,,
37036087,2,A6,trunk,True,False,222.466,"LINESTRING (24.4957166 56.8374548, 24.493842 56.8381673, 24.4927154 56.8385983)",Rīga — Daugavpils — Krāslava — Baltkrievijas robeža (Pāternieki),90,,
801338272,,P10,primary,False,False,46.944,"LINESTRING (24.4989767 56.8386733, 24.4985451 56.8383233)",Skolas iela,70,,
152604352,,P10,primary,False,True,44.305,"LINESTRING (24.4989767 56.8386733, 24.4992177 56.8389061, 24.499336 56.8390199)",Skolas iela,70,,
"[801338249, 38499085]",,,residential,False,False,25.157,"LINESTRING (24.4989767 56.8386733, 24.4987911 56.8387369, 24.49863 56.8387966)",Stacijas iela,,,
38910789,,,living_street,False,False,161.77399999999997,"LINESTRING (24.5010777 56.8390125, 24.500883 56.8388606, 24.5008331 56.8388217, 24.5002694 56.8383854, 24.5001857 56.8383168, 24.4998348 56.8380318, 24.4995507 56.8378215)",,,,
159698837,,,residential,False,False,132.423,"LINESTRING (24.5008106 56.839108, 24.5008638 56.8391832, 24.5009592 56.8392499, 24.5014298 56.8394442, 24.5021918 56.8396754, 24.5023287 56.8397364, 24.5024098 56.8397879, 24.5024685 56.8398408)",Stacijas iela,,,
28724243,,,living_street,False,True,27.203,"LINESTRING (24.4995507 56.8378215, 24.4996553 56.8376959, 24.4998502 56.8376945)",,,,destination
38910789,,,living_street,False,True,161.77399999999994,"LINESTRING (24.4995507 56.8378215, 24.4998348 56.8380318, 24.5001857 56.8383168, 24.5002694 56.8383854, 24.5008331 56.8388217, 24.500883 56.8388606, 24.5010777 56.8390125)",,,,
"[28724253, 72660781]",,,living_street,False,False,48.111000000000004,"LINESTRING (24.4995507 56.8378215, 24.4994571 56.8379506, 24.4993995 56.8380319, 24.499359 56.8380882, 24.4991297 56.8381631)",,,,
801338272,,P10,primary,False,True,43.683,"LINESTRING (24.4981403 56.8379988, 24.4985451 56.8383233)",Skolas iela,70,,
150005139,1,P10,primary_link,True,False,52.506,"LINESTRING (24.4981403 56.8379988, 24.4980397 56.8379562, 24.4977768 56.837759, 24.497672 56.8376853, 24.4975708 56.8376509)",Skolas iela,70,,
38910794,,,residential,False,False,121.307,"LINESTRING (24.4957495 56.8385721, 24.4953098 56.8396362)",Strazdu iela,,,
"[235413981, 38499085]",,,"['residential', 'living_street']",False,False,107.223,"LINESTRING (24.4957495 56.8385721, 24.4954756 56.8385474, 24.4944726 56.8384498, 24.49416 56.8384091, 24.4940359 56.8383679)",Stacijas iela,,,
38499085,,,residential,False,True,117.479,"LINESTRING (24.4957495 56.8385721, 24.4967111 56.8386636, 24.4973705 56.8387236, 24.4976536 56.8387493)",Stacijas iela,,,
"[38499085, 235413981]",,,"['living_street', 'residential']",False,True,107.223,"LINESTRING (24.4940359 56.8383679, 24.49416 56.8384091, 24.4944726 56.8384498, 24.4954756 56.8385474, 24.4957495 56.8385721)",Stacijas iela,,,
26459718,,,residential,False,False,311.425,"LINESTRING (24.4900025 56.8389414, 24.4903542 56.8390079, 24.4904565 56.839017, 24.4905795 56.8389996, 24.490695 56.8389289, 24.4909622 56.8387454, 24.4915229 56.8383674, 24.4922922 56.8378636, 24.4924631 56.8377513, 24.4931978 56.83733, 24.493451 56.8371937, 24.4935479 56.8371397)",Birzes iela,,,
61227484,,,residential,False,True,79.864,"LINESTRING (24.4929297 56.8389395, 24.4939482 56.8393928)",Cīruļu iela,,,
61227483,,,residential,False,False,148.482,"LINESTRING (24.4946829 56.8410516, 24.4927993 56.8402021)",Lakstīgalu iela,,,
61227483,,,residential,False,True,63.43,"LINESTRING (24.4946829 56.8410516, 24.4954548 56.8414352)",Lakstīgalu iela,,,
251587172,,,residential,False,True,114.582,"LINESTRING (24.4946829 56.8410516, 24.4962861 56.8405104)",Dainu iela,,,
"[926481498, 61227475, 251587172]",,,residential,False,False,349.40700000000004,"LINESTRING (24.4946829 56.8410516, 24.4942464 56.8412197, 24.4939124 56.8414108, 24.4935373 56.8416714, 24.4933936 56.8417456, 24.4931598 56.8418261, 24.4927637 56.8418942, 24.4925198 56.8417449, 24.4924489 56.8417287, 24.4923723 56.841729, 24.4905255 56.8420862, 24.4904212 56.8421078, 24.490288 56.8420853, 24.4900928 56.8420264, 24.4898718 56.8419322)","['Dainu iela', 'Egļu iela', 'Dzelzceļa iela']",,,
38499085,,,residential,False,False,59.62,"LINESTRING (24.49863 56.8387966, 24.4976536 56.8387493)",Stacijas iela,,,
"[801338249, 38499085]",,,residential,False,True,25.157,"LINESTRING (24.49863 56.8387966, 24.4987911 56.8387369, 24.4989767 56.8386733)",Stacijas iela,,,
61227485,,,residential,False,False,109.418,"LINESTRING (24.49863 56.8387966, 24.4986727 56.8388389, 24.4986796 56.8388901, 24.4985357 56.8392335, 24.4984188 56.839494, 24.4983871 56.8395646, 24.4983038 56.8397502)",Dainu iela,,,
61227481,,,residential,False,True,95.847,"LINESTRING (24.4898718 56.8419322, 24.4909399 56.8412984)",Ceriņu iela,,,
"[926481498, 61227475, 251587172]",,,residential,False,True,349.40700000000004,"LINESTRING (24.4898718 56.8419322, 24.4900928 56.8420264, 24.490288 56.8420853, 24.4904212 56.8421078, 24.4905255 56.8420862, 24.4923723 56.841729, 24.4924489 56.8417287, 24.4925198 56.8417449, 24.4927637 56.8418942, 24.4931598 56.8418261, 24.4933936 56.8417456, 24.4935373 56.8416714, 24.4939124 56.8414108, 24.4942464 56.8412197, 24.4946829 56.8410516)","['Dainu iela', 'Egļu iela', 'Dzelzceļa iela']",,,
61227481,,,residential,False,False,95.847,"LINESTRING (24.4909399 56.8412984, 24.4898718 56.8419322)",Ceriņu iela,,,
61227481,,,residential,False,True,89.698,"LINESTRING (24.4909399 56.8412984, 24.4919429 56.840707)",Ceriņu iela,,,
"[61227483, 216182741, 61227478]",,,residential,False,"[False, True]",408.42400000000004,"LINESTRING (24.4909399 56.8412984, 24.4894723 56.8405942, 24.4906468 56.8398518, 24.4911024 56.8394801, 24.4927993 56.8402021)","['Jasmīnu iela', 'Lakstīgalu iela', 'Bērzu iela']",,,
38910794,,,residential,False,True,121.307,"LINESTRING (24.4953098 56.8396362, 24.4957495 56.8385721)",Strazdu iela,,,
38910794,,,residential,False,False,114.056,"LINESTRING (24.4953098 56.8396362, 24.4954505 56.8397299, 24.4962861 56.8405104)",Strazdu iela,,,
61227484,,,residential,False,False,104.02199999999999,"LINESTRING (24.4953098 56.8396362, 24.4950943 56.839759, 24.4948216 56.8397796, 24.4939482 56.8393928)",Cīruļu iela,,,
61227485,,,residential,False,False,56.208000000000006,"LINESTRING (24.4983038 56.8397502, 24.4981746 56.8398749, 24.4976107 56.8400647)",Dainu iela,,,
61227485,,,residential,False,True,109.418,"LINESTRING (24.4983038 56.8397502, 24.4983871 56.8395646, 24.4984188 56.839494, 24.4985357 56.8392335, 24.4986796 56.8388901, 24.4986727 56.8388389, 24.49863 56.8387966)",Dainu iela,,,
72663023,,,residential,False,False,104.274,"LINESTRING (24.4983038 56.8397502, 24.4984655 56.8398895, 24.4985954 56.8400364, 24.4986517 56.8401074, 24.498878 56.8403029, 24.4990522 56.8405882)",,,,
61227481,,,residential,False,False,76.583,"LINESTRING (24.4927993 56.8402021, 24.4919429 56.840707)",Ceriņu iela,,,
61227483,,,residential,False,True,148.482,"LINESTRING (24.4927993 56.8402021, 24.4946829 56.8410516)",Lakstīgalu iela,,,
61227481,,,residential,False,True,114.736,"LINESTRING (24.4927993 56.8402021, 24.4928812 56.8400789, 24.4939482 56.8393928)",Ceriņu iela,,,
"[61227483, 216182741, 61227478]",,,residential,False,"[False, True]",408.42400000000004,"LINESTRING (24.4927993 56.8402021, 24.4911024 56.8394801, 24.4906468 56.8398518, 24.4894723 56.8405942, 24.4909399 56.8412984)","['Jasmīnu iela', 'Lakstīgalu iela', 'Bērzu iela']",,,
61227484,,,residential,False,False,79.864,"LINESTRING (24.4939482 56.8393928, 24.4929297 56.8389395)",Cīruļu iela,,,
61227481,,,residential,False,False,114.736,"LINESTRING (24.4939482 56.8393928, 24.4928812 56.8400789, 24.4927993 56.8402021)",Ceriņu iela,,,
61227484,,,residential,False,True,104.02199999999999,"LINESTRING (24.4939482 56.8393928, 24.4948216 56.8397796, 24.4950943 56.839759, 24.4953098 56.8396362)",Cīruļu iela,,,
61227485,,,residential,False,True,94.587,"LINESTRING (24.4962861 56.8405104, 24.4976107 56.8400647)",Dainu iela,,,
251587172,,,residential,False,False,114.582,"LINESTRING (24.4962861 56.8405104, 24.4946829 56.8410516)",Dainu iela,,,
38910794,,,residential,False,False,81.903,"LINESTRING (24.4962861 56.8405104, 24.4964086 56.8406016, 24.4971826 56.8410592)",Strazdu iela,,,
38910794,,,residential,False,True,114.056,"LINESTRING (24.4962861 56.8405104, 24.4954505 56.8397299, 24.4953098 56.8396362)",Strazdu iela,,,
61227483,,,residential,False,False,63.43,"LINESTRING (24.4954548 56.8414352, 24.4946829 56.8410516)",Lakstīgalu iela,,,
38499085,,,residential,False,True,59.62,"LINESTRING (24.4976536 56.8387493, 24.49863 56.8387966)",Stacijas iela,,,
38499085,,,residential,False,False,117.479,"LINESTRING (24.4976536 56.8387493, 24.4973705 56.8387236, 24.4967111 56.8386636, 24.4957495 56.8385721)",Stacijas iela,,,
124861674,,,residential,False,True,171.608,"LINESTRING (24.4976536 56.8387493, 24.4969307 56.8396644, 24.4976107 56.8400647)",Stacijas iela,,,
38910794,,,residential,False,True,81.903,"LINESTRING (24.4971826 56.8410592, 24.4964086 56.8406016, 24.4962861 56.8405104)",Strazdu iela,,,
26459761,,,residential,False,True,118.501,"LINESTRING (24.4991286 56.8355771, 24.4991104 56.8355597, 24.4986373 56.8351059, 24.4980496 56.8347504, 24.4979958 56.8347178)",Dīķu iela,,,
72660801,,,residential,False,False,41.406000000000006,"LINESTRING (24.4991286 56.8355771, 24.4991977 56.8355697, 24.4992689 56.8355915, 24.4992931 56.8356339, 24.4992742 56.8356633, 24.4992309 56.8356836, 24.4991722 56.8356892, 24.4991239 56.83568, 24.4990816 56.8356524, 24.4990757 56.8356168, 24.4991044 56.8355874, 24.4991286 56.8355771)",,,,
72660801,,,residential,False,True,41.406,"LINESTRING (24.4991286 56.8355771, 24.4991044 56.8355874, 24.4990757 56.8356168, 24.4990816 56.8356524, 24.4991239 56.83568, 24.4991722 56.8356892, 24.4992309 56.8356836, 24.4992742 56.8356633, 24.4992931 56.8356339, 24.4992689 56.8355915, 24.4991977 56.8355697, 24.4991286 56.8355771)",,,,
71508084,,,living_street,False,True,114.11999999999999,"LINESTRING (24.5026185 56.8343171, 24.5020295 56.8334917, 24.5019424 56.8333598)",,,,
71508084,,,living_street,False,False,114.11999999999999,"LINESTRING (24.5019424 56.8333598, 24.5020295 56.8334917, 24.5026185 56.8343171)",,,,
71508095,,,living_street,False,True,56.663,"LINESTRING (24.5019424 56.8333598, 24.5011912 56.8335261, 24.501079 56.833551)",Sila iela,,,
"[939267891, 26459388]",,,residential,False,False,43.672,"LINESTRING (24.501079 56.833551, 24.500862 56.8332781, 24.5007924 56.8331909)",Daugavas prospekts,,,
26459388,,,residential,False,True,144.575,"LINESTRING (24.501079 56.833551, 24.5012783 56.8338079, 24.5017777 56.8344699, 24.5019831 56.8347534)",Daugavas prospekts,,,
71508095,,,living_street,False,False,56.663,"LINESTRING (24.501079 56.833551, 24.5011912 56.8335261, 24.5019424 56.8333598)",Sila iela,,,
72663023,,,residential,False,True,104.274,"LINESTRING (24.4990522 56.8405882, 24.498878 56.8403029, 24.4986517 56.8401074, 24.4985954 56.8400364, 24.4984655 56.8398895, 24.4983038 56.8397502)",,,,
72663035,,,living_street,False,True,71.905,"LINESTRING (24.4991293 56.837241, 24.4992086 56.8372136, 24.4998502 56.8376945)",,,,destination
28724253,,,living_street,False,False,14.344,"LINESTRING (24.4991297 56.8381631, 24.4989273 56.8382293)",,,,
"[72660781, 28724253]",,,living_street,False,True,48.111,"LINESTRING (24.4991297 56.8381631, 24.499359 56.8380882, 24.4993995 56.8380319, 24.4994571 56.8379506, 24.4995507 56.8378215)",,,,
72663025,,,living_street,False,True,118.032,"LINESTRING (24.4991297 56.8381631, 24.4990502 56.8381051, 24.4986068 56.8378056, 24.4982526 56.8375663, 24.4980227 56.8373633, 24.4979943 56.8373382, 24.497968 56.8373149)",,,,
28724243,,,living_street,False,False,27.203,"LINESTRING (24.4998502 56.8376945, 24.4996553 56.8376959, 24.4995507 56.8378215)",,,,destination
28724243,,,living_street,False,True,92.166,"LINESTRING (24.4998502 56.8376945, 24.5000193 56.8376933, 24.5002677 56.8376824, 24.5011089 56.8373919, 24.5011953 56.8373621)",,,,destination
72663035,,,living_street,False,False,71.905,"LINESTRING (24.4998502 56.8376945, 24.4992086 56.8372136, 24.4991293 56.837241)",,,,destination
1099449728,,,residential,False,True,78.61899999999999,"LINESTRING (24.5053522 56.8373728, 24.5045495 56.8375588, 24.5042813 56.8376211, 24.5041626 56.8376493)",Lupīnu iela,,,
61227485,,,residential,False,False,94.587,"LINESTRING (24.4976107 56.8400647, 24.4962861 56.8405104)",Dainu iela,,,
124861674,,,residential,False,True,65.2,"LINESTRING (24.4976107 56.8400647, 24.4982898 56.8405184)",Stacijas iela,,,
61227485,,,residential,False,True,56.208000000000006,"LINESTRING (24.4976107 56.8400647, 24.4981746 56.8398749, 24.4983038 56.8397502)",Dainu iela,,,
124861674,,,residential,False,False,171.608,"LINESTRING (24.4976107 56.8400647, 24.4969307 56.8396644, 24.4976536 56.8387493)",Stacijas iela,,,
28724253,,,living_street,False,True,14.344,"LINESTRING (24.4989273 56.8382293, 24.4991297 56.8381631)",,,,
28724253,,,living_street,False,False,26.33,"LINESTRING (24.4989273 56.8382293, 24.4988446 56.8382245, 24.4987083 56.8382695, 24.4986546 56.8382872, 24.4985451 56.8383233)",,,,
159710036,,,living_street,False,True,88.828,"LINESTRING (24.4989273 56.8382293, 24.4991611 56.8384547, 24.499531 56.8388113, 24.499648 56.8389241)",,,,
159710035,,,living_street,False,False,21.763,"LINESTRING (24.499648 56.8389241, 24.4994807 56.8389754, 24.4994521 56.8389842, 24.499336 56.8390199)",,,,
159710036,,,living_street,False,False,88.828,"LINESTRING (24.499648 56.8389241, 24.499531 56.8388113, 24.4991611 56.8384547, 24.4989273 56.8382293)",,,,
