osmid,lanes,name,highway,oneway,reversed,length,width,geometry
32742811,2,Strada Decebal,residential,False,True,72.24,,"LINESTRING (27.509954 47.7738738, 27.510779 47.7735352)"
251486391,,Strada Tudor Vladimirescu,residential,False,False,82.88,5.5,"LINESTRING (27.509954 47.7738738, 27.5095759 47.7731731)"
32742811,2,Strada Decebal,residential,False,False,336.05899999999997,,"LINESTRING (27.509954 47.7738738, 27.5090084 47.7742849, 27.5078388 47.7747863, 27.5071967 47.7750608, 27.506171 47.7755079)"
43165893,,Strada Vasile Lupu,residential,False,True,329.597,,"LINESTRING (27.509954 47.7738738, 27.509247 47.7739826, 27.5090937 47.7740046, 27.508697 47.7740903, 27.5073749 47.7744025, 27.5070042 47.77449, 27.5063864 47.7746472, 27.5057766 47.7748115)"
32742811,2,Strada Decebal,residential,False,True,338.99,,"LINESTRING (27.5024134 47.7772157, 27.5027205 47.7770758, 27.5030356 47.7769378, 27.5032998 47.7768158, 27.5040393 47.7764834, 27.5044024 47.7763163, 27.5047601 47.7761492, 27.5052926 47.7759079, 27.5053567 47.7758778, 27.5058083 47.7756685, 27.506171 47.7755079)"
1226205931,2,Strada Basarabeană,residential,False,False,104.615,,"LINESTRING (27.5024134 47.7772157, 27.5024289 47.777253, 27.5024564 47.7773188, 27.50251 47.7774201, 27.5026174 47.7776174, 27.5027266 47.7778129, 27.502887 47.7781007)"
1226205931,2,Strada Basarabeană,residential,False,True,161.98700000000002,,"LINESTRING (27.5024134 47.7772157, 27.5019673 47.7764376, 27.5017111 47.7759345, 27.5016709 47.7758474)"
32742797,1,Strada 300 ani Glodeni,tertiary,False,True,188.052,7,"LINESTRING (27.5084011 47.7709664, 27.5107657 47.7703881)"
251486391,,Strada Tudor Vladimirescu,residential,False,False,111.082,5.5,"LINESTRING (27.5084011 47.7709664, 27.5078687 47.7700337)"
32742797,1,Strada 300 ani Glodeni,tertiary,False,False,329.873,7,"LINESTRING (27.5084011 47.7709664, 27.5048989 47.7718284, 27.5042563 47.7719866)"
251486391,,Strada Tudor Vladimirescu,residential,False,True,112.583,5.5,"LINESTRING (27.5084011 47.7709664, 27.5084385 47.771035, 27.5089193 47.7719171)"
32742797,1,Strada 300 ani Glodeni,tertiary,False,False,330.092,7,"LINESTRING (27.5042563 47.7719866, 27.5001108 47.7730114)"
32742797,1,Strada 300 ani Glodeni,tertiary,False,True,329.873,7,"LINESTRING (27.5042563 47.7719866, 27.5048989 47.7718284, 27.5084011 47.7709664)"
"[42439634, 1230613155]",,Strada Constantin Stere,residential,False,False,112.196,,"LINESTRING (27.5042563 47.7719866, 27.5042759 47.7720234, 27.5047626 47.7729365)"
42439634,,Strada Constantin Stere,residential,False,True,111.385,,"LINESTRING (27.5042563 47.7719866, 27.5042298 47.7719382, 27.5037417 47.7710465)"
32742797,1,Strada 300 ani Glodeni,tertiary,False,True,330.092,7,"LINESTRING (27.5001108 47.7730114, 27.5042563 47.7719866)"
32742797,1,Strada 300 ani Glodeni,tertiary,False,False,176.734,7,"LINESTRING (27.5001108 47.7730114, 27.4980225 47.7735519, 27.497965 47.7735663, 27.4979041 47.773583)"
32742818,,Strada Basarabeană,residential,False,False,112.73299999999999,,"LINESTRING (27.5001108 47.7730114, 27.5001749 47.7731144, 27.5002594 47.7732629, 27.5003502 47.773436, 27.5004129 47.7735614, 27.5006155 47.7739665)"
32742818,,Strada Basarabeană,residential,False,True,111.40600000000002,,"LINESTRING (27.5001108 47.7730114, 27.5000775 47.7729716, 27.5000417 47.7729289, 27.5000076 47.7728863, 27.4997786 47.7724355, 27.4996247 47.7721346, 27.4996069 47.7720714)"
32742797,1,Strada 300 ani Glodeni,tertiary,False,True,176.734,7,"LINESTRING (27.4979041 47.773583, 27.497965 47.7735663, 27.4980225 47.7735519, 27.5001108 47.7730114)"
