osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,width
"[685751713, 27686810, 49897858]",G118,Strada Alexei Mateevici,secondary,False,True,68.7,yes,"LINESTRING (29.046646 46.680844, 29.0466706 46.6809157, 29.0467058 46.6810035, 29.0467451 46.6810942, 29.0467829 46.6811709, 29.04688 46.6813833, 29.0468929 46.6814375)",
52112751,,Strada Ștefan Vodă,residential,False,True,327.676,,"LINESTRING (29.046646 46.680844, 29.0464193 46.6808697, 29.0463459 46.6808977, 29.0461237 46.6810109, 29.0460896 46.6810299, 29.0459362 46.6811122, 29.0456421 46.6812559, 29.0451737 46.681491, 29.0449282 46.68159, 29.0446714 46.6816521, 29.0445013 46.6816867, 29.0439575 46.681779, 29.043424 46.6818872, 29.0432448 46.6819442, 29.0430419 46.6820351, 29.0428339 46.6821085)",
58604594,G118,Strada Ștefan Vodă,secondary,False,False,29.342000000000002,,"LINESTRING (29.046646 46.680844, 29.0466597 46.6807765, 29.0467116 46.6807205, 29.046768 46.6806683, 29.0468312 46.6806207)",
82258847,L579,Strada Alexei Mateevici,tertiary,False,True,30.581,,"LINESTRING (29.046646 46.680844, 29.0465846 46.6807021, 29.0465363 46.6805795)",
45738754,G118,Strada Alexei Mateevici,secondary,False,True,42.518,,"LINESTRING (29.0468929 46.6814375, 29.0471018 46.681792)",
"[685751713, 49897858, 27686810]",G118,Strada Alexei Mateevici,secondary,False,False,68.69999999999999,yes,"LINESTRING (29.0468929 46.6814375, 29.04688 46.6813833, 29.0467829 46.6811709, 29.0467451 46.6810942, 29.0467058 46.6810035, 29.0466706 46.6809157, 29.046646 46.680844)",
49900462,,Strada Ion Creangă,residential,False,False,320.26699999999994,,"LINESTRING (29.0468929 46.6814375, 29.0472018 46.6813359, 29.0474644 46.6812538, 29.0475552 46.6812295, 29.0476332 46.6812148, 29.0477572 46.6812024, 29.047966 46.6811993, 29.0481499 46.6811972, 29.0482854 46.6812126, 29.0484216 46.6812406, 29.0485769 46.6812988, 29.0490154 46.6813682, 29.0494662 46.6814126, 29.0496513 46.6814126, 29.0500523 46.6814169, 29.0503465 46.6814287, 29.0505898 46.6814585, 29.0507687 46.6814954, 29.0509547 46.681533)",
52217952,G118,Strada Ștefan Vodă,secondary,False,False,115.018,,"LINESTRING (29.0512414 46.678973, 29.051399 46.678951, 29.0516946 46.6789203, 29.0520616 46.6789036, 29.0524723 46.678913, 29.0527396 46.6789344)",
52217952,G118,Strada Ștefan Vodă,secondary,False,True,125.378,,"LINESTRING (29.0512414 46.678973, 29.050886 46.6790729, 29.050637 46.6791537, 29.0497653 46.6794668)",
87142752,,Strada Gheorghe Asachi,residential,False,True,221.015,,"LINESTRING (29.0512414 46.678973, 29.0515452 46.6783241, 29.0516213 46.6782062, 29.0517067 46.678108, 29.0517646 46.6780458, 29.0518421 46.6780023, 29.0519369 46.6779598, 29.0520083 46.677936, 29.0522492 46.6778774, 29.0525092 46.677833, 29.0526595 46.677795, 29.0528849 46.677704, 29.0530461 46.6776188)",
52217952,G118,Strada Ștefan Vodă,secondary,False,False,125.378,,"LINESTRING (29.0497653 46.6794668, 29.050637 46.6791537, 29.050886 46.6790729, 29.0512414 46.678973)",
"[52217952, 58604594, 52217957]",G118,Strada Ștefan Vodă,secondary,False,True,68.082,yes,"LINESTRING (29.0497653 46.6794668, 29.04914 46.679649, 29.0490213 46.6796846, 29.048944 46.6797063)",
49897843,L578,Strada 31 August 1989,tertiary,False,False,266.00600000000003,,"LINESTRING (29.0430943 46.6772413, 29.0433159 46.6773895, 29.0434868 46.6775113, 29.0438449 46.6778069, 29.0441727 46.6780671, 29.0445671 46.6783715, 29.0447729 46.6785194, 29.0449445 46.6786168, 29.0450758 46.6786748, 29.0453278 46.6787718, 29.0456048 46.6788671)",
49897843,L578,Strada 31 August 1989,tertiary,False,True,96.551,,"LINESTRING (29.0430943 46.6772413, 29.0428628 46.6770933, 29.0426023 46.6769604, 29.0423115 46.676831, 29.042068 46.6767391)",
49914485,,Strada Prieteniei,residential,False,True,167.66899999999998,,"LINESTRING (29.0430943 46.6772413, 29.0428924 46.6779662, 29.0426759 46.6787216)",
49897843,L578,Strada 31 August 1989,tertiary,False,True,23.471,,"LINESTRING (29.0458779 46.6789643, 29.0456048 46.6788671)",
49897839,,Strada Alexei Mateevici,residential,False,True,109.009,,"LINESTRING (29.0458779 46.6789643, 29.0457327 46.6787742, 29.0456136 46.6786357, 29.0454196 46.6784442, 29.0453117 46.6783151, 29.0452481 46.6781976, 29.0452129 46.6781031)",
82258847,L579,Strada Alexei Mateevici,tertiary,False,False,90.36300000000001,,"LINESTRING (29.0458779 46.6789643, 29.0460288 46.6793391, 29.0460822 46.6794812, 29.0461265 46.679561, 29.0461755 46.6797497)",
45738754,G118,Strada Alexei Mateevici,secondary,False,False,20.407,,"LINESTRING (29.0471923 46.6819647, 29.0471018 46.681792)",
45738754,G118,Strada Alexei Mateevici,secondary,False,True,148.95899999999997,,"LINESTRING (29.0471923 46.6819647, 29.0473505 46.6822397, 29.0475184 46.6825375, 29.0476477 46.6827437, 29.0477743 46.682913, 29.0479002 46.68306, 29.048008 46.6831782)",
45738755,,Strada Grigore Meșină,residential,False,False,192.57100000000003,,"LINESTRING (29.0471923 46.6819647, 29.0469032 46.6820656, 29.046587 46.6822099, 29.0464133 46.6823297, 29.0460852 46.6825934, 29.0458905 46.6827824, 29.0457414 46.682954, 29.0455108 46.6832111)",
45738755,,Strada Grigore Meșină,residential,False,True,12.845,,"LINESTRING (29.0441044 46.6843416, 29.0442516 46.6842855)",
45738755,,Strada Grigore Meșină,residential,False,False,70.209,,"LINESTRING (29.0441044 46.6843416, 29.043914 46.6844663, 29.043694 46.684651, 29.043502 46.6848175)",
49897847,,Stradela 2 Bogdan Petriceicu Hașdeu,residential,False,False,205.23,,"LINESTRING (29.0441044 46.6843416, 29.0439102 46.6842016, 29.0438587 46.6841386, 29.0437507 46.6840893, 29.0435579 46.6840633, 29.043461 46.684048, 29.0432422 46.6840283, 29.0430142 46.6839951, 29.0428882 46.6839761, 29.0428264 46.6839703, 29.0427031 46.6839657, 29.0424415 46.6839593, 29.0422529 46.6839705, 29.0421866 46.6838385, 29.0421074 46.6836643, 29.0420432 46.6835427)",
45738755,,Strada Grigore Meșină,residential,False,True,70.209,,"LINESTRING (29.043502 46.6848175, 29.043694 46.684651, 29.043914 46.6844663, 29.0441044 46.6843416)",
83016240,,Strada Bogdan Petriceicu Hașdeu,residential,False,False,31.965000000000003,,"LINESTRING (29.043502 46.6848175, 29.0432674 46.6847722, 29.0430986 46.6847397)",
634785155,,Strada Deșteptării,residential,False,True,223.233,,"LINESTRING (29.043502 46.6848175, 29.0435988 46.684886, 29.0437335 46.6850293, 29.0438157 46.6851077, 29.0438934 46.6851578, 29.0441925 46.6852688, 29.0443168 46.6853221, 29.0444352 46.685359, 29.0445795 46.6853724, 29.0448689 46.6853614, 29.0451983 46.6853412, 29.0454774 46.6853222, 29.0456918 46.6853076, 29.0459527 46.6852904, 29.0460975 46.6852621)",
49914509,,Stradela Ion Neculce,residential,False,False,148.429,,"LINESTRING (29.0405684 46.6824654, 29.0403199 46.6820492, 29.0403086 46.6819943, 29.040324 46.6819503, 29.0403913 46.6819175, 29.0405609 46.6818847, 29.0405985 46.6818385, 29.0405935 46.6817843, 29.0405754 46.6817038, 29.0404029 46.681534, 29.0402036 46.681373)",
52112751,,Strada Ștefan Vodă,residential,False,False,179.43,,"LINESTRING (29.0405684 46.6824654, 29.0407826 46.6824439, 29.0411822 46.6824222, 29.041561 46.6823969, 29.0418225 46.6823848, 29.0419754 46.6823602, 29.0423902 46.6822556, 29.0426982 46.6821598, 29.0428339 46.6821085)",
45738754,G118,Strada Alexei Mateevici,secondary,False,False,24.822,,"LINESTRING (29.0491685 46.6843419, 29.0489689 46.6841656)",
49897866,,Strada Mihai Eminescu,residential,False,True,129.459,,"LINESTRING (29.0491685 46.6843419, 29.0507801 46.683977)",
45738754,G118,Strada Alexei Mateevici,secondary,False,True,102.801,,"LINESTRING (29.0491685 46.6843419, 29.0496145 46.6848319, 29.0498722 46.6851303)",
49900506,,,residential,False,True,165.658,,"LINESTRING (29.048944 46.6797063, 29.0488763 46.679386, 29.0487784 46.6791414, 29.0486669 46.6790203, 29.048524 46.6789446, 29.0482 46.678824, 29.0479282 46.6787065, 29.0478207 46.6786272, 29.0477736 46.6785722)",
"[52217952, 58604594, 52217957]",G118,Strada Ștefan Vodă,secondary,False,False,68.082,yes,"LINESTRING (29.048944 46.6797063, 29.0490213 46.6796846, 29.04914 46.679649, 29.0497653 46.6794668)",
58604594,G118,Strada Ștefan Vodă,secondary,False,True,193.00400000000002,,"LINESTRING (29.048944 46.6797063, 29.0486407 46.6798045, 29.0477949 46.6800768, 29.0475366 46.680175, 29.0473482 46.6802566, 29.0472274 46.6803259, 29.047078 46.6804403, 29.0469952 46.6805066, 29.0468312 46.6806207)",
49897843,L578,Strada 31 August 1989,tertiary,False,False,96.551,,"LINESTRING (29.042068 46.6767391, 29.0423115 46.676831, 29.0426023 46.6769604, 29.0428628 46.6770933, 29.0430943 46.6772413)",
49914488,,Strada Decebal,residential,False,False,105.211,,"LINESTRING (29.042068 46.6767391, 29.0416606 46.6775256, 29.0416232 46.6776341)",
49914485,,Strada Prieteniei,residential,False,False,236.099,,"LINESTRING (29.0428339 46.6821085, 29.0426083 46.6817621, 29.0424323 46.681365, 29.0423043 46.6809348, 29.0422461 46.6805508, 29.0422548 46.6803679, 29.0423163 46.68005)",
52112751,,Strada Ștefan Vodă,residential,False,False,327.67599999999993,,"LINESTRING (29.0428339 46.6821085, 29.0430419 46.6820351, 29.0432448 46.6819442, 29.043424 46.6818872, 29.0439575 46.681779, 29.0445013 46.6816867, 29.0446714 46.6816521, 29.0449282 46.68159, 29.0451737 46.681491, 29.0456421 46.6812559, 29.0459362 46.6811122, 29.0460896 46.6810299, 29.0461237 46.6810109, 29.0463459 46.6808977, 29.0464193 46.6808697, 29.046646 46.680844)",
52112751,,Strada Ștefan Vodă,residential,False,True,179.43,,"LINESTRING (29.0428339 46.6821085, 29.0426982 46.6821598, 29.0423902 46.6822556, 29.0419754 46.6823602, 29.0418225 46.6823848, 29.041561 46.6823969, 29.0411822 46.6824222, 29.0407826 46.6824439, 29.0405684 46.6824654)",
49842130,,,residential,False,False,18.543,,"LINESTRING (29.0455441 46.6834783, 29.0454002 46.6833439)",
95860777,,,residential,False,False,39.817,,"LINESTRING (29.0455441 46.6834783, 29.0454033 46.6834824, 29.045111 46.6836501)",3
95860777,,,residential,False,True,60.617999999999995,,"LINESTRING (29.0455441 46.6834783, 29.0456524 46.6834952, 29.0457689 46.6835356, 29.0459253 46.6835911, 29.0460462 46.6836354, 29.0461768 46.6836697, 29.0462721 46.6836906)",3
45738755,,Strada Grigore Meșină,residential,False,True,40.57,,"LINESTRING (29.045111 46.6836501, 29.0454002 46.6833439)",
45738755,,Strada Grigore Meșină,residential,False,False,96.762,,"LINESTRING (29.045111 46.6836501, 29.0450261 46.6837329, 29.0446366 46.6840538, 29.044425 46.6841848, 29.0442516 46.6842855)",
