osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,bridge,lanes,width,junction
121991685,False,,Bulevardul Ștefan cel Mare și Sfînt,residential,50,False,94.42599999999999,"LINESTRING (28.7824109 46.523449, 28.7824967 46.5232855, 28.782782 46.5226393)",,,,
121991685,False,,Bulevardul Ștefan cel Mare și Sfînt,residential,50,True,108.70200000000001,"LINESTRING (28.7824109 46.523449, 28.7822984 46.5236361, 28.7821105 46.5239321, 28.7819023 46.5242446, 28.7818798 46.524271, 28.7818313 46.5243412)",,,,
1196926605,False,,,residential,,True,13.207,"LINESTRING (28.7824109 46.523449, 28.7823043 46.5234234, 28.7822479 46.5234099)",,,,
597771055,False,,Strada Mihail Frunze,residential,,True,8.441,"LINESTRING (28.7847663 46.5169811, 28.7846818 46.5170299)",,,,
121991660,False,,Strada Dragoș-Vodă,residential,,True,100.574,"LINESTRING (28.7847663 46.5169811, 28.7850777 46.5170795, 28.7853866 46.5171637, 28.7856285 46.5172299, 28.7859733 46.5173384)",,,,
27138857,False,R3.2,Strada Cetatea Albă,primary,50,True,45.277,"LINESTRING (28.7891081 46.5170597, 28.7892816 46.5171543, 28.7894897 46.517278, 28.7895653 46.517318)",,2,,
121991666,False,,Stradela Cetatea Albă,residential,,True,27.849999999999998,"LINESTRING (28.7891081 46.5170597, 28.7890509 46.5171087, 28.7889973 46.5171547, 28.7889463 46.5172138, 28.7889121 46.5172689)",,,,
121991660,False,,Strada Dragoș-Vodă,residential,,False,100.574,"LINESTRING (28.7859733 46.5173384, 28.7856285 46.5172299, 28.7853866 46.5171637, 28.7850777 46.5170795, 28.7847663 46.5169811)",,,,
121991660,False,,Strada Dragoș-Vodă,residential,,True,269.63000000000005,"LINESTRING (28.7859733 46.5173384, 28.7861443 46.5174224, 28.7863483 46.5175447, 28.7865552 46.517663, 28.7867854 46.5177894, 28.7870214 46.5179157, 28.7872196 46.518026, 28.7874706 46.5181774, 28.7876072 46.5182686, 28.7877675 46.518419, 28.7878578 46.5185113, 28.7879589 46.5185861, 28.788005 46.5186165, 28.7880653 46.5186378, 28.7881437 46.5186568, 28.7882221 46.5186637, 28.7884319 46.5186637, 28.7887488 46.5186657)",,,,
121991662,False,,Stradela Dragoș-Vodă,living_street,,True,240.94899999999996,"LINESTRING (28.7859733 46.5173384, 28.7859342 46.5174965, 28.7859053 46.5175808, 28.7859015 46.5176824, 28.7858878 46.5178656, 28.7858878 46.5180741, 28.7858624 46.5183425, 28.7858907 46.5184351, 28.7859403 46.5185293, 28.785947 46.5186139, 28.7859837 46.5189607, 28.7860094 46.5190796, 28.786086 46.5192853, 28.7861227 46.5194077, 28.7861458 46.5194785)",,,,
121991656,False,,Strada Sfînta Maria,living_street,,False,160.122,"LINESTRING (28.7809266 46.517375, 28.7810314 46.5174434, 28.7811192 46.5175261, 28.7812068 46.5176311, 28.7813007 46.5177449, 28.7813357 46.5177944, 28.7813469 46.5178228, 28.7813488 46.517858, 28.7813289 46.5178913, 28.781288 46.5179169, 28.781161 46.5179406, 28.7809337 46.5179578, 28.7806276 46.5179741, 28.7802955 46.5179859, 28.7801437 46.517983)",,,,
597665113,False,,Stradela Maria Cebotari,residential,50,False,59.881,"LINESTRING (28.7809266 46.517375, 28.780587 46.5175297, 28.7802674 46.5176651)",,,,
121991679,False,,Strada Constantin Stamati,residential,,True,347.75699999999995,"LINESTRING (28.7768579 46.5173644, 28.7767024 46.5173602, 28.7765231 46.5173582, 28.776392 46.5173562, 28.7762492 46.5173642, 28.7761836 46.5173763, 28.7761297 46.5173933, 28.7760977 46.5174033, 28.7760578 46.5174251, 28.7759971 46.5174775, 28.7759476 46.5175277, 28.7758981 46.5176019, 28.77585 46.5176841, 28.7758165 46.5177613, 28.7758033 46.5178014, 28.7757949 46.517843, 28.7757902 46.5178916, 28.7757902 46.5179307, 28.7757902 46.5179789, 28.7757931 46.5180801, 28.7758106 46.5181934, 28.7758471 46.5183669, 28.7758893 46.5185373, 28.775918 46.5186199, 28.7759389 46.5186837, 28.775968 46.5187469, 28.7760175 46.5188221, 28.776105 46.5189193, 28.7762409 46.5190815, 28.7762886 46.5191459, 28.7763643 46.5192121, 28.7764561 46.5192693, 28.7765147 46.5193143, 28.7766237 46.5194307, 28.7766936 46.519562, 28.7767257 46.5196533, 28.7767592 46.5197345, 28.776784 46.5197716)",,,,
27138857,False,R3.2,Strada Cetatea Albă,primary,50,False,45.277,"LINESTRING (28.7895653 46.517318, 28.7894897 46.517278, 28.7892816 46.5171543, 28.7891081 46.5170597)",,2,,
121991682,False,,Strada Sfînta Maria,residential,50,False,36.61,"LINESTRING (28.7802674 46.5176651, 28.7801928 46.5178381, 28.7801437 46.517983)",,,,
597665113,False,,Stradela Maria Cebotari,residential,50,True,59.881,"LINESTRING (28.7802674 46.5176651, 28.780587 46.5175297, 28.7809266 46.517375)",,,,
121991656,False,,Strada Sfînta Maria,living_street,,True,160.122,"LINESTRING (28.7801437 46.517983, 28.7802955 46.5179859, 28.7806276 46.5179741, 28.7809337 46.5179578, 28.781161 46.5179406, 28.781288 46.5179169, 28.7813289 46.5178913, 28.7813488 46.517858, 28.7813469 46.5178228, 28.7813357 46.5177944, 28.7813007 46.5177449, 28.7812068 46.5176311, 28.7811192 46.5175261, 28.7810314 46.5174434, 28.7809266 46.517375)",,,,
121991682,False,,Strada Sfînta Maria,residential,50,False,101.82900000000001,"LINESTRING (28.7801437 46.517983, 28.7800857 46.5181784, 28.7800507 46.5183679, 28.7799983 46.5187479, 28.7799974 46.5188915)",,,,
121991682,False,,Strada Sfînta Maria,residential,50,True,36.61,"LINESTRING (28.7801437 46.517983, 28.7801928 46.5178381, 28.7802674 46.5176651)",,,,
121991670,False,,Strada Maria Cebotari,residential,,False,163.979,"LINESTRING (28.7838542 46.5183301, 28.784014 46.5182004, 28.7841141 46.5181077, 28.7841683 46.5180644, 28.7842027 46.518018, 28.7842187 46.5179439, 28.7842297 46.5177904, 28.784218 46.517667, 28.7842172 46.5176139, 28.7842201 46.5175604, 28.7842336 46.5175209, 28.7842517 46.5174896, 28.7843608 46.5173702, 28.7846818 46.5170299)",,,,
121991672,False,,Strada Maria Cebotari,residential,50,False,123.152,"LINESTRING (28.7838542 46.5183301, 28.7838844 46.5184568, 28.7839265 46.5185703, 28.7839765 46.5186788, 28.7840402 46.5188402, 28.7841261 46.5190724, 28.7841908 46.5192235, 28.7842412 46.5193197, 28.7842662 46.5193994)",,,,
121991672,False,,Strada Maria Cebotari,residential,50,True,125.34700000000001,"LINESTRING (28.7838542 46.5183301, 28.7837313 46.5178716, 28.7836352 46.5175788, 28.7836152 46.5174792, 28.7835938 46.5172193)",,,,
121991605,False,,Strada Traian,living_street,,True,83.16499999999999,"LINESTRING (28.782649 46.518612, 28.7819858 46.5186436, 28.7818726 46.5186652, 28.7818167 46.5186998, 28.7817905 46.5187519, 28.7817701 46.5188101, 28.7817616 46.5188526)",,,,
121991660,False,,Strada Dragoș-Vodă,residential,,False,269.63,"LINESTRING (28.7887488 46.5186657, 28.7884319 46.5186637, 28.7882221 46.5186637, 28.7881437 46.5186568, 28.7880653 46.5186378, 28.788005 46.5186165, 28.7879589 46.5185861, 28.7878578 46.5185113, 28.7877675 46.518419, 28.7876072 46.5182686, 28.7874706 46.5181774, 28.7872196 46.518026, 28.7870214 46.5179157, 28.7867854 46.5177894, 28.7865552 46.517663, 28.7863483 46.5175447, 28.7861443 46.5174224, 28.7859733 46.5173384)",,,,
121991666,False,,Stradela Cetatea Albă,residential,,False,164.42899999999997,"LINESTRING (28.7887488 46.5186657, 28.7886548 46.5185534, 28.7886009 46.5184852, 28.7885445 46.5184149, 28.7885251 46.5183836, 28.7885134 46.5183448, 28.7885162 46.5182957, 28.7885353 46.5182526, 28.7887394 46.5178706, 28.7887583 46.5178345, 28.7887717 46.517807, 28.7887772 46.5177753, 28.7887758 46.5177312, 28.7887845 46.5176801, 28.7888116 46.5175428, 28.7888501 46.5174053, 28.7888853 46.5173264, 28.7889121 46.5172689)",,,,
121991666,False,,Stradela Cetatea Albă,residential,,True,36.448,"LINESTRING (28.7887488 46.5186657, 28.7888501 46.5187569, 28.7889288 46.5188181, 28.7890663 46.5189091)",,,,
121991605,False,,Strada Traian,living_street,,False,83.16499999999999,"LINESTRING (28.7817616 46.5188526, 28.7817701 46.5188101, 28.7817905 46.5187519, 28.7818167 46.5186998, 28.7818726 46.5186652, 28.7819858 46.5186436, 28.782649 46.518612)",,,,
121991680,False,,Strada Traian,residential,,False,135.893,"LINESTRING (28.7817616 46.5188526, 28.7816302 46.5188411, 28.7814466 46.5188361, 28.7812674 46.5188321, 28.7809325 46.5188192, 28.780721 46.5188181, 28.7805228 46.5188261, 28.7802415 46.5188511, 28.7800974 46.5188702, 28.7799974 46.5188915)",,,,
121991680,False,,Strada Traian,residential,,True,216.68400000000003,"LINESTRING (28.7817616 46.5188526, 28.7818255 46.5188893, 28.7818779 46.5189434, 28.781926 46.5190026, 28.7819691 46.5190927, 28.7819974 46.5191319, 28.7820272 46.519155, 28.7820665 46.5191743, 28.7821049 46.5191855, 28.7821519 46.5191915, 28.782205 46.5191892, 28.7823174 46.5191804, 28.7825096 46.5191622, 28.7826836 46.5191496, 28.7827697 46.5191469, 28.7828555 46.5191508, 28.7829605 46.519166, 28.7830757 46.5191869, 28.7832491 46.5192262, 28.7833864 46.5192641, 28.7836715 46.5193297, 28.7838785 46.5193675, 28.784026 46.5193895, 28.7841014 46.5193966, 28.7841706 46.5193997, 28.7842389 46.5194019, 28.7842662 46.5193994)",,,,
121991643,False,,Strada Traian,residential,,True,114.183,"LINESTRING (28.7890663 46.5189091, 28.7889958 46.5189865, 28.7887874 46.519158, 28.7885645 46.5193204, 28.7882804 46.5195219, 28.7880857 46.5196808)",,,,
121991666,False,,Stradela Cetatea Albă,residential,,False,36.44799999999999,"LINESTRING (28.7890663 46.5189091, 28.7889288 46.5188181, 28.7888501 46.5187569, 28.7887488 46.5186657)",,,,
121991680,False,,Strada Traian,residential,,True,135.89299999999997,"LINESTRING (28.7799974 46.5188915, 28.7800974 46.5188702, 28.7802415 46.5188511, 28.7805228 46.5188261, 28.780721 46.5188181, 28.7809325 46.5188192, 28.7812674 46.5188321, 28.7814466 46.5188361, 28.7816302 46.5188411, 28.7817616 46.5188526)",,,,
121991682,False,,Strada Sfînta Maria,residential,50,False,65.215,"LINESTRING (28.7799974 46.5188915, 28.7799881 46.5189434, 28.7799742 46.5190316, 28.7799648 46.5190572, 28.7799524 46.5190903, 28.7799211 46.5191379, 28.779905 46.5191565, 28.779889 46.5191866, 28.7798795 46.5192101, 28.7798795 46.5192287, 28.7798825 46.5192457, 28.7798993 46.519316, 28.7799668 46.5194561)",,,,
121991682,False,,Strada Sfînta Maria,residential,50,True,101.82900000000001,"LINESTRING (28.7799974 46.5188915, 28.7799983 46.5187479, 28.7800507 46.5183679, 28.7800857 46.5181784, 28.7801437 46.517983)",,,,
121991672,False,,Strada Maria Cebotari,residential,50,True,123.15200000000002,"LINESTRING (28.7842662 46.5193994, 28.7842412 46.5193197, 28.7841908 46.5192235, 28.7841261 46.5190724, 28.7840402 46.5188402, 28.7839765 46.5186788, 28.7839265 46.5185703, 28.7838844 46.5184568, 28.7838542 46.5183301)",,,,
121991680,False,,Strada Traian,residential,,False,216.68399999999997,"LINESTRING (28.7842662 46.5193994, 28.7842389 46.5194019, 28.7841706 46.5193997, 28.7841014 46.5193966, 28.784026 46.5193895, 28.7838785 46.5193675, 28.7836715 46.5193297, 28.7833864 46.5192641, 28.7832491 46.5192262, 28.7830757 46.5191869, 28.7829605 46.519166, 28.7828555 46.5191508, 28.7827697 46.5191469, 28.7826836 46.5191496, 28.7825096 46.5191622, 28.7823174 46.5191804, 28.782205 46.5191892, 28.7821519 46.5191915, 28.7821049 46.5191855, 28.7820665 46.5191743, 28.7820272 46.519155, 28.7819974 46.5191319, 28.7819691 46.5190927, 28.781926 46.5190026, 28.7818779 46.5189434, 28.7818255 46.5188893, 28.7817616 46.5188526)",,,,
369639978,False,,Strada Traian,residential,50,False,144.095,"LINESTRING (28.7842662 46.5193994, 28.784466 46.5194041, 28.7846071 46.5194096, 28.7847856 46.5194194, 28.7852427 46.519436, 28.7858033 46.5194608, 28.7861458 46.5194785)",,,,
121991682,False,,Strada Sfînta Maria,residential,50,True,65.215,"LINESTRING (28.7799668 46.5194561, 28.7798993 46.519316, 28.7798825 46.5192457, 28.7798795 46.5192287, 28.7798795 46.5192101, 28.779889 46.5191866, 28.779905 46.5191565, 28.7799211 46.5191379, 28.7799524 46.5190903, 28.7799648 46.5190572, 28.7799742 46.5190316, 28.7799881 46.5189434, 28.7799974 46.5188915)",,,,
"[597665112, 121991603, 121991592]",False,,Strada Sfînta Maria,"['residential', 'living_street']",,True,144.012,"LINESTRING (28.7799668 46.5194561, 28.7801845 46.5195881, 28.7804075 46.5197343, 28.7805228 46.5198107, 28.7805985 46.519917, 28.7806452 46.5200513, 28.7806919 46.5202679, 28.780724 46.5205183, 28.78073 46.5205647)",yes,,,
597708328,False,,Strada Traian,residential,,False,158.276,"LINESTRING (28.7799668 46.5194561, 28.7798657 46.5194287, 28.7796923 46.5193916, 28.7794971 46.5193816, 28.7793523 46.5193963, 28.7787365 46.5194778, 28.7783576 46.51954, 28.7779588 46.5196298)",,,,
121991662,False,,Stradela Dragoș-Vodă,living_street,,False,240.949,"LINESTRING (28.7861458 46.5194785, 28.7861227 46.5194077, 28.786086 46.5192853, 28.7860094 46.5190796, 28.7859837 46.5189607, 28.785947 46.5186139, 28.7859403 46.5185293, 28.7858907 46.5184351, 28.7858624 46.5183425, 28.7858878 46.5180741, 28.7858878 46.5178656, 28.7859015 46.5176824, 28.7859053 46.5175808, 28.7859342 46.5174965, 28.7859733 46.5173384)",,,,
369639978,False,,Strada Traian,residential,50,False,151.44400000000002,"LINESTRING (28.7861458 46.5194785, 28.7863555 46.5195212, 28.786638 46.5195878, 28.7867854 46.5196232, 28.7869748 46.5196503, 28.7871803 46.5196633, 28.7875853 46.5196633, 28.7880857 46.5196808)",,,,
369639978,False,,Strada Traian,residential,50,True,144.09499999999997,"LINESTRING (28.7861458 46.5194785, 28.7858033 46.5194608, 28.7852427 46.519436, 28.7847856 46.5194194, 28.7846071 46.5194096, 28.784466 46.5194041, 28.7842662 46.5193994)",,,,
597708328,False,,Strada Traian,residential,,False,87.946,"LINESTRING (28.7779588 46.5196298, 28.7776466 46.5197024, 28.7773959 46.5197465, 28.7771633 46.5197718, 28.7770448 46.5197816, 28.7769253 46.5197916, 28.776841 46.5198029)",,,,
597708328,False,,Strada Traian,residential,,True,158.27599999999998,"LINESTRING (28.7779588 46.5196298, 28.7783576 46.51954, 28.7787365 46.5194778, 28.7793523 46.5193963, 28.7794971 46.5193816, 28.7796923 46.5193916, 28.7798657 46.5194287, 28.7799668 46.5194561)",,,,
121991643,False,,Strada Traian,residential,,False,114.183,"LINESTRING (28.7880857 46.5196808, 28.7882804 46.5195219, 28.7885645 46.5193204, 28.7887874 46.519158, 28.7889958 46.5189865, 28.7890663 46.5189091)",,,,
369639978,False,,Strada Traian,residential,50,False,143.37800000000001,"LINESTRING (28.7880857 46.5196808, 28.7881827 46.5197034, 28.7882775 46.5197395, 28.7884042 46.5197957, 28.7885162 46.5198486, 28.7886578 46.519919, 28.7888456 46.5200315, 28.7890415 46.5201413, 28.7891386 46.5201897, 28.7892588 46.520247, 28.7895393 46.5203614, 28.7896322 46.5203993)",,,,
369639978,False,,Strada Traian,residential,50,True,151.444,"LINESTRING (28.7880857 46.5196808, 28.7875853 46.5196633, 28.7871803 46.5196633, 28.7869748 46.5196503, 28.7867854 46.5196232, 28.786638 46.5195878, 28.7863555 46.5195212, 28.7861458 46.5194785)",,,,
121991679,False,,Strada Constantin Stamati,residential,,False,5.58,"LINESTRING (28.776841 46.5198029, 28.776784 46.5197716)",,,,
"[121991610, 121991579, 121991679]",False,,Strada Constantin Stamati,"['residential', 'living_street']",,True,165.01299999999998,"LINESTRING (28.776841 46.5198029, 28.7768947 46.5198488, 28.7769457 46.5198969, 28.7769865 46.5199501, 28.7770244 46.5200192, 28.7770535 46.5201025, 28.7770652 46.5201456, 28.7770675 46.5201759, 28.7770188 46.5203399, 28.7770302 46.5203952, 28.777058 46.5204895, 28.7770725 46.5205797, 28.7770812 46.5206679, 28.777087 46.5207321, 28.7771162 46.5209106, 28.7771578 46.5210979, 28.7771884 46.5212359)",yes,,,
597708328,False,,Strada Traian,residential,,True,87.946,"LINESTRING (28.776841 46.5198029, 28.7769253 46.5197916, 28.7770448 46.5197816, 28.7771633 46.5197718, 28.7773959 46.5197465, 28.7776466 46.5197024, 28.7779588 46.5196298)",,,,
121993257,False,,Bulevardul Mihai Viteazul,residential,50,False,33.98,"LINESTRING (28.7776125 46.5211452, 28.7771884 46.5212359)",,,,
121993257,False,,Bulevardul Mihai Viteazul,residential,50,True,247.75300000000001,"LINESTRING (28.7776125 46.5211452, 28.7779463 46.5210338, 28.7795877 46.5207349, 28.7799503 46.5206732, 28.7803884 46.5206065, 28.78073 46.5205647)",,,,
670130584,False,,Strada Decebal,residential,50,False,130.953,"LINESTRING (28.7776125 46.5211452, 28.7781423 46.5212197, 28.7782469 46.5212344, 28.7783283 46.5212466, 28.7792865 46.5213904)",,,,
121993257,False,,Bulevardul Mihai Viteazul,residential,50,False,12.104,"LINESTRING (28.7771884 46.5212359, 28.7770371 46.5212677)",,,,
121993257,False,,Bulevardul Mihai Viteazul,residential,50,True,33.98,"LINESTRING (28.7771884 46.5212359, 28.7776125 46.5211452)",,,,
"[121991610, 121991579, 121991679]",False,,Strada Constantin Stamati,"['residential', 'living_street']",,False,165.01299999999998,"LINESTRING (28.7771884 46.5212359, 28.7771578 46.5210979, 28.7771162 46.5209106, 28.777087 46.5207321, 28.7770812 46.5206679, 28.7770725 46.5205797, 28.777058 46.5204895, 28.7770302 46.5203952, 28.7770188 46.5203399, 28.7770675 46.5201759, 28.7770652 46.5201456, 28.7770535 46.5201025, 28.7770244 46.5200192, 28.7769865 46.5199501, 28.7769457 46.5198969, 28.7768947 46.5198488, 28.776841 46.5198029)",yes,,,
121993253,False,,Stradela Decebal,residential,,True,152.66799999999998,"LINESTRING (28.7792865 46.5213904, 28.7792515 46.5214913, 28.7789483 46.5223662, 28.7788587 46.5226856, 28.7788464 46.5227293)",,,,
670130584,False,,Strada Decebal,residential,50,False,90.79400000000001,"LINESTRING (28.7792865 46.5213904, 28.7798497 46.521483, 28.7803031 46.521537, 28.7804496 46.5215253)",,,,
670130584,False,,Strada Decebal,residential,50,True,130.953,"LINESTRING (28.7792865 46.5213904, 28.7783283 46.5212466, 28.7782469 46.5212344, 28.7781423 46.5212197, 28.7776125 46.5211452)",,,,
670130576,True,,Strada Decebal,residential,,False,13.844999999999999,"LINESTRING (28.7830319 46.5214453, 28.7830955 46.5214499, 28.7831466 46.5214464, 28.783207 46.5214287)",,,,
670130584,False,,Strada Decebal,residential,50,True,204.29200000000003,"LINESTRING (28.7830319 46.5214453, 28.7828604 46.5214163, 28.7826793 46.5213888, 28.7824527 46.5213603, 28.782073 46.5213188, 28.7816748 46.5212953, 28.7814468 46.5213001, 28.7811362 46.5213288, 28.7809248 46.5213578, 28.7808011 46.5213924, 28.7807071 46.5214386, 28.7805967 46.5214837, 28.7804496 46.5215253)",,,,
121991635,False,,Strada Sfînta Maria,residential,,False,72.263,"LINESTRING (28.7804496 46.5215253, 28.7804009 46.5216394, 28.7803877 46.5216793, 28.7803368 46.5217695, 28.7802599 46.5219143, 28.780152 46.5221416)",,,,
670130584,False,,Strada Decebal,residential,50,False,204.292,"LINESTRING (28.7804496 46.5215253, 28.7805967 46.5214837, 28.7807071 46.5214386, 28.7808011 46.5213924, 28.7809248 46.5213578, 28.7811362 46.5213288, 28.7814468 46.5213001, 28.7816748 46.5212953, 28.782073 46.5213188, 28.7824527 46.5213603, 28.7826793 46.5213888, 28.7828604 46.5214163, 28.7830319 46.5214453)",,,,
670130584,False,,Strada Decebal,residential,50,True,90.79400000000001,"LINESTRING (28.7804496 46.5215253, 28.7803031 46.521537, 28.7798497 46.521483, 28.7792865 46.5213904)",,,,
45829814,False,R3,Strada Barbu Lăutaru,primary,40,False,171.01300000000003,"LINESTRING (28.7854775 46.5219512, 28.7857081 46.5214545, 28.7859309 46.5209288, 28.7860048 46.5208604, 28.7861097 46.5208017, 28.7861745 46.5207782, 28.7862577 46.5207586, 28.7863597 46.5207481, 28.786517 46.5207591)",,,,
45829814,False,R3,Strada Barbu Lăutaru,primary,40,True,132.159,"LINESTRING (28.7854775 46.5219512, 28.7854549 46.5220015, 28.7852191 46.522526, 28.7849754 46.5230884)",,,,
121991574,False,,Strada Decebal,residential,50,False,147.45999999999998,"LINESTRING (28.7854775 46.5219512, 28.7861501 46.5220846, 28.7873254 46.5223279)",,,,
121991574,False,,Strada Decebal,residential,50,True,151.613,"LINESTRING (28.7854775 46.5219512, 28.784195 46.5216758, 28.7841189 46.5216595, 28.7836868 46.5215823, 28.7835797 46.5215599)",,,,
121991569,False,,Stradela Livezilor,residential,,True,56.914,"LINESTRING (28.780152 46.5221416, 28.78045 46.5221989, 28.7808096 46.5222704, 28.7808377 46.5222792, 28.7808586 46.5222933)",,,,
121991635,False,,Strada Sfînta Maria,residential,,False,88.528,"LINESTRING (28.780152 46.5221416, 28.7798846 46.5227122, 28.7798174 46.5229033)",,,,
121991635,False,,Strada Sfînta Maria,residential,,True,72.26299999999999,"LINESTRING (28.780152 46.5221416, 28.7802599 46.5219143, 28.7803368 46.5217695, 28.7803877 46.5216793, 28.7804009 46.5216394, 28.7804496 46.5215253)",,,,
121991574,False,,Strada Decebal,residential,50,False,157.54000000000002,"LINESTRING (28.7873254 46.5223279, 28.7880356 46.5224736, 28.7887029 46.522618, 28.7892878 46.5227563)",,,,
121991574,False,,Strada Decebal,residential,50,True,147.45999999999998,"LINESTRING (28.7873254 46.5223279, 28.7861501 46.5220846, 28.7854775 46.5219512)",,,,
121991586,False,,Strada Suveranității,residential,,False,132.904,"LINESTRING (28.7873254 46.5223279, 28.787301 46.5223947, 28.7869015 46.523487)",,,,
121991589,False,,Strada Suveranității,residential,,False,175.088,"LINESTRING (28.782782 46.5226393, 28.7849754 46.5230884)",,,,
121991685,False,,Bulevardul Ștefan cel Mare și Sfînt,residential,50,False,6.314,"LINESTRING (28.782782 46.5226393, 28.7828031 46.5225844)",,,,
121991685,False,,Bulevardul Ștefan cel Mare și Sfînt,residential,50,True,94.42599999999999,"LINESTRING (28.782782 46.5226393, 28.7824967 46.5232855, 28.7824109 46.523449)",,,,
121991574,False,,Strada Decebal,residential,50,True,157.54,"LINESTRING (28.7892878 46.5227563, 28.7887029 46.522618, 28.7880356 46.5224736, 28.7873254 46.5223279)",,,,
