osmid,highway,junction,oneway,reversed,length,geometry,name
22562038,primary,roundabout,True,False,19.878999999999998,"LINESTRING (178.5336733 -18.030615, 178.533653 -18.0305278, 178.5336807 -18.0304423)",
22562017,primary,,True,False,130.67399999999998,"LINESTRING (178.5336807 -18.0304423, 178.5335745 -18.0302795, 178.5334441 -18.0301222, 178.5331145 -18.0297327, 178.5330161 -18.0296317, 178.5328948 -18.0295427)",King's Highway
24656880,residential,,False,True,6.043,"LINESTRING (178.5328948 -18.0295427, 178.5329216 -18.0294947)",
22562017,primary,,True,False,109.45700000000001,"LINESTRING (178.5328948 -18.0295427, 178.5328002 -18.0294953, 178.5327163 -18.0294572, 178.5326317 -18.0294338, 178.532528 -18.0294214, 178.5324031 -18.0294141, 178.5322785 -18.0294098, 178.5321685 -18.0294186, 178.5320458 -18.0294521, 178.53192 -18.0295379)",King's Highway
24656453,primary,roundabout,True,False,10.7,"LINESTRING (178.53192 -18.0295379, 178.5318933 -18.0295576, 178.5318624 -18.0295703, 178.5318291 -18.0295755)",
24656453,primary,roundabout,True,False,9.608,"LINESTRING (178.5318457 -18.0293197, 178.5318888 -18.0293336, 178.5319245 -18.0293602)",
"[531295763, 24656876]",residential,,False,False,146.406,"LINESTRING (178.5318457 -18.0293197, 178.5319882 -18.0280467, 178.531979 -18.0280113)",
506456700,residential,,False,True,60.747,"LINESTRING (178.5303812 -18.0308745, 178.5299059 -18.0305676)",
24656462,residential,,False,False,102.382,"LINESTRING (178.5303812 -18.0308745, 178.5306008 -18.0306814, 178.5310442 -18.0302048)",
24656879,residential,,False,True,72.504,"LINESTRING (178.5303812 -18.0308745, 178.530871 -18.0311229, 178.53099 -18.0311741)",
831355894,residential,,False,False,139.573,"LINESTRING (178.5272349 -18.0270514, 178.528048 -18.0280402)",
729976272,residential,,False,False,57.076,"LINESTRING (178.5272349 -18.0270514, 178.5274559 -18.0268893, 178.5276644 -18.0267405)",
831355894,residential,,False,True,162.71300000000002,"LINESTRING (178.5272349 -18.0270514, 178.5268342 -18.0265113, 178.5264215 -18.0258115)",
531295743,residential,,True,False,37.676,"LINESTRING (178.5264215 -18.0258115, 178.5264156 -18.0257832, 178.5263483 -18.0254799)",
831355894,residential,,False,False,162.71300000000002,"LINESTRING (178.5264215 -18.0258115, 178.5268342 -18.0265113, 178.5272349 -18.0270514)",
24656823,residential,,False,True,96.084,"LINESTRING (178.5286004 -18.0260884, 178.5278586 -18.0265875)",
"[531295746, 531295757]",residential,,False,True,221.73399999999998,"LINESTRING (178.5286004 -18.0260884, 178.5296869 -18.0269472, 178.5297053 -18.0269837, 178.5297024 -18.0270244, 178.5293534 -18.027487)",
831355894,residential,,False,False,15.702,"LINESTRING (178.528048 -18.0280402, 178.5281402 -18.0281509)",
831355894,residential,,False,True,139.573,"LINESTRING (178.528048 -18.0280402, 178.5272349 -18.0270514)",
24656826,unclassified,,False,True,90.37199999999999,"LINESTRING (178.528048 -18.0280402, 178.5276825 -18.0282819, 178.5276577 -18.0283044, 178.5276443 -18.0283248, 178.5276282 -18.028349, 178.5276175 -18.028363, 178.5276 -18.0283809, 178.5274069 -18.028502, 178.5273653 -18.0285173)",
689192606,residential,,False,True,37.137,"LINESTRING (178.5289232 -18.0292055, 178.5291588 -18.0289578)",
506456700,residential,,False,False,185.082,"LINESTRING (178.5289232 -18.0292055, 178.5290097 -18.0293603, 178.5294395 -18.0300324, 178.5295381 -18.0301866, 178.5296669 -18.0303723, 178.5299059 -18.0305676)",
"[506456700, 831355893]",residential,,False,True,81.65899999999999,"LINESTRING (178.5289232 -18.0292055, 178.5287897 -18.0290159, 178.5284935 -18.0285953)",
531295758,residential,,False,True,197.89299999999997,"LINESTRING (178.5300613 -18.0280036, 178.5305424 -18.0274818, 178.530577 -18.027449, 178.5306123 -18.0274405, 178.5306546 -18.0274464, 178.5306859 -18.0274559, 178.5307333 -18.0274876, 178.5307681 -18.0275152, 178.5313959 -18.0280984)",
689192605,primary,roundabout,True,False,11.961,"LINESTRING (178.5300613 -18.0280036, 178.5300765 -18.0280195, 178.5300877 -18.0280382, 178.5300946 -18.0280587, 178.5300966 -18.0280801, 178.5300939 -18.0281015)",
