osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,ref,junction,bridge,tunnel,width
168992242,True,1,trunk_link,40,False,34.492,"LINESTRING (-16.7947839 32.684517, -16.7948594 32.6844487, -16.7949245 32.684373, -16.795008 32.6842715)",,,,,,
167061233,False,,residential,,True,329.14099999999996,"LINESTRING (-16.787151 32.6903051, -16.7872958 32.6894462, -16.78733 32.6893838, -16.787408 32.6893569, -16.7881682 32.6895077, -16.7883529 32.6895405, -16.7884611 32.6895616, -16.7885896 32.6895758, -16.7888227 32.6895055, -16.7896642 32.689664)",Rua da Fábrica Burnay,,,,,
370367006,False,,residential,,False,97.51,"LINESTRING (-16.787151 32.6903051, -16.7871979 32.6903277, -16.7873269 32.6903622, -16.7881 32.6903945, -16.7881783 32.6903994)",Rua de São Sebastião,,,,,
706818672,False,,residential,,True,49.873,"LINESTRING (-16.7892487 32.6907085, -16.7897813 32.6906926)",,,,,,
706818666,False,,residential,,True,27.593,"LINESTRING (-16.7892487 32.6907085, -16.7892498 32.6906448, -16.7892337 32.6905715, -16.7891961 32.6905297, -16.7891465 32.6904902)",Rua de São Sebastião,,,,,
167061276,True,1,trunk_link,40,False,17.36,"LINESTRING (-16.7858837 32.6888706, -16.7860283 32.6889684)",,,,,,
"[1039573850, 1039573851, 629067087]",True,1,secondary,50,False,108.59100000000001,"LINESTRING (-16.7858837 32.6888706, -16.7859218 32.6887525, -16.7859902 32.6886612, -16.7860898 32.6885829, -16.7861984 32.6885542, -16.7864896 32.6885768, -16.786819 32.6886607)",Estrada de Santa Catarina,ER 207,,,,
166775769,True,2,secondary,30,False,9.983,"LINESTRING (-16.7880879 32.6889126, -16.7881934 32.6888993)",Rotunda de Santa Cruz,,roundabout,,,
23599383,True,1,trunk_link,40,False,47.303,"LINESTRING (-16.7880879 32.6889126, -16.7880787 32.6889683, -16.7880827 32.6890411, -16.7880421 32.6890998, -16.7879524 32.6891219, -16.7878872 32.6891175, -16.787775 32.6891108)",,,,,,
166775761,True,,secondary,30,False,16.477,"LINESTRING (-16.7881934 32.6888993, -16.788262 32.6888503, -16.7882998 32.6887852)",Rotunda de Santa Cruz,,roundabout,,,
166775791,True,2,secondary,30,False,15.883000000000001,"LINESTRING (-16.7882998 32.6887852, -16.7883013 32.6887344, -16.7882932 32.6886916, -16.7882717 32.6886464)",Rotunda de Santa Cruz,,roundabout,,,
167061280,False,,tertiary,,False,163.197,"LINESTRING (-16.7882998 32.6887852, -16.7885083 32.6888127, -16.788641 32.6888269, -16.7886619 32.6888299, -16.7892753 32.6889979, -16.7898145 32.6891516, -16.7899688 32.6891971)",Avenida 25 de Junho,,,,,
28960442,True,,residential,,False,41.643,"LINESTRING (-16.7904851 32.6883735, -16.7904775 32.6883437, -16.7903989 32.6880597, -16.7903861 32.6880084)",Rua do Ribeirinho,,,,,
"[384240272, 28960441, 28960440]",True,,residential,,False,48.521,"LINESTRING (-16.7904851 32.6883735, -16.7905181 32.6883647, -16.7905398 32.6883594, -16.7906072 32.6883445, -16.7909564 32.6882785, -16.7909892 32.6882721)","['Rua Bela de São José', 'Rua da Ponte Nova']",,,yes,,
167061280,False,,tertiary,,False,3.736,"LINESTRING (-16.7899688 32.6891971, -16.7900068 32.6892074)",Avenida 25 de Junho,,,,,
167061280,False,,tertiary,,True,163.197,"LINESTRING (-16.7899688 32.6891971, -16.7898145 32.6891516, -16.7892753 32.6889979, -16.7886619 32.6888299, -16.788641 32.6888269, -16.7885083 32.6888127, -16.7882998 32.6887852)",Avenida 25 de Junho,,,,,
706818664,False,,residential,,True,61.591,"LINESTRING (-16.7899688 32.6891971, -16.7898788 32.6894575, -16.7898385 32.6895308, -16.7897956 32.6895839, -16.7897487 32.6896234, -16.7896642 32.689664)",Rua da Calçada,,,,,
131690247,False,,residential,,False,231.37400000000002,"LINESTRING (-16.7938928 32.6866508, -16.7939389 32.6865339, -16.7939223 32.6864883, -16.7936275 32.686041, -16.7936266 32.6860076, -16.7936508 32.6859817, -16.7936908 32.6859754, -16.7938507 32.6860532, -16.7940804 32.6861075, -16.7943178 32.6861289, -16.7947983 32.6861733, -16.7951721 32.6862848)",Rua da Morena,,,,,
249103300,False,,tertiary,,False,118.97000000000001,"LINESTRING (-16.7938928 32.6866508, -16.7934941 32.686053, -16.7934678 32.6859294, -16.793466 32.6858051, -16.7934996 32.6856736)",Avenida 25 de Junho,,,,,
249103300,False,,tertiary,,True,157.573,"LINESTRING (-16.7938928 32.6866508, -16.7939619 32.6869798, -16.7939791 32.6873471, -16.7939249 32.6875328, -16.7938607 32.6877118, -16.7937136 32.687941, -16.793663 32.6880048)",Avenida 25 de Junho,,,,,
901736238,False,,residential,,False,45.813,"LINESTRING (-16.7938928 32.6866508, -16.7940751 32.6867148, -16.7943039 32.6868675)",,,,,,
"[26736882, 26141141, 26184935]",False,2,tertiary,,False,322.733,"LINESTRING (-16.7934996 32.6856736, -16.7938423 32.6853643, -16.7944163 32.6848804, -16.7948516 32.6845231, -16.7951602 32.6843316, -16.7955277 32.684162, -16.7959429 32.684032, -16.796123 32.68399, -16.7962154 32.6839806)",Avenida 25 Junho,,,,yes,
249103300,False,,tertiary,,True,118.97,"LINESTRING (-16.7934996 32.6856736, -16.793466 32.6858051, -16.7934678 32.6859294, -16.7934941 32.686053, -16.7938928 32.6866508)",Avenida 25 de Junho,,,,,
167061233,False,,residential,,False,329.141,"LINESTRING (-16.7896642 32.689664, -16.7888227 32.6895055, -16.7885896 32.6895758, -16.7884611 32.6895616, -16.7883529 32.6895405, -16.7881682 32.6895077, -16.787408 32.6893569, -16.78733 32.6893838, -16.7872958 32.6894462, -16.787151 32.6903051)",Rua da Fábrica Burnay,,,,,
362301824,False,,residential,,False,148.53,"LINESTRING (-16.7896642 32.689664, -16.7889388 32.6899679, -16.7883996 32.6901134, -16.7883268 32.690196, -16.7882937 32.690265)",Rua Nova da Calçada,,,,,
706818664,False,,residential,,False,61.591,"LINESTRING (-16.7896642 32.689664, -16.7897487 32.6896234, -16.7897956 32.6895839, -16.7898385 32.6895308, -16.7898788 32.6894575, -16.7899688 32.6891971)",Rua da Calçada,,,,,
706818664,False,,residential,,True,195.433,"LINESTRING (-16.7896642 32.689664, -16.790147 32.6897961, -16.7903481 32.6898457, -16.790444 32.6898832, -16.7905319 32.6899485, -16.7905533 32.6900421, -16.7905265 32.6904417, -16.7904688 32.6907261, -16.7904527 32.6909078)",Rua da Calçada,,,,,
706818666,False,,residential,,False,17.263,"LINESTRING (-16.7881783 32.6903994, -16.7883622 32.6904116)",Rua de São Sebastião,,,,,
370367006,False,,residential,,True,97.50999999999999,"LINESTRING (-16.7881783 32.6903994, -16.7881 32.6903945, -16.7873269 32.6903622, -16.7871979 32.6903277, -16.787151 32.6903051)",Rua de São Sebastião,,,,,
23599392,True,,residential,,False,4.952,"LINESTRING (-16.7953514 32.689435, -16.7953009 32.6894217)",Rua do Bom Jesus,,,,,
"[23599400, 733485045, 733485046]",False,,residential,,False,25.918,"LINESTRING (-16.7953514 32.689435, -16.79539 32.6893881, -16.7953933 32.6893844, -16.795479 32.6892933, -16.7955246 32.6892536)",,,,yes,,
134021933,False,,residential,,True,124.59999999999998,"LINESTRING (-16.7953514 32.689435, -16.7955082 32.6894927, -16.7958379 32.6897684, -16.7960003 32.6898438, -16.796181 32.6899733, -16.7962119 32.6900866, -16.7962253 32.6901504, -16.7962316 32.6901986)",Rua da Ribeira,,,,,
"[26736858, 19854043, 83209943, 19854042, 26140699, 26736860, 19854045, 19854046, 83209919]",True,2,trunk,80,False,1158.306,"LINESTRING (-16.7878136 32.689223, -16.7884388 32.6893697, -16.7897953 32.6897306, -16.7900056 32.6897648, -16.790396 32.6897932, -16.7908854 32.6898151, -16.7912304 32.6898328, -16.7915349 32.6898541, -16.7919632 32.6898804, -16.7923368 32.6898768, -16.7925534 32.689868, -16.7927727 32.6898323, -16.7931294 32.6897178, -16.7934146 32.6895821, -16.7935883 32.6894637, -16.7937331 32.6893534, -16.7939618 32.6891212, -16.7943177 32.6886968, -16.7944295 32.6885549, -16.7947976 32.688065, -16.7948497 32.6879674, -16.7949685 32.6876694, -16.7950112 32.6875014, -16.7950297 32.687393, -16.795042 32.687217, -16.7950196 32.6869645, -16.7949809 32.6867846, -16.7946275 32.6854718, -16.7946082 32.6852169, -16.794637 32.6849483, -16.7946678 32.6848049, -16.7947839 32.684517)","['Ponte de Santa Cruz', 'Túnel de Santa Catarina', 'Túnel de Santa Cruz Este', 'Túnel de Santa Cruz Oeste']",VR 1,,yes,yes,
23599389,False,,residential,,True,185.54399999999998,"LINESTRING (-16.7929262 32.690655, -16.7928967 32.6906306, -16.7927752 32.69053, -16.7925005 32.6902546, -16.7923396 32.6901831, -16.7921627 32.6901208, -16.7920421 32.6900622, -16.7919446 32.689994, -16.7918716 32.6899117, -16.7916643 32.6895472, -16.791639 32.6894643)",Rampa do Miradouro,,,,,
131691665,False,,residential,,False,341.3860000000001,"LINESTRING (-16.7929262 32.690655, -16.7930356 32.6907165, -16.793092 32.69076, -16.7931196 32.6908452, -16.7931027 32.6909549, -16.7930212 32.6911087, -16.7929503 32.6911759, -16.7928748 32.6911979, -16.7927554 32.6911719, -16.7926162 32.6910548, -16.7925006 32.6910117, -16.7921801 32.6909112, -16.7916477 32.6906922, -16.7915404 32.6906189, -16.7913835 32.6905354, -16.7912708 32.690515, -16.7911609 32.690515, -16.7911059 32.6905354, -16.7910281 32.6905771, -16.7907746 32.6907848, -16.7907089 32.6908424, -16.7906204 32.6909011, -16.7905453 32.6909214, -16.7904527 32.6909078)",Estrada do Miradouro,,,,,
293593746,False,,residential,,True,174.236,"LINESTRING (-16.7929262 32.690655, -16.7929754 32.6905668, -16.7930344 32.6905421, -16.7931063 32.6905355, -16.7931985 32.6905554, -16.7934608 32.690651, -16.7936079 32.6907209, -16.7938697 32.6908474, -16.7940629 32.6909498, -16.7945118 32.6911833)",Rua dos Lameiros,,,,,
"[293593745, 131691667]",False,,residential,,True,36.607,"LINESTRING (-16.7945118 32.6911833, -16.7946317 32.6912218, -16.7948789 32.691297)",Rua dos Lameiros,,,yes,,
293593746,False,,residential,,False,174.23600000000002,"LINESTRING (-16.7945118 32.6911833, -16.7940629 32.6909498, -16.7938697 32.6908474, -16.7936079 32.6907209, -16.7934608 32.690651, -16.7931985 32.6905554, -16.7931063 32.6905355, -16.7930344 32.6905421, -16.7929754 32.6905668, -16.7929262 32.690655)",Rua dos Lameiros,,,,,
361404541,False,,residential,,True,23.117,"LINESTRING (-16.7945118 32.6911833, -16.7945632 32.6913397, -16.7946093 32.6913637)",,,,,,
"[23599400, 733485045, 733485046]",False,,residential,,True,25.918,"LINESTRING (-16.7955246 32.6892536, -16.795479 32.6892933, -16.7953933 32.6893844, -16.79539 32.6893881, -16.7953514 32.689435)",,,,yes,,
"[110996843, 28958933]",False,,residential,,False,28.626,"LINESTRING (-16.7930048 32.6875117, -16.7929469 32.6876135, -16.7928888 32.6876975, -16.7928604 32.6877384)",Rua Cónego Alfredo C. Oliveira,,,yes,,
