osmid,name,highway,oneway,reversed,length,geometry,lanes,width,maxspeed,bridge,junction,ref
110528695,Rua do Salto,residential,False,True,63.541,"LINESTRING (-7.6468328 37.1282205, -7.6469884 37.1284472, -7.6471398 37.128736)",,,,,,
110528696,Rua do Forno,residential,False,True,116.255,"LINESTRING (-7.6468328 37.1282205, -7.6473372 37.1281477, -7.6473238 37.1279595, -7.6474199 37.1279559, -7.6478361 37.1279403, -7.6478836 37.1279512)",,,,,,
138652910,Largo de São Brás,residential,False,True,40.899,"LINESTRING (-7.6467854 37.1290258, -7.6472221 37.1289072)",,,,,,
171887514,Rua Feixinho de Vides,residential,False,True,10.659,"LINESTRING (-7.6467854 37.1290258, -7.6466689 37.1290021)",,,,,,
111496272,Largo do Carmo,residential,False,False,61.376,"LINESTRING (-7.6467854 37.1290258, -7.6467678 37.1290879, -7.6466909 37.1294713, -7.6467508 37.1295592)",,,,,,
173267268,Largo de São Brás,residential,False,False,47.467,"LINESTRING (-7.6467854 37.1290258, -7.6471165 37.1290671, -7.6473168 37.1290671)",,,,,,
110528695,Rua do Salto,residential,False,True,20.387,"LINESTRING (-7.6471398 37.128736, -7.6472221 37.1289072)",,,,,,
110528698,Rua de Álvares Botelho,residential,True,False,43.893,"LINESTRING (-7.6471398 37.128736, -7.6475606 37.128528)",,,,,,
110528695,Rua do Salto,residential,False,False,63.541,"LINESTRING (-7.6471398 37.128736, -7.6469884 37.1284472, -7.6468328 37.1282205)",,,,,,
110528696,Rua do Forno,residential,False,False,116.255,"LINESTRING (-7.6478836 37.1279512, -7.6478361 37.1279403, -7.6474199 37.1279559, -7.6473238 37.1279595, -7.6473372 37.1281477, -7.6468328 37.1282205)",,,,,,
110528700,Rua das Oliveiras,residential,False,False,71.023,"LINESTRING (-7.6478836 37.1279512, -7.6478013 37.1280942, -7.647761 37.1282119, -7.6475733 37.1284535, -7.6475606 37.128528)",,,,,,
110528700,Rua das Oliveiras,residential,False,True,30.543,"LINESTRING (-7.6478836 37.1279512, -7.6479193 37.1279032, -7.648057 37.1277763, -7.6480998 37.1277383)",,,,,,
110528700,Rua das Oliveiras,residential,False,False,30.543,"LINESTRING (-7.6480998 37.1277383, -7.648057 37.1277763, -7.6479193 37.1279032, -7.6478836 37.1279512)",,,,,,
808568357,Rua Almirante Cândido dos Reis,residential,True,False,46.669,"LINESTRING (-7.6480998 37.1277383, -7.648225 37.1278027, -7.6483706 37.127864, -7.648571 37.127921)",1,,,,,
173166336,Rua João Vaz Corte Real,residential,True,False,105.441,"LINESTRING (-7.6517818 37.1280214, -7.6515755 37.127875, -7.6512534 37.1276589, -7.6507645 37.1276136)",,,10,,,
527370869,Rua João Vaz Corte Real,residential,False,True,125.34899999999999,"LINESTRING (-7.6517818 37.1280214, -7.6520267 37.1282731, -7.6521348 37.1284636, -7.6521462 37.1284836, -7.6522941 37.1287314, -7.6523419 37.1288122, -7.6523585 37.1288403, -7.6524273 37.1289411, -7.6524681 37.1290009)",,,,,,
111495892,Largo da Caracolinha,residential,False,False,29.578,"LINESTRING (-7.647972 37.1270156, -7.6480777 37.1267633)",,,,,,
"[808568355, 808568356]",Largo da Caracolinha,residential,True,False,7.964,"LINESTRING (-7.647972 37.1270156, -7.6479273 37.1270117, -7.6478909 37.1270326)",,,,,roundabout,
111495897,Travessa José Joaquim Jara,residential,False,True,29.279,"LINESTRING (-7.6465888 37.1273438, -7.6465036 37.1270894)",,,,,,
31798626,Rua José Joaquim Jara,residential,True,False,99.50800000000001,"LINESTRING (-7.6465888 37.1273438, -7.6462609 37.1274253, -7.645526 37.1276312)",,,,,,
111495898,Rua Sebastião Martins Mestre,residential,False,True,70.734,"LINESTRING (-7.647299 37.1268993, -7.6465187 37.1267666)",,,,,,
111495898,Rua Sebastião Martins Mestre,residential,False,False,48.256,"LINESTRING (-7.647299 37.1268993, -7.647721 37.1269737, -7.647812 37.1270259)",,,,,,
111495891,Largo da Caracolinha,residential,True,False,14.344000000000001,"LINESTRING (-7.6479454 37.1271099, -7.6479832 37.1270984, -7.6480044 37.1270709, -7.648 37.1270389, -7.647972 37.1270156)",,,,,roundabout,
79135056,Travessa José Joaquim Jara,residential,False,False,35.919,"LINESTRING (-7.6465187 37.1267666, -7.6465036 37.1270894)",,,,,,
111495898,Rua Sebastião Martins Mestre,residential,False,False,70.734,"LINESTRING (-7.6465187 37.1267666, -7.647299 37.1268993)",,,,,,
173148432,Travessa José Joaquim Jara,residential,False,False,27.408,"LINESTRING (-7.6465187 37.1267666, -7.6465625 37.1265226)",,,,,,
923130781,Largo da Caracolinha,residential,True,False,7.035,"LINESTRING (-7.6478909 37.1270326, -7.647812 37.1270259)",,,,,,
808568355,Largo da Caracolinha,residential,True,False,11.871,"LINESTRING (-7.6478909 37.1270326, -7.6478813 37.1270673, -7.6479032 37.1270984, -7.6479454 37.1271099)",,,,,roundabout,
111495896,Travessa José Joaquim Jara,residential,False,False,28.276,"LINESTRING (-7.6467357 37.1275709, -7.6466417 37.1273279)",,,,,,
111495896,Travessa José Joaquim Jara,residential,False,True,32.292,"LINESTRING (-7.6467357 37.1275709, -7.6468676 37.1278416)",,,,,,
32512200,Rua Poeta Emiliano da Costa,residential,True,False,107.532,"LINESTRING (-7.6467357 37.1275709, -7.6476454 37.1273239, -7.6478775 37.1272458)",1,,,,,
31798626,Rua José Joaquim Jara,residential,True,False,5.012,"LINESTRING (-7.6466417 37.1273279, -7.6465888 37.1273438)",,,,,,
111495896,Travessa José Joaquim Jara,residential,False,True,28.276,"LINESTRING (-7.6466417 37.1273279, -7.6467357 37.1275709)",,,,,,
111496271,Largo de São Brás,residential,False,False,3.405,"LINESTRING (-7.6476978 37.1287908, -7.6476817 37.128763)",,,,,,
111496271,Largo de São Brás,residential,False,True,10.523,"LINESTRING (-7.6476978 37.1287908, -7.6477476 37.1288767)",,,,,,
"[111496267, 111496268]","['Largo de São Brás', 'Rua de São Brás']",residential,False,True,112.075,"LINESTRING (-7.6476978 37.1287908, -7.6481179 37.1286364, -7.6485146 37.128439, -7.6485617 37.1285379, -7.6486562 37.1286796)",,,,,,
31799487,Rua do Óculo,residential,False,False,78.875,"LINESTRING (-7.6462319 37.1301354, -7.6467508 37.1295592)",,,,,,
111496271,Largo de São Brás,residential,False,False,27.085,"LINESTRING (-7.6478976 37.1290889, -7.6477476 37.1288767)",,,,,,
171887535,Largo de São Brás,residential,False,True,81.311,"LINESTRING (-7.6478976 37.1290889, -7.6482086 37.1289431, -7.6486562 37.1286796)",,,,,,
923139321,Largo de São Brás,residential,False,False,25.234,"LINESTRING (-7.6478976 37.1290889, -7.6477991 37.1291373, -7.6477244 37.1292581)",,,,,,
111496274,Largo de São Brás,residential,False,True,43.668,"LINESTRING (-7.6473168 37.1290671, -7.6477476 37.1288767)",,,,,,
923139322,Largo de São Brás,residential,False,False,14.348,"LINESTRING (-7.6473168 37.1290671, -7.6474299 37.1291594)",,,,,,
923139323,Largo de São Brás,residential,False,False,19.663,"LINESTRING (-7.6473168 37.1290671, -7.6472221 37.1289072)",,,,,,
173267268,Largo de São Brás,residential,False,True,47.467,"LINESTRING (-7.6473168 37.1290671, -7.6471165 37.1290671, -7.6467854 37.1290258)",,,,,,
111496271,Largo de São Brás,residential,False,False,10.523,"LINESTRING (-7.6477476 37.1288767, -7.6476978 37.1287908)",,,,,,
111496271,Largo de São Brás,residential,False,True,27.085,"LINESTRING (-7.6477476 37.1288767, -7.6478976 37.1290889)",,,,,,
111496274,Largo de São Brás,residential,False,False,43.668,"LINESTRING (-7.6477476 37.1288767, -7.6473168 37.1290671)",,,,,,
111496266,Rua de São Brás,residential,False,False,43.787,"LINESTRING (-7.6476817 37.128763, -7.6472221 37.1289072)",,,,,,
111496271,Largo de São Brás,residential,False,True,3.405,"LINESTRING (-7.6476817 37.128763, -7.6476978 37.1287908)",,,,,,
923139324,Travessa 7 de Outubro,residential,False,False,28.25,"LINESTRING (-7.6476817 37.128763, -7.6475606 37.128528)",,,,,,
31799487,Rua do Óculo,residential,False,True,78.875,"LINESTRING (-7.6467508 37.1295592, -7.6462319 37.1301354)",,,,,,
31799487,Rua do Óculo,residential,False,False,51.29599999999999,"LINESTRING (-7.6467508 37.1295592, -7.6468876 37.1294879, -7.6471451 37.1294131, -7.6472777 37.1293746)",,,,,,
111496272,Largo do Carmo,residential,False,True,61.376,"LINESTRING (-7.6467508 37.1295592, -7.6466909 37.1294713, -7.6467678 37.1290879, -7.6467854 37.1290258)",,,,,,
117456900,Rua 31 de Janeiro,residential,True,False,29.461,"LINESTRING (-7.64644 37.1243254, -7.6463558 37.1245817)",,,,,,
923092642,Largo Tomás Cabreira,residential,True,False,71.839,"LINESTRING (-7.64644 37.1243254, -7.6469028 37.1244609, -7.6469557 37.1243564, -7.6470224 37.1242266)",,,,,,
31798287,Rua 1º de Maio,tertiary,False,True,18.375,"LINESTRING (-7.6471963 37.1243165, -7.6470224 37.1242266)",2,,,,,
31798287,Rua 1º de Maio,tertiary,False,False,42.446000000000005,"LINESTRING (-7.6471963 37.1243165, -7.647275 37.1243533, -7.6475423 37.1245009, -7.6475946 37.124528)",2,,,,,
117456903,Rua Terreiro do Garção,residential,True,False,58.995999999999995,"LINESTRING (-7.6471963 37.1243165, -7.6471013 37.1245228, -7.6469967 37.1248222)",,,,,,
175843660,Rua Doutor Parreira,residential,True,False,62.147000000000006,"LINESTRING (-7.6469304 37.125029, -7.646888 37.1250233, -7.646735 37.1250041, -7.646241 37.1249282)",,,,,,
117456900,Rua 31 de Janeiro,residential,True,False,23.557,"LINESTRING (-7.646314 37.1247245, -7.646241 37.1249282)",,,,,,
117456901,Rua da Palmeira,residential,False,True,61.494,"LINESTRING (-7.646314 37.1247245, -7.6467097 37.1247816, -7.6469967 37.1248222)",,,,,,
117456900,Rua 31 de Janeiro,residential,True,False,16.305,"LINESTRING (-7.6463558 37.1245817, -7.646314 37.1247245)",,,,,,
117456903,Rua Terreiro do Garção,residential,True,False,23.735,"LINESTRING (-7.6469967 37.1248222, -7.6469304 37.125029)",,,,,,
117456901,Rua da Palmeira,residential,False,False,61.494,"LINESTRING (-7.6469967 37.1248222, -7.6467097 37.1247816, -7.646314 37.1247245)",,,,,,
175843660,Rua Doutor Parreira,residential,True,False,44.254999999999995,"LINESTRING (-7.646241 37.1249282, -7.6460643 37.1248988, -7.6457687 37.1248039)",,,,,,
31798287,Rua 1º de Maio,tertiary,False,False,23.363,"LINESTRING (-7.646551 37.1239827, -7.6467762 37.1240918)",2,,,,,
117456900,Rua 31 de Janeiro,residential,True,False,39.357,"LINESTRING (-7.646551 37.1239827, -7.64644 37.1243254)",,,,,,
31798287,Rua 1º de Maio,tertiary,False,True,51.150999999999996,"LINESTRING (-7.646551 37.1239827, -7.646437 37.1239438, -7.6462879 37.1239009, -7.6460135 37.1238158)",2,,,,,
139848984,Praceta Florbela Espanca,residential,False,True,28.793,"LINESTRING (-7.6495751 37.1227917, -7.649462 37.1227963, -7.6493712 37.1228182, -7.6492713 37.1228662)",,,,,,
923073535,Praceta Florbela Espanca,residential,False,False,23.962,"LINESTRING (-7.6492713 37.1228662, -7.6494134 37.1230495)",,,,,,
139848984,Praceta Florbela Espanca,residential,False,False,28.793,"LINESTRING (-7.6492713 37.1228662, -7.6493712 37.1228182, -7.649462 37.1227963, -7.6495751 37.1227917)",,,,,,
139848986,Praceta Florbela Espanca,residential,False,True,54.227999999999994,"LINESTRING (-7.6492713 37.1228662, -7.6491604 37.1229119, -7.648856 37.1232148)",,,,,,
171894093,Praceta Eduardo da Fonseca Guerreiro,residential,False,False,38.948,"LINESTRING (-7.6494134 37.1230495, -7.6498526 37.1230567)",,,,,,
923073535,Praceta Florbela Espanca,residential,False,True,23.962,"LINESTRING (-7.6494134 37.1230495, -7.6492713 37.1228662)",,,,,,
171894093,Praceta Eduardo da Fonseca Guerreiro,residential,False,True,42.531,"LINESTRING (-7.6494134 37.1230495, -7.6493054 37.1231428, -7.649117 37.1233495)",,,,,,
139848986,Praceta Florbela Espanca,residential,False,False,54.227999999999994,"LINESTRING (-7.648856 37.1232148, -7.6491604 37.1229119, -7.6492713 37.1228662)",,,,,,
32559780,Rua dos Mouros,residential,True,False,79.512,"LINESTRING (-7.6531094 37.1239614, -7.6529868 37.1239005, -7.6528578 37.123845, -7.6527869 37.1238269, -7.6526466 37.1238249, -7.6525391 37.1238148, -7.652485 37.1237994, -7.6523758 37.1237677, -7.6522772 37.1237304)",,,,,,
139850601,Rua das Portas do Postigo,residential,True,False,71.104,"LINESTRING (-7.6531094 37.1239614, -7.6530341 37.1240478, -7.6529908 37.1241933, -7.6529827 37.1245356, -7.6529849 37.1245779)",,,,,,
32512184,Rua Poço do Bispo,residential,True,False,61.473,"LINESTRING (-7.648205 37.1233067, -7.6481704 37.1233796, -7.6482026 37.1236619, -7.6480851 37.1238014, -7.6480687 37.1238208)",,,,,,
32697989,Rua Combatentes da Grande Guerra,residential,True,False,106.05499999999999,"LINESTRING (-7.648205 37.1233067, -7.6482676 37.123281, -7.6483056 37.123253, -7.648539 37.1230322, -7.6485611 37.123011, -7.6486694 37.1229179, -7.6488457 37.1227758, -7.6489643 37.1226924, -7.6490341 37.1226254)",,,,,,
171894085,Rua Poço do Bispo,tertiary,False,False,78.593,"LINESTRING (-7.648205 37.1233067, -7.6480985 37.1231248, -7.6479915 37.1229847, -7.6479144 37.1228838, -7.6478861 37.1228526, -7.6477637 37.1227187, -7.6477499 37.1227024)",1,6,50,,,
171894087,Rua Doutor Silvestre Falcão,tertiary,False,False,112.473,"LINESTRING (-7.648205 37.1233067, -7.6483126 37.1233457, -7.649254 37.1238729)",2,5,50,,,
139851735,,residential,False,False,12.322,"LINESTRING (-7.6474113 37.1220092, -7.6472855 37.1220563)",1,5,,,,
139851735,,residential,False,True,12.322,"LINESTRING (-7.6472855 37.1220563, -7.6474113 37.1220092)",1,5,,,,
633749833,,residential,True,False,51.908,"LINESTRING (-7.6472855 37.1220563, -7.6467483 37.1222419)",,,,,,
"[139851736, 923073533]","['Largo dos Mártires da República', 'Rua da Comunidade Lusíada']",tertiary,True,False,84.06700000000001,"LINESTRING (-7.6472855 37.1220563, -7.6474231 37.1223104, -7.6474868 37.1224334, -7.6474917 37.1224415, -7.6475606 37.122537, -7.6476527 37.1226449, -7.6477039 37.1226752, -7.6477499 37.1227024)",1,4,50,,,
"[633749834, 923081795]","['Ladeira de São Sebastião', 'Rua dos Mártires da República']",residential,False,False,51.025000000000006,"LINESTRING (-7.6467483 37.1222419, -7.6468518 37.1224334, -7.6465611 37.122528)",,,,,,
"[633749834, 923081795]","['Ladeira de São Sebastião', 'Rua dos Mártires da República']",residential,False,True,51.025000000000006,"LINESTRING (-7.6465611 37.122528, -7.6468518 37.1224334, -7.6467483 37.1222419)",,,,,,
139852944,Rua 4 de Outubro,residential,False,True,51.821,"LINESTRING (-7.6460135 37.1238158, -7.6458452 37.1242621)",,,,,,
31798287,Rua 1º de Maio,tertiary,False,False,51.150999999999996,"LINESTRING (-7.6460135 37.1238158, -7.6462879 37.1239009, -7.646437 37.1239438, -7.646551 37.1239827)",2,,,,,
31798287,Rua 1º de Maio,tertiary,False,True,25.594,"LINESTRING (-7.6460135 37.1238158, -7.6458552 37.123757, -7.6457554 37.123713)",2,,,,,
139852944,Rua 4 de Outubro,residential,False,False,51.821,"LINESTRING (-7.6458452 37.1242621, -7.6460135 37.1238158)",,,,,,
139854763,Rua da Silva,residential,True,False,53.379000000000005,"LINESTRING (-7.6458452 37.1242621, -7.645922 37.1242716, -7.6460016 37.1242753, -7.6463771 37.1243069, -7.64644 37.1243254)",,,,,,
32755162,Rua das Freiras,residential,False,False,36.554,"LINESTRING (-7.6466557 37.1231518, -7.6465378 37.122983, -7.6464551 37.1228646)",,,,,,
139853278,Rua das Freiras,residential,False,False,36.266,"LINESTRING (-7.6466557 37.1231518, -7.646677 37.1231983, -7.6468015 37.1234045, -7.6468459 37.1234366)",,,,,,
525861932,Travessa da Caridade,residential,True,False,5.182,"LINESTRING (-7.6468459 37.1234366, -7.6467883 37.1234445)",,,,,,
139853278,Rua das Freiras,residential,False,True,36.266,"LINESTRING (-7.6468459 37.1234366, -7.6468015 37.1234045, -7.646677 37.1231983, -7.6466557 37.1231518)",,,,,,
139862365,Rua das Freiras,residential,True,False,58.658,"LINESTRING (-7.6468771 37.1235975, -7.6468962 37.1237678, -7.6469098 37.1239316, -7.6467762 37.1240918)",1,,30,,,
525861933,Rua das Freiras,residential,True,False,18.158,"LINESTRING (-7.6468771 37.1235975, -7.6468752 37.1235506, -7.6468459 37.1234366)",,,,,,
32512184,Rua Poço do Bispo,residential,True,False,33.114000000000004,"LINESTRING (-7.6480687 37.1238208, -7.647972 37.1239636, -7.647933 37.1240955)",,,,,,
"[139853282, 139853277]","['Rua Detrás dos Alamos', 'Largo das 7 Ruas']",residential,True,False,147.665,"LINESTRING (-7.6480687 37.1238208, -7.6478137 37.1236754, -7.6477331 37.1236176, -7.647477 37.1234251, -7.6472143 37.123334, -7.6471454 37.1233097, -7.6468395 37.1232245, -7.6467176 37.1231832, -7.6466557 37.1231518)",,,,,,
31798287,Rua 1º de Maio,tertiary,False,True,42.446,"LINESTRING (-7.6475946 37.124528, -7.6475423 37.1245009, -7.647275 37.1243533, -7.6471963 37.1243165)",2,,,,,
139854013,Rua Dom Marcelino Franco,tertiary,True,False,134.219,"LINESTRING (-7.6475946 37.124528, -7.6476276 37.1246116, -7.6476889 37.1246769, -7.647778 37.1247139, -7.6478819 37.1247571, -7.647979 37.1247974, -7.6484573 37.124996, -7.6486222 37.1250651, -7.6487367 37.125113, -7.6488433 37.1251564)",1,,30,,,
173188146,Rua Arquiteto Eduardo Souto Moura,secondary,True,False,55.19,"LINESTRING (-7.6455764 37.1220303, -7.6449555 37.1220656)",1,,50,,,
633749830,Rua Arquiteto Eduardo Souto Moura,secondary,False,True,27.781,"LINESTRING (-7.6455764 37.1220303, -7.6458636 37.1219304)",2,,50,,,
173188150,Rua Arquiteto Eduardo Souto Moura,secondary,True,False,50.972,"LINESTRING (-7.6450984 37.122285, -7.6455764 37.1220303)",1,,50,,,
173188142,,secondary,True,False,30.462,"LINESTRING (-7.6450984 37.122285, -7.645109 37.1222309, -7.6450979 37.1221768, -7.6450662 37.1221282, -7.6450171 37.1220898, -7.6449555 37.1220656)",1,5,50,,roundabout,
173188142,,secondary,True,False,16.468,"LINESTRING (-7.6447114 37.1223295, -7.6447533 37.1223659, -7.6448062 37.1223914, -7.6448661 37.122404)",1,5,50,,roundabout,
173188142,,secondary,True,False,9.574,"LINESTRING (-7.6450413 37.1223573, -7.6450755 37.122324, -7.6450984 37.122285)",1,5,50,,roundabout,
117456902,Rua Padre Evaristo Guerreiro do Rosário,residential,True,False,114.218,"LINESTRING (-7.6451274 37.1243001, -7.6452291 37.1243377, -7.6455063 37.1244366, -7.6456961 37.1244936, -7.6458925 37.1245309, -7.6460177 37.1245485, -7.6463558 37.1245817)",,,,,,
139861295,Rua do Sapal,residential,True,False,20.935,"LINESTRING (-7.6450208 37.1244681, -7.6451274 37.1243001)",,,,,,
"[175843660, 140118181]",Rua Doutor Parreira,residential,True,False,54.522000000000006,"LINESTRING (-7.6450208 37.1244681, -7.6447542 37.1243311, -7.6446322 37.1245477)",,,,,,
31798287,Rua 1º de Maio,tertiary,False,True,23.363,"LINESTRING (-7.6467762 37.1240918, -7.646551 37.1239827)",2,,,,,
31798287,Rua 1º de Maio,tertiary,False,False,26.479,"LINESTRING (-7.6467762 37.1240918, -7.646959 37.1241919, -7.6470224 37.1242266)",2,,,,,
211958235,Rua José Pinheiro e Rosa,residential,False,False,62.884,"LINESTRING (-7.6539731 37.1232312, -7.6537759 37.1231658, -7.6538297 37.1230585, -7.6538705 37.1229668, -7.6540986 37.1229804)",,,,,,
527370828,Rua José Pinheiro e Rosa,residential,False,True,30.025,"LINESTRING (-7.6539731 37.1232312, -7.6540299 37.1231177, -7.6540986 37.1229804)",,,,,,
527370828,Rua José Pinheiro e Rosa,residential,False,False,59.885999999999996,"LINESTRING (-7.6539731 37.1232312, -7.6538045 37.1235683, -7.6540065 37.1236384)",,,,,,
140118490,Calçada de Santa Maria,residential,True,False,47.119,"LINESTRING (-7.6535079 37.1256246, -7.6539056 37.1259057)",,,,,,
32516454,,residential,False,False,49.302,"LINESTRING (-7.644838 37.1263746, -7.6448952 37.1263783, -7.6453923 37.1264102)",,,,,,
32516454,,residential,False,False,24.087,"LINESTRING (-7.6453923 37.1264102, -7.6456311 37.1264309, -7.6456624 37.1264336)",,,,,,
32516454,,residential,False,True,49.302,"LINESTRING (-7.6453923 37.1264102, -7.6448952 37.1263783, -7.644838 37.1263746)",,,,,,
1152842149,Rua Silva Domingues,residential,False,False,52.528,"LINESTRING (-7.6453923 37.1264102, -7.6453762 37.1265172, -7.6453311 37.1268482, -7.6453268 37.1268797)",,,,,,
173148431,Travessa Herculano Rocha,residential,False,True,87.543,"LINESTRING (-7.6460235 37.1264345, -7.6460388 37.1272217)",,,,,,
715394372,,residential,True,False,19.106,"LINESTRING (-7.6460235 37.1264345, -7.6458626 37.1264345, -7.645808 37.1264349)",,,,,,
111495896,Travessa José Joaquim Jara,residential,False,False,32.292,"LINESTRING (-7.6468676 37.1278416, -7.6467357 37.1275709)",,,,,,
808568357,Rua Almirante Cândido dos Reis,residential,True,False,116.50199999999998,"LINESTRING (-7.6468676 37.1278416, -7.6469428 37.127818, -7.6474003 37.1276741, -7.6475418 37.1276268, -7.6476014 37.1276167, -7.6476675 37.1276179, -7.6478024 37.1276388, -7.6479508 37.1276776, -7.6480351 37.12771, -7.6480998 37.1277383)",1,,,,,
32512200,Rua Poeta Emiliano da Costa,residential,True,False,104.452,"LINESTRING (-7.6456165 37.1278644, -7.6467357 37.1275709)",1,,,,,
173148430,Travessa Almirante Cândido dos Reis,residential,True,False,33.502,"LINESTRING (-7.6456165 37.1278644, -7.6457307 37.1281516)",,,,,,
171887530,Rua 1º de Dezembro,residential,False,True,34.204,"LINESTRING (-7.6463503 37.1279986, -7.6464596 37.1282936)",,,,,,
808568357,Rua Almirante Cândido dos Reis,residential,True,False,27.408,"LINESTRING (-7.6463503 37.1279986, -7.6466403 37.1279132)",1,,,,,
173166339,Praça Doutor António Padinha,residential,True,False,47.423,"LINESTRING (-7.6493807 37.1281913, -7.6493896 37.128196, -7.6494373 37.1282857, -7.6495288 37.128492, -7.6495565 37.1285913)",,,,,,
171887516,Rua das Figueiras,residential,False,True,28.988,"LINESTRING (-7.645398 37.128225, -7.6455118 37.1284694)",,,,,,
808568357,Rua Almirante Cândido dos Reis,residential,True,False,30.604,"LINESTRING (-7.645398 37.128225, -7.6457307 37.1281516)",1,,,,,
171887530,Rua 1º de Dezembro,residential,False,False,34.204,"LINESTRING (-7.6464596 37.1282936, -7.6463503 37.1279986)",,,,,,
171887521,Travessa das Figueiras,residential,False,False,86.35399999999998,"LINESTRING (-7.6464596 37.1282936, -7.6460214 37.1283596, -7.645721 37.1284181, -7.6455118 37.1284694)",,,,,,
171887530,Rua 1º de Dezembro,residential,False,True,81.48,"LINESTRING (-7.6464596 37.1282936, -7.646492 37.128381, -7.6466616 37.1288386, -7.6466759 37.1289228, -7.6466689 37.1290021)",,,,,,
808568357,Rua Almirante Cândido dos Reis,residential,True,False,82.117,"LINESTRING (-7.6444975 37.1283973, -7.6446925 37.1283536, -7.645398 37.128225)",1,,,,,
"[32512200, 923139330]","['Largo Nossa Senhora do Livramento', 'Rua Poeta Emiliano da Costa']",residential,True,False,44.482,"LINESTRING (-7.6444975 37.1283973, -7.6445205 37.1283636, -7.6445452 37.1283156, -7.6446343 37.1281653, -7.6446686 37.1281288, -7.6446946 37.1281142, -7.6447356 37.1280907, -7.6447742 37.1280808)",1,,,,,
171887516,Rua das Figueiras,residential,False,False,28.988,"LINESTRING (-7.6455118 37.1284694, -7.645398 37.128225)",,,,,,
171887516,Rua das Figueiras,residential,False,True,35.26,"LINESTRING (-7.6455118 37.1284694, -7.6456421 37.128769)",,,,,,
171887521,Travessa das Figueiras,residential,False,True,86.354,"LINESTRING (-7.6455118 37.1284694, -7.645721 37.1284181, -7.6460214 37.1283596, -7.6464596 37.1282936)",,,,,,
"[171894080, 171894074, 173166340]",,secondary,False,True,111.237,"LINESTRING (-7.6536098 37.1285862, -7.6534087 37.1286532, -7.6527055 37.1289112, -7.6524681 37.1290009)",,,50,viaduct,,
"[603499338, 172223364]",Rua Chefe António Afonso,secondary,False,True,176.571,"LINESTRING (-7.6536098 37.1285862, -7.6535989 37.1285133, -7.6535772 37.1284109, -7.6535131 37.128102, -7.6534084 37.1277294, -7.6531754 37.1270382)",3,,50,,,
171887514,Rua Feixinho de Vides,residential,False,False,94.648,"LINESTRING (-7.6456421 37.128769, -7.6466689 37.1290021)",,,,,,
171887516,Rua das Figueiras,residential,False,False,35.26,"LINESTRING (-7.6456421 37.128769, -7.6455118 37.1284694)",,,,,,
171887503,Travessa dos Fumeiros de Diante,residential,False,True,54.512,"LINESTRING (-7.6489247 37.1287819, -7.6489439 37.1292719)",,,,,,
171887534,Travessa dos Fumeiros de Diante,residential,False,False,16.831,"LINESTRING (-7.6489247 37.1287819, -7.6487455 37.1288319)",,,,,,
171887534,Travessa dos Fumeiros de Diante,residential,False,True,87.12599999999999,"LINESTRING (-7.6489247 37.1287819, -7.6491442 37.1287207, -7.6492658 37.1290329, -7.6493034 37.1291512, -7.6493177 37.1292353, -7.649323 37.1292995)",,,,,,
171887534,Travessa dos Fumeiros de Diante,residential,False,True,16.831,"LINESTRING (-7.6487455 37.1288319, -7.6489247 37.1287819)",,,,,,
138652976,Travessa dos Fumeiros,residential,False,False,28.576,"LINESTRING (-7.6487455 37.1288319, -7.6487044 37.1289659, -7.6486614 37.1290799)",,,,,,
138652976,Travessa dos Fumeiros,residential,False,True,19.461,"LINESTRING (-7.6487455 37.1288319, -7.6487339 37.1287551, -7.6486562 37.1286796)",,,,,,
171894052,Rua de Santa Ana,residential,True,False,107.27600000000001,"LINESTRING (-7.6511815 37.1289697, -7.6509668 37.1288402, -7.6508606 37.1287475, -7.6507898 37.1286769, -7.6507215 37.128566, -7.6506681 37.1284812, -7.6504434 37.1282212)",,,,,,
173166337,Escadinhas Bartolomeu Cid dos Santos,residential,False,False,44.192,"LINESTRING (-7.6511815 37.1289697, -7.6513487 37.1288523, -7.6514512 37.1287944, -7.6515262 37.128752, -7.6515736 37.1287252)",,,,,,
923139320,Rua dos Fumeiros de Diante,residential,False,False,19.0,"LINESTRING (-7.6486614 37.1290799, -7.6486364 37.1292496)",,,,,,
138652976,Travessa dos Fumeiros,residential,False,True,28.576,"LINESTRING (-7.6486614 37.1290799, -7.6487044 37.1289659, -7.6487455 37.1288319)",,,,,,
171887525,Travessa dos Fumeiros,residential,False,False,52.988,"LINESTRING (-7.6486614 37.1290799, -7.6485524 37.1291883, -7.6484486 37.1292567, -7.648336 37.129308, -7.6481876 37.1293537)",,,,,,
527370842,,residential,False,False,101.61,"LINESTRING (-7.6520864 37.1291173, -7.6524818 37.129975)",1,,,,,
171887537,Rua dos Limpinhos,tertiary,False,False,36.233000000000004,"LINESTRING (-7.6520864 37.1291173, -7.6523962 37.129021, -7.6524681 37.1290009)",,,,,,
171887537,Rua dos Limpinhos,tertiary,False,True,65.882,"LINESTRING (-7.6520864 37.1291173, -7.6515517 37.129242, -7.6513711 37.1292776)",,,,,,
923139322,Largo de São Brás,residential,False,True,14.348,"LINESTRING (-7.6474299 37.1291594, -7.6473168 37.1290671)",,,,,,
173267269,Rua dos Fumeiros de Trás,residential,False,False,28.468000000000004,"LINESTRING (-7.6474299 37.1291594, -7.6475117 37.1291997, -7.6477244 37.1292581)",,,,,,
