osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,junction,lanes
120808028,EM 517,Rua de Santa Maria,tertiary,False,True,34.15,"LINESTRING (-8.5709406 40.9805181, -8.5709432 40.9803177, -8.5709446 40.980211)",,,
119695002,,Avenida do Souto,residential,True,False,51.092,"LINESTRING (-8.5715438 40.9805794, -8.5710643 40.9805307, -8.5709406 40.9805181)",,,
120808030,,Rua dos Castanheiros,residential,False,False,39.769,"LINESTRING (-8.5715438 40.9805794, -8.5716557 40.9807882, -8.5717309 40.9808795, -8.5717557 40.9808959)",,,
120808067,CM 1027,Rua do Outeirinho,tertiary,False,True,35.191,"LINESTRING (-8.5761434 40.9806937, -8.5761478 40.9808309, -8.5761386 40.9808903, -8.5761254 40.9809397, -8.5760977 40.9810055)",,,
120808102,CM 1027,Rua do Outeirinho,tertiary,True,False,30.15,"LINESTRING (-8.5761434 40.9806937, -8.5761713 40.9806142, -8.5762272 40.9805088, -8.5762506 40.9804756, -8.5762742 40.9804423)",,,
120808108,,Praceta Furriel Eduardo Melo,residential,False,False,59.114,"LINESTRING (-8.5766978 40.9807436, -8.5764728 40.9808805, -8.5762603 40.9809772, -8.5761571 40.9809985, -8.5760977 40.9810055)",,,
370450576,,Rua Bairro das Peras,residential,True,False,122.788,"LINESTRING (-8.5736526 40.9808284, -8.5736366 40.9807886, -8.5735597 40.9807185, -8.5732701 40.9805059, -8.5732557 40.9804958, -8.5730413 40.9803464, -8.5728597 40.9802067, -8.5728413 40.9801926, -8.5727375 40.9801184, -8.5726478 40.9800341)",,,
120808030,,Rua dos Castanheiros,residential,False,False,82.86,"LINESTRING (-8.5717557 40.9808959, -8.571811 40.9809325, -8.5719057 40.9810139, -8.5719694 40.9810978, -8.5720397 40.9811681, -8.5721361 40.9811977, -8.572355 40.9812137, -8.5725559 40.981223)",,,
120808030,,Rua dos Castanheiros,residential,False,True,39.769,"LINESTRING (-8.5717557 40.9808959, -8.5717309 40.9808795, -8.5716557 40.9807882, -8.5715438 40.9805794)",,,
120808031,,Travessa dos Castanheiros,residential,False,False,123.19900000000001,"LINESTRING (-8.5717557 40.9808959, -8.5717189 40.9809462, -8.571696 40.9810252, -8.5717058 40.9811226, -8.5717336 40.9812176, -8.5717189 40.9813224, -8.5716699 40.9814297, -8.5715735 40.9815765, -8.5715441 40.9816665, -8.5715849 40.9817257, -8.5718528 40.9818404)",,,
120808067,CM 1027,Rua do Outeirinho,tertiary,False,False,35.190999999999995,"LINESTRING (-8.5760977 40.9810055, -8.5761254 40.9809397, -8.5761386 40.9808903, -8.5761478 40.9808309, -8.5761434 40.9806937)",,,
120808067,CM 1027,Rua do Outeirinho,tertiary,False,True,76.614,"LINESTRING (-8.5760977 40.9810055, -8.5760696 40.9810598, -8.5760297 40.981115, -8.5759965 40.9811523, -8.5759571 40.9811896, -8.5757926 40.9813355, -8.5755946 40.9815765)",,,
120808108,,Praceta Furriel Eduardo Melo,residential,False,True,59.11399999999999,"LINESTRING (-8.5760977 40.9810055, -8.5761571 40.9809985, -8.5762603 40.9809772, -8.5764728 40.9808805, -8.5766978 40.9807436)",,,
120808033,,Rua da Relva,residential,False,True,212.072,"LINESTRING (-8.5674146 40.9811866, -8.5675045 40.9810649, -8.5680511 40.9808368, -8.568174 40.9807377, -8.568457 40.9806273, -8.5685953 40.9806085, -8.5689163 40.9805462, -8.5692532 40.9804428, -8.5695564 40.9802659)",,,
120808072,,Rua do Salgueiro,residential,False,True,176.015,"LINESTRING (-8.5674146 40.9811866, -8.5676966 40.9812624, -8.5680406 40.9813188, -8.5684395 40.9813753, -8.5687137 40.9814769, -8.5690677 40.981635, -8.5693133 40.9817932)",,,
119695013,,Rua do Souto,residential,True,False,159.786,"LINESTRING (-8.5725559 40.981223, -8.5725459 40.9816609, -8.5725019 40.9818889, -8.5724199 40.9821003, -8.5722539 40.9824702, -8.5722023 40.9826231)",,,
120808030,,Rua dos Castanheiros,residential,False,True,82.86,"LINESTRING (-8.5725559 40.981223, -8.572355 40.9812137, -8.5721361 40.9811977, -8.5720397 40.9811681, -8.5719694 40.9810978, -8.5719057 40.9810139, -8.571811 40.9809325, -8.5717557 40.9808959)",,,
120808067,CM 1027,Rua do Outeirinho,tertiary,False,True,24.233,"LINESTRING (-8.5755946 40.9815765, -8.5754352 40.9817582)",,,
120808067,CM 1027,Rua do Outeirinho,tertiary,False,False,76.61399999999999,"LINESTRING (-8.5755946 40.9815765, -8.5757926 40.9813355, -8.5759571 40.9811896, -8.5759965 40.9811523, -8.5760297 40.981115, -8.5760696 40.9810598, -8.5760977 40.9810055)",,,
120808247,,Rua do Bairro São João,residential,True,False,126.168,"LINESTRING (-8.5755946 40.9815765, -8.5757383 40.9816615, -8.5759415 40.9818408, -8.5761946 40.982046, -8.576279 40.9821168, -8.5766072 40.9824118)",,,
119694999,,Rua do Regatinho,residential,True,False,86.672,"LINESTRING (-8.5735645 40.981604, -8.5735933 40.9811244, -8.5736526 40.9808284)",,,
120808210,,Travessa do Outeirinho,residential,False,False,163.543,"LINESTRING (-8.5735645 40.981604, -8.5744089 40.9815087, -8.5745784 40.9815162, -8.5747729 40.9815764, -8.5750421 40.9816968, -8.5751867 40.9817232, -8.5754352 40.9817582)",,,
120808067,CM 1027,Rua do Outeirinho,tertiary,False,False,24.233,"LINESTRING (-8.5754352 40.9817582, -8.5755946 40.9815765)",,,
120808067,CM 1027,Rua do Outeirinho,tertiary,False,True,80.227,"LINESTRING (-8.5754352 40.9817582, -8.574932 40.9823716)",,,
120808210,,Travessa do Outeirinho,residential,False,True,163.543,"LINESTRING (-8.5754352 40.9817582, -8.5751867 40.9817232, -8.5750421 40.9816968, -8.5747729 40.9815764, -8.5745784 40.9815162, -8.5744089 40.9815087, -8.5735645 40.981604)",,,
120808072,,Rua do Salgueiro,residential,False,False,176.015,"LINESTRING (-8.5693133 40.9817932, -8.5690677 40.981635, -8.5687137 40.9814769, -8.5684395 40.9813753, -8.5680406 40.9813188, -8.5676966 40.9812624, -8.5674146 40.9811866)",,,
938184845,,Travessa da Relva,residential,False,False,51.291,"LINESTRING (-8.5693133 40.9817932, -8.5693053 40.9819966, -8.5692965 40.9822543)",,,
938184845,,Travessa da Relva,residential,False,True,171.628,"LINESTRING (-8.5693133 40.9817932, -8.5693172 40.9816955, -8.5694887 40.9810963, -8.5695326 40.9808253, -8.5695564 40.9802659)",,,
120808031,,Travessa dos Castanheiros,residential,False,True,123.19900000000001,"LINESTRING (-8.5718528 40.9818404, -8.5715849 40.9817257, -8.5715441 40.9816665, -8.5715735 40.9815765, -8.5716699 40.9814297, -8.5717189 40.9813224, -8.5717336 40.9812176, -8.5717058 40.9811226, -8.571696 40.9810252, -8.5717189 40.9809462, -8.5717557 40.9808959)",,,
967854622,,Rua do Bairro São João,residential,False,True,28.063,"LINESTRING (-8.5774135 40.9818667, -8.5771645 40.9820351)",,,
967854622,,Rua do Bairro São João,residential,False,False,28.063,"LINESTRING (-8.5771645 40.9820351, -8.5774135 40.9818667)",,,
120808228,,Rua do Bairro São João,residential,True,False,145.62900000000002,"LINESTRING (-8.5771645 40.9820351, -8.5770072 40.981895, -8.5767603 40.9816709, -8.5764572 40.9814114, -8.5762384 40.9811731, -8.5761446 40.9810692, -8.5760977 40.9810055)",,,
119694999,,Rua do Regatinho,residential,True,False,74.945,"LINESTRING (-8.5735062 40.9822765, -8.5735197 40.9820546, -8.5735645 40.981604)",,,
120808177,,Rua da Cruz,residential,False,False,119.12400000000001,"LINESTRING (-8.5735062 40.9822765, -8.5731595 40.9824461, -8.5728567 40.9825641, -8.572593 40.9826194, -8.5723049 40.9826304, -8.5722023 40.9826231)",,,
120808193,,Rua da Cruz,residential,False,True,122.524,"LINESTRING (-8.5735062 40.9822765, -8.573599 40.9822323, -8.5737943 40.9822286, -8.5742143 40.9822692, -8.5746831 40.9823245, -8.574932 40.9823716)",,,
120808067,CM 1027,Rua do Outeirinho,tertiary,False,False,80.227,"LINESTRING (-8.574932 40.9823716, -8.5754352 40.9817582)",,,
120808067,CM 1027,Rua do Outeirinho,tertiary,False,True,40.739,"LINESTRING (-8.574932 40.9823716, -8.5746521 40.9826709)",,,
120808193,,Rua da Cruz,residential,False,False,122.52399999999999,"LINESTRING (-8.574932 40.9823716, -8.5746831 40.9823245, -8.5742143 40.9822692, -8.5737943 40.9822286, -8.573599 40.9822323, -8.5735062 40.9822765)",,,
938184845,,Travessa da Relva,residential,False,True,17.174,"LINESTRING (-8.5692913 40.9824087, -8.5692965 40.9822543)",,,
120808090,,Rua da Torre,residential,False,True,38.631,"LINESTRING (-8.5692913 40.9824087, -8.569629 40.9825573, -8.5696857 40.9825874)",,,
120808077,,Rua do Bairro São João,residential,True,False,62.793,"LINESTRING (-8.5766072 40.9824118, -8.5771645 40.9820351)",,,
967854621,,Rua do Bairro São João,residential,False,False,6.922,"LINESTRING (-8.5766072 40.9824118, -8.5766572 40.9824613)",,,
967854621,,Rua do Bairro São João,residential,False,True,6.922,"LINESTRING (-8.5766572 40.9824613, -8.5766072 40.9824118)",,,
120808028,EM 517,Rua de Santa Maria,tertiary,False,True,56.49,"LINESTRING (-8.5696857 40.9825874, -8.5696924 40.9825464, -8.5697029 40.9825135, -8.5697201 40.9824784, -8.5699152 40.9821114)",,,
120808087,EM 517,Rua de Santa Maria,tertiary,False,True,42.120999999999995,"LINESTRING (-8.5696857 40.9825874, -8.5697074 40.9829169, -8.5697114 40.9829657)",,,
120808090,,Rua da Torre,residential,False,False,38.631,"LINESTRING (-8.5696857 40.9825874, -8.569629 40.9825573, -8.5692913 40.9824087)",,,
120808068,,Rua da Cruz,residential,False,False,9.195,"LINESTRING (-8.5722023 40.9826231, -8.5720931 40.9826296)",,,
120808177,,Rua da Cruz,residential,False,True,119.12400000000001,"LINESTRING (-8.5722023 40.9826231, -8.5723049 40.9826304, -8.572593 40.9826194, -8.5728567 40.9825641, -8.5731595 40.9824461, -8.5735062 40.9822765)",,,
690775783,,Rua da Cruz,residential,True,False,17.756,"LINESTRING (-8.5698937 40.9830467, -8.5697114 40.9829657)",,,
690775784,,Rua da Cruz,residential,False,True,30.214,"LINESTRING (-8.5698937 40.9830467, -8.5702078 40.982914)",,,
79689076,EM 523,Rua de São José,tertiary,False,True,56.003,"LINESTRING (-8.5728765 40.9750814, -8.5729688 40.9755802)",,,
931184771,,Rua do Brejo,residential,False,False,28.897,"LINESTRING (-8.5710893 40.9751928, -8.5707684 40.9752868)",,,
931184771,,Rua do Brejo,residential,False,True,28.897,"LINESTRING (-8.5707684 40.9752868, -8.5710893 40.9751928)",,,
120931380,,Rua do Brejo,residential,False,False,215.798,"LINESTRING (-8.5707684 40.9752868, -8.5706517 40.9753236, -8.5705151 40.9753728, -8.570371 40.9754297, -8.5702431 40.975491, -8.5701114 40.9755675, -8.5697766 40.9758402, -8.569545 40.9760128, -8.5694477 40.9760838, -8.5693709 40.9761345, -8.5692887 40.9761786, -8.5691692 40.9762307, -8.568706 40.9764063)",,,
120808073,,Rua da Ribeirinha,tertiary,False,True,22.598,"LINESTRING (-8.568706 40.9764063, -8.5689742 40.9763889)",,,2
120808073,,Rua da Ribeirinha,tertiary,False,False,251.697,"LINESTRING (-8.568706 40.9764063, -8.5683541 40.9764523, -8.5679211 40.9765371, -8.5674383 40.9766709, -8.566974 40.9768312, -8.5659867 40.9773036)",,,2
120931380,,Rua do Brejo,residential,False,True,215.79799999999994,"LINESTRING (-8.568706 40.9764063, -8.5691692 40.9762307, -8.5692887 40.9761786, -8.5693709 40.9761345, -8.5694477 40.9760838, -8.569545 40.9760128, -8.5697766 40.9758402, -8.5701114 40.9755675, -8.5702431 40.975491, -8.570371 40.9754297, -8.5705151 40.9753728, -8.5706517 40.9753236, -8.5707684 40.9752868)",,,
120808073,,Rua da Ribeirinha,tertiary,False,True,19.498,"LINESTRING (-8.5657893 40.977396, -8.5659867 40.9773036)",,,2
120604896,,,residential,False,True,39.815,"LINESTRING (-8.5772128 40.9832726, -8.5774398 40.983587)",,,
200210934,,Rua Social,residential,True,False,20.117,"LINESTRING (-8.5722485 40.9799593, -8.5724859 40.979984)",,,
200210936,,Rua Social,residential,True,False,17.285,"LINESTRING (-8.5722485 40.9799593, -8.5723494 40.9800948)",,,
119695002,,Avenida do Souto,residential,True,False,97.718,"LINESTRING (-8.5723494 40.9800948, -8.572298 40.980171, -8.572104 40.9804794, -8.5720301 40.9805325, -8.5719482 40.9805593, -8.5716242 40.9805876, -8.5715438 40.9805794)",,,
120808071,,Rua dos Murtórios,residential,False,False,48.903999999999996,"LINESTRING (-8.5688499 40.9795711, -8.5689502 40.9796562, -8.5692405 40.9798974)",,,
120808071,,Rua dos Murtórios,residential,False,True,381.733,"LINESTRING (-8.5688499 40.9795711, -8.5687719 40.9794607, -8.5686871 40.9788773, -8.568737 40.9783014, -8.5688068 40.9782073, -8.5689613 40.9781546, -8.5692306 40.9781245, -8.5693801 40.9780793, -8.5695048 40.977925, -8.5695447 40.9777895, -8.5695193 40.9776575, -8.5694948 40.9775298, -8.5692609 40.9769153, -8.5692409 40.9768586, -8.5691324 40.9765691)",,,
370454477,,Travessa da Igreja,residential,True,False,113.318,"LINESTRING (-8.5688499 40.9795711, -8.569479 40.9796572, -8.5696595 40.9796815, -8.5698529 40.9796523, -8.5700355 40.979615, -8.5701596 40.9795648)",,,
938184845,,Travessa da Relva,residential,False,False,10.112,"LINESTRING (-8.5695287 40.9801774, -8.5695564 40.9802659)",,,
370464569,,Rua da Relva,residential,False,True,119.59700000000001,"LINESTRING (-8.5695287 40.9801774, -8.5697007 40.9801791, -8.5703484 40.9802486, -8.5706775 40.9802219, -8.5709446 40.980211)",,,
938184845,,Travessa da Relva,residential,False,True,39.495,"LINESTRING (-8.5695287 40.9801774, -8.5694808 40.9801176, -8.5692405 40.9798974)",,,
440412124,,Rua dos Murtórios,residential,True,False,21.177,"LINESTRING (-8.5691324 40.9765691, -8.5691425 40.9763788)",,,
120808071,,Rua dos Murtórios,residential,False,False,381.73299999999995,"LINESTRING (-8.5691324 40.9765691, -8.5692409 40.9768586, -8.5692609 40.9769153, -8.5694948 40.9775298, -8.5695193 40.9776575, -8.5695447 40.9777895, -8.5695048 40.977925, -8.5693801 40.9780793, -8.5692306 40.9781245, -8.5689613 40.9781546, -8.5688068 40.9782073, -8.568737 40.9783014, -8.5686871 40.9788773, -8.5687719 40.9794607, -8.5688499 40.9795711)",,,
440412120,,Rua Amélia Canossa,residential,True,False,27.371,"LINESTRING (-8.5657825 40.9771499, -8.5657893 40.977396)",,,
119695005,,,tertiary,True,False,7.319,"LINESTRING (-8.5727992 40.9762891, -8.5728605 40.9763359)",,roundabout,
119695005,,,tertiary,True,False,6.312,"LINESTRING (-8.573146 40.9763469, -8.5732052 40.9763119)",,roundabout,
120808087,EM 517,Rua de Santa Maria,tertiary,False,False,23.506,"LINESTRING (-8.5697356 40.9831763, -8.5697114 40.9829657)",,,
120808069,EM 517,Rua de Santa Maria,tertiary,False,True,36.524,"LINESTRING (-8.5697356 40.9831763, -8.5697492 40.9832925, -8.5697738 40.9835035)",,,
120808086,,Rua da Cruz,residential,True,False,19.764,"LINESTRING (-8.5697356 40.9831763, -8.5698388 40.9831088, -8.5698937 40.9830467)",,,
120808028,EM 517,Rua de Santa Maria,tertiary,False,False,56.49,"LINESTRING (-8.5699152 40.9821114, -8.5697201 40.9824784, -8.5697029 40.9825135, -8.5696924 40.9825464, -8.5696857 40.9825874)",,,
120808028,EM 517,Rua de Santa Maria,tertiary,False,True,199.92899999999997,"LINESTRING (-8.5699152 40.9821114, -8.5701873 40.9815997, -8.5702321 40.9815191, -8.570282 40.9814418, -8.5703423 40.9813763, -8.570558 40.98123, -8.5706163 40.9811815, -8.5706635 40.9811276, -8.5706955 40.9810645, -8.5709406 40.9805181)",,,
923017352,,Calçada da Torre,residential,True,False,55.019999999999996,"LINESTRING (-8.5699152 40.9821114, -8.5696801 40.9821686, -8.5694673 40.9822481, -8.5692965 40.9822543)",,,
938184845,,Travessa da Relva,residential,False,False,17.174,"LINESTRING (-8.5692965 40.9822543, -8.5692913 40.9824087)",,,
938184845,,Travessa da Relva,residential,False,True,51.291,"LINESTRING (-8.5692965 40.9822543, -8.5693053 40.9819966, -8.5693133 40.9817932)",,,
