osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,access,width,bridge,ref
27851275,True,1,Avenida do Brasil,primary_link,50,False,83.226,"LINESTRING (-8.5158161 41.4100947, -8.5159393 41.4100785, -8.5160669 41.4100364, -8.516251 41.4099778, -8.516313 41.4099714, -8.5163729 41.4099773, -8.5164569 41.4100085, -8.5165188 41.4100552, -8.5165451 41.4100824, -8.5166077 41.4102123)",,,,,
273138097,True,2,Avenida do Brasil,primary,50,False,61.035000000000004,"LINESTRING (-8.5158161 41.4100947, -8.5160505 41.4100032, -8.5162403 41.4099254, -8.5164111 41.4098746, -8.5164778 41.4098664)",,,,,
27850887,True,2,Avenida do Brasil,primary,50,False,211.582,"LINESTRING (-8.5164431 41.4096896, -8.5163788 41.4097344, -8.516212 41.4098489, -8.5160081 41.4099376, -8.5152194 41.4102571, -8.5142607 41.4106478)",,,,,
961538052,True,2,Rotunda Bernardino Machado,primary,50,False,20.426000000000002,"LINESTRING (-8.5164431 41.4096896, -8.5164345 41.4097508, -8.5164419 41.4098121, -8.5164778 41.4098664)",roundabout,,,,
1075782509,True,2,Rotunda Bernardino Machado,primary,50,False,7.878,"LINESTRING (-8.5168304 41.4097908, -8.5168731 41.4097276)",roundabout,,,,
961538052,True,2,Rotunda Bernardino Machado,primary,50,False,13.881,"LINESTRING (-8.5165142 41.4095772, -8.51647 41.409635, -8.5164431 41.4096896)",roundabout,,,,
171143019,True,1,Avenida de França,secondary,,False,28.227999999999998,"LINESTRING (-8.5197421 41.4031631, -8.519589 41.4031355, -8.5194786 41.4031022, -8.5194194 41.4030884)",,designated,,,
314245809,False,2,Avenida de França,secondary,,False,67.958,"LINESTRING (-8.5197421 41.4031631, -8.5200719 41.4031607, -8.5202383 41.4031585, -8.5205545 41.4031875)",,,,,
121921754,True,1,Rua Barão da Trovisqueira,residential,,False,171.508,"LINESTRING (-8.5216894 41.4072709, -8.5217265 41.4072289, -8.5217589 41.4072013, -8.5218058 41.4071767, -8.5223218 41.4070214, -8.5234648 41.4066773, -8.5234972 41.4066692, -8.5235559 41.4066561)",,,,,
296994205,False,2,Rua Ernesto Carvalho,residential,50,True,292.85699999999997,"LINESTRING (-8.5221003 41.4100781, -8.5221153 41.4100465, -8.5221444 41.4100207, -8.5221882 41.4099918, -8.5223434 41.4099002, -8.5224519 41.4098299, -8.5225197 41.4097769, -8.5225968 41.409711, -8.5226823 41.4096258, -8.5227463 41.4095524, -8.5227986 41.4094842, -8.5228418 41.4094218, -8.5228718 41.4093602, -8.5228855 41.4093008, -8.5228966 41.4092298, -8.5228939 41.4091608, -8.522886 41.4090924, -8.5228554 41.4089879, -8.5228158 41.4088704, -8.5227555 41.408688, -8.5226848 41.4085058, -8.5226471 41.4084087, -8.5225143 41.408145, -8.5223708 41.407871, -8.5222948 41.4077385)",,,,,
