osmid,name,highway,access,oneway,reversed,length,geometry,ref,lanes,bridge,maxspeed
29414369,Rua 1º de Maio,residential,yes,False,True,158.868,"LINESTRING (-8.4121237 41.1497893, -8.4124581 41.1498001, -8.4127599 41.1498299, -8.4129252 41.1498592, -8.4130124 41.1499087, -8.4132147 41.15028, -8.413233 41.150392, -8.4131939 41.1504837, -8.4130826 41.150579)",,,,
1210133233,,primary,,False,False,19.532,"LINESTRING (-8.4153321 41.1512539, -8.4152482 41.1514178)",EN 319-2,,,
105061008,,unclassified,,False,False,14.872,"LINESTRING (-8.4175538 41.1504531, -8.4175454 41.1505867)",,,,
125083869,,unclassified,,False,False,21.54,"LINESTRING (-8.4175538 41.1504531, -8.4178088 41.1504275)",,,,
124530371,,unclassified,,False,True,39.401,"LINESTRING (-8.4161809 41.1512552, -8.4162367 41.1514666, -8.4162578 41.1516045)",,,,
324365668,,tertiary,,False,False,47.012,"LINESTRING (-8.4161809 41.1512552, -8.4160798 41.1513399, -8.4158019 41.1514003, -8.4156809 41.1514)",,,,
324365668,,tertiary,,False,True,134.803,"LINESTRING (-8.4161809 41.1512552, -8.4172118 41.1507814, -8.4174106 41.1508667, -8.4175825 41.1508841)",,,,
196226195,,tertiary,,True,False,21.18,"LINESTRING (-8.4152482 41.1514178, -8.4155 41.1513995)",,,,
1210133233,,primary,,False,True,19.532,"LINESTRING (-8.4152482 41.1514178, -8.4153321 41.1512539)",EN 319-2,,,
105061011,,primary,,False,False,89.661,"LINESTRING (-8.4152482 41.1514178, -8.4152163 41.1514618, -8.415138 41.15157, -8.4149804 41.1517138, -8.4144917 41.1519668)",EN 319-2,,,
125084386,Rua João Paulo II,secondary,,False,True,19.585,"LINESTRING (-8.4119818 41.1544099, -8.4121422 41.1545381)",EN 15-3,2,,
196226142,,unclassified,,True,False,18.31,"LINESTRING (-8.4119818 41.1544099, -8.4119146 41.1545666)",,,,
125084386,Rua João Paulo II,secondary,,False,False,62.556999999999995,"LINESTRING (-8.4119818 41.1544099, -8.4119355 41.1543559, -8.4117886 41.1541842, -8.4117604 41.1541513, -8.4115732 41.1539389)",EN 15-3,2,,
125084386,Rua João Paulo II,secondary,,False,False,19.585,"LINESTRING (-8.4121422 41.1545381, -8.4119818 41.1544099)",EN 15-3,2,,
125084386,Rua João Paulo II,secondary,,False,True,63.855,"LINESTRING (-8.4121422 41.1545381, -8.4122976 41.1546322, -8.412636 41.1548258, -8.4127523 41.1548821)",EN 15-3,2,,
124530340,,unclassified,,False,False,83.779,"LINESTRING (-8.4123184 41.1535137, -8.4126808 41.15356, -8.4131196 41.1534661, -8.4132823 41.1534138)",,,,
196224679,,primary,,False,False,61.209999999999994,"LINESTRING (-8.4123184 41.1535137, -8.4120271 41.1536383, -8.4118376 41.1537066, -8.4116626 41.153754)",EN 319-2,2,,
"[105061011, 196224676, 196224679]",,primary,,False,True,251.57999999999998,"LINESTRING (-8.4123184 41.1535137, -8.4125266 41.1533852, -8.4136763 41.1524211, -8.4138432 41.1523173, -8.4143785 41.1520291, -8.4144495 41.1519885, -8.4144917 41.1519668)",EN 319-2,2,yes,
105061008,,unclassified,,False,False,33.215,"LINESTRING (-8.4175454 41.1505867, -8.4175825 41.1508841)",,,,
105061008,,unclassified,,False,True,14.872,"LINESTRING (-8.4175454 41.1505867, -8.4175538 41.1504531)",,,,
125084506,,unclassified,,False,False,28.28,"LINESTRING (-8.4175454 41.1505867, -8.4178088 41.1504275)",,,,
196226147,,tertiary,,True,False,21.441,"LINESTRING (-8.4155 41.1513995, -8.4153321 41.1512539)",,,,
324365668,,tertiary,,False,True,15.146,"LINESTRING (-8.4155 41.1513995, -8.4156809 41.1514)",,,,
124529321,,unclassified,,False,True,95.452,"LINESTRING (-8.4127523 41.1548821, -8.4126285 41.1550132, -8.4125768 41.1550679, -8.412274 41.1553043, -8.4122593 41.1553158, -8.4121818 41.1553946, -8.4121307 41.1554967, -8.4121354 41.1555755)",,,,
124530331,,unclassified,,False,True,51.714,"LINESTRING (-8.4127523 41.1548821, -8.4129141 41.1545044, -8.4129684 41.1544498)",,,,
125084386,Rua João Paulo II,secondary,,False,False,63.855000000000004,"LINESTRING (-8.4127523 41.1548821, -8.412636 41.1548258, -8.4122976 41.1546322, -8.4121422 41.1545381)",EN 15-3,2,,
"[125084248, 125084386, 125084091]",Rua João Paulo II,secondary,,False,True,184.256,"LINESTRING (-8.4127523 41.1548821, -8.4135206 41.1551051, -8.4136348 41.1551379, -8.4148035 41.1554826)",EN 15-3,2,yes,
196224679,,primary,,False,True,16.244,"LINESTRING (-8.4114763 41.1537948, -8.4116626 41.153754)",EN 319-2,2,,
125084386,Rua João Paulo II,secondary,,False,True,17.966,"LINESTRING (-8.4114763 41.1537948, -8.4115059 41.1538433, -8.4115732 41.1539389)",EN 15-3,2,,
125484396,,primary,,False,False,61.736000000000004,"LINESTRING (-8.4114763 41.1537948, -8.4112347 41.1538004, -8.4107501 41.153722)",EN 319-2,2,,50
105061008,,unclassified,,False,True,33.215,"LINESTRING (-8.4175825 41.1508841, -8.4175454 41.1505867)",,,,
125084512,,tertiary,,False,True,75.396,"LINESTRING (-8.4175825 41.1508841, -8.4179822 41.1511641, -8.4181714 41.1513899)",EM 610,,,
324365668,,tertiary,,False,False,134.803,"LINESTRING (-8.4175825 41.1508841, -8.4174106 41.1508667, -8.4172118 41.1507814, -8.4161809 41.1512552)",,,,
125084248,,secondary,,False,True,33.177,"LINESTRING (-8.4156407 41.1557836, -8.4159824 41.1559347)",EN 15-3,2,,
124530349,,unclassified,,False,False,111.493,"LINESTRING (-8.4156407 41.1557836, -8.415602 41.1552406, -8.4156209 41.155037, -8.4155675 41.1547854)",,,,
125084248,,secondary,,False,False,77.796,"LINESTRING (-8.4156407 41.1557836, -8.4151299 41.1555788, -8.4148035 41.1554826)",EN 15-3,2,,
