osmid,oneway,ref,highway,maxspeed,reversed,length,name,geometry,bridge,tunnel,lanes,junction
122104223,False,EN 105,primary,50,False,49.933,,"LINESTRING (-8.3197189 41.4105472, -8.3192141 41.4107887)",,,,
659658361,False,,residential,50,True,11.019,Rua de Calçada,"LINESTRING (-8.3197189 41.4105472, -8.3196759 41.4104535)",,,,
122104223,False,EN 105,primary,50,True,119.532,,"LINESTRING (-8.3197189 41.4105472, -8.3207182 41.410058, -8.3207851 41.4100267, -8.3209191 41.4099596)",,,,
304319138,False,,residential,,True,53.102,,"LINESTRING (-8.3204096 41.4022828, -8.3197831 41.4023678)",,,,
122557146,False,,residential,,False,391.419,Rua da Madalena,"LINESTRING (-8.3204096 41.4022828, -8.3204615 41.4024795, -8.3211013 41.4035052, -8.3212562 41.4039901, -8.3212883 41.4043033, -8.321259 41.4046542, -8.3212765 41.4049929, -8.3213085 41.4052846, -8.3213351 41.4054641, -8.3213201 41.4056744)",,,,
122557146,False,,residential,,True,391.419,Rua da Madalena,"LINESTRING (-8.3213201 41.4056744, -8.3213351 41.4054641, -8.3213085 41.4052846, -8.3212765 41.4049929, -8.321259 41.4046542, -8.3212883 41.4043033, -8.3212562 41.4039901, -8.3211013 41.4035052, -8.3204615 41.4024795, -8.3204096 41.4022828)",,,,
172903670,False,,residential,,False,223.652,,"LINESTRING (-8.3213201 41.4056744, -8.3216456 41.4058617, -8.3217104 41.4059839, -8.3217466 41.4062256, -8.3218751 41.4063574, -8.3220592 41.4064299, -8.3221879 41.4064164, -8.3223974 41.4063027, -8.3231259 41.4062525, -8.3233487 41.4062239)",,,,
546404849,False,,residential,,True,90.63199999999999,Rua da Madalena,"LINESTRING (-8.3213201 41.4056744, -8.3212726 41.4058097, -8.3211873 41.4060993, -8.3211021 41.4062987, -8.3210093 41.4064529)",,,,
546404850,False,,residential,,False,22.553,,"LINESTRING (-8.3213201 41.4056744, -8.3211944 41.4055871, -8.3211252 41.4055339)",,,,
122104223,False,EN 105,primary,50,False,63.747,,"LINESTRING (-8.3233487 41.4062239, -8.3233913 41.4067963)",,,,
122104223,False,EN 105,primary,50,True,98.065,,"LINESTRING (-8.3233487 41.4062239, -8.3233493 41.4055, -8.3233903 41.405345)",,,,
172903670,False,,residential,,True,223.652,,"LINESTRING (-8.3233487 41.4062239, -8.3231259 41.4062525, -8.3223974 41.4063027, -8.3221879 41.4064164, -8.3220592 41.4064299, -8.3218751 41.4063574, -8.3217466 41.4062256, -8.3217104 41.4059839, -8.3216456 41.4058617, -8.3213201 41.4056744)",,,,
"[546404850, 135545651, 135545628]",False,,residential,,True,190.008,,"LINESTRING (-8.3196572 41.4046372, -8.3197625 41.4046203, -8.3201211 41.4045695, -8.3203017 41.4045695, -8.3204597 41.4045996, -8.3206001 41.404656, -8.3207756 41.4047924, -8.3208944 41.4049912, -8.3209637 41.4051451, -8.3210465 41.4053426, -8.3211252 41.4055339)",yes,,,
302766168,False,,residential,,True,52.468,,"LINESTRING (-8.3196572 41.4046372, -8.3195523 41.4043001, -8.3194236 41.4042196)",,,,
302766181,False,,residential,,True,194.387,,"LINESTRING (-8.3196572 41.4046372, -8.3197454 41.4048191, -8.3198667 41.4049855, -8.3199149 41.4051947, -8.3199171 41.4056641, -8.3198452 41.4057178, -8.3196059 41.4057486, -8.3196009 41.4055311, -8.3196411 41.4053258)",,,,
304319131,False,,residential,,True,177.141,,"LINESTRING (-8.3196572 41.4046372, -8.3195278 41.4046315, -8.3192268 41.4046767, -8.3190805 41.4047243, -8.3190644 41.4047786, -8.3191342 41.4049476, -8.3190939 41.4050804, -8.3190986 41.4052612, -8.3190671 41.4053118, -8.3190313 41.4053118, -8.3189786 41.4053118, -8.3184678 41.4050324)",,,,
304319130,False,,residential,,True,77.243,,"LINESTRING (-8.3211252 41.4055339, -8.3205905 41.4055181, -8.3202096 41.4054517)",,,,
"[546404850, 135545651, 135545628]",False,,residential,,False,190.00799999999998,,"LINESTRING (-8.3211252 41.4055339, -8.3210465 41.4053426, -8.3209637 41.4051451, -8.3208944 41.4049912, -8.3207756 41.4047924, -8.3206001 41.404656, -8.3204597 41.4045996, -8.3203017 41.4045695, -8.3201211 41.4045695, -8.3197625 41.4046203, -8.3196572 41.4046372)",yes,,,
546404850,False,,residential,,True,22.553,,"LINESTRING (-8.3211252 41.4055339, -8.3211944 41.4055871, -8.3213201 41.4056744)",,,,
"[697764801, 697764802, 304319109, 697764808, 135545663]",False,,"['residential', 'unclassified']",,False,599.229,,"LINESTRING (-8.3210093 41.4064529, -8.3208463 41.4064623, -8.3204776 41.4064586, -8.320114 41.4064511, -8.3199485 41.4064567, -8.3198357 41.4064981, -8.3197579 41.4065771, -8.3197304 41.4066523, -8.3197379 41.4067859, -8.3197554 41.4069269, -8.3197228 41.4069871, -8.3196401 41.4070623, -8.3194796 41.4071188, -8.3192815 41.4071827, -8.3191862 41.4072316, -8.3191185 41.4072956, -8.3190633 41.4073915, -8.3189605 41.4075551, -8.3188702 41.4076492, -8.3187498 41.4077263, -8.3186119 41.4078015, -8.3185241 41.4078655, -8.3184564 41.4079426, -8.3183762 41.4080592, -8.3182834 41.4081946, -8.3183858 41.4082138, -8.318485 41.4082067, -8.3188766 41.4079382, -8.3189558 41.4079905, -8.3190483 41.4080498, -8.3191891 41.4080971, -8.3196437 41.4079583, -8.319755 41.4078406, -8.3198907 41.4075507, -8.3200248 41.4075668, -8.320116 41.4076071, -8.3202734 41.4077095, -8.3203492 41.407756, -8.3206269 41.4078701)",,yes,,
546404849,False,,residential,,True,161.037,Rua da Madalena,"LINESTRING (-8.3210093 41.4064529, -8.3209683 41.4066331, -8.3209131 41.4069547, -8.3208037 41.4072203, -8.3206269 41.4078701)",,,,
546404849,False,,residential,,False,90.632,Rua da Madalena,"LINESTRING (-8.3210093 41.4064529, -8.3211021 41.4062987, -8.3211873 41.4060993, -8.3212726 41.4058097, -8.3213201 41.4056744)",,,,
