osmid,oneway,highway,reversed,length,bridge,geometry,name,tunnel,lanes,width,ref,maxspeed,access,junction
"[669222017, 151431959]",True,tertiary,False,68.03,yes,"LINESTRING (-8.532462 37.1399179, -8.5323432 37.140017, -8.5322647 37.1400479, -8.5322057 37.1400522, -8.5321508 37.1400515, -8.5320927 37.1400342, -8.5320036 37.1399966, -8.5318038 37.1399042)",,,,,,,,
705696934,True,tertiary,False,20.589999999999996,,"LINESTRING (-8.532462 37.1399179, -8.5323956 37.1400194, -8.5323836 37.1400668, -8.5323852 37.1400891)",,,,,,,,
36989324,True,tertiary,False,14.012,,"LINESTRING (-8.5329976 37.1397237, -8.5329662 37.1396002)",Largo F. Maurício,,,,,,,
208348508,False,tertiary,True,3.61,,"LINESTRING (-8.5329976 37.1397237, -8.5330171 37.1397522)",,,,,,,,
908791115,False,residential,True,24.702,,"LINESTRING (-8.5325625 37.1412378, -8.5323486 37.1410954)",,,,,,,,
"[36989323, 514916335]",True,tertiary,False,98.534,,"LINESTRING (-8.5325625 37.1412378, -8.5325839 37.1411792, -8.5326113 37.1411039, -8.5327627 37.140689, -8.5327637 37.1406863, -8.5328047 37.1405737, -8.5328241 37.1405206, -8.5328361 37.1404829, -8.532846 37.1404518, -8.5328709 37.1403865)","['Rua da Barca', 'Rua de São José']",yes,1,2.5,,,,
"[251074965, 24816815]",True,secondary,False,42.230000000000004,yes,"LINESTRING (-8.5318038 37.1399042, -8.5319952 37.1400094, -8.5322097 37.140102)","['Ponte Velha', 'Rua Infante Dom Henrique']",,1,,EN 125,50,,
217912354,False,tertiary,True,75.574,,"LINESTRING (-8.5406916 37.1372744, -8.5415282 37.1371435)",Estrada de Alvor,,,,EM 531-1A,,,
217912671,True,tertiary,False,44.577,,"LINESTRING (-8.5406916 37.1372744, -8.5405262 37.137283, -8.5404243 37.1372723, -8.5403143 37.1372317, -8.5402436 37.1371613)",,,,,,,,
218204570,False,tertiary,False,49.282,,"LINESTRING (-8.5393813 37.1362524, -8.5392781 37.1358169)",Avenida Zeca Afonso,,2,,,,,
733529656,False,tertiary,True,19.66,,"LINESTRING (-8.5393813 37.1362524, -8.5394102 37.1364277)",Avenida Zeca Afonso,,,,,,,
250698370,False,residential,True,47.843,,"LINESTRING (-8.5400893 37.133905, -8.5401952 37.1343269)",Rua do Viveiro,,,,,,,
218213969,True,tertiary,False,107.125,,"LINESTRING (-8.5400893 37.133905, -8.540186 37.1338838, -8.5412545 37.1336496)",Avenida Miguel Bombarda,,2,,,,,
65633645,True,tertiary,False,51.926,,"LINESTRING (-8.539462 37.1367094, -8.5393278 37.1367542, -8.5389273 37.1369)",Rua do Pé da Cruz,,,,,,,
98840354,True,tertiary,False,28.481,,"LINESTRING (-8.539462 37.1367094, -8.5394588 37.1368234, -8.5394211 37.1369623)",Rua Mouzinho de Albuquerque,,2,,,,,
36989318,False,residential,False,60.613,,"LINESTRING (-8.5365335 37.1370679, -8.536563 37.1370761, -8.5371816 37.1372417)",Rua Carlos da Maia,,,,,,delivery,
65633688,True,tertiary,False,34.931,,"LINESTRING (-8.5365335 37.1370679, -8.5366435 37.1369083, -8.536663 37.1368733, -8.5367011 37.1368543, -8.5367714 37.1368397)",Rua Júdice Biker,,,,,,,
100304603,True,residential,False,42.812,,"LINESTRING (-8.5364911 37.1407318, -8.5360088 37.1407524)",Rua Doutor Estêvão de Vasconcelos,,,,,,,
36989314,True,residential,False,154.683,,"LINESTRING (-8.5364911 37.1407318, -8.537116 37.1406863, -8.5382297 37.1406122)",Rua Vicente Vaz das Vacas,,,,,,,
100304613,True,residential,False,38.558,,"LINESTRING (-8.5364911 37.1407318, -8.5366971 37.1409009, -8.5367525 37.1409307, -8.5368203 37.1409511)",Rua Porta da Serra,,,,,,,
65633651,True,residential,False,46.142,,"LINESTRING (-8.537168 37.1378825, -8.5371611 37.1378603, -8.5370877 37.1375966, -8.537203 37.1375164)",Rua Damião Lopes Faria e Castro,,,,,,,
99890693,True,tertiary,False,21.558,,"LINESTRING (-8.537168 37.1378825, -8.5372073 37.1378752, -8.5374048 37.1378383)",Rua Direita,,,,,20,,
36989314,True,residential,False,40.25,,"LINESTRING (-8.5382297 37.1406122, -8.5386824 37.140584)",Rua Vicente Vaz das Vacas,,,,,,,
36989315,True,residential,False,53.916,,"LINESTRING (-8.5382297 37.1406122, -8.5382641 37.1410963)",Rua Diogo Tomé Gonçalves,,,,,,,
36989315,True,residential,False,61.303,,"LINESTRING (-8.5381692 37.140063, -8.5382297 37.1406122)",Rua Diogo Tomé Gonçalves,,,,,,,
98840359,True,residential,False,159.928,,"LINESTRING (-8.5381692 37.140063, -8.5371001 37.1401942, -8.5367358 37.1402393, -8.5363858 37.1402809)",Rua da Hortinha,,,,,,,
39431091,False,residential,False,133.74099999999999,,"LINESTRING (-8.5418644 37.1385779, -8.541849 37.1382908, -8.5418262 37.1380595, -8.541802 37.137862, -8.5417718 37.1376723, -8.5417231 37.1374797, -8.5416757 37.1373901)",Rua das Hortas,,,,,,,
40197977,False,residential,False,35.148,,"LINESTRING (-8.5418644 37.1385779, -8.5420292 37.1385792, -8.5422609 37.138581)",Rua dos Jesuítas,,,,,,,
40197977,False,residential,True,85.201,,"LINESTRING (-8.5418644 37.1385779, -8.5414342 37.138591, -8.5411219 37.1385898, -8.5410904 37.1385897, -8.5409848 37.1385855, -8.5409154 37.138552)",Rua dos Jesuítas,,,,,,,
39431091,False,residential,True,30.378,,"LINESTRING (-8.5415282 37.1371435, -8.5416757 37.1373901)",Rua das Hortas,,,,,,,
217912354,False,tertiary,False,75.574,,"LINESTRING (-8.5415282 37.1371435, -8.5406916 37.1372744)",Estrada de Alvor,,,,EM 531-1A,,,
217912354,False,tertiary,True,13.77,,"LINESTRING (-8.5415282 37.1371435, -8.5416805 37.1371191)",Estrada de Alvor,,,,EM 531-1A,,,
733670395,True,tertiary,False,3.568,,"LINESTRING (-8.536363 37.1337227, -8.53636 37.1336907)",Avenida Afonso Henriques,,2,,,,,
733607849,True,tertiary,False,58.13999999999999,,"LINESTRING (-8.536363 37.1337227, -8.5365031 37.1337183, -8.536774 37.1337156, -8.5369322 37.133714, -8.536966 37.1337153, -8.5370186 37.1337174)",Avenida Miguel Bombarda,,1,,,,,
99510584,True,residential,False,62.5,,"LINESTRING (-8.5363842 37.134556, -8.5367763 37.1345398, -8.5370883 37.1345269)",,,,,,,,
733607847,True,tertiary,False,92.697,,"LINESTRING (-8.5363842 37.134556, -8.5363844 37.134139, -8.536363 37.1337227)",Avenida Afonso Henriques,,2,,,,,
39745299,True,residential,False,57.879,,"LINESTRING (-8.5357327 37.1345902, -8.5363842 37.134556)",,,,,,,,
218223406,False,residential,False,17.73,,"LINESTRING (-8.5357327 37.1345902, -8.5355329 37.1345974)",,,,,,,,
"[733529654, 1201086702]",True,tertiary,False,153.18099999999998,,"LINESTRING (-8.5357327 37.1345902, -8.535687 37.1350901, -8.5356363 37.1353803, -8.5356111 37.1355249, -8.5355339 37.1358105, -8.5355136 37.1358779, -8.5354889 37.1359512)",Avenida Guanaré,,2,,,,,
39745335,False,residential,False,26.63,,"LINESTRING (-8.5416272 37.1368484, -8.541574 37.1366127)",Rua Armando Miranda,,,,,,,
98973942,False,residential,False,70.613,,"LINESTRING (-8.5416272 37.1368484, -8.5408439 37.1369639)",Rua Augusto de Mira Leal,,,,,,,
39745335,False,residential,True,30.469,,"LINESTRING (-8.5416272 37.1368484, -8.541662 37.1370252, -8.5416805 37.1371191)",Rua Armando Miranda,,,,,,,
39745335,False,residential,False,52.05799999999999,,"LINESTRING (-8.5420562 37.136527, -8.5420697 37.1364968, -8.5420713 37.1364674, -8.542015 37.1360632)",Rua Armando Miranda,,,,,,,
39745335,False,residential,True,44.754999999999995,,"LINESTRING (-8.5420562 37.136527, -8.542028 37.1365512, -8.5419884 37.1365689, -8.5418278 37.1365857, -8.5417245 37.136595, -8.541574 37.1366127)",Rua Armando Miranda,,,,,,,
217912557,False,residential,True,10.673,,"LINESTRING (-8.542015 37.1360632, -8.5421331 37.1360445)",Rua Professor Doutor Montalvão Marques,,,,,,,
39745335,False,residential,True,52.05799999999999,,"LINESTRING (-8.542015 37.1360632, -8.5420713 37.1364674, -8.5420697 37.1364968, -8.5420562 37.136527)",Rua Armando Miranda,,,,,,,
217912557,False,residential,False,96.343,,"LINESTRING (-8.542015 37.1360632, -8.5410298 37.1361756, -8.5409994 37.1361791, -8.5409397 37.1361886)",Rua Professor Doutor Montalvão Marques,,,,,,,
218214488,False,residential,False,64.237,,"LINESTRING (-8.5421045 37.134453, -8.5421947 37.1347404, -8.542242 37.1350193)",Rua Melvin Jones,,,,,,,
218214488,False,residential,True,94.08500000000001,,"LINESTRING (-8.5421045 37.134453, -8.5420484 37.1342723, -8.5420289 37.1342093, -8.5420175 37.1341302, -8.5420444 37.1340752, -8.5420714 37.1340191, -8.5421122 37.1339627, -8.5423246 37.133678)",Rua Melvin Jones,,,,,,,
218214488,False,residential,False,35.987,,"LINESTRING (-8.5423095 37.1353486, -8.5423787 37.1356675)",Rua Melvin Jones,,,,,,,
218214488,False,residential,True,17.691,,"LINESTRING (-8.5423095 37.1353486, -8.542275 37.1351919)",Rua Melvin Jones,,,,,,,
218214488,False,residential,True,35.987,,"LINESTRING (-8.5423787 37.1356675, -8.5423095 37.1353486)",Rua Melvin Jones,,,,,,,
217912552,True,residential,False,32.09,,"LINESTRING (-8.5423787 37.1356675, -8.5424353 37.1358856, -8.5424586 37.1359488)",,,,,,,,
40197969,True,residential,False,54.671,,"LINESTRING (-8.5386928 37.1410756, -8.5386824 37.140584)",Rua França Borges,,,,,,,
208350886,False,residential,False,78.376,,"LINESTRING (-8.5386928 37.1410756, -8.5395754 37.1410331)",Rua de Olivença,,,,,,,
208350886,False,residential,True,3.321,,"LINESTRING (-8.5386928 37.1410756, -8.5386554 37.1410774)",Rua de Olivença,,,,,,,
98840362,True,tertiary,False,102.69,,"LINESTRING (-8.5392565 37.1374991, -8.5392743 37.1384225)",Rua Mouzinho de Albuquerque,,,,,,,
733607846,True,tertiary,False,41.005,,"LINESTRING (-8.5392565 37.1374991, -8.5397071 37.1374157)",Estrada de Alvor,,2,,EM 531-1A,50,,
218233764,True,tertiary,False,68.196,,"LINESTRING (-8.5399329 37.137376, -8.5406916 37.1372744)",Estrada de Alvor,,1,,EM 531-1A,50,,
217912674,True,tertiary,False,41.483000000000004,,"LINESTRING (-8.5399329 37.137376, -8.5401641 37.1373108, -8.5402258 37.1372788, -8.5402419 37.1372189, -8.5402436 37.1371613)",,,,,,,,
39431091,False,residential,False,30.378,,"LINESTRING (-8.5416757 37.1373901, -8.5415282 37.1371435)",Rua das Hortas,,,,,,,
39431091,False,residential,True,133.741,,"LINESTRING (-8.5416757 37.1373901, -8.5417231 37.1374797, -8.5417718 37.1376723, -8.541802 37.137862, -8.5418262 37.1380595, -8.541849 37.1382908, -8.5418644 37.1385779)",Rua das Hortas,,,,,,,
40197977,False,residential,False,210.752,,"LINESTRING (-8.5416757 37.1373901, -8.5410928 37.1374859, -8.5406751 37.1375524, -8.5406312 37.1375711, -8.5405948 37.13761, -8.5405788 37.1376521, -8.5405855 37.1377123, -8.5406888 37.1380393, -8.540805 37.1384074, -8.5408513 37.1384966, -8.5409154 37.138552)",Rua dos Jesuítas,,,,,,,
40197977,False,residential,False,85.201,,"LINESTRING (-8.5409154 37.138552, -8.5409848 37.1385855, -8.5410904 37.1385897, -8.5411219 37.1385898, -8.5414342 37.138591, -8.5418644 37.1385779)",Rua dos Jesuítas,,,,,,,
40197977,False,residential,True,210.75200000000004,,"LINESTRING (-8.5409154 37.138552, -8.5408513 37.1384966, -8.540805 37.1384074, -8.5406888 37.1380393, -8.5405855 37.1377123, -8.5405788 37.1376521, -8.5405948 37.13761, -8.5406312 37.1375711, -8.5406751 37.1375524, -8.5410928 37.1374859, -8.5416757 37.1373901)",Rua dos Jesuítas,,,,,,,
40197978,False,residential,False,15.573999999999998,,"LINESTRING (-8.5409154 37.138552, -8.5408269 37.1386052, -8.5407692 37.1386288)",Rua Padre da Glória,,,,,,,
40197978,False,residential,False,19.039,,"LINESTRING (-8.5404471 37.1384928, -8.5402508 37.1384233)",Rua Padre da Glória,,,,,,,
590205174,False,residential,False,12.931,,"LINESTRING (-8.5404471 37.1384928, -8.5404291 37.1383774)",,,,,,,,
40197978,False,residential,True,33.593999999999994,,"LINESTRING (-8.5404471 37.1384928, -8.540611 37.1385884, -8.5407065 37.1386359, -8.5407692 37.1386288)",Rua Padre da Glória,,,,,,,
40197978,False,residential,True,49.519,,"LINESTRING (-8.5392743 37.1384225, -8.5398327 37.1384096)",Rua Padre da Glória,,,,,,,
98840362,True,tertiary,False,27.332,,"LINESTRING (-8.5392743 37.1384225, -8.5392741 37.1386683)",Rua Mouzinho de Albuquerque,,,,,,,
40197980,True,residential,False,55.967,,"LINESTRING (-8.5392741 37.1386683, -8.5388625 37.1386738, -8.5387459 37.1387028, -8.5386594 37.1387388)",,,,,,,,
733670390,True,tertiary,False,70.716,,"LINESTRING (-8.5392741 37.1386683, -8.5392892 37.1392461, -8.5392865 37.1393041)",Rua Mouzinho de Albuquerque,,,,,,,
65633688,True,tertiary,False,88.035,,"LINESTRING (-8.5356798 37.1374393, -8.5358509 37.1373458, -8.536017 37.1372847, -8.5361583 37.1372494, -8.5363433 37.1371994, -8.5364042 37.1371822, -8.5364645 37.1371437, -8.5365335 37.1370679)",Rua Júdice Biker,,,,,,,
79606417,False,tertiary,False,53.008,,"LINESTRING (-8.5350277 37.1378478, -8.5344717 37.1380233)",Rua Serpa Pinto,,,,,,,
208350892,False,tertiary,True,36.983999999999995,,"LINESTRING (-8.5350277 37.1378478, -8.5352536 37.1377123, -8.5353574 37.1376441)",Rua Júdice Biker,,,,,,,
79606417,False,tertiary,True,53.008,,"LINESTRING (-8.5344717 37.1380233, -8.5350277 37.1378478)",Rua Serpa Pinto,,,,,,,
98840353,True,tertiary,False,59.002,,"LINESTRING (-8.5344717 37.1380233, -8.534681 37.138527)",Rua Santa Isabel,,,,,,,
79606417,False,tertiary,False,94.976,,"LINESTRING (-8.5344717 37.1380233, -8.5339073 37.1385273, -8.5337508 37.138655)",Rua Serpa Pinto,,,,,,,
218205081,False,tertiary,True,8.456,,"LINESTRING (-8.536604 37.1392807, -8.5365289 37.1393276)",Rua Machado Santos,,,,,,,
65633546,True,tertiary,False,132.984,,"LINESTRING (-8.536604 37.1392807, -8.5366525 37.1392911, -8.5368228 37.1392869, -8.537115 37.139281, -8.5371544 37.1392886, -8.5372353 37.1393127, -8.5372762 37.1393169, -8.5380953 37.1393054)",Avenida São João de Deus,,,,,,,
99890697,True,residential,False,62.965999999999994,,"LINESTRING (-8.5386816 37.1393042, -8.5386793 37.1392116, -8.5386756 37.1390335, -8.538673 37.1388955, -8.5386713 37.1387953, -8.5386594 37.1387388)",Rua Manuel José de Alvor,,2,,,,,
208350893,False,tertiary,True,53.686,,"LINESTRING (-8.5386816 37.1393042, -8.5387987 37.1393137, -8.5391675 37.1393063, -8.5392865 37.1393041)",Avenida São João de Deus,,,,,,,
65633576,True,residential,False,15.208,,"LINESTRING (-8.5365289 37.1393276, -8.5363579 37.1393387)",Rua do Bispo Dom F. Continho,,,,,,,
218205081,False,tertiary,False,8.456,,"LINESTRING (-8.5365289 37.1393276, -8.536604 37.1392807)",Rua Machado Santos,,,,,,,
218241400,True,tertiary,False,41.697,,"LINESTRING (-8.5364696 37.1396996, -8.5365289 37.1393276)",Rua Machado Santos,,,,,,,
65633561,True,tertiary,False,60.214,,"LINESTRING (-8.5357909 37.1397224, -8.5364696 37.1396996)",Rua do Bispo Dom A. Castelo Branco,,,,,,,
100304613,True,residential,False,17.232,,"LINESTRING (-8.5363574 37.1406193, -8.5364911 37.1407318)",Rua Porta da Serra,,,,,,,
65633574,True,residential,False,65.063,,"LINESTRING (-8.5363858 37.1402809, -8.5364696 37.1396996)",Rua Machado Santos,,,,,,,
1238068178,True,residential,False,25.86,,"LINESTRING (-8.5363858 37.1402809, -8.5363694 37.1405131)",Rua Machado Santos,,,,,,,
65633598,True,residential,False,22.721,,"LINESTRING (-8.5386594 37.1387388, -8.5384228 37.1388174)",,,,,,,,
217912555,True,residential,False,109.104,,"LINESTRING (-8.5386594 37.1387388, -8.5386434 37.1386719, -8.5386543 37.1385096, -8.538654 37.1384102, -8.5386303 37.1382508, -8.5386296 37.1380973, -8.5386323 37.1379412, -8.5386298 37.1377602)",Rua Manuel José de Alvor,,,,,30,,
65633598,True,residential,False,31.748,,"LINESTRING (-8.537812 37.1389431, -8.5374539 37.1389482)",,,,,,,,
65633603,False,residential,False,48.282,,"LINESTRING (-8.537812 37.1389431, -8.5378079 37.1385089)",Rua do Colégio,,,,,,,
65633606,False,residential,False,48.231,,"LINESTRING (-8.5374539 37.1389482, -8.5374758 37.1385148)",Rua Manuel Dias Barão,,,,,,,
65633598,True,residential,False,59.194,,"LINESTRING (-8.5374539 37.1389482, -8.5371594 37.1389533, -8.5367862 37.1389565)",,,,,,,,
"[99359326, 65633598]",True,residential,False,46.852,,"LINESTRING (-8.5367862 37.1389565, -8.5366988 37.1389572, -8.5366611 37.1389689, -8.5366422 37.1389944, -8.5365951 37.1392455, -8.536604 37.1392807)",Rua Diogo Tomé,,,,,,,
65633625,False,residential,False,118.214,,"LINESTRING (-8.5367862 37.1389565, -8.5368898 37.1384116, -8.5370198 37.1379102)",Rua João Anes,,,,,,,
65633603,False,residential,True,48.282,,"LINESTRING (-8.5378079 37.1385089, -8.537812 37.1389431)",Rua do Colégio,,,,,,,
65633608,False,residential,True,29.445,,"LINESTRING (-8.5378079 37.1385089, -8.5374758 37.1385148)",Travessa Manual Dias Barão,,,,,,,
65633603,False,residential,False,82.597,,"LINESTRING (-8.5378079 37.1385089, -8.5378141 37.1379369, -8.5377921 37.1378397, -8.5377794 37.1377684)",Rua do Colégio,,,,,,,
65633606,False,residential,True,48.231,,"LINESTRING (-8.5374758 37.1385148, -8.5374539 37.1389482)",Rua Manuel Dias Barão,,,,,,,
65633608,False,residential,False,29.445,,"LINESTRING (-8.5374758 37.1385148, -8.5378079 37.1385089)",Travessa Manual Dias Barão,,,,,,,
65633606,False,residential,False,76.63,,"LINESTRING (-8.5374758 37.1385148, -8.5374979 37.1380558, -8.5374048 37.1378383)",Rua Manuel Dias Barão,,,,,,,
99890693,True,tertiary,False,13.493,,"LINESTRING (-8.5370198 37.1379102, -8.537168 37.1378825)",Rua Direita,,,,,20,,
