osmid,oneway,name,highway,reversed,length,ref,junction,geometry,maxspeed,lanes,access
105609705,False,Avenida Infante Dom Henrique,secondary,False,55.168,,,"LINESTRING (-8.3937953 40.8498469, -8.3931437 40.8499036)",,,
105609709,True,,primary,False,8.847000000000001,ER 227,roundabout,"LINESTRING (-8.3937953 40.8498469, -8.3938103 40.8498709, -8.393833 40.8498911, -8.3938618 40.8499062)",,,
105665157,False,,residential,False,8.11,,,"LINESTRING (-8.3938566 40.8512279, -8.39393 40.8512752)",,,
222330740,True,Avenida de Santo António,primary,False,129.34199999999998,EN 224,,"LINESTRING (-8.3938566 40.8512279, -8.3936338 40.8514417, -8.3934431 40.8516197, -8.3933672 40.8516737, -8.3932891 40.8517026, -8.3927958 40.8518852, -8.3926834 40.8519413)",,,
153664411,True,,residential,False,13.667,,,"LINESTRING (-8.3939073 40.8509022, -8.394032 40.850981)",,,
64181680,True,Avenida Camilo Tavares de Matos,primary,False,36.817,EN 224,,"LINESTRING (-8.3939073 40.8509022, -8.3939056 40.8511034, -8.3938566 40.8512279)",,,
222338368,False,Rua Camilo Castelo Branco,tertiary,True,45.081,,,"LINESTRING (-8.3902325 40.8541342, -8.390218 40.8540596, -8.3902175 40.853992, -8.3902842 40.8538661, -8.3903943 40.8537705)",,,
153655585,False,Rua Camilo Castelo Branco,tertiary,True,16.271,,,"LINESTRING (-8.3904017 40.8523386, -8.3903909 40.8521925)",,,
161131885,True,Rua Vasco da Gama,residential,False,33.589999999999996,,,"LINESTRING (-8.3904017 40.8523386, -8.3904616 40.8521763, -8.3905329 40.8520541)",,,
222338368,False,Rua Camilo Castelo Branco,tertiary,False,97.819,,,"LINESTRING (-8.3904017 40.8523386, -8.3904217 40.8524443, -8.3905345 40.8526978, -8.3905889 40.8528545, -8.3906415 40.8530293, -8.3906812 40.8531907)",,,
64181683,True,Rua Manuel Soares Pinheiro,residential,False,77.128,,,"LINESTRING (-8.3931413 40.8505369, -8.3935392 40.8506716, -8.3936814 40.850742, -8.39383 40.8508321, -8.3938718 40.85087, -8.3939073 40.8509022)",,,
155070472,False,,residential,True,23.047,,,"LINESTRING (-8.3931413 40.8505369, -8.393222 40.8503492, -8.3932277 40.8503403)",,,
105602293,True,,primary,False,6.442,EN 328,roundabout,"LINESTRING (-8.3944443 40.8458362, -8.3944095 40.8458242, -8.3943718 40.8458189)",50,,
154861437,True,Avenida Engenheiro Ilídio Pinho,secondary,False,17.801000000000002,ER 227,roundabout,"LINESTRING (-8.3964887 40.8489697, -8.3964643 40.8489341, -8.396424 40.8489084, -8.3963735 40.8488962, -8.3963208 40.8488996)",,,
154861452,True,Avenida Engenheiro Ilídio Pinho,secondary,False,301.138,ER 227,,"LINESTRING (-8.3964887 40.8489697, -8.3965574 40.8488456, -8.3965854 40.8488167, -8.3967583 40.8486385, -8.3970821 40.8483101, -8.3971148 40.8482771, -8.3973452 40.8480442, -8.3974985 40.8479378, -8.3976276 40.8478757, -8.397924 40.8477808, -8.3986421 40.8475609, -8.3988636 40.8475051, -8.3990104 40.8475062, -8.3991186 40.847545, -8.3992235 40.8475956)",,2,
105594192,False,Rua Domingos de Almeida Brandão,residential,False,54.271,,,"LINESTRING (-8.3961535 40.8490214, -8.3961042 40.8490126, -8.3960723 40.849007, -8.3959773 40.8490148, -8.395521 40.8490873)",,,
154861437,True,Avenida Engenheiro Ilídio Pinho,secondary,False,13.861,ER 227,roundabout,"LINESTRING (-8.3961535 40.8490214, -8.3961221 40.8490593, -8.3961061 40.8490975, -8.3961106 40.8491372)",,,
86251303,False,Rua Gabriel Pinho da Cruz,residential,False,34.802,,,"LINESTRING (-8.3969688 40.8475941, -8.3965574 40.8476274)",,,
169240589,False,Rua Fundo da Gandra,residential,False,22.926,,,"LINESTRING (-8.3969688 40.8475941, -8.3969075 40.8473932)",,,
86251303,False,Rua Gabriel Pinho da Cruz,residential,True,29.718999999999998,,,"LINESTRING (-8.3969688 40.8475941, -8.3970902 40.8476117, -8.3971909 40.8476491, -8.397268 40.8477162)",,,
86251350,True,Rua Camilo Castelo Branco,tertiary,False,23.880000000000003,,,"LINESTRING (-8.3904858 40.8542176, -8.3903512 40.8542003, -8.3902325 40.8541342)",,,
105602199,False,Rua Gabriel Pinho da Cruz,residential,False,8.067,,,"LINESTRING (-8.3948293 40.847886, -8.3947336 40.8478813)",,,
86251303,False,Rua Gabriel Pinho da Cruz,residential,True,53.041,,,"LINESTRING (-8.3948293 40.847886, -8.3949568 40.8478614, -8.395293 40.8478079, -8.395445 40.8477833)",,,
86251312,False,Rua das Flores,residential,False,68.541,,,"LINESTRING (-8.3948293 40.847886, -8.3947991 40.8482274, -8.3948052 40.8485016)",,,
154861437,True,Avenida Engenheiro Ilídio Pinho,secondary,False,40.019000000000005,ER 227,roundabout,"LINESTRING (-8.3962045 40.8492054, -8.3962258 40.8492105, -8.3962783 40.8492071, -8.396325 40.8491889, -8.3964113 40.849126, -8.396477 40.8490476, -8.396493 40.8490098, -8.3964887 40.8489697)",,,
64181682,True,Rotunda do Arco-Irís,primary,False,17.632,,roundabout,"LINESTRING (-8.3907172 40.8542943, -8.3906912 40.8542599, -8.3906532 40.8542326, -8.3906063 40.8542149, -8.3905546 40.8542083)",,,
153664403,True,Avenida de Santo António,primary,False,372.6039999999999,EN 224,,"LINESTRING (-8.3907172 40.8542943, -8.3907855 40.8541215, -8.3912527 40.853592, -8.3913713 40.8534575, -8.3916529 40.853141, -8.3922844 40.8524492, -8.3926246 40.8520624, -8.392735 40.8519806, -8.3928319 40.8519329, -8.3933277 40.851758, -8.3934084 40.8517295)",,,
86251312,False,Rua das Flores,residential,True,68.541,,,"LINESTRING (-8.3948052 40.8485016, -8.3947991 40.8482274, -8.3948293 40.847886)",,,
134778538,True,,residential,False,7.429,,,"LINESTRING (-8.393936 40.8492866, -8.3938488 40.8492972)",,,
105607965,True,Avenida Camilo Tavares de Matos,primary,False,161.06400000000002,EN 328,,"LINESTRING (-8.393936 40.8492866, -8.3940421 40.8484391, -8.3941211 40.8478449)",50,,
105602199,False,Rua Gabriel Pinho da Cruz,residential,True,51.85000000000001,,,"LINESTRING (-8.3941211 40.8478449, -8.3941756 40.8478375, -8.3946493 40.8478772, -8.3947336 40.8478813)",,,
134778507,True,Avenida Canilo Tavares de Matos,primary,False,74.639,EN 224,,"LINESTRING (-8.3941211 40.8478449, -8.3941809 40.8474279, -8.3942057 40.8471768)",50,,
266634613,True,Rua Século XXI,residential,False,29.949,,,"LINESTRING (-8.3975966 40.8475605, -8.3976005 40.8475931, -8.3976076 40.8476746, -8.3975522 40.8477596, -8.3975297 40.8478173)",,,
837598326,False,Rua Século XXI,residential,True,162.988,,,"LINESTRING (-8.3975966 40.8475605, -8.3975074 40.8474498, -8.3974272 40.8473533, -8.3972701 40.8471396, -8.3971732 40.846883, -8.3969309 40.8465257, -8.3967418 40.8462516)",,,
161132371,True,Rua da Granja,secondary,False,35.391000000000005,EM,,"LINESTRING (-8.3990695 40.8469387, -8.3990923 40.8471108, -8.399147 40.8472501)",,,
154861455,True,Avenida Engenheiro Ilídio Pinho,secondary,False,33.81,ER 227,,"LINESTRING (-8.3978973 40.8476943, -8.3975297 40.8478173)",,2,
91711120,True,Rua Século XXI,residential,False,29.691000000000003,,,"LINESTRING (-8.3978973 40.8476943, -8.3977954 40.8476706, -8.3976279 40.8475775, -8.3975966 40.8475605)",,,
86251303,False,Rua Gabriel Pinho da Cruz,residential,False,29.719,,,"LINESTRING (-8.397268 40.8477162, -8.3971909 40.8476491, -8.3970902 40.8476117, -8.3969688 40.8475941)",,,
161132374,True,Rua Gabriel Pinho da Cruz,residential,False,24.319000000000003,,,"LINESTRING (-8.397268 40.8477162, -8.3973123 40.8478315, -8.3973158 40.8479301)",,1,
154861455,True,Avenida Engenheiro Ilídio Pinho,secondary,False,21.932,ER 227,,"LINESTRING (-8.3975297 40.8478173, -8.3973158 40.8479301)",,2,
161132373,True,Rua Gabriel Pinho da Cruz,residential,False,24.754,,,"LINESTRING (-8.3975297 40.8478173, -8.3974182 40.847781, -8.397268 40.8477162)",,1,
153651359,False,Rua das Escadinhas do Moradal,residential,False,68.587,,,"LINESTRING (-8.390041 40.8513449, -8.3897834 40.851382, -8.3894535 40.8514489, -8.3892443 40.8514733)",,,
188757964,False,Rua Eça de Queiroz,secondary,False,6.06,ER 227,,"LINESTRING (-8.390434 40.8512476, -8.390495 40.8512766)",,,
191104428,False,Rua Camilo Castelo Branco,tertiary,False,21.033,,,"LINESTRING (-8.390434 40.8512476, -8.3904432 40.8513374, -8.3904562 40.851436)",,,
221852351,False,Rua Guerra Junqueiro,secondary,True,107.071,ER 227,,"LINESTRING (-8.390434 40.8512476, -8.3904243 40.8508747, -8.3904273 40.8504455, -8.3904058 40.8502856)",,,
105602293,True,,primary,False,27.262999999999998,EN 328,roundabout,"LINESTRING (-8.3943718 40.8458189, -8.3943181 40.8458234, -8.3942696 40.8458414, -8.394232 40.8458707, -8.3942097 40.8459079, -8.3942053 40.8459487, -8.3942194 40.8459881)",50,,
105599240,False,Rua Comendador Luis Bernardo de Almeida,residential,True,245.501,,,"LINESTRING (-8.3893016 40.8489954, -8.3893472 40.8489817, -8.3893958 40.8489684, -8.3894232 40.8489689, -8.3895124 40.8489983, -8.3895832 40.8490259, -8.3897191 40.8490959, -8.389887 40.8491806, -8.390015 40.8492393, -8.3901372 40.8492921, -8.3902834 40.8493577, -8.390376 40.8494199, -8.3906364 40.8495859, -8.3908021 40.8496913, -8.3909346 40.8497829, -8.3910111 40.8498278, -8.3910842 40.8498572, -8.3912396 40.8499047, -8.3914269 40.8499505, -8.3915732 40.8499903, -8.3916589 40.8500207, -8.391791 40.850028)",,,
153656000,False,Travessa Guerra Junqueiro,residential,True,107.241,,,"LINESTRING (-8.3904058 40.8502856, -8.3901911 40.8503392, -8.390116 40.8504163, -8.3900543 40.8505563, -8.3899968 40.8508188, -8.3899443 40.8511)",,,
