osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,access
108053400,True,Rua Doutor Frederico Cerveira,residential,50,False,63.545,"LINESTRING (-8.6672904 40.6015035, -8.6673749 40.6015804, -8.6674002 40.6016051, -8.6674358 40.6016417, -8.6674844 40.6016846, -8.6675368 40.6017308, -8.6676495 40.6018652, -8.667727 40.6019671)",,,,
239860846,True,Rua José Estevão,residential,50,False,226.718,"LINESTRING (-8.6672904 40.6015035, -8.667191 40.6014401, -8.6671078 40.6013973, -8.6669201 40.6012914, -8.6666438 40.6011509, -8.6663997 40.6010389, -8.6661852 40.6009432, -8.6659464 40.600821, -8.6657281 40.6007097, -8.665535 40.6006079, -8.6654062 40.6005428, -8.6651016 40.6003786, -8.6650699 40.6003596)",,,,
1055089674,False,Rua Vasco da Gama,secondary,40,True,53.498,"LINESTRING (-8.6672904 40.6015035, -8.6673546 40.6014484, -8.667452 40.6013658, -8.667587 40.601283, -8.667609 40.6012694, -8.6676382 40.6012548, -8.6677665 40.6011903)",2,EN 109,,
1055216129,False,Rua Vasco da Gama,secondary,40,False,316.808,"LINESTRING (-8.6672904 40.6015035, -8.6666974 40.602138, -8.6662026 40.6026603, -8.6660068 40.6028678, -8.6656671 40.6032278, -8.6652122 40.6037099, -8.66511 40.6038223)",2,EN 109,,
1055085916,True,Avenida 25 de Abril,tertiary,,False,39.744,"LINESTRING (-8.6698629 40.6026248, -8.6696006 40.602328)",,,,
"[221345184, 1055341368]",True,,tertiary,,False,30.111,"LINESTRING (-8.6652156 40.5997055, -8.6652848 40.5997482, -8.6653689 40.5997706, -8.6654581 40.5997701, -8.6655418 40.5997468)",2,,roundabout,
221345184,True,,tertiary,,False,49.428,"LINESTRING (-8.6654046 40.5993783, -8.6653224 40.5993902, -8.6652495 40.5994213, -8.6651934 40.5994683, -8.6651598 40.5995265, -8.6651522 40.5995897, -8.6651715 40.5996515, -8.6652156 40.5997055)",2,,roundabout,
"[1092931508, 221345188]",True,Avenida 25 de Abril,tertiary,50,False,247.11899999999997,"LINESTRING (-8.6655418 40.5997468, -8.6656573 40.5998115, -8.666543 40.6004001, -8.6670826 40.6007587, -8.6674394 40.6009868, -8.6676175 40.6011007, -8.6677665 40.6011903)","['2', '3']",,,
1055341368,True,,tertiary,,False,11.097,"LINESTRING (-8.6655418 40.5997468, -8.6655941 40.5997166, -8.6656348 40.5996774)",2,,roundabout,
1055341368,True,,tertiary,,False,27.395,"LINESTRING (-8.6656348 40.5996774, -8.665661 40.5996323, -8.6656717 40.5995837, -8.6656662 40.5995346, -8.6656448 40.5994881, -8.665609 40.599447)",2,,roundabout,
