osmid,oneway,highway,reversed,length,lanes,ref,geometry
117688192,True,tertiary,False,18.853,,,"LINESTRING (-7.8550767 40.3782153, -7.8548595 40.3781783)"
454329559,False,secondary,True,28.68,2,ER 230,"LINESTRING (-7.8550767 40.3782153, -7.8548179 40.3783816)"
454329559,False,secondary,False,332.339,2,ER 230,"LINESTRING (-7.8550767 40.3782153, -7.8552909 40.3781233, -7.8559162 40.3779033, -7.8561696 40.3777704, -7.8563457 40.3776522, -7.8565048 40.377504, -7.8565812 40.3774135, -7.8568897 40.3770042, -7.8571886 40.3765875, -7.8573703 40.3763036, -7.8575329 40.3760283)"
216499584,True,tertiary,False,42.313,,,"LINESTRING (-7.8546209 40.3779129, -7.8546188 40.3780049, -7.8547523 40.3782749)"
117688192,True,tertiary,False,37.091,,,"LINESTRING (-7.8548595 40.3781783, -7.8547763 40.3781383, -7.85471 40.3780831, -7.854667 40.3780199, -7.8546209 40.3779129)"
216499582,True,tertiary,False,14.658999999999999,,,"LINESTRING (-7.8548595 40.3781783, -7.8547851 40.3782166, -7.8547523 40.3782749)"
216499584,True,tertiary,False,13.634999999999998,,,"LINESTRING (-7.8547523 40.3782749, -7.8547785 40.3783549, -7.8548179 40.3783816)"
454329559,False,secondary,False,28.68,2,ER 230,"LINESTRING (-7.8548179 40.3783816, -7.8550767 40.3782153)"
454329559,False,secondary,True,14.894,2,ER 230,"LINESTRING (-7.8548179 40.3783816, -7.8547159 40.3784907)"
339840646,False,residential,True,132.434,,,"LINESTRING (-7.8624485 40.3801052, -7.8624131 40.3799221, -7.8623412 40.3797047, -7.8622554 40.3794922, -7.8621234 40.379207, -7.8620083 40.3789654)"
339840646,False,residential,False,399.536,,,"LINESTRING (-7.8626628 40.3754662, -7.8625887 40.3757612, -7.862456 40.3761993, -7.8623863 40.3763791, -7.8623004 40.3765916, -7.8621985 40.3768082, -7.8621052 40.3770648, -7.8620215 40.3773313, -7.8619067 40.3776165, -7.8618927 40.3779238, -7.8618659 40.3782017, -7.8618606 40.3783979, -7.8618659 40.3785573, -7.8619142 40.3787289, -7.8619711 40.3788874, -7.8620083 40.3789654)"
339840647,False,unclassified,False,366.63200000000006,,,"LINESTRING (-7.8626628 40.3754662, -7.862024 40.375624, -7.8618952 40.3756648, -7.8614982 40.3758692, -7.861163 40.3760469, -7.8610423 40.3761307, -7.8608384 40.3761981, -7.8605997 40.3762513, -7.8604763 40.376284, -7.8598996 40.3764985, -7.859272 40.3767069, -7.8592331 40.3767028, -7.8592278 40.3766088, -7.8592251 40.3763228)"
454329559,False,secondary,False,374.40999999999997,2,ER 230,"LINESTRING (-7.8521727 40.3811274, -7.8523529 40.3807782, -7.8525358 40.3806034, -7.8527284 40.3804654, -7.8536134 40.3800232, -7.8537128 40.3799499, -7.8538314 40.3798361, -7.8539819 40.379649, -7.8545252 40.3786949, -7.8547159 40.3784907)"
339840647,False,unclassified,False,147.074,,,"LINESTRING (-7.8592251 40.3763228, -7.8591252 40.3763001, -7.8586683 40.3762309, -7.8575329 40.3760283)"
339840647,False,unclassified,True,366.63200000000006,,,"LINESTRING (-7.8592251 40.3763228, -7.8592278 40.3766088, -7.8592331 40.3767028, -7.859272 40.3767069, -7.8598996 40.3764985, -7.8604763 40.376284, -7.8605997 40.3762513, -7.8608384 40.3761981, -7.8610423 40.3761307, -7.861163 40.3760469, -7.8614982 40.3758692, -7.8618952 40.3756648, -7.862024 40.375624, -7.8626628 40.3754662)"
339840647,False,unclassified,True,147.07399999999998,,,"LINESTRING (-7.8575329 40.3760283, -7.8586683 40.3762309, -7.8591252 40.3763001, -7.8592251 40.3763228)"
454329559,False,secondary,True,332.339,2,ER 230,"LINESTRING (-7.8575329 40.3760283, -7.8573703 40.3763036, -7.8571886 40.3765875, -7.8568897 40.3770042, -7.8565812 40.3774135, -7.8565048 40.377504, -7.8563457 40.3776522, -7.8561696 40.3777704, -7.8559162 40.3779033, -7.8552909 40.3781233, -7.8550767 40.3782153)"
454329559,False,secondary,False,14.894,2,ER 230,"LINESTRING (-7.8547159 40.3784907, -7.8548179 40.3783816)"
454329559,False,secondary,True,374.40999999999997,2,ER 230,"LINESTRING (-7.8547159 40.3784907, -7.8545252 40.3786949, -7.8539819 40.379649, -7.8538314 40.3798361, -7.8537128 40.3799499, -7.8536134 40.3800232, -7.8527284 40.3804654, -7.8525358 40.3806034, -7.8523529 40.3807782, -7.8521727 40.3811274)"
339840646,False,residential,False,132.434,,,"LINESTRING (-7.8620083 40.3789654, -7.8621234 40.379207, -7.8622554 40.3794922, -7.8623412 40.3797047, -7.8624131 40.3799221, -7.8624485 40.3801052)"
339840646,False,residential,True,399.536,,,"LINESTRING (-7.8620083 40.3789654, -7.8619711 40.3788874, -7.8619142 40.3787289, -7.8618659 40.3785573, -7.8618606 40.3783979, -7.8618659 40.3782017, -7.8618927 40.3779238, -7.8619067 40.3776165, -7.8620215 40.3773313, -7.8621052 40.3770648, -7.8621985 40.3768082, -7.8623004 40.3765916, -7.8623863 40.3763791, -7.862456 40.3761993, -7.8625887 40.3757612, -7.8626628 40.3754662)"
