osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,maxspeed
52599142,2,EM 560-1,tertiary,False,True,66.229,"LINESTRING (-8.3601175 41.3002735, -8.3596685 41.3002771, -8.3593251 41.3002648)",,
150613326,,,tertiary,False,False,71.576,"LINESTRING (-8.3601175 41.3002735, -8.3607378 41.3002022, -8.3609567 41.3001509)",Rua Santa Luzia,
957190319,,EM 560-1,residential,False,True,152.4,"LINESTRING (-8.3601175 41.3002735, -8.3604916 41.3003453, -8.3612016 41.300682, -8.3617838 41.3005774)",,
829324343,2,EN 209,primary,False,False,137.068,"LINESTRING (-8.3644489 41.2998516, -8.363304 41.3007346)",Rua Nossa Senhora do Rosário / EN209,
536138835,,,unclassified,False,True,185.29899999999998,"LINESTRING (-8.3644489 41.2998516, -8.3646539 41.3001591, -8.3655404 41.3013017)",Rua do Campo do Lírio,
536138837,,,unclassified,False,False,53.265,"LINESTRING (-8.3644489 41.2998516, -8.3641362 41.2996554, -8.3639994 41.2995163)",Calçada Vila Chã,
829324343,2,EN 209,primary,False,True,307.393,"LINESTRING (-8.3644489 41.2998516, -8.3649295 41.2994601, -8.365616 41.2989181, -8.3660538 41.298659, -8.3661476 41.2986035, -8.3672618 41.298103)",Rua Nossa Senhora do Rosário / EN209,
1258197245,2,,primary,True,False,9.606000000000002,"LINESTRING (-8.3630071 41.3008469, -8.3629769 41.3008292, -8.3629411 41.3008188, -8.3629029 41.3008166)",Rua Nossa Senhora do Rosário / EN209,
150613326,,,tertiary,False,True,52.792,"LINESTRING (-8.3617838 41.3005774, -8.3613718 41.3002174)",Rua Santa Luzia,
602699328,2,EM 560-1,tertiary,False,False,80.316,"LINESTRING (-8.3617838 41.3005774, -8.3622515 41.300787, -8.362615 41.3009403)",,
957190319,,EM 560-1,residential,False,False,152.4,"LINESTRING (-8.3617838 41.3005774, -8.3612016 41.300682, -8.3604916 41.3003453, -8.3601175 41.3002735)",,
829451859,,,residential,False,False,16.101,"LINESTRING (-8.3667366 41.2976978, -8.3665596 41.2977551)",Rua da Ponte Joanina,
829451859,,,residential,False,True,9.861,"LINESTRING (-8.3667366 41.2976978, -8.3668387 41.2976533)",Rua da Ponte Joanina,
411859897,,,residential,False,True,80.831,"LINESTRING (-8.3667366 41.2976978, -8.3667044 41.2976352, -8.3667502 41.2974793, -8.3667197 41.2973597, -8.3667 41.2972154, -8.3666816 41.2970803, -8.3667279 41.2969892)",Rua de São Roque,
411881267,,,residential,False,True,7.33,"LINESTRING (-8.3637921 41.3027945, -8.3638793 41.3027871)",,
822605612,,EM 513-4,secondary,False,False,53.757,"LINESTRING (-8.3637921 41.3027945, -8.3635652 41.3023421)",,
822605612,,EM 513-4,secondary,False,True,53.757,"LINESTRING (-8.3635652 41.3023421, -8.3637921 41.3027945)",,
822605612,,EM 513-4,secondary,False,False,143.11,"LINESTRING (-8.3635652 41.3023421, -8.3632088 41.3016457, -8.3629894 41.3011305)",,
150616541,,,residential,False,False,155.435,"LINESTRING (-8.3627813 41.3001357, -8.3626516 41.2999301, -8.3625893 41.2998053, -8.362393 41.2997892, -8.3620375 41.2998709, -8.361638 41.3000581, -8.3613718 41.3002174)",,
602699332,2,EM 513-4,secondary,False,False,59.400000000000006,"LINESTRING (-8.3627813 41.3001357, -8.362755 41.3003956, -8.3627483 41.3006691)",Rua de São Tiago,
602699332,2,EM 513-4,secondary,False,True,82.771,"LINESTRING (-8.3627813 41.3001357, -8.3630036 41.2997211, -8.3630078 41.2995531, -8.3629528 41.2994305)",Rua de São Tiago,
150613327,,,residential,False,False,78.318,"LINESTRING (-8.3605296 41.299524, -8.3606277 41.2996785, -8.3609567 41.3001509)",Rua do Facho,
