osmid,oneway,ref,highway,reversed,length,geometry,lanes,bridge,junction,name
22757617,False,EN 342-1,primary,False,161.573,"LINESTRING (-8.6490088 40.1537005, -8.648983 40.1536153, -8.6488344 40.1531736, -8.6487288 40.1528658, -8.6486491 40.1525704, -8.6485789 40.1522857)",,,,
143445386,True,EN 342-1,primary,False,14.982,"LINESTRING (-8.6490088 40.1537005, -8.6489393 40.1537807, -8.6489116 40.1538129)",,,,
143445389,True,EN 341;EN 347,primary,False,16.775,"LINESTRING (-8.648671 40.1537692, -8.6487575 40.1538585, -8.6487887 40.1538903)",1,,,
22757617,False,EN 342-1,primary,True,160.03400000000002,"LINESTRING (-8.6489012 40.1508832, -8.6488019 40.1511323, -8.6486095 40.1516967, -8.6485416 40.151967, -8.6485643 40.1522265, -8.6485789 40.1522857)",,,,
143459252,False,,residential,False,171.926,"LINESTRING (-8.6489012 40.1508832, -8.6492456 40.1508873, -8.6497431 40.1508701, -8.6509233 40.1508538)",,,,
"[177647545, 22757618, 1010742588]",False,EN 342-1,primary,False,84.509,"LINESTRING (-8.6489012 40.1508832, -8.6488578 40.1508753, -8.6488161 40.1508678, -8.6481716 40.1507691, -8.6479348 40.1507089)",,yes,,
143445373,True,EN 347,primary,False,34.656000000000006,"LINESTRING (-8.6485299 40.1541275, -8.6488045 40.1540328, -8.6489017 40.1539995)",1,,,
120981231,False,,residential,True,16.667,"LINESTRING (-8.6479348 40.1507089, -8.6478773 40.1508522)",,,,
"[177647545, 22757618, 1010742588]",False,EN 342-1,primary,True,84.509,"LINESTRING (-8.6479348 40.1507089, -8.6481716 40.1507691, -8.6488161 40.1508678, -8.6488578 40.1508753, -8.6489012 40.1508832)",,yes,,
143445384,True,EN 341;EN 347,primary,False,5.342,"LINESTRING (-8.6489116 40.1538129, -8.6488804 40.1538155, -8.648851 40.1538241)",,,roundabout,
143445387,True,EN 341;EN 347,primary,False,16.471,"LINESTRING (-8.648851 40.1538241, -8.648671 40.1537692)",1,,,
143445384,True,EN 341;EN 347,primary,False,9.347,"LINESTRING (-8.648851 40.1538241, -8.6488218 40.153841, -8.6488003 40.1538637, -8.6487887 40.1538903)",,,roundabout,
143445394,True,EN 347,primary,False,31.674,"LINESTRING (-8.6487888 40.1539226, -8.6485299 40.1541275)",1,,,
143445384,True,EN 341;EN 347,primary,False,13.794,"LINESTRING (-8.6487888 40.1539226, -8.6488024 40.1539518, -8.6488278 40.153976, -8.6488622 40.1539925, -8.6489017 40.1539995)",,,roundabout,
143445384,True,EN 341;EN 347,primary,False,3.8449999999999998,"LINESTRING (-8.6489017 40.1539995, -8.6489243 40.1539989, -8.6489464 40.1539952)",,,roundabout,
143445381,True,EN 341,primary,False,13.245000000000001,"LINESTRING (-8.6491511 40.1539783, -8.6490754 40.1539303, -8.6490311 40.1539023)",,,,
1010742586,False,EN 341,primary,False,292.98299999999995,"LINESTRING (-8.6491511 40.1539783, -8.6492129 40.153967, -8.6494857 40.1539042, -8.649888 40.153812, -8.6509743 40.153566, -8.6524602 40.15324)",,,,Rua da Liberdade
143445384,True,EN 341;EN 347,primary,False,3.635,"LINESTRING (-8.6490311 40.1539023, -8.6490283 40.1538861, -8.6490219 40.1538705)",,,roundabout,
143445384,True,EN 341;EN 347,primary,False,3.592,"LINESTRING (-8.6487887 40.1538903, -8.6487888 40.1539226)",,,roundabout,
143445379,True,EN 341,primary,False,17.5,"LINESTRING (-8.6489464 40.1539952, -8.6490431 40.1539862, -8.6491511 40.1539783)",,,,
143445384,True,EN 341;EN 347,primary,False,13.469,"LINESTRING (-8.6489464 40.1539952, -8.6489816 40.1539814, -8.6490093 40.1539597, -8.6490264 40.1539323, -8.6490311 40.1539023)",,,roundabout,
143445383,True,EN 342-1,primary,False,19.095,"LINESTRING (-8.6490219 40.1538705, -8.6490301 40.1537989, -8.649024 40.1537559, -8.6490088 40.1537005)",,,,
143445384,True,EN 341;EN 347,primary,False,11.968,"LINESTRING (-8.6490219 40.1538705, -8.6490039 40.1538474, -8.648978 40.1538292, -8.6489463 40.1538174, -8.6489116 40.1538129)",,,roundabout,
129124850,False,EN 341,primary,True,254.244,"LINESTRING (-8.6582726 40.1511612, -8.6577871 40.1509685, -8.6575189 40.1508352, -8.6573646 40.1507192, -8.6573123 40.1506384, -8.6572855 40.1502755, -8.6572211 40.1500562, -8.6570937 40.1498622, -8.6569422 40.149804, -8.6567625 40.1497958, -8.6565881 40.1498388, -8.6564326 40.1499393)",,,,Rua da Liberdade
242192403,False,,residential,False,212.393,"LINESTRING (-8.6582726 40.1511612, -8.6581434 40.1512133, -8.6578116 40.1512464, -8.6571192 40.15128, -8.6567195 40.1512574, -8.6565211 40.1512841, -8.6558237 40.1514277)",,,,Rua Firmino Ribeiro da Fonseca
129124850,False,EN 341,primary,False,12.104,"LINESTRING (-8.6549111 40.1522505, -8.6550153 40.1521763)",,,,Rua da Liberdade
129124850,False,EN 341,primary,True,101.00200000000001,"LINESTRING (-8.6549111 40.1522505, -8.6547076 40.1523879, -8.6545175 40.1525163, -8.6540001 40.1528334)",,,,Rua da Liberdade
242192399,False,,residential,False,184.66299999999998,"LINESTRING (-8.6549111 40.1522505, -8.6549949 40.1523522, -8.6550753 40.1524219, -8.6561885 40.1526699, -8.6567088 40.1527581, -8.65691 40.1527499)",,,,
231547869,False,,residential,True,82.255,"LINESTRING (-8.6540001 40.1528334, -8.6544408 40.153492)",,,,
129124850,False,EN 341,primary,False,101.002,"LINESTRING (-8.6540001 40.1528334, -8.6545175 40.1525163, -8.6547076 40.1523879, -8.6549111 40.1522505)",,,,Rua da Liberdade
242192395,False,,residential,False,154.697,"LINESTRING (-8.6540001 40.1528334, -8.6537879 40.1525018, -8.6537342 40.1523891, -8.6536565 40.1518232, -8.6535438 40.1515014)",,,,
1010742586,False,EN 341,primary,True,130.515,"LINESTRING (-8.6540001 40.1528334, -8.6538657 40.1528976, -8.6535358 40.1529858, -8.6530128 40.1531026, -8.6525537 40.1532168)",,,,Rua da Liberdade
1010742586,False,EN 341,primary,False,8.355,"LINESTRING (-8.6524602 40.15324, -8.6525537 40.1532168)",,,,Rua da Liberdade
1010742586,False,EN 341,primary,True,292.98299999999995,"LINESTRING (-8.6524602 40.15324, -8.6509743 40.153566, -8.649888 40.153812, -8.6494857 40.1539042, -8.6492129 40.153967, -8.6491511 40.1539783)",,,,Rua da Liberdade
