osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,maxspeed,width
149908857,False,Rua Amália Rodrigues,unclassified,True,109.451,"LINESTRING (-8.4686217 37.0959908, -8.4684313 37.0959351, -8.4682486 37.095937, -8.4681497 37.0959801, -8.4680772 37.0960934, -8.4679431 37.0965405)",,,,
149908858,False,,unclassified,True,44.637,"LINESTRING (-8.4701101 37.0956293, -8.4696336 37.0955001)",,,,
149908863,False,,unclassified,False,100.228,"LINESTRING (-8.4701101 37.0956293, -8.469763 37.0964871)",,,,
149908858,False,,unclassified,False,32.966,"LINESTRING (-8.4701101 37.0956293, -8.4702499 37.0956548, -8.4703312 37.095626, -8.4703638 37.0955775, -8.4703879 37.0955248)",,,,
31374111,True,,unclassified,False,237.72299999999998,"LINESTRING (-8.4703879 37.0955248, -8.4707302 37.0956147, -8.4708053 37.0956439, -8.4708277 37.0957056, -8.4707374 37.095813, -8.4706968 37.0959844, -8.4705542 37.0963886, -8.4704275 37.0966392, -8.4703081 37.0967782, -8.4702189 37.0968369, -8.470116 37.0968813, -8.4698415 37.0969698, -8.4697053 37.0970508)",,,,
149908858,False,,unclassified,True,32.966,"LINESTRING (-8.4703879 37.0955248, -8.4703638 37.0955775, -8.4703312 37.095626, -8.4702499 37.0956548, -8.4701101 37.0956293)",,,,
149908858,False,,unclassified,False,130.87,"LINESTRING (-8.4691084 37.0946806, -8.4690158 37.0953125, -8.4690481 37.0953585, -8.4696336 37.0955001)",,,,
295995519,True,Estrada do Algar Seco,residential,False,134.543,"LINESTRING (-8.4691084 37.0946806, -8.4696868 37.0948165, -8.4698519 37.0948552, -8.4705586 37.0950353)",,,,
267034727,True,Rua do Povo do Burro,residential,False,19.29,"LINESTRING (-8.4696025 37.0971451, -8.4698134 37.0971875)",,,20,
149908862,False,,residential,True,18.218,"LINESTRING (-8.4696025 37.0971451, -8.4694961 37.0971696, -8.4694015 37.0971668)",,,,
149908863,False,,unclassified,True,100.228,"LINESTRING (-8.469763 37.0964871, -8.4701101 37.0956293)",,,,
149908862,False,,residential,False,15.763,"LINESTRING (-8.4692252 37.0971503, -8.4693513 37.0971653, -8.4694015 37.0971668)",,,,
149908862,False,,residential,True,211.005,"LINESTRING (-8.4692252 37.0971503, -8.4690399 37.0971179, -8.4688256 37.0970904, -8.4685305 37.0970904, -8.4683915 37.0971084, -8.468316 37.0971182, -8.4681601 37.0971607, -8.4680555 37.0972377, -8.4679324 37.0973364, -8.4677783 37.0974339, -8.4675086 37.0974905, -8.4671787 37.0975525, -8.4670169 37.0975728)",,,,
491805032,False,Travessa das Nuas,residential,False,99.938,"LINESTRING (-8.4692252 37.0971503, -8.4692917 37.0972115, -8.4698069 37.0974535, -8.4699633 37.0975682, -8.4700824 37.0977109)",,,,
149908855,False,,unclassified,True,53.806,"LINESTRING (-8.4694737 37.0959656, -8.4694906 37.0958629, -8.4696336 37.0955001)",,,,
149908858,False,,unclassified,False,44.637,"LINESTRING (-8.4696336 37.0955001, -8.4701101 37.0956293)",,,,
149908855,False,,unclassified,False,53.806,"LINESTRING (-8.4696336 37.0955001, -8.4694906 37.0958629, -8.4694737 37.0959656)",,,,
149908858,False,,unclassified,True,130.87,"LINESTRING (-8.4696336 37.0955001, -8.4690481 37.0953585, -8.4690158 37.0953125, -8.4691084 37.0946806)",,,,
149908862,False,,residential,True,6.846,"LINESTRING (-8.4670169 37.0975728, -8.46694 37.0975675)",,,,
149908862,False,,residential,False,211.00499999999997,"LINESTRING (-8.4670169 37.0975728, -8.4671787 37.0975525, -8.4675086 37.0974905, -8.4677783 37.0974339, -8.4679324 37.0973364, -8.4680555 37.0972377, -8.4681601 37.0971607, -8.468316 37.0971182, -8.4683915 37.0971084, -8.4685305 37.0970904, -8.4688256 37.0970904, -8.4690399 37.0971179, -8.4692252 37.0971503)",,,,
491825404,False,,residential,True,88.465,"LINESTRING (-8.4670169 37.0975728, -8.4670202 37.0976525, -8.4670462 37.0977394, -8.4670987 37.0977943, -8.4672157 37.0978328, -8.4672403 37.0978409, -8.4673979 37.0978747, -8.4676578 37.0979796, -8.4677392 37.0980125)",,,,
222814836,False,,residential,True,111.329,"LINESTRING (-8.4692321 37.0978595, -8.4692245 37.0979516, -8.4691462 37.0980483, -8.4690853 37.0981237, -8.4690417 37.0981638, -8.4689362 37.0982607, -8.4688988 37.0982643, -8.4688703 37.098267, -8.4688171 37.0982637, -8.4686061 37.0981955, -8.4685872 37.0981922, -8.4685096 37.0981785, -8.4684739 37.0981943, -8.4684282 37.0982146, -8.4683417 37.0982762)",,,,
222814836,False,,residential,False,111.329,"LINESTRING (-8.4683417 37.0982762, -8.4684282 37.0982146, -8.4684739 37.0981943, -8.4685096 37.0981785, -8.4685872 37.0981922, -8.4686061 37.0981955, -8.4688171 37.0982637, -8.4688703 37.098267, -8.4688988 37.0982643, -8.4689362 37.0982607, -8.4690417 37.0981638, -8.4690853 37.0981237, -8.4691462 37.0980483, -8.4692245 37.0979516, -8.4692321 37.0978595)",,,,
491825404,False,,residential,False,60.962,"LINESTRING (-8.4683417 37.0982762, -8.4681951 37.098209, -8.4680328 37.0981426, -8.4679304 37.0980972, -8.4679179 37.0980917, -8.4678188 37.0980478, -8.4677392 37.0980125)",,,,
491825404,False,,residential,True,44.879999999999995,"LINESTRING (-8.4683417 37.0982762, -8.4683704 37.0983208, -8.4683728 37.098366, -8.4684909 37.0986595)",,,,
222814823,True,,residential,False,60.12499999999999,"LINESTRING (-8.4698796 37.0983159, -8.4697399 37.0984135, -8.469704 37.0984397, -8.4694915 37.0985949, -8.4693703 37.0986725)",,,,
426004244,False,,residential,True,65.06099999999999,"LINESTRING (-8.4698796 37.0983159, -8.469975 37.098208, -8.4700911 37.098077, -8.4702615 37.0979265, -8.4703087 37.0978449)",,,,
716162272,False,,residential,True,37.827,"LINESTRING (-8.4698796 37.0983159, -8.4700479 37.098368, -8.4701704 37.0984785, -8.47022 37.0985069)",,,,
118266812,True,Rua do Barranco,tertiary,False,397.56,"LINESTRING (-8.47022 37.0985069, -8.4700462 37.0986161, -8.4697318 37.0988486, -8.4695964 37.0989988, -8.4695213 37.0992224, -8.4694636 37.0993943, -8.4692967 37.0998619, -8.4692746 37.0999045, -8.469198 37.1000121, -8.4691422 37.100069, -8.469047 37.1001465, -8.4689272 37.1002169, -8.4686847 37.1003208, -8.4682087 37.1004716, -8.4678581 37.1005614, -8.4672082 37.1008332)",,,,
716162272,False,,residential,False,37.827,"LINESTRING (-8.47022 37.0985069, -8.4701704 37.0984785, -8.4700479 37.098368, -8.4698796 37.0983159)",,,,
222814838,False,,residential,False,90.78300000000002,"LINESTRING (-8.4684909 37.0986595, -8.4684007 37.0987134, -8.4683696 37.0987868, -8.4684358 37.0990286, -8.4685607 37.0992948, -8.4685675 37.099412)",,,,
491825404,False,,residential,False,44.879999999999995,"LINESTRING (-8.4684909 37.0986595, -8.4683728 37.098366, -8.4683704 37.0983208, -8.4683417 37.0982762)",,,,
222814827,False,,residential,False,61.966,"LINESTRING (-8.4685675 37.099412, -8.4682818 37.0993804, -8.468141 37.0993647, -8.4681108 37.0993614, -8.4679341 37.0992347)",,,,
222814838,False,,residential,False,89.457,"LINESTRING (-8.4685675 37.099412, -8.4685586 37.0994697, -8.4684888 37.0995841, -8.4683752 37.0996775, -8.4678861 37.0999724)",,,,
222814838,False,,residential,True,90.78299999999999,"LINESTRING (-8.4685675 37.099412, -8.4685607 37.0992948, -8.4684358 37.0990286, -8.4683696 37.0987868, -8.4684007 37.0987134, -8.4684909 37.0986595)",,,,
222814838,False,,residential,True,89.45700000000001,"LINESTRING (-8.4678861 37.0999724, -8.4683752 37.0996775, -8.4684888 37.0995841, -8.4685586 37.0994697, -8.4685675 37.099412)",,,,
296097579,True,,residential,False,56.268,"LINESTRING (-8.4664101 37.0938786, -8.4662603 37.0943008, -8.4662996 37.0943603)",,,,
267034340,False,Rua dos Combatentes,residential,False,107.16100000000002,"LINESTRING (-8.4677392 37.0980125, -8.4677851 37.0979335, -8.4677902 37.0979248, -8.4678328 37.0978516, -8.4678983 37.0977389, -8.4679191 37.0977031, -8.4679728 37.0976565, -8.4679935 37.0976522, -8.4680452 37.0976416, -8.4680694 37.0976434, -8.4681007 37.0976456, -8.4681222 37.0976472, -8.468218 37.0976733, -8.468469 37.0977551, -8.4684865 37.0977608, -8.468599 37.0976724)",,,20,
491825404,False,,residential,False,88.465,"LINESTRING (-8.4677392 37.0980125, -8.4676578 37.0979796, -8.4673979 37.0978747, -8.4672403 37.0978409, -8.4672157 37.0978328, -8.4670987 37.0977943, -8.4670462 37.0977394, -8.4670202 37.0976525, -8.4670169 37.0975728)",,,,
491825404,False,,residential,True,60.961999999999996,"LINESTRING (-8.4677392 37.0980125, -8.4678188 37.0980478, -8.4679179 37.0980917, -8.4679304 37.0980972, -8.4680328 37.0981426, -8.4681951 37.098209, -8.4683417 37.0982762)",,,,
267034340,False,Rua dos Combatentes,residential,True,107.161,"LINESTRING (-8.468599 37.0976724, -8.4684865 37.0977608, -8.468469 37.0977551, -8.468218 37.0976733, -8.4681222 37.0976472, -8.4681007 37.0976456, -8.4680694 37.0976434, -8.4680452 37.0976416, -8.4679935 37.0976522, -8.4679728 37.0976565, -8.4679191 37.0977031, -8.4678983 37.0977389, -8.4678328 37.0978516, -8.4677902 37.0979248, -8.4677851 37.0979335, -8.4677392 37.0980125)",,,20,
267034727,True,Rua do Povo do Burro,residential,False,51.85300000000001,"LINESTRING (-8.4698134 37.0971875, -8.4702608 37.0972094, -8.4703011 37.0971661, -8.4703066 37.0971114)",,,20,
491805034,False,Travessa dos Navegantes,residential,False,55.638999999999996,"LINESTRING (-8.4698134 37.0971875, -8.469858 37.0972283, -8.4703063 37.097359, -8.4703849 37.0973781)",,,,
39703784,True,,unclassified,False,99.57799999999999,"LINESTRING (-8.4738651 37.0960938, -8.473925 37.0961233, -8.4740327 37.0962006, -8.4741369 37.0962749, -8.4743336 37.09643, -8.4744563 37.0965267, -8.4745405 37.0966102, -8.4746339 37.0967369)",,,,
362754694,False,,residential,False,78.545,"LINESTRING (-8.4738651 37.0960938, -8.473426 37.0965562, -8.4732807 37.0966064)",,,,
362754694,False,,residential,True,78.545,"LINESTRING (-8.4732807 37.0966064, -8.473426 37.0965562, -8.4738651 37.0960938)",,,,
79364436,True,Rua dos Pescadores,tertiary,False,106.291,"LINESTRING (-8.4698614 37.0994185, -8.4700345 37.0990987, -8.4702935 37.0987787, -8.4704836 37.0986102)",,,,
426004058,False,,residential,False,343.15200000000004,"LINESTRING (-8.4698614 37.0994185, -8.4699961 37.0994805, -8.4700575 37.0994826, -8.4701266 37.0994172, -8.4701985 37.0992977, -8.4702137 37.0992723, -8.4702905 37.0992437, -8.4703775 37.0992437, -8.4704748 37.0992804, -8.4705567 37.0993478, -8.4708434 37.0996622, -8.4711019 37.0999624, -8.4711122 37.1000624, -8.4711583 37.1002972, -8.4711941 37.1003401, -8.4712863 37.1003973, -8.4713784 37.1004095, -8.4716805 37.1003523, -8.4717419 37.100385, -8.4718238 37.1005075, -8.4718488 37.1005233, -8.4718981 37.1005545, -8.4720542 37.1005708, -8.4722821 37.1005933, -8.472387 37.100679, -8.4724357 37.1007607)",,,,
426004058,False,,residential,True,343.152,"LINESTRING (-8.4724357 37.1007607, -8.472387 37.100679, -8.4722821 37.1005933, -8.4720542 37.1005708, -8.4718981 37.1005545, -8.4718488 37.1005233, -8.4718238 37.1005075, -8.4717419 37.100385, -8.4716805 37.1003523, -8.4713784 37.1004095, -8.4712863 37.1003973, -8.4711941 37.1003401, -8.4711583 37.1002972, -8.4711122 37.1000624, -8.4711019 37.0999624, -8.4708434 37.0996622, -8.4705567 37.0993478, -8.4704748 37.0992804, -8.4703775 37.0992437, -8.4702905 37.0992437, -8.4702137 37.0992723, -8.4701985 37.0992977, -8.4701266 37.0994172, -8.4700575 37.0994826, -8.4699961 37.0994805, -8.4698614 37.0994185)",,,,
79364436,True,Rua dos Pescadores,tertiary,False,285.222,"LINESTRING (-8.4675315 37.1010358, -8.4678388 37.1009335, -8.4690261 37.1004887, -8.4692771 37.1003307, -8.4694695 37.1001636, -8.4695032 37.1001165, -8.4695893 37.0999962, -8.4698256 37.0994895, -8.4698422 37.0994539)",,,,
426004062,False,,residential,False,77.75,"LINESTRING (-8.4675315 37.1010358, -8.4675126 37.1010932, -8.4674002 37.1012291, -8.4674043 37.1012757, -8.4675087 37.1013412, -8.4676606 37.1014073, -8.4676589 37.1014449, -8.4675096 37.1015341)",,,,
426004062,False,,residential,True,77.75000000000001,"LINESTRING (-8.4675096 37.1015341, -8.4676589 37.1014449, -8.4676606 37.1014073, -8.4675087 37.1013412, -8.4674043 37.1012757, -8.4674002 37.1012291, -8.4675126 37.1010932, -8.4675315 37.1010358)",,,,
426004244,False,,residential,False,65.061,"LINESTRING (-8.4703087 37.0978449, -8.4702615 37.0979265, -8.4700911 37.098077, -8.469975 37.098208, -8.4698796 37.0983159)",,,,
296099087,False,Estrada do Farol,tertiary,True,29.706,"LINESTRING (-8.4670479 37.0961348, -8.4667553 37.0960048)",EM 530,,,
296099087,False,Estrada do Farol,tertiary,False,91.31899999999999,"LINESTRING (-8.4670479 37.0961348, -8.4674573 37.096323, -8.4679431 37.0965405)",EM 530,,,
444745927,False,,residential,False,36.924,"LINESTRING (-8.4670479 37.0961348, -8.4669105 37.0963791, -8.466891 37.0964415)",,,,
444745927,False,,residential,True,36.924,"LINESTRING (-8.466891 37.0964415, -8.4669105 37.0963791, -8.4670479 37.0961348)",,,,
296099087,False,Estrada do Farol,tertiary,True,55.243,"LINESTRING (-8.4662756 37.0958528, -8.4656739 37.0957244)",EM 530,,,
296099087,False,Estrada do Farol,tertiary,False,45.884,"LINESTRING (-8.4662756 37.0958528, -8.4663178 37.0958618, -8.4665649 37.0959304, -8.4667553 37.0960048)",EM 530,,,
444745934,False,,residential,False,65.93900000000001,"LINESTRING (-8.4662756 37.0958528, -8.4661641 37.0961979, -8.4661511 37.0964343)",,,,
444745934,False,,residential,True,65.93900000000001,"LINESTRING (-8.4661511 37.0964343, -8.4661641 37.0961979, -8.4662756 37.0958528)",,,,
491805032,False,Travessa das Nuas,residential,True,99.93799999999999,"LINESTRING (-8.4700824 37.0977109, -8.4699633 37.0975682, -8.4698069 37.0974535, -8.4692917 37.0972115, -8.4692252 37.0971503)",,,,
149908862,False,,residential,False,18.218,"LINESTRING (-8.4694015 37.0971668, -8.4694961 37.0971696, -8.4696025 37.0971451)",,,,
149908862,False,,residential,True,15.763,"LINESTRING (-8.4694015 37.0971668, -8.4693513 37.0971653, -8.4692252 37.0971503)",,,,
491805033,False,Travessa do Arrastão,residential,False,89.878,"LINESTRING (-8.4694015 37.0971668, -8.4694612 37.0971991, -8.4703448 37.0974578)",,,,
491805033,False,Travessa do Arrastão,residential,True,89.878,"LINESTRING (-8.4703448 37.0974578, -8.4694612 37.0971991, -8.4694015 37.0971668)",,,,
491805034,False,Travessa dos Navegantes,residential,True,55.638999999999996,"LINESTRING (-8.4703849 37.0973781, -8.4703063 37.097359, -8.469858 37.0972283, -8.4698134 37.0971875)",,,,
296099087,False,Estrada do Farol,tertiary,False,58.307,"LINESTRING (-8.4703066 37.0971114, -8.4706845 37.0971247, -8.4709631 37.0971386)",EM 530,,,
