osmid,oneway,ref,highway,maxspeed,reversed,length,bridge,geometry,name,junction
1077506325,True,EN 2;EN 311,primary,50,False,26.137,,"LINESTRING (-7.5692172 41.6376888, -7.5691026 41.6374699)",,
"[183974160, 183974142]",False,EN 2;EN 311,primary,50,False,71.55799999999999,yes,"LINESTRING (-7.5692172 41.6376888, -7.5694931 41.6380397, -7.5696438 41.6382477)",,
166234658,False,EN 2;EN 311,primary,,True,33.814,,"LINESTRING (-7.5696438 41.6382477, -7.5698594 41.6385056)",,
183974181,True,,secondary,,False,25.248,,"LINESTRING (-7.5696438 41.6382477, -7.5695077 41.6384507)",Rua Francisco Sá Carneiro,
"[183974160, 183974142]",False,EN 2;EN 311,primary,50,True,71.55799999999999,yes,"LINESTRING (-7.5696438 41.6382477, -7.5694931 41.6380397, -7.5692172 41.6376888)",,
188948416,True,,secondary,,False,4.73,,"LINESTRING (-7.5657811 41.6411344, -7.5657323 41.6411563)",,
188948421,True,,secondary,50,False,18.868000000000002,,"LINESTRING (-7.5657811 41.6411344, -7.5657547 41.641172, -7.5657467 41.641214, -7.5657581 41.6412555, -7.5657875 41.6412918)",,roundabout
78245587,False,,residential,50,False,30.742,,"LINESTRING (-7.5714131 41.6426989, -7.5712845 41.6426464, -7.5710713 41.6425965)",Avenida Vinte de Julho,
78245587,False,,residential,50,True,52.881,,"LINESTRING (-7.5714131 41.6426989, -7.5718272 41.6429211, -7.57193 41.6429763)",Avenida Vinte de Julho,
1137017967,False,,residential,50,False,77.77199999999999,,"LINESTRING (-7.5714131 41.6426989, -7.5714647 41.642636, -7.5716582 41.6420273)",Rua Eugénia Campilho (Santa Eugénia),
183974090,True,,residential,,False,20.037,,"LINESTRING (-7.5740579 41.6443264, -7.5742422 41.6444426)",Avenida Vinte de Julho,
78245587,False,,residential,50,False,151.899,,"LINESTRING (-7.5740579 41.6443264, -7.573854 41.6442289, -7.5736395 41.643974, -7.5734646 41.6438171, -7.5727349 41.6434111)",Avenida Vinte de Julho,
879594625,True,EN 2;EN 311,primary,,False,2.704,,"LINESTRING (-7.5728049 41.6395124, -7.5727815 41.6394955)",,roundabout
166234658,False,EN 2;EN 311,primary,,False,15.386,,"LINESTRING (-7.5724175 41.6395568, -7.5722324 41.6395538)",,
183974151,True,EN 2;EN 311,primary,,False,20.891,,"LINESTRING (-7.5724175 41.6395568, -7.5726663 41.6395837)",,
183974147,True,EN 2;EN 311,primary,,False,19.008,,"LINESTRING (-7.5729221 41.6396592, -7.5728049 41.6395124)",,
1096348851,False,EN 2;EN 311,primary,,True,5.787,,"LINESTRING (-7.5729221 41.6396592, -7.5729643 41.6397006)",,
