osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,geometry,ref,junction
144220740,False,2,Rua Marquês de Pombal,secondary,50,7.2,False,149.74200000000005,"LINESTRING (-8.5948007 40.3469415, -8.5948745 40.347174, -8.5948866 40.3472192, -8.5948899 40.3472644, -8.5948718 40.3473386, -8.5948425 40.3473825, -8.5947956 40.3474264, -8.5947422 40.3474561, -8.5946702 40.347481, -8.5946076 40.3474919, -8.5944701 40.3474973, -8.594426 40.3475061, -8.5943793 40.3475379, -8.5943583 40.3475811, -8.5943333 40.3477218, -8.5942941 40.3478678, -8.5942475 40.3480142)",,
144220740,False,2,Rua Marquês de Pombal,secondary,50,7.2,True,78.22200000000001,"LINESTRING (-8.5948007 40.3469415, -8.5946161 40.346418, -8.594558 40.3462628)",,
95229226,True,,Rua Joaquim António de Aguiar,tertiary,,,False,55.925,"LINESTRING (-8.5969381 40.3445383, -8.5967562 40.3444798, -8.5962961 40.3445154)",,
144321314,False,,Rua Dom Afonso Henriques,residential,50,,False,130.514,"LINESTRING (-8.5969381 40.3445383, -8.5969118 40.3441503, -8.5967649 40.3433731)",,
146019790,True,,Rua Dom Afonso Henriques,residential,50,7.5,False,11.628,"LINESTRING (-8.595526 40.3455948, -8.5956187 40.3455177)",,
114039088,True,,Rua Henrique Barreto,residential,,5,False,76.487,"LINESTRING (-8.595526 40.3455948, -8.5957693 40.3458967, -8.5959298 40.346104, -8.5959748 40.3461903)",,
144220733,False,2,Largo Conselheiro Ferreira Freire,primary,50,7.5,False,40.611,"LINESTRING (-8.59156 40.3468969, -8.591097 40.3469911)",EN 335,
144220733,False,2,Largo Conselheiro Ferreira Freire,primary,50,7.5,True,18.973,"LINESTRING (-8.59156 40.3468969, -8.5917651 40.3468285)",EN 335,
211260613,False,2,Rua Bombeiros Voluntários,primary,50,,True,84.282,"LINESTRING (-8.5901025 40.3469972, -8.5907467 40.3469932, -8.591097 40.3469911)",EN 335,
262704466,False,,Rua do Palácio da Justiça,residential,,,False,84.819,"LINESTRING (-8.5901025 40.3469972, -8.5900442 40.3467678, -8.5899123 40.3462483)",,
352399263,False,2,Travessa da Rua dos Bombeiros Voluntários,residential,,,True,61.422,"LINESTRING (-8.5901025 40.3469972, -8.5901388 40.347134, -8.5902463 40.3475386)",,
144321314,False,,Rua Dom Afonso Henriques,residential,50,,False,45.678,"LINESTRING (-8.5967649 40.3433731, -8.5966724 40.3429684)",,
144321314,False,,Rua Dom Afonso Henriques,residential,50,,True,130.514,"LINESTRING (-8.5967649 40.3433731, -8.5969118 40.3441503, -8.5969381 40.3445383)",,
177741979,False,,Travessa Dom Afibsi Henriques,residential,,,True,190.39599999999996,"LINESTRING (-8.5967649 40.3433731, -8.5983148 40.3431144, -8.5987438 40.3430361, -8.5988378 40.3429999, -8.5989342 40.3429543)",,
144321314,False,,Rua Dom Afonso Henriques,residential,50,,True,45.678,"LINESTRING (-8.5966724 40.3429684, -8.5967649 40.3433731)",,
144321315,True,,Rua Dom Afonso Henriques,residential,50,,False,30.875,"LINESTRING (-8.5966724 40.3429684, -8.5966307 40.3428796, -8.5965629 40.3428153, -8.5964474 40.3427661)",,
145996907,True,,,tertiary_link,,,False,17.261,"LINESTRING (-8.5885204 40.3434113, -8.5884919 40.343565)",,
146013593,True,,,tertiary_link,,,False,30.456,"LINESTRING (-8.5886541 40.3437271, -8.588923 40.3439088)",,
95229235,True,,,tertiary,,,False,10.434000000000001,"LINESTRING (-8.5886541 40.3437271, -8.5886951 40.3437268, -8.588733 40.3437145, -8.5887616 40.3436922)",,roundabout
95229235,True,,,tertiary,,,False,6.9510000000000005,"LINESTRING (-8.5887605 40.3436032, -8.5887312 40.3435813, -8.5886932 40.3435696)",,roundabout
145996906,True,,,tertiary_link,,,False,22.898,"LINESTRING (-8.5886932 40.3435696, -8.5885204 40.3434113)",,
95229235,True,,,tertiary,,,False,10.419,"LINESTRING (-8.5886932 40.3435696, -8.5886522 40.3435699, -8.5886145 40.3435821, -8.5885858 40.3436044)",,roundabout
146013533,True,,,residential,40,,False,35.754,"LINESTRING (-8.5891678 40.343687, -8.5887605 40.3436032)",,
146013578,False,2,Rua Carlos Oliveira,residential,40,,False,127.055,"LINESTRING (-8.5891678 40.343687, -8.5899221 40.3438223, -8.5906341 40.3439235)",,
146013578,False,2,Rua Carlos Oliveira,residential,40,,False,75.254,"LINESTRING (-8.5906341 40.3439235, -8.5914824 40.3441235)",,
146013557,True,,,residential,,,False,95.33999999999999,"LINESTRING (-8.5906341 40.3439235, -8.5907104 40.3441748, -8.591327 40.3441759, -8.5914824 40.3441235)",,
146013578,False,2,Rua Carlos Oliveira,residential,40,,True,127.055,"LINESTRING (-8.5906341 40.3439235, -8.5899221 40.3438223, -8.5891678 40.343687)",,
146013578,False,2,Rua Carlos Oliveira,residential,40,,True,75.254,"LINESTRING (-8.5914824 40.3441235, -8.5906341 40.3439235)",,
146013555,True,,,residential,40,,False,42.835,"LINESTRING (-8.5914824 40.3441235, -8.5916839 40.3441762, -8.5917949 40.3441903, -8.5918622 40.3441903, -8.5919124 40.3441842, -8.5919635 40.3441578)",,
32647230,True,,Rua Padre Américo,residential,,,False,27.232,"LINESTRING (-8.5919635 40.3441578, -8.5919071 40.3439167)",,
95229229,False,2,,residential,40,,True,56.243,"LINESTRING (-8.5919635 40.3441578, -8.5923607 40.344563)",,
146013574,True,,,residential,40,,False,22.695999999999998,"LINESTRING (-8.5919635 40.3441578, -8.5919323 40.3441319, -8.5918992 40.3441158, -8.5918538 40.3441079, -8.591718 40.344106)",,
32647230,True,,Rua Padre Américo,residential,,,False,86.62100000000001,"LINESTRING (-8.5919071 40.3439167, -8.5917936 40.3435683, -8.5916534 40.3431621)",,
95229216,True,,Rua Padre Cruz,residential,40,,False,280.3930000000001,"LINESTRING (-8.5919071 40.3439167, -8.5921854 40.3438497, -8.5938165 40.3438384, -8.5939944 40.3438836, -8.5941428 40.3438891, -8.5942428 40.3438836, -8.5943199 40.3438697, -8.5944902 40.343838, -8.5945825 40.3438206, -8.5947287 40.3437996, -8.5947926 40.343817, -8.5949488 40.3438993, -8.595029 40.3439195, -8.5951373 40.3439243)",,
32647230,True,,Rua Padre Américo,residential,,,False,69.627,"LINESTRING (-8.5916534 40.3431621, -8.5913764 40.3425726)",,
146013526,True,,,residential,40,,False,65.076,"LINESTRING (-8.5916534 40.3431621, -8.5910752 40.3435472)",,
32647232,False,,Rua Doutor José de Almeida,primary,,8,False,20.41,"LINESTRING (-8.5948995 40.3442908, -8.5948281 40.3444661)",EN 335,
32647232,False,,Rua Doutor José de Almeida,primary,,8,True,46.629000000000005,"LINESTRING (-8.5948995 40.3442908, -8.5949385 40.3441472, -8.5950025 40.3440468, -8.5950565 40.3439825, -8.5951373 40.3439243)",EN 335,
32647232,False,,Rua Doutor José de Almeida,primary,,8,False,16.269,"LINESTRING (-8.5946929 40.3447579, -8.5946295 40.344896)",EN 335,
32647232,False,,Rua Doutor José de Almeida,primary,,8,True,34.41,"LINESTRING (-8.5946929 40.3447579, -8.5948281 40.3444661)",EN 335,
95229283,True,,,residential,40,,False,181.15800000000002,"LINESTRING (-8.5946929 40.3447579, -8.5932901 40.3447793, -8.5925639 40.3446953)",,
114039105,False,,,residential,,,True,56.012,"LINESTRING (-8.5942475 40.3480142, -8.5948977 40.3479237)",,
144220740,False,2,Rua Marquês de Pombal,secondary,50,7.2,False,22.504,"LINESTRING (-8.5942475 40.3480142, -8.5941872 40.3482113)",,
144220740,False,2,Rua Marquês de Pombal,secondary,50,7.2,True,149.74200000000002,"LINESTRING (-8.5942475 40.3480142, -8.5942941 40.3478678, -8.5943333 40.3477218, -8.5943583 40.3475811, -8.5943793 40.3475379, -8.594426 40.3475061, -8.5944701 40.3474973, -8.5946076 40.3474919, -8.5946702 40.347481, -8.5947422 40.3474561, -8.5947956 40.3474264, -8.5948425 40.3473825, -8.5948718 40.3473386, -8.5948899 40.3472644, -8.5948866 40.3472192, -8.5948745 40.347174, -8.5948007 40.3469415)",,
144220740,False,2,Rua Marquês de Pombal,secondary,50,7.2,False,8.3,"LINESTRING (-8.5940124 40.3494906, -8.5940064 40.3495651)",,
144220740,False,2,Rua Marquês de Pombal,secondary,50,7.2,True,12.08,"LINESTRING (-8.5940124 40.3494906, -8.5940218 40.3493822)",,
146036930,False,2,,residential,50,,True,49.731,"LINESTRING (-8.5940124 40.3494906, -8.5945892 40.3494082)",,
146025774,True,,,residential,,,False,107.71600000000001,"LINESTRING (-8.5940124 40.3494906, -8.5935748 40.3492894, -8.5928748 40.3490638)",,
146036958,False,2,,residential,50,,True,47.314,"LINESTRING (-8.5953614 40.34989, -8.5959121 40.3498199)",,
114039122,False,2,,residential,50,,True,62.056000000000004,"LINESTRING (-8.5953614 40.34989, -8.5955676 40.3502137, -8.5956193 40.350408)",,
146036971,False,2,,residential,40,,True,65.25399999999999,"LINESTRING (-8.5953614 40.34989, -8.5953099 40.3498194, -8.5952788 40.3497488, -8.5952039 40.3494327, -8.5951746 40.3493246)",,
95229213,True,,,residential,40,,False,54.484,"LINESTRING (-8.5923607 40.344563, -8.5917199 40.3446025)",,
95229229,False,2,,residential,40,,False,56.243,"LINESTRING (-8.5923607 40.344563, -8.5919635 40.3441578)",,
95229266,False,,,residential,40,,False,22.649,"LINESTRING (-8.5923607 40.344563, -8.5925639 40.3446953)",,
73108584,True,2,,residential,40,,False,57.706,"LINESTRING (-8.5917199 40.3446025, -8.5914973 40.3442577, -8.5914887 40.3441856, -8.5914824 40.3441235)",,
144220733,False,2,Largo Conselheiro Ferreira Freire,primary,50,7.5,False,33.208,"LINESTRING (-8.5921414 40.3467452, -8.5917651 40.3468285)",EN 335,
