osmid,highway,junction,oneway,reversed,length,lanes,name,geometry,maxspeed,ref,access,width,tunnel
637889026,secondary,roundabout,True,False,16.236,,Praça Dom João I,"LINESTRING (-7.9190968 40.6593935, -7.9192698 40.6594575)",,,,,
637889026,secondary,roundabout,True,False,15.120000000000001,,Praça Dom João I,"LINESTRING (-7.9192698 40.6594575, -7.9193153 40.6594613, -7.9193451 40.659456, -7.9193756 40.6594464, -7.9193946 40.6594357, -7.9194211 40.659407)",,,,,
637889041,residential,,True,False,23.671,,Travessa Balsa,"LINESTRING (-7.9192698 40.6594575, -7.9193349 40.6594872, -7.919353 40.6594962, -7.9194222 40.6595355, -7.9194995 40.6595794)",,,,,
637889030,secondary,roundabout,True,False,1.988,2,Praça Dom João I,"LINESTRING (-7.9194027 40.6592933, -7.9193813 40.6592858)",,,,,
804670492,secondary,,False,False,49.666,,Avenida Infante Dom Henrique,"LINESTRING (-7.917862 40.6554989, -7.9176699 40.6554015, -7.9173668 40.6552574)",30,,,,
804670492,secondary,,False,True,62.64,,Avenida Infante Dom Henrique,"LINESTRING (-7.917862 40.6554989, -7.9183832 40.6557433, -7.9184928 40.6557961)",30,,,,
287709679,secondary,,True,False,13.729,,Avenida Capitão Silva Pereira,"LINESTRING (-7.9102677 40.6572247, -7.9103116 40.6572442, -7.9103401 40.6572631, -7.9103597 40.6572851, -7.9103771 40.6573116)",,,,,
"[621959683, 621730556]",secondary,roundabout,True,False,17.454,2,Largo de Santa Cristina,"LINESTRING (-7.9102677 40.6572247, -7.9103345 40.6572378, -7.9104033 40.6572344, -7.9104672 40.6572147)",,,,,
621730556,secondary,roundabout,True,False,31.656999999999996,2,Largo de Santa Cristina,"LINESTRING (-7.9104672 40.6572147, -7.9105097 40.657189, -7.9105425 40.6571561, -7.9105634 40.657118, -7.9105712 40.6570772, -7.9105657 40.6570375, -7.9105478 40.657, -7.9105184 40.6569669)",,,,,
33149591,secondary,,True,False,151.39000000000001,,Rua Alexandre Lobo,"LINESTRING (-7.9105184 40.6569669, -7.9106835 40.6568863, -7.9109385 40.6567665, -7.911046 40.6567147, -7.9111463 40.6566815, -7.911227 40.6566578, -7.911391 40.6566105, -7.9115005 40.6565831, -7.9116228 40.6565632, -7.9117559 40.6565475, -7.9118619 40.6565413, -7.9119653 40.6565415, -7.912067 40.6565419, -7.9121795 40.656551)",,,,,
621730559,secondary,roundabout,True,False,17.33,2,Largo de Santa Cristina,"LINESTRING (-7.9105184 40.6569669, -7.9104752 40.6569379, -7.9104235 40.6569186, -7.9103668 40.6569104, -7.9103344 40.6569099)",,,,,
33063543,secondary,roundabout,True,False,21.845999999999997,2,Largo de Santa Cristina,"LINESTRING (-7.9103344 40.6569099, -7.9102544 40.6569288, -7.9102068 40.6569545, -7.9101699 40.6569888, -7.9101465 40.6570294)",,,,,
33063543,secondary,roundabout,True,False,4.323,2,Largo de Santa Cristina,"LINESTRING (-7.9101465 40.6570294, -7.9101385 40.6570678)",,,,,
33085478,secondary,,False,False,22.024,,Rua 5 de Outubro,"LINESTRING (-7.9101465 40.6570294, -7.9100948 40.6570157, -7.9100188 40.6570007, -7.9099868 40.656998, -7.909893 40.656984)",,,,,
33191092,secondary,,True,False,37.132000000000005,,Avenida 10 de Junho,"LINESTRING (-7.9128413 40.6530754, -7.9127992 40.6530822, -7.9127666 40.6530788, -7.9127076 40.6530671, -7.912582 40.6530351, -7.9124203 40.6529935)",,,,,
623581295,secondary,roundabout,True,False,18.165999999999997,,,"LINESTRING (-7.9128413 40.6530754, -7.9128186 40.6530857, -7.9127995 40.653101, -7.912781 40.6531212, -7.9127757 40.6531369, -7.9127703 40.6531527, -7.9127732 40.6531881, -7.9127871 40.6532158)",,,,,
33085489,residential,,False,False,42.709,,Rua Senhora do Postigo,"LINESTRING (-7.9099837 40.6611962, -7.9098832 40.6611207, -7.9098605 40.6611013, -7.9098274 40.6610522, -7.909801 40.6609835, -7.9097625 40.6609232, -7.9097212 40.6608754)",,,,,
33189995,residential,,True,False,179.644,,Rua Silva Gaio,"LINESTRING (-7.9099837 40.6611962, -7.9100712 40.6611801, -7.9101715 40.6611605, -7.910299 40.6611319, -7.9104708 40.6610891, -7.9105976 40.6610631, -7.9107319 40.6610392, -7.9109085 40.6610145, -7.9110268 40.6609969, -7.9110868 40.6609778, -7.9111369 40.660951, -7.9111937 40.6609108, -7.9114149 40.6607188, -7.9114483 40.6606963, -7.9114883 40.6606738, -7.9115328 40.6606526, -7.9115917 40.6606272, -7.9116996 40.6606025, -7.9117996 40.6605821, -7.9118524 40.6605714, -7.9118785 40.6605661)",,,,,
622903463,secondary,,False,True,1.789,2,Avenida Emídio Navarro,"LINESTRING (-7.9089958 40.6615659, -7.9089849 40.6615521)",,,,,
33085487,residential,,True,False,94.435,,Rua dos Loureiros,"LINESTRING (-7.9089958 40.6615659, -7.909083 40.6615429, -7.9095414 40.661422, -7.9097823 40.6612555, -7.9099837 40.6611962)",,,,,
637889036,secondary,,True,False,14.622,,Avenida Alberto Sampaio,"LINESTRING (-7.9191753 40.6592193, -7.9190225 40.6591572)",30,,,,
"[637889026, 637889030]",secondary,roundabout,True,False,9.120000000000001,2,Praça Dom João I,"LINESTRING (-7.9191753 40.6592193, -7.919141 40.6592198, -7.9191102 40.6592278, -7.9190828 40.6592512)",,,,,
33197688,primary,,True,False,128.55899999999997,1,Avenida 25 de Abril,"LINESTRING (-7.9141068 40.6567541, -7.914097 40.6567286, -7.9140923 40.656703, -7.9140955 40.6566592, -7.9141009 40.6566198, -7.9141088 40.6565736, -7.9142043 40.6561953, -7.9142709 40.6559185, -7.9142984 40.6558182, -7.914308 40.6557882, -7.9143208 40.6557483, -7.9143461 40.6556889, -7.9143827 40.6556243)",,,,,
621730565,primary,roundabout,True,False,21.628,2,Praça da República,"LINESTRING (-7.9141068 40.6567541, -7.9140686 40.6567282, -7.9140217 40.6567123, -7.9139708 40.656708, -7.9139205 40.6567157, -7.9138757 40.6567346)",,,,,
761689560,tertiary,,True,False,3.653,,Rua 21 de Agosto,"LINESTRING (-7.9147285 40.6588375, -7.9147204 40.6588479, -7.9147152 40.6588683)",,,,,
761689561,tertiary,,True,False,22.995,,Rua 21 de Agosto,"LINESTRING (-7.9147285 40.6588375, -7.9147379 40.6588422, -7.9147492 40.6588461, -7.9147741 40.6588496, -7.9148138 40.6588496, -7.9148481 40.6588466, -7.9148837 40.6588435, -7.9149174 40.6588425, -7.9149547 40.6588454, -7.9149968 40.6588487)",,,,,
761689562,primary,,True,False,16.435,,Avenida Doutor António José de Almeida,"LINESTRING (-7.9147285 40.6588375, -7.914693 40.6587282, -7.9146818 40.658694)",,,,,
33149605,tertiary,,False,False,84.578,,Rua do Serrado,"LINESTRING (-7.911975 40.655989, -7.9119381 40.6559142, -7.9117843 40.6556298, -7.9117498 40.6555537, -7.9117177 40.6553443, -7.9117074 40.6552626)",,EM 592,,,
137277089,tertiary,,False,False,102.17399999999999,,Rua Dom António Alves Martins,"LINESTRING (-7.911975 40.655989, -7.9118814 40.6559973, -7.9116657 40.6560183, -7.9108918 40.6560936, -7.9108361 40.656099, -7.9107735 40.6561051)",,,,,
137277089,tertiary,,False,True,17.052,,Rua Dom António Alves Martins,"LINESTRING (-7.911975 40.655989, -7.9120534 40.6559823, -7.9121766 40.6559795)",,,,,
291220216,residential,,False,True,37.114000000000004,1,Rua Soar de Cima,"LINESTRING (-7.9134428 40.6574631, -7.9134311 40.6575174, -7.9133866 40.657724, -7.9133718 40.6577925)",,,,,
33185106,residential,,True,False,103.189,,Rua Cónego Martins,"LINESTRING (-7.9133718 40.6577925, -7.9131808 40.6577635, -7.9131437 40.6579498, -7.9131064 40.6581111, -7.913076 40.6581969, -7.9130686 40.658246, -7.913062 40.6583184, -7.9130632 40.6583333, -7.9130693 40.6584094, -7.9131073 40.6585321)",,,,,
291220216,residential,,False,False,37.114,1,Rua Soar de Cima,"LINESTRING (-7.9133718 40.6577925, -7.9133866 40.657724, -7.9134311 40.6575174, -7.9134428 40.6574631)",,,,,
33236299,residential,,False,True,16.274,,Rua Almeida Moreira,"LINESTRING (-7.9128301 40.6593812, -7.9129613 40.6592739)",,,,,
33236299,residential,,False,False,20.985,,Rua Almeida Moreira,"LINESTRING (-7.9128301 40.6593812, -7.9127299 40.6594371, -7.9126165 40.6594759)",,,,,
33190008,residential,,True,False,65.759,,Rua Silva Gaio,"LINESTRING (-7.9127314 40.6599323, -7.9127606 40.659778, -7.9127757 40.6597361, -7.9127798 40.6597246, -7.9128118 40.6596793, -7.9128523 40.6596448, -7.9128968 40.659595, -7.9128938 40.6595532, -7.9128901 40.659515, -7.9128837 40.6594804, -7.912872 40.659454, -7.9128301 40.6593812)",,,,,
"[33151464, 532916520]",living_street,,True,False,21.029,,"['Largo do Pintor Gata', 'Rua do Arvoredo']","LINESTRING (-7.9123574 40.6598266, -7.9124219 40.6597468, -7.91245 40.6597121, -7.9124841 40.6596638)",,,,,
33190021,living_street,,False,False,52.806,,Largo da Misericórdia,"LINESTRING (-7.9123574 40.6598266, -7.9123406 40.6598536, -7.9123212 40.6598838, -7.9122977 40.6599067, -7.912291 40.6599112, -7.9122649 40.6599287, -7.9122456 40.6599333, -7.9122263 40.6599338, -7.9121876 40.6599287, -7.9120407 40.6598893, -7.9119697 40.659876, -7.911896 40.6598667, -7.9118591 40.659861, -7.9118197 40.6598549)",,,,,
626719959,living_street,,True,False,23.399,,Largo do Pintor Gata,"LINESTRING (-7.9126165 40.6594759, -7.9123702 40.6595727)",,,,,
33151463,residential,,True,False,46.875,,Rua Chão do Mestre,"LINESTRING (-7.9126165 40.6594759, -7.9126119 40.6594381, -7.9125658 40.6590561)",,,,,
33236299,residential,,False,True,20.985,,Rua Almeida Moreira,"LINESTRING (-7.9126165 40.6594759, -7.9127299 40.6594371, -7.9128301 40.6593812)",,,,,
"[623112141, 33190021]","['living_street', 'unclassified']",,False,"[False, True]",35.435,,"['Largo da Misericórdia', 'Adro da Sé']","LINESTRING (-7.911738 40.6598742, -7.9117282 40.6598985, -7.9117148 40.6599173, -7.911711 40.6599226, -7.911623 40.6600458, -7.9116083 40.6600664, -7.9115459 40.6601571)",,,,,
33190021,living_street,,False,True,7.33,,Largo da Misericórdia,"LINESTRING (-7.911738 40.6598742, -7.9117748 40.6598595, -7.9118197 40.6598549)",,,,,
33232509,living_street,,False,False,10.221,,Rua do Adro,"LINESTRING (-7.911738 40.6598742, -7.9117428 40.6598403, -7.9117369 40.6598105, -7.9117277 40.6597837)",,,,,
33151465,residential,,False,False,60.607,,Largo Major Teles,"LINESTRING (-7.9137175 40.6585286, -7.9137401 40.6584465, -7.913784 40.6582134, -7.9139105 40.6580091)",,,,,
33197690,residential,,True,False,33.542,,Largo Major Teles,"LINESTRING (-7.9137175 40.6585286, -7.9135415 40.6584382, -7.9134487 40.6583905, -7.9134068 40.6583762, -7.9133803 40.6583721)",,,,,
33152076,residential,,False,True,76.831,,Travessa da Misericórdia,"LINESTRING (-7.9123414 40.6603791, -7.912208 40.6603607, -7.9121779 40.6603579, -7.9120517 40.6603463, -7.911949 40.66034, -7.9118457 40.6603292, -7.9117455 40.66031, -7.9116781 40.6602903, -7.9116119 40.6602596, -7.9115762 40.6602341, -7.9115566 40.6602121, -7.9115459 40.6601571)",,,,,
33190008,residential,,True,False,61.098000000000006,,Rua Silva Gaio,"LINESTRING (-7.9123414 40.6603791, -7.9124678 40.6603216, -7.9124932 40.660284, -7.9125253 40.6602367, -7.9125642 40.6601792, -7.9126138 40.660106, -7.9127314 40.6599323)",,,,,
33085489,residential,,False,True,42.708999999999996,,Rua Senhora do Postigo,"LINESTRING (-7.9097212 40.6608754, -7.9097625 40.6609232, -7.909801 40.6609835, -7.9098274 40.6610522, -7.9098605 40.6611013, -7.9098832 40.6611207, -7.9099837 40.6611962)",,,,,
288435077,residential,,True,False,82.783,,Rua do Carvalho,"LINESTRING (-7.9097212 40.6608754, -7.9096162 40.660821, -7.9095694 40.6607868, -7.9095512 40.6607299, -7.9095294 40.6606393, -7.9094767 40.6606005, -7.9090251 40.6604092)",,,,,
288447198,residential,,True,False,104.21900000000001,,Rua de São Lázaro,"LINESTRING (-7.9097212 40.6608754, -7.9095289 40.6608654, -7.9094446 40.6608533, -7.9094236 40.6608491, -7.9093783 40.6608321, -7.9091758 40.6608025, -7.9090956 40.6607798, -7.9090388 40.6607613, -7.9090095 40.6607519, -7.9089054 40.6607166, -7.9088252 40.6606627, -7.9087907 40.6606388, -7.9087307 40.6606096, -7.9086653 40.6605916, -7.9085841 40.6605612)",,,,,
33191086,secondary,roundabout,True,False,2.056,,,"LINESTRING (-7.9083513 40.6532088, -7.9083579 40.653191)",,,,,
33232514,living_street,,False,False,26.547,,Rua Direita,"LINESTRING (-7.9118192 40.6576402, -7.9117918 40.6577167, -7.9117528 40.6577767, -7.9117163 40.6578215, -7.9116856 40.6578539)",,,,,
138841638,living_street,,True,False,134.681,1,Rua do Carmo,"LINESTRING (-7.9118192 40.6576402, -7.9115849 40.6574847, -7.9114451 40.6574085, -7.9111335 40.6573971, -7.910914 40.657467, -7.9108262 40.6575093, -7.9107422 40.6575578, -7.9106568 40.6576661, -7.9105861 40.6577976)",,,,,
33186013,residential,,True,False,86.655,,Rua Almeida Moreira,"LINESTRING (-7.9131073 40.6585321, -7.9130594 40.6586574, -7.9130494 40.6587952, -7.912967 40.6589584, -7.9129016 40.6590879, -7.9128925 40.6591431, -7.9129089 40.6591955, -7.9129613 40.6592739)",,,,,
285138696,living_street,,True,False,67.26,,,"LINESTRING (-7.9125658 40.6590561, -7.9124427 40.6590667, -7.9122184 40.6590516, -7.91209 40.6591052, -7.9118644 40.6591993, -7.9118256 40.6592155)",,,,,
291496391,residential,,False,False,82.06400000000001,,Rua Chão do Mestre,"LINESTRING (-7.9125658 40.6590561, -7.9125792 40.6589477, -7.9126613 40.658821, -7.9126693 40.6587968, -7.9126697 40.6587752, -7.9126638 40.6587427, -7.9126522 40.658702, -7.912611 40.6586089, -7.9125275 40.6584909, -7.9124793 40.6584329, -7.9124192 40.6583848)",,,,,
532916517,living_street,,False,False,26.53,,Praça de Dom Duarte,"LINESTRING (-7.9118256 40.6592155, -7.9117457 40.6593257, -7.9116562 40.6594158)",,,,,
532916521,living_street,,True,False,12.5,,,"LINESTRING (-7.9118256 40.6592155, -7.9117536 40.6591808, -7.9117477 40.6591333)",,,,,
33152076,residential,,False,False,76.831,,Travessa da Misericórdia,"LINESTRING (-7.9115459 40.6601571, -7.9115566 40.6602121, -7.9115762 40.6602341, -7.9116119 40.6602596, -7.9116781 40.6602903, -7.9117455 40.66031, -7.9118457 40.6603292, -7.911949 40.66034, -7.9120517 40.6603463, -7.9121779 40.6603579, -7.912208 40.6603607, -7.9123414 40.6603791)",,,,,
33152078,residential,,True,False,173.892,,Calçada da Vigia,"LINESTRING (-7.9115459 40.6601571, -7.9114624 40.6601899, -7.9111372 40.6603175, -7.911039 40.660356, -7.9106679 40.6605258, -7.9104088 40.6606341, -7.9102981 40.6606745, -7.9102491 40.6607002, -7.9101096 40.6607338, -7.9099451 40.6607899, -7.9097781 40.6608421, -7.9097212 40.6608754)",,,,,
"[623112141, 33190021]","['unclassified', 'living_street']",,False,"[False, True]",35.434999999999995,,"['Largo da Misericórdia', 'Adro da Sé']","LINESTRING (-7.9115459 40.6601571, -7.9116083 40.6600664, -7.911623 40.6600458, -7.911711 40.6599226, -7.9117148 40.6599173, -7.9117282 40.6598985, -7.911738 40.6598742)",,,,,
33236299,residential,,False,False,16.274,,Rua Almeida Moreira,"LINESTRING (-7.9129613 40.6592739, -7.9128301 40.6593812)",,,,,
33197677,residential,,True,False,104.792,,Rua Nunes de Carvalho,"LINESTRING (-7.9129613 40.6592739, -7.9130448 40.6592087, -7.9131735 40.6590864, -7.9135823 40.6586976, -7.9137175 40.6585286)",,,,,
33085491,tertiary,,True,False,265.036,,Rua Serpa Pinto,"LINESTRING (-7.9141261 40.6600831, -7.9136132 40.6611372, -7.9135163 40.6612739, -7.9134416 40.6613481, -7.9133107 40.6614363, -7.9131853 40.6614967, -7.9122974 40.6618612)",,,,,
290225899,residential,,False,True,25.812,,Rua Doutor Maximiano de Aragão,"LINESTRING (-7.9141261 40.6600831, -7.9138772 40.6600195, -7.9138361 40.660009)",,,,,
33232514,living_street,,False,True,26.546999999999997,,Rua Direita,"LINESTRING (-7.9116856 40.6578539, -7.9117163 40.6578215, -7.9117528 40.6577767, -7.9117918 40.6577167, -7.9118192 40.6576402)",,,,,
137685682,living_street,,True,False,79.71699999999998,,Rua Direita,"LINESTRING (-7.9116856 40.6578539, -7.9115025 40.6580733, -7.9114547 40.6581338, -7.9113291 40.6582687, -7.9112505 40.6583368, -7.9111486 40.6584426)",,,,,
33191086,secondary,roundabout,True,False,4.192,,,"LINESTRING (-7.9079772 40.6532013, -7.9079943 40.6532367)",,,,,
"[621798192, 59756741]",primary,,True,False,85.325,1,Avenida 25 de Abril,"LINESTRING (-7.914166 40.6556218, -7.914174 40.6556722, -7.9141801 40.6557209, -7.9141799 40.6557562, -7.91418 40.6557714, -7.9141801 40.6557971, -7.9141728 40.6558443, -7.9140891 40.6561793, -7.9140413 40.656379)",,,,,
"[621720179, 145746759]",primary,roundabout,True,False,20.734,,Avenida 25 de Abril,"LINESTRING (-7.914166 40.6556218, -7.914196 40.6556426, -7.9142326 40.6556561, -7.9142727 40.6556612, -7.914313 40.6556575, -7.9143503 40.6556452, -7.9143827 40.6556243)",,,,,
137277089,tertiary,,False,False,8.666,,Rua Dom António Alves Martins,"LINESTRING (-7.9127801 40.6561101, -7.9127046 40.656086, -7.9126854 40.6560799)",,,,,
288349082,secondary,,True,False,63.172,,Rua Alexandre Herculano,"LINESTRING (-7.9127801 40.6561101, -7.9127038 40.6562061, -7.9124286 40.6565296, -7.9123792 40.6565899)",,,,,
619885797,secondary,,False,True,173.144,,Rua Alexandre Herculano,"LINESTRING (-7.9127801 40.6561101, -7.9128462 40.6560301, -7.9129778 40.6558687, -7.9137323 40.6549475, -7.9138689 40.6547902)",,,,,
33085491,tertiary,,True,False,11.796000000000001,,Rua Serpa Pinto,"LINESTRING (-7.9122974 40.6618612, -7.9122623 40.6618757, -7.9121707 40.6619059)",,,,,
23223070,secondary,,True,False,8.967,,Rua Miguel Bombarda,"LINESTRING (-7.9158684 40.6564855, -7.9159574 40.6564414)",,,,,
100484868,residential,,True,False,70.182,,,"LINESTRING (-7.9176934 40.6566725, -7.9172304 40.6571969)",,,,,
100484866,residential,,True,False,47.403,,Praça Tenente Miguel Ponces,"LINESTRING (-7.9176934 40.6566725, -7.9178276 40.6567414, -7.9179305 40.6567943, -7.917965 40.656812, -7.9180961 40.656665)",50,,yes,,
100468631,residential,,True,False,139.49,,Rua Cândido dos Reis,"LINESTRING (-7.9172304 40.6571969, -7.9168714 40.6570094, -7.916426 40.6567767, -7.9158684 40.6564855)",,,yes,,
145746890,residential,,True,False,93.789,,Rua João de Barros,"LINESTRING (-7.9138689 40.6547902, -7.9137853 40.6547629, -7.912772 40.6546693)",,,,,
288765043,secondary,,False,True,61.226,,Avenida Calouste Gulbenkian,"LINESTRING (-7.9138689 40.6547902, -7.9139434 40.6549761, -7.9139495 40.6549915, -7.9140653 40.6553202)",,,,,
619885797,secondary,,False,False,173.144,,Rua Alexandre Herculano,"LINESTRING (-7.9138689 40.6547902, -7.9137323 40.6549475, -7.9129778 40.6558687, -7.9128462 40.6560301, -7.9127801 40.6561101)",,,,,
761668951,secondary,,False,True,94.257,,Rua Alexandre Herculano,"LINESTRING (-7.9138689 40.6547902, -7.9139326 40.6547019, -7.9143887 40.6541181, -7.9144228 40.6540758, -7.9144368 40.6540603)",,,,,
100542883,residential,,False,False,129.734,,Rua do Hospital,"LINESTRING (-7.912772 40.6546693, -7.9128371 40.6541291, -7.9128491 40.6540293, -7.9128532 40.6539952, -7.9128622 40.6539206, -7.9128948 40.6536492, -7.9129119 40.6535074)",,,,,
"[164952996, 100542895]",residential,,True,False,135.026,,Rua do Hospital,"LINESTRING (-7.912772 40.6546693, -7.9127451 40.6546871, -7.9127342 40.6547131, -7.9127162 40.6547787, -7.9127085 40.6548151, -7.9126921 40.6548872, -7.9126415 40.6551091, -7.9126227 40.6551388, -7.9126011 40.6551641, -7.9125595 40.6551934, -7.9125017 40.6552084, -7.9123615 40.6552144, -7.912297 40.655216, -7.9119557 40.6552427, -7.9117074 40.6552626)",,,,,
100484866,residential,,True,False,45.058,,Praça Tenente Miguel Ponces,"LINESTRING (-7.9180961 40.656665, -7.9182252 40.6565203, -7.9179736 40.6563911)",50,,yes,,
100542885,residential,,True,False,47.747,,Rua Paulo Emílio,"LINESTRING (-7.9180961 40.656665, -7.9184859 40.6568617, -7.9185666 40.6569037)",,,,,
100542884,residential,,True,False,96.786,,Rua dos Casimiros,"LINESTRING (-7.9173162 40.6582736, -7.9172426 40.6583593, -7.9167089 40.6589807, -7.9167024 40.658988, -7.9166893 40.6590026)",,,,,
637889038,secondary,,False,False,246.24400000000003,2,Avenida Alberto Sampaio,"LINESTRING (-7.9173162 40.6582736, -7.9171884 40.6582074, -7.9161156 40.6576519, -7.9159993 40.6575917, -7.9158568 40.6575178, -7.9154329 40.6572984, -7.9149663 40.6570567, -7.9149052 40.6570251)",30,,,,
637889038,secondary,,False,True,174.269,2,Avenida Alberto Sampaio,"LINESTRING (-7.9173162 40.6582736, -7.9176304 40.6584363, -7.9181501 40.6587054, -7.9190225 40.6591572)",30,,,,
100484866,residential,,True,False,44.126,,Praça Tenente Miguel Ponces,"LINESTRING (-7.9175895 40.6564019, -7.9174566 40.6565509, -7.9176934 40.6566725)",50,,yes,,
100542881,residential,,False,False,90.916,,Rua Paulo Emílio,"LINESTRING (-7.9185666 40.6569037, -7.9186747 40.656957, -7.9188347 40.6570378, -7.9190474 40.6571451, -7.9191091 40.6571762, -7.9194647 40.6573557)",,,,,
100542888,residential,,False,True,89.387,,Rua Conselheiro Sousa Macedo,"LINESTRING (-7.9185666 40.6569037, -7.9185039 40.6569765, -7.9179889 40.6575776)",,,,,
287333313,residential,,False,False,101.86699999999999,,Rua Conselheiro Sousa Macedo,"LINESTRING (-7.9185666 40.6569037, -7.9186338 40.6568231, -7.9187696 40.6566717, -7.9187838 40.656653, -7.9191484 40.6562354, -7.9192349 40.6561408)",,,,,
291215326,tertiary,,True,False,3.408,,Rua Major Leopoldo da Silva,"LINESTRING (-7.916418 40.6594513, -7.9164584 40.6594509)",,,,,
291215326,tertiary,,True,False,4.3149999999999995,,Rua Major Leopoldo da Silva,"LINESTRING (-7.9165579 40.6593648, -7.9165566 40.6593454, -7.9165499 40.6593267)",,,,,
291215326,tertiary,,True,False,2.573,,Rua Major Leopoldo da Silva,"LINESTRING (-7.916366 40.6592847, -7.9163436 40.6593004)",,,,,
137903678,residential,,True,False,79.258,,Rua Conselheiro Sousa Macedo,"LINESTRING (-7.9192349 40.6561408, -7.9192969 40.6560625, -7.9197621 40.655551)",,,,,
287333313,residential,,False,True,101.867,,Rua Conselheiro Sousa Macedo,"LINESTRING (-7.9192349 40.6561408, -7.9191484 40.6562354, -7.9187838 40.656653, -7.9187696 40.6566717, -7.9186338 40.6568231, -7.9185666 40.6569037)",,,,,
804670492,secondary,,False,False,73.40299999999999,,Avenida Infante Dom Henrique,"LINESTRING (-7.9192349 40.6561408, -7.9191331 40.6560932, -7.9184928 40.6557961)",30,,,,
100542898,residential,,True,False,77.731,,Rua Paulo Emílio,"LINESTRING (-7.9168253 40.6560113, -7.9175895 40.6564019)",,,,,
23223070,secondary,,True,False,104.38000000000001,,Rua Miguel Bombarda,"LINESTRING (-7.9168253 40.6560113, -7.9177533 40.6555558, -7.917862 40.6554989)",,,,,
137575224,tertiary,,False,False,26.319,,Rua José Branquinho,"LINESTRING (-7.9166327 40.6596684, -7.9167591 40.6598848)",,,,,
140007669,tertiary,,True,False,34.347,,Rua José Branquinho,"LINESTRING (-7.9166327 40.6596684, -7.9165958 40.6595055, -7.9165742 40.6594257, -7.9165715 40.6594158, -7.9165579 40.6593648)",,,,,
100542881,residential,,False,True,90.91600000000001,,Rua Paulo Emílio,"LINESTRING (-7.9194647 40.6573557, -7.9191091 40.6571762, -7.9190474 40.6571451, -7.9188347 40.6570378, -7.9186747 40.656957, -7.9185666 40.6569037)",,,,,
100542887,residential,roundabout,True,False,42.97200000000001,,,"LINESTRING (-7.9194647 40.6573557, -7.9194543 40.6573745, -7.9194525 40.6573948, -7.9194596 40.6574144, -7.9194746 40.6574312, -7.919496 40.6574434, -7.9195215 40.6574497, -7.9195484 40.6574494, -7.9195736 40.6574425, -7.9195944 40.6574297, -7.9196087 40.6574125, -7.9196149 40.6573927, -7.9196122 40.6573724, -7.919601 40.657354, -7.9195825 40.6573392, -7.9195587 40.6573299, -7.9195322 40.6573268, -7.9195058 40.6573305, -7.9194825 40.6573405, -7.9194647 40.6573557)",,,,,
137277089,tertiary,,False,True,53.488,,Rua Dom António Alves Martins,"LINESTRING (-7.9101574 40.6562105, -7.9103037 40.6561719, -7.9103796 40.6561539, -7.910452 40.6561395, -7.9105316 40.6561281, -7.9106078 40.6561202, -7.9107083 40.6561117, -7.9107735 40.6561051)",,,,,
