osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref,junction,tunnel
26764751,True,,residential,False,29.249,"LINESTRING (-8.6266615 41.235036, -8.6266043 41.2352955)",Rua Doutor Gonçalo de Araújo,,,,
26720132,True,1,trunk_link,False,68.559,"LINESTRING (-8.6265176 41.2356158, -8.6265659 41.2358897, -8.6265492 41.2360467, -8.6265361 41.2362292)",,,,,
"[26967955, 965979662]",True,"['1', '2']",residential,False,162.468,"LINESTRING (-8.6265176 41.2356158, -8.6263139 41.2362486, -8.6260985 41.2367512, -8.6260837 41.2367859, -8.6260407 41.2368744, -8.6259948 41.2369402, -8.6259545 41.237011)",Rua Doutor Gonçalo de Araújo,50,,,
104638891,True,2,secondary_link,False,121.574,"LINESTRING (-8.6260271 41.2375586, -8.6260937 41.237638, -8.6261231 41.237715, -8.6264603 41.2385987)",Avenida Professor Doutor Manuel de Oliveira Marques,50,,,
859891507,True,3,secondary,False,24.584,"LINESTRING (-8.6260271 41.2375586, -8.6260982 41.2375617, -8.6261688 41.2375547, -8.6262045 41.2375471, -8.6263063 41.2375077)",Praça Arquiteto João Álvaro Rocha,50,,roundabout,
859891508,True,3,secondary,False,12.244,"LINESTRING (-8.6263063 41.2375077, -8.6263611 41.2374711, -8.6263636 41.2374686, -8.6264055 41.2374274)",Praça Arquiteto João Álvaro Rocha,50,,roundabout,
859891510,True,3,secondary,False,53.422000000000004,"LINESTRING (-8.6264528 41.2372152, -8.626404 41.2371264, -8.6263186 41.237055, -8.6262064 41.237009, -8.6260802 41.2369937, -8.6259545 41.237011)",Praça Arquiteto João Álvaro Rocha,50,,roundabout,
859891505,True,3,secondary,False,14.129999999999999,"LINESTRING (-8.6257604 41.2371316, -8.6257253 41.2371894, -8.6257081 41.2372516)",Praça Arquiteto João Álvaro Rocha,50,,roundabout,
859891506,True,3,secondary,False,37.04,"LINESTRING (-8.6257175 41.2373459, -8.6257595 41.2374229, -8.6258294 41.2374875, -8.6259213 41.2375341, -8.6260271 41.2375586)",Praça Arquiteto João Álvaro Rocha,50,,roundabout,
1000515676,False,2,secondary,False,78.785,"LINESTRING (-8.629085 41.2371961, -8.6281428 41.2371986)",Rua Conselheiro Costa Aroso,,EN107,,
26764570,False,,secondary,True,150.50699999999998,"LINESTRING (-8.629085 41.2371961, -8.6292615 41.2370266, -8.6304182 41.2363667, -8.630466 41.2363373)",Rua Padre José Pinheiro Duarte,50,,,
542247185,False,2,secondary,True,162.554,"LINESTRING (-8.629085 41.2371961, -8.6293188 41.2372747, -8.6296194 41.2374052, -8.6306134 41.2378368, -8.6307323 41.2378884, -8.6307796 41.2379106)",Rua Conselheiro Costa Aroso,50,EN107,,
286087603,False,2,secondary,False,121.727,"LINESTRING (-8.6281428 41.2371986, -8.6266883 41.2372443)",Rua Conselheiro Costa Aroso,,EN107,,
1000515676,False,2,secondary,True,78.785,"LINESTRING (-8.6281428 41.2371986, -8.629085 41.2371961)",Rua Conselheiro Costa Aroso,,EN107,,
26697163,False,,residential,True,139.272,"LINESTRING (-8.6281428 41.2371986, -8.6282279 41.2372442, -8.6291909 41.2379327, -8.6292928 41.2380388, -8.629307 41.2380813)",Rua José Augusto Silva Sousa Maia,,,,
26697164,False,,residential,True,74.769,"LINESTRING (-8.6267328 41.2346454, -8.6267699 41.234196, -8.6267701 41.2340575, -8.6267664 41.2339739)",Travessa Simão Bolívar,,,,
309688476,False,2,unclassified,False,12.567,"LINESTRING (-8.6267664 41.2339739, -8.6267637 41.2338609)",Travessa Simão Bolívar,,,,
26697164,False,,residential,False,74.769,"LINESTRING (-8.6267664 41.2339739, -8.6267701 41.2340575, -8.6267699 41.234196, -8.6267328 41.2346454)",Travessa Simão Bolívar,,,,
26697164,False,,residential,True,85.495,"LINESTRING (-8.6267664 41.2339739, -8.626701 41.2339721, -8.6266648 41.2339721, -8.6266239 41.233973, -8.6265504 41.2339747, -8.6265142 41.2340046, -8.626485 41.2340318, -8.6264406 41.2340941, -8.6263554 41.234232, -8.6263195 41.2342487, -8.6262103 41.234243, -8.6260218 41.2342401, -8.6259522 41.2342381)",Travessa Simão Bolívar,,,,
26697164,False,,residential,False,85.495,"LINESTRING (-8.6259522 41.2342381, -8.6260218 41.2342401, -8.6262103 41.234243, -8.6263195 41.2342487, -8.6263554 41.234232, -8.6264406 41.2340941, -8.626485 41.2340318, -8.6265142 41.2340046, -8.6265504 41.2339747, -8.6266239 41.233973, -8.6266648 41.2339721, -8.626701 41.2339721, -8.6267664 41.2339739)",Travessa Simão Bolívar,,,,
1000515669,False,,residential,True,54.843999999999994,"LINESTRING (-8.6259522 41.2342381, -8.6259473 41.2344524, -8.6259145 41.2345962, -8.6258444 41.2347183)",Rua Simão Bolívar,,,,
26697161,True,3,secondary,False,10.515,"LINESTRING (-8.6257081 41.2372516, -8.6257175 41.2373459)",Praça Arquiteto João Álvaro Rocha,,,roundabout,
26697167,True,1,tertiary_link,False,20.496000000000002,"LINESTRING (-8.6257081 41.2372516, -8.6255873 41.2372896, -8.625482 41.2373228)",Rua Clotilde Ferreira da Cruz,,,,
115718276,False,,tertiary,False,71.467,"LINESTRING (-8.6252248 41.237348, -8.6251903 41.2373955, -8.6250615 41.2375883, -8.6250415 41.2376175, -8.624838 41.2379211)",Rua Domingos Luís Barreiros Tomé,,,,
285025064,False,,tertiary,True,21.688,"LINESTRING (-8.6252248 41.237348, -8.6253206 41.2373386, -8.625482 41.2373228)",Rua Clotilde Ferreira da Cruz,,,,
211485998,True,,residential,False,90.737,"LINESTRING (-8.62415 41.2374566, -8.6244326 41.2374388, -8.6246427 41.237409, -8.6248702 41.2373835, -8.6250343 41.2373661, -8.6252248 41.237348)",Rua Clotilde Ferreira da Cruz,,,,
285025063,True,1,tertiary_link,False,19.859,"LINESTRING (-8.625482 41.2373228, -8.6257175 41.2373459)",,,,,
285025064,False,,tertiary,False,21.688,"LINESTRING (-8.625482 41.2373228, -8.6253206 41.2373386, -8.6252248 41.237348)",Rua Clotilde Ferreira da Cruz,,,,
168971067,True,,secondary,False,34.621,"LINESTRING (-8.6349401 41.2391655, -8.6349151 41.2392381, -8.6349353 41.2392907, -8.6349621 41.2393268, -8.6350158 41.2393546, -8.6350658 41.239366, -8.6351343 41.2393728)",Rua Conselheiro Costa Aroso,50,,roundabout,
"[1019689440, 1226230326]",True,,secondary,False,49.273,"LINESTRING (-8.6349401 41.2391655, -8.6348876 41.239177, -8.6348511 41.2392017, -8.6348115 41.2392418, -8.6346953 41.2393399, -8.6344753 41.2394199)",Rua Conselheiro Costa Aroso,,,,
"[823999456, 168970826]",False,2,secondary,False,35.527,"LINESTRING (-8.6344753 41.2394199, -8.6341645 41.2394412, -8.6340517 41.2394412)",Rua Conselheiro Costa Aroso,50,EN107,,
168970827,True,,secondary,False,55.425999999999995,"LINESTRING (-8.6344753 41.2394199, -8.6347062 41.2394121, -8.6349828 41.239394, -8.6350392 41.2393861, -8.6351343 41.2393728)",Rua Conselheiro Costa Aroso,,,,
823999455,False,2,secondary,False,9.931,"LINESTRING (-8.6336755 41.2393889, -8.63358 41.2393358)",Rua Conselheiro Costa Aroso,50,EN107,,
823999461,False,2,secondary,True,32.287,"LINESTRING (-8.6336755 41.2393889, -8.6337774 41.2394168, -8.63393 41.2394411, -8.6340517 41.2394412)",Rua Conselheiro Costa Aroso,50,EN107,,
823999455,False,2,secondary,True,9.931,"LINESTRING (-8.63358 41.2393358, -8.6336755 41.2393889)",Rua Conselheiro Costa Aroso,50,EN107,,
"[309280504, 309280507]",False,,residential,True,297.968,"LINESTRING (-8.63358 41.2393358, -8.6336229 41.2392853, -8.6337105 41.23917, -8.6338384 41.2389313, -8.6339326 41.238709, -8.6339592 41.2385925, -8.633966 41.2384796, -8.6339544 41.2382709, -8.6339041 41.2378159, -8.6338661 41.2374374, -8.6335277 41.2369442, -8.6334206 41.2368001)","['Rua do Godim', 'Rua de Recamunde']",,,,
823999460,True,,secondary_link,False,52.668,"LINESTRING (-8.63358 41.2393358, -8.6335664 41.2394065, -8.6335634 41.239476, -8.6335495 41.2396115, -8.6335495 41.2396868, -8.6335603 41.2397459, -8.6335931 41.2398026)",Via Adelino Amaro da Costa,,,,
"[542249464, 1000515673, 542247186, 823999462]",False,2,secondary,False,127.846,"LINESTRING (-8.63358 41.2393358, -8.6333718 41.2391862, -8.633105 41.2389976, -8.6330383 41.2389536, -8.6329769 41.2389125, -8.632727 41.2387528, -8.6326104 41.2386973, -8.6324962 41.238643, -8.6324086 41.2386025)",Rua Conselheiro Costa Aroso,"['50', '30']",EN107,,
1000515673,False,2,secondary,True,18.978,"LINESTRING (-8.6308326 41.2379354, -8.6310304 41.2380191)",Rua Conselheiro Costa Aroso,50,EN107,,
1000515674,False,2,secondary,False,5.22,"LINESTRING (-8.6308326 41.2379354, -8.6307796 41.2379106)",Rua Conselheiro Costa Aroso,50,EN107,,
115765549,False,,residential,False,13.503,"LINESTRING (-8.6308326 41.2379354, -8.6308766 41.2379149, -8.6309742 41.2378772)",Rua do Outeiro,,,,
823999457,False,,secondary,False,64.658,"LINESTRING (-8.6335931 41.2398026, -8.6337417 41.2402598, -8.6337385 41.2403706)",Via Adelino Amaro da Costa,,,,
823999458,True,,secondary_link,False,63.559000000000005,"LINESTRING (-8.6335931 41.2398026, -8.6336265 41.2397216, -8.6336404 41.2396764, -8.6336481 41.2396034, -8.6336851 41.239542, -8.6337636 41.2394934, -8.6338776 41.2394656, -8.6340517 41.2394412)",Via Adelino Amaro da Costa,,,,
823999459,True,,secondary_link,False,46.729,"LINESTRING (-8.6335931 41.2398026, -8.6336003 41.2396996, -8.6336034 41.2396243, -8.6336219 41.2395513, -8.6336496 41.239454, -8.6336755 41.2393889)",Via Adelino Amaro da Costa,,,,
306064117,False,,secondary,False,43.105999999999995,"LINESTRING (-8.6337385 41.2403706, -8.6338256 41.2404518, -8.6339016 41.2405398, -8.6339348 41.2406011, -8.6339772 41.2407087)",Via Adelino Amaro da Costa,50,,,
823999457,False,,secondary,True,64.658,"LINESTRING (-8.6337385 41.2403706, -8.6337417 41.2402598, -8.6335931 41.2398026)",Via Adelino Amaro da Costa,,,,
26764569,False,,secondary,True,120.53399999999999,"LINESTRING (-8.6315994 41.2356707, -8.631564 41.235707, -8.6314775 41.2357625, -8.6311101 41.2359686, -8.6305898 41.2362624, -8.630466 41.2363373)",Rua Padre José Pinheiro Duarte,,,,
115765546,True,,residential,False,163.94699999999997,"LINESTRING (-8.6315994 41.2356707, -8.6316942 41.2357229, -8.6317869 41.2358097, -8.6318019 41.2358649, -8.6318127 41.2360089, -8.63181 41.2361565, -8.6317861 41.2362724, -8.6317423 41.2363841, -8.6317336 41.2364668, -8.6318503 41.2365982, -8.6319495 41.236745, -8.6320114 41.2368758, -8.6320535 41.2370207)",,,,,
115765555,False,,residential,False,34.096,"LINESTRING (-8.6315994 41.2356707, -8.6316741 41.2356428, -8.6317933 41.2356056, -8.6319849 41.235634)",Rua de Recamunde,,,,
"[309274185, 309280500]",True,,secondary,False,249.204,"LINESTRING (-8.6315994 41.2356707, -8.6314786 41.2355703, -8.6311794 41.2353217, -8.6306828 41.2348826, -8.6303881 41.2346179, -8.6301128 41.2343897, -8.6300266 41.234311, -8.6299493 41.2342405, -8.6298878 41.2341788, -8.6298373 41.2341177, -8.6298008 41.2340718, -8.6297679 41.2340178, -8.6297409 41.2339708, -8.6297271 41.2339382)","['Rua da Igreja', 'Rua Padre José Pinheiro Duarte']",,,,
104909745,True,1,secondary_link,False,42.659,"LINESTRING (-8.6285216 41.2413643, -8.6283582 41.2412938, -8.6281725 41.2412842, -8.6280379 41.2412971)",,50,,roundabout,
37046222,True,1,motorway_link,False,62.620000000000005,"LINESTRING (-8.6270809 41.2415114, -8.6269644 41.2415076, -8.6267492 41.2414972, -8.6263459 41.2414184)",,,,,
306059699,True,1,motorway_link,False,294.00300000000004,"LINESTRING (-8.6263459 41.2414184, -8.6248742 41.2408598, -8.6246421 41.2407267, -8.6245072 41.2405976, -8.6244171 41.2404383, -8.6244061 41.2402655, -8.6244406 41.24007, -8.6245171 41.239903, -8.6246078 41.2397413, -8.6246539 41.2396209)",,,,,
26646779,False,2,secondary,False,46.873000000000005,"LINESTRING (-8.6294726 41.233335, -8.6293968 41.2331148, -8.6293359 41.2329262)",Rua da Igreja,50,,,
26646779,False,2,secondary,True,70.387,"LINESTRING (-8.6294726 41.233335, -8.629491 41.2333839, -8.6295128 41.2334485, -8.6297088 41.2338963, -8.6297271 41.2339382)",Rua da Igreja,50,,,
35926656,False,,residential,True,295.344,"LINESTRING (-8.6294726 41.233335, -8.6303261 41.233283, -8.6304607 41.2332731, -8.6329891 41.233088)",Rua da Estação,,,,
309311944,False,,residential,True,45.727,"LINESTRING (-8.6260218 41.239333, -8.6254871 41.2394193)",Travessa de Brandinhães,50,,,
104638888,False,,residential,True,116.508,"LINESTRING (-8.6260218 41.239333, -8.6260331 41.2393657, -8.6260593 41.2394419, -8.6261022 41.239692, -8.6261371 41.2397848, -8.6262149 41.239934, -8.6262819 41.2400752, -8.6263168 41.2402325, -8.6263141 41.2403495)",Praceta Boa Hora,,,,
"[309311944, 104638890, 104638885]",False,,residential,False,149.352,"LINESTRING (-8.6260218 41.239333, -8.6259739 41.2390092, -8.6259735 41.2389437, -8.6259896 41.238857, -8.6260271 41.2387844, -8.6260969 41.2387198, -8.6261961 41.2386775, -8.6263866 41.2386392, -8.6267647 41.2385524, -8.6269766 41.2384879)",Travessa de Brandinhães,50,,,yes
104638888,False,,residential,False,116.50800000000002,"LINESTRING (-8.6263141 41.2403495, -8.6263168 41.2402325, -8.6262819 41.2400752, -8.6262149 41.239934, -8.6261371 41.2397848, -8.6261022 41.239692, -8.6260593 41.2394419, -8.6260331 41.2393657, -8.6260218 41.239333)",Praceta Boa Hora,,,,
309311942,False,,residential,False,128.45499999999998,"LINESTRING (-8.6264055 41.2374274, -8.626518 41.2375278, -8.6266789 41.2379837, -8.6267379 41.2381067, -8.626872 41.2383084, -8.6269766 41.2384879)",Rua de Brandinhães,50,,,
859891509,True,3,secondary,False,14.190999999999999,"LINESTRING (-8.6264055 41.2374274, -8.6264418 41.2373697, -8.62646 41.2373074)",Praça Arquiteto João Álvaro Rocha,50,,roundabout,
"[309311944, 104638890, 104638885]",False,,residential,True,149.35199999999998,"LINESTRING (-8.6269766 41.2384879, -8.6267647 41.2385524, -8.6263866 41.2386392, -8.6261961 41.2386775, -8.6260969 41.2387198, -8.6260271 41.2387844, -8.6259896 41.238857, -8.6259735 41.2389437, -8.6259739 41.2390092, -8.6260218 41.239333)",Travessa de Brandinhães,50,,,yes
309311942,False,,residential,False,125.62300000000002,"LINESTRING (-8.6269766 41.2384879, -8.6272964 41.2388316, -8.6273691 41.2388929, -8.6274564 41.2389499, -8.6276229 41.2390396, -8.627881 41.2391432, -8.6279998 41.2392085, -8.6280361 41.239258)",Rua de Brandinhães,50,,,
309311942,False,,residential,True,128.45499999999998,"LINESTRING (-8.6269766 41.2384879, -8.626872 41.2383084, -8.6267379 41.2381067, -8.6266789 41.2379837, -8.626518 41.2375278, -8.6264055 41.2374274)",Rua de Brandinhães,50,,,
104638896,True,,residential,False,43.562,"LINESTRING (-8.6322249 41.2412639, -8.6321598 41.2412921, -8.6321567 41.2413148, -8.6322327 41.2414141, -8.6323073 41.2413817, -8.6322249 41.2412639)",Rua António Rebelo Monteiro,,,,
306065883,False,,residential,False,159.168,"LINESTRING (-8.6322249 41.2412639, -8.6328051 41.2410452, -8.6338393 41.2407483, -8.6339772 41.2407087)",Rua António Rebelo Monteiro,,,,
"[306064117, 1150708095]",False,,secondary,"[False, True]",29.427999999999997,"LINESTRING (-8.6339772 41.2407087, -8.6340484 41.2408925, -8.6340742 41.2409631)",Via Adelino Amaro da Costa,50,,,
306064117,False,,secondary,True,43.106,"LINESTRING (-8.6339772 41.2407087, -8.6339348 41.2406011, -8.6339016 41.2405398, -8.6338256 41.2404518, -8.6337385 41.2403706)",Via Adelino Amaro da Costa,50,,,
306065883,False,,residential,True,159.168,"LINESTRING (-8.6339772 41.2407087, -8.6338393 41.2407483, -8.6328051 41.2410452, -8.6322249 41.2412639)",Rua António Rebelo Monteiro,,,,
285025060,True,,residential,False,41.567,"LINESTRING (-8.6267642 41.2347686, -8.6266814 41.2347983, -8.6265151 41.2348144, -8.6263632 41.2348167, -8.6262789 41.2348285)",Rua Joaquim Dias de Almeida,,,,
285025061,True,1,residential,False,31.248,"LINESTRING (-8.6267642 41.2347686, -8.6267175 41.2348309, -8.6267014 41.2349077, -8.6266615 41.235036)",Rua Doutor Gonçalo de Araújo,,,,
115718276,False,,tertiary,False,67.388,"LINESTRING (-8.624838 41.2379211, -8.6246062 41.238282, -8.6244908 41.238468)",Rua Domingos Luís Barreiros Tomé,,,,
115718276,False,,tertiary,True,71.467,"LINESTRING (-8.624838 41.2379211, -8.6250415 41.2376175, -8.6250615 41.2375883, -8.6251903 41.2373955, -8.6252248 41.237348)",Rua Domingos Luís Barreiros Tomé,,,,
115718276,False,,tertiary,True,13.033,"LINESTRING (-8.6242381 41.2386171, -8.6243803 41.2385691)",Rua Domingos Luís Barreiros Tomé,,,,
115718277,False,,tertiary,True,8.795,"LINESTRING (-8.6242381 41.2386171, -8.6241332 41.2386229)",Rua da Cavada,,,,
309280509,False,,residential,False,71.79599999999999,"LINESTRING (-8.6330628 41.2373765, -8.6332686 41.2371726, -8.6333034 41.2370962, -8.6334206 41.2368001)",Rua do Outeiro,,,,
309280509,False,,residential,True,41.553,"LINESTRING (-8.6330628 41.2373765, -8.6329146 41.2375115, -8.6327999 41.2375714, -8.6326785 41.2375922)",Rua do Outeiro,,,,
309280509,False,,residential,True,46.47,"LINESTRING (-8.6326785 41.2375922, -8.6321278 41.2376484)",Rua do Outeiro,,,,
309280497,False,,residential,False,144.207,"LINESTRING (-8.6326785 41.2375922, -8.6329374 41.2380235, -8.6329551 41.2381483, -8.6330944 41.2383961, -8.6332427 41.2384261, -8.6336585 41.238451)",Bairro Oliveira Braga,,,,
309280509,False,,residential,False,41.553,"LINESTRING (-8.6326785 41.2375922, -8.6327999 41.2375714, -8.6329146 41.2375115, -8.6330628 41.2373765)",Rua do Outeiro,,,,
115765556,False,,residential,False,70.455,"LINESTRING (-8.6320535 41.2370207, -8.6320568 41.2371807, -8.6321414 41.2375584, -8.6321278 41.2376484)",,,,,
1000515671,True,,residential,False,110.671,"LINESTRING (-8.6320535 41.2370207, -8.6321742 41.2370044, -8.6322962 41.2370035, -8.632376 41.2370327, -8.6324424 41.2370661, -8.6325402 41.2370644, -8.632659 41.237036, -8.6327462 41.2370353, -8.6328608 41.2370627, -8.6329501 41.2371162, -8.6330223 41.2372353, -8.6330628 41.2373765)",,,,,
309280509,False,,residential,False,46.47,"LINESTRING (-8.6321278 41.2376484, -8.6326785 41.2375922)",Rua do Outeiro,,,,
115765556,False,,residential,True,70.45500000000001,"LINESTRING (-8.6321278 41.2376484, -8.6321414 41.2375584, -8.6320568 41.2371807, -8.6320535 41.2370207)",,,,,
309280514,False,,residential,True,74.02799999999999,"LINESTRING (-8.6321278 41.2376484, -8.6321948 41.2377505, -8.6323254 41.2380915, -8.6323768 41.2382847)",Travessa do Outeiro,,,,
1000515672,False,,residential,True,93.943,"LINESTRING (-8.6321278 41.2376484, -8.6320103 41.2376439, -8.6310896 41.2378419, -8.6310451 41.2378559)",Rua do Outeiro,,,,
115765547,False,,residential,True,173.56799999999998,"LINESTRING (-8.6309296 41.2368434, -8.6303434 41.2371597, -8.6303243 41.2371749, -8.6303182 41.237195, -8.6303282 41.237219, -8.6303484 41.2372329, -8.631015 41.2375472, -8.6310358 41.2375717, -8.6310415 41.2375942, -8.6309742 41.2378772)",Rua da Quinta das Flores,,,,
"[309280504, 309280507]",False,,residential,False,297.9680000000001,"LINESTRING (-8.6334206 41.2368001, -8.6335277 41.2369442, -8.6338661 41.2374374, -8.6339041 41.2378159, -8.6339544 41.2382709, -8.633966 41.2384796, -8.6339592 41.2385925, -8.6339326 41.238709, -8.6338384 41.2389313, -8.6337105 41.23917, -8.6336229 41.2392853, -8.63358 41.2393358)","['Rua do Godim', 'Rua de Recamunde']",,,,
309280504,False,,residential,True,63.48,"LINESTRING (-8.6334206 41.2368001, -8.6333831 41.2363258, -8.6333439 41.2362347)",Rua de Recamunde,,,,
309280509,False,,residential,True,71.79599999999999,"LINESTRING (-8.6334206 41.2368001, -8.6333034 41.2370962, -8.6332686 41.2371726, -8.6330628 41.2373765)",Rua do Outeiro,,,,
115765549,False,,residential,False,6.384,"LINESTRING (-8.6309742 41.2378772, -8.6310451 41.2378559)",Rua do Outeiro,,,,
115765547,False,,residential,False,173.568,"LINESTRING (-8.6309742 41.2378772, -8.6310415 41.2375942, -8.6310358 41.2375717, -8.631015 41.2375472, -8.6303484 41.2372329, -8.6303282 41.237219, -8.6303182 41.237195, -8.6303243 41.2371749, -8.6303434 41.2371597, -8.6309296 41.2368434)",Rua da Quinta das Flores,,,,
115765549,False,,residential,True,13.503,"LINESTRING (-8.6309742 41.2378772, -8.6308766 41.2379149, -8.6308326 41.2379354)",Rua do Outeiro,,,,
309280504,False,,residential,False,63.48,"LINESTRING (-8.6333439 41.2362347, -8.6333831 41.2363258, -8.6334206 41.2368001)",Rua de Recamunde,,,,
115765555,False,,residential,True,34.096000000000004,"LINESTRING (-8.6319849 41.235634, -8.6317933 41.2356056, -8.6316741 41.2356428, -8.6315994 41.2356707)",Rua de Recamunde,,,,
309280503,True,,residential,False,167.44,"LINESTRING (-8.6319849 41.235634, -8.6321138 41.2356547, -8.6323051 41.2356586, -8.6324881 41.2356363, -8.6326921 41.2356374, -8.63289 41.2356028, -8.633014 41.2355859, -8.6330862 41.2355998, -8.6331219 41.2356435, -8.6332142 41.2359447, -8.6333439 41.2362347)",Rua de Recamunde,,,,
35926656,False,,residential,False,295.344,"LINESTRING (-8.6329891 41.233088, -8.6304607 41.2332731, -8.6303261 41.233283, -8.6294726 41.233335)",Rua da Estação,,,,
35926656,False,,residential,True,286.69,"LINESTRING (-8.6329891 41.233088, -8.63395 41.2330167, -8.6341519 41.2330021, -8.6342182 41.2330127, -8.6342879 41.2330551, -8.6343818 41.2331519, -8.6344677 41.2332326, -8.6351253 41.2342184, -8.6354241 41.2343392)",Rua da Estação,,,,
135634564,False,,unclassified,True,225.35699999999997,"LINESTRING (-8.6329891 41.233088, -8.6331636 41.2334304, -8.6333646 41.2337721, -8.6336744 41.2342019, -8.6336835 41.2342442, -8.6336734 41.2342803, -8.6336547 41.234309, -8.6336218 41.2343308, -8.6329669 41.2346043, -8.6328549 41.2346344)",Travessa da Estação,,,,
104638891,True,2,secondary_link,False,329.01199999999994,"LINESTRING (-8.6264603 41.2385987, -8.6269604 41.2399388, -8.6269911 41.2400194, -8.6270191 41.2400939, -8.6273084 41.240858, -8.6274221 41.2412233, -8.6274248 41.2413204, -8.6273836 41.2413841, -8.6273304 41.2414393)",Avenida Professor Doutor Manuel de Oliveira Marques,50,,,
160954373,True,1,secondary_link,False,138.10299999999998,"LINESTRING (-8.6252778 41.2386104, -8.6253384 41.2385922, -8.6254728 41.2384245, -8.6255515 41.2383565, -8.6256813 41.238284, -8.6258203 41.2382399, -8.6259667 41.2382309, -8.626103 41.238252, -8.6262375 41.2383092, -8.6263331 41.2383922, -8.626411 41.2385577, -8.6264603 41.2385987)",,40,,,
135634564,False,,unclassified,False,225.357,"LINESTRING (-8.6328549 41.2346344, -8.6329669 41.2346043, -8.6336218 41.2343308, -8.6336547 41.234309, -8.6336734 41.2342803, -8.6336835 41.2342442, -8.6336744 41.2342019, -8.6333646 41.2337721, -8.6331636 41.2334304, -8.6329891 41.233088)",Travessa da Estação,,,,
285025065,True,1,secondary_link,False,20.338,"LINESTRING (-8.62646 41.2373074, -8.6266883 41.2372443)",,50,,,
859891504,True,3,secondary,False,10.27,"LINESTRING (-8.62646 41.2373074, -8.6264528 41.2372152)",Praça Arquiteto João Álvaro Rocha,50,,roundabout,
1000515675,False,,residential,False,126.802,"LINESTRING (-8.6295409 41.2391943, -8.6295088 41.238826, -8.6293442 41.2385318, -8.62933 41.2384587, -8.629325 41.238198, -8.629307 41.2380813)",Rua José Augusto Silva Sousa Maia,,,,
"[168970825, 1019689441]",True,,secondary,False,57.284000000000006,"LINESTRING (-8.6356076 41.2390523, -8.6355082 41.2390644, -8.6352057 41.2391121, -8.6350041 41.2391478, -8.6349401 41.2391655)",Rua Conselheiro Costa Aroso,,,roundabout,
168971075,True,,secondary,False,43.971,"LINESTRING (-8.6356643 41.2393029, -8.6357669 41.2392506, -8.6358 41.2392161, -8.6358122 41.2391746, -8.6357997 41.2391305, -8.635771 41.2390966, -8.635737 41.2390791, -8.6356076 41.2390523)",Rua Conselheiro Costa Aroso,50,,roundabout,
1019689443,True,,secondary,False,44.992,"LINESTRING (-8.6351343 41.2393728, -8.6356643 41.2393029)",Rua Conselheiro Costa Aroso,,,roundabout,
