osmid,name,highway,oneway,reversed,length,ref,geometry,junction,tunnel,maxspeed,lanes
200992745,Praça do Município,secondary,False,False,41.4,,"LINESTRING (-8.2838719 41.2066788, -8.2842883 41.2064776)",,,,
234416236,Avenida Araújo Silva,tertiary,False,False,26.802,EM 596,"LINESTRING (-8.2838719 41.2066788, -8.2839998 41.2068998)",,,,
200992745,Praça do Município,secondary,False,True,65.94999999999999,,"LINESTRING (-8.2838719 41.2066788, -8.2837589 41.2067399, -8.2833859 41.2069416, -8.2832317 41.2070249)",,,,
200992745,Praça do Município,secondary,False,True,12.54,,"LINESTRING (-8.2845583 41.2063337, -8.2844347 41.2063975)",,,,
319331718,,residential,True,False,89.229,,"LINESTRING (-8.2845583 41.2063337, -8.2842659 41.2063232, -8.2840728 41.2063111, -8.2839038 41.2062949, -8.2836932 41.2062707, -8.2834969 41.2062612)",,,,
491565645,Avenida Sacadura Cabral,secondary,False,False,47.837,,"LINESTRING (-8.2845583 41.2063337, -8.2848992 41.2061551, -8.2850222 41.2060824)",,,,
319331787,,residential,True,False,55.054,,"LINESTRING (-8.2855699 41.2055592, -8.2856968 41.2055034, -8.2857864 41.2054828, -8.2859232 41.2054863, -8.2860599 41.2054968, -8.2862022 41.2055084)",,,,
491565645,Avenida Sacadura Cabral,secondary,False,False,40.893,,"LINESTRING (-8.2855699 41.2055592, -8.285713 41.2053818, -8.2858235 41.2052448)",,,,
491565645,Avenida Sacadura Cabral,secondary,False,True,74.2,,"LINESTRING (-8.2855699 41.2055592, -8.2853223 41.2058217, -8.2851058 41.2060225, -8.2850222 41.2060824)",,,,
1155868080,Circular Sul - Variante Cavalum,primary,True,False,70.59199999999998,,"LINESTRING (-8.2843137 41.201985, -8.2842457 41.2022083, -8.2841644 41.2023586, -8.2840608 41.2024384, -8.2839299 41.2025262)",,,,
1030603461,Circular Sul,primary,True,False,5.943,,"LINESTRING (-8.283831 41.2027911, -8.2838635 41.2028019, -8.2838981 41.2028079)",roundabout,,,
126366891,,residential,False,False,20.317,,"LINESTRING (-8.2895797 41.2032851, -8.2898103 41.2033424)",,,,
234416199,,primary,False,False,68.238,EN 106,"LINESTRING (-8.2895797 41.2032851, -8.2896575 41.2031519, -8.2897352 41.2030227, -8.2899713 41.2027489)",,,,
234416199,,primary,False,True,136.247,EN 106,"LINESTRING (-8.2895797 41.2032851, -8.2890306 41.2043626, -8.2889967 41.2044292)",,,,
126366891,,residential,False,True,20.317,,"LINESTRING (-8.2898103 41.2033424, -8.2895797 41.2032851)",,,,
106301292,,tertiary,False,True,168.157,,"LINESTRING (-8.2907484 41.2044733, -8.2905311 41.2043704, -8.2902683 41.2042856, -8.2900403 41.2042533, -8.2898123 41.2042695, -8.2895736 41.2043643, -8.2893724 41.2045298, -8.2892338 41.2045653, -8.2890325 41.2045314, -8.288949 41.2045173)",,,,
303861507,,residential,False,True,315.7939999999999,,"LINESTRING (-8.2907484 41.2044733, -8.2902506 41.2045968, -8.2899745 41.2047033, -8.2898577 41.2048311, -8.2897162 41.2050095, -8.2895958 41.20514, -8.2895286 41.2052545, -8.2895109 41.205385, -8.2895038 41.2055421, -8.2894507 41.2056619, -8.2893835 41.2057524, -8.2892455 41.2058563, -8.2890225 41.2060213, -8.2889057 41.2061252, -8.2888597 41.2061705, -8.2888491 41.2061997, -8.2888561 41.206269, -8.2888845 41.2063755, -8.2889128 41.2064926, -8.2889411 41.2065672, -8.2889765 41.2066284)",,,,
234416199,,primary,False,False,10.578,EN 106,"LINESTRING (-8.288949 41.2045173, -8.2889967 41.2044292)",,,,
106301292,,tertiary,False,False,168.15699999999998,,"LINESTRING (-8.288949 41.2045173, -8.2890325 41.2045314, -8.2892338 41.2045653, -8.2893724 41.2045298, -8.2895736 41.2043643, -8.2898123 41.2042695, -8.2900403 41.2042533, -8.2902683 41.2042856, -8.2905311 41.2043704, -8.2907484 41.2044733)",,,,
234416199,,primary,False,True,253.79300000000003,EN 106,"LINESTRING (-8.288949 41.2045173, -8.2888679 41.2046609, -8.2884391 41.2054194, -8.2884162 41.2054674, -8.2880633 41.2062085, -8.2878567 41.2066456)",,,,
889581925,Avenida Egas Moniz,secondary,False,True,26.548,,"LINESTRING (-8.2872541 41.2034611, -8.2871238 41.2036788)",,,,
200992752,,tertiary,True,False,108.169,,"LINESTRING (-8.2872541 41.2034611, -8.2865881 41.2032054, -8.286337 41.2035347, -8.2863434 41.2035649)",,,,
