osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,bridge
150766760,Rua das Lages,unclassified,False,False,254.77200000000002,"LINESTRING (-8.3607368 41.1751937, -8.3607701 41.1752599, -8.36093 41.175377, -8.3610101 41.1753954, -8.3612583 41.1753855, -8.3613254 41.1754299, -8.3614085 41.175543, -8.3615641 41.1756278, -8.3617814 41.17565, -8.3623312 41.175545, -8.362533 41.1755482, -8.3630194 41.17568, -8.3631283 41.1758234, -8.3631949 41.1759023, -8.3632834 41.1759225)",,,,
150766859,Rua das Lages,unclassified,False,True,123.146,"LINESTRING (-8.3607368 41.1751937, -8.3606176 41.1746643, -8.3605337 41.1744747, -8.3605194 41.1743389, -8.3606033 41.1741131)",,,,
1055540578,Rua Belo Horizonte,unclassified,False,False,41.821,"LINESTRING (-8.3635034 41.1755874, -8.3633597 41.1758471, -8.3632834 41.1759225)",,,,
1056391560,Av. Vitorino Leão Ramos,unclassified,False,True,200.851,"LINESTRING (-8.3635034 41.1755874, -8.3643429 41.1759003, -8.3649839 41.1761123, -8.3655427 41.1763246, -8.3656796 41.1763243)",50,,,
105503328,Rua do Verdial,residential,False,False,417.5670000000001,"LINESTRING (-8.3632834 41.1759225, -8.3633263 41.1760074, -8.3634014 41.1760558, -8.3635891 41.1761668, -8.3638708 41.1763263, -8.3636616 41.1764979, -8.3634658 41.1766655, -8.3633236 41.1768088, -8.3632083 41.1769825, -8.3630876 41.177251, -8.3630178 41.1773701, -8.3629079 41.1774529, -8.3627791 41.1775255, -8.3626987 41.1776184, -8.3626826 41.177683, -8.3626691 41.1777516, -8.362594 41.1778122, -8.3625002 41.1778607, -8.3623178 41.177895, -8.3621568 41.1779253, -8.3620603 41.1779777, -8.3619745 41.1780686, -8.361902 41.1781271, -8.3617787 41.1781938, -8.3616231 41.1782685, -8.3615104 41.1783411, -8.3613361 41.1784239, -8.361244 41.1785924)",,,,
150766760,Rua das Lages,unclassified,False,True,254.77200000000005,"LINESTRING (-8.3632834 41.1759225, -8.3631949 41.1759023, -8.3631283 41.1758234, -8.3630194 41.17568, -8.362533 41.1755482, -8.3623312 41.175545, -8.3617814 41.17565, -8.3615641 41.1756278, -8.3614085 41.175543, -8.3613254 41.1754299, -8.3612583 41.1753855, -8.3610101 41.1753954, -8.36093 41.175377, -8.3607701 41.1752599, -8.3607368 41.1751937)",,,,
1055540578,Rua Belo Horizonte,unclassified,False,True,41.821,"LINESTRING (-8.3632834 41.1759225, -8.3633597 41.1758471, -8.3635034 41.1755874)",,,,
105500938,,tertiary,False,True,31.267,"LINESTRING (-8.3702974 41.1764272, -8.3702089 41.1764959, -8.3702169 41.1765988, -8.3702732 41.1766695)",50,2,CM 1327,
1056391557,Rua Ponte de Carros,unclassified,False,False,24.524,"LINESTRING (-8.3659477 41.1762353, -8.3656796 41.1763243)",50,,,
1056391558,Rua Ponte de Carros,unclassified,False,True,10.382,"LINESTRING (-8.3659477 41.1762353, -8.3659587 41.1763283)",,,,
"[1056391555, 1056391556, 1056391557]",Rua Ponte de Carros,unclassified,False,"[False, True]",371.82300000000004,"LINESTRING (-8.3659477 41.1762353, -8.3661403 41.1760749, -8.3665698 41.1759131, -8.3667692 41.1759162, -8.3669804 41.1760224, -8.3673338 41.1762474, -8.3674129 41.1762634, -8.3675215 41.1762854, -8.367723 41.1763261, -8.3679127 41.1764317, -8.3681302 41.1767503, -8.3682804 41.176835, -8.3695035 41.1771581, -8.3696617 41.1771762)",50,,,yes
105500938,,tertiary,False,False,78.241,"LINESTRING (-8.3696617 41.1771762, -8.3698387 41.1770914, -8.3700694 41.1769441, -8.3702196 41.1767886, -8.3702732 41.1766695)",50,2,CM 1327,
105500939,,tertiary,False,True,558.558,"LINESTRING (-8.3696617 41.1771762, -8.3696214 41.1772328, -8.3696455 41.1773175, -8.3697368 41.1773741, -8.369844 41.1774044, -8.3699942 41.1774569, -8.3700935 41.1775194, -8.3702142 41.1776184, -8.3702356 41.1776991, -8.3702012 41.1777688, -8.3699406 41.1780241, -8.3698226 41.1781372, -8.3696214 41.1781937, -8.3692969 41.1782826, -8.3691681 41.1783835, -8.3691359 41.1785046, -8.3691413 41.1786096, -8.3692164 41.1787873, -8.3692191 41.1790234, -8.3690045 41.1793788, -8.3688489 41.1794898, -8.3686236 41.1796816, -8.3682723 41.180053, -8.3679504 41.1804144, -8.3678646 41.1805678, -8.3678217 41.1808, -8.3677841 41.1810402, -8.367717 41.1811371, -8.3676519 41.181162)",,,CM 1327,
"[1056391555, 1056391556, 1056391557]",Rua Ponte de Carros,unclassified,False,"[False, True]",371.823,"LINESTRING (-8.3696617 41.1771762, -8.3695035 41.1771581, -8.3682804 41.176835, -8.3681302 41.1767503, -8.3679127 41.1764317, -8.367723 41.1763261, -8.3675215 41.1762854, -8.3674129 41.1762634, -8.3673338 41.1762474, -8.3669804 41.1760224, -8.3667692 41.1759162, -8.3665698 41.1759131, -8.3661403 41.1760749, -8.3659477 41.1762353)",50,,,yes
105500938,,tertiary,False,False,31.267,"LINESTRING (-8.3702732 41.1766695, -8.3702169 41.1765988, -8.3702089 41.1764959, -8.3702974 41.1764272)",50,2,CM 1327,
105500938,,tertiary,False,True,78.241,"LINESTRING (-8.3702732 41.1766695, -8.3702196 41.1767886, -8.3700694 41.1769441, -8.3698387 41.1770914, -8.3696617 41.1771762)",50,2,CM 1327,
1056391557,Rua Ponte de Carros,unclassified,False,False,11.014,"LINESTRING (-8.3656796 41.1763243, -8.3657744 41.176393)",50,,,
1056391557,Rua Ponte de Carros,unclassified,False,True,24.524,"LINESTRING (-8.3656796 41.1763243, -8.3659477 41.1762353)",50,,,
1056391560,Av. Vitorino Leão Ramos,unclassified,False,False,200.851,"LINESTRING (-8.3656796 41.1763243, -8.3655427 41.1763246, -8.3649839 41.1761123, -8.3643429 41.1759003, -8.3635034 41.1755874)",50,,,
1056391557,Rua Ponte de Carros,unclassified,False,True,15.813,"LINESTRING (-8.3658076 41.176533, -8.3657744 41.176393)",50,,,
1056391557,Rua Ponte de Carros,unclassified,False,False,60.718,"LINESTRING (-8.3658076 41.176533, -8.3656652 41.1766494, -8.3655123 41.1767967, -8.3653782 41.1769704)",50,,,
1056391558,Rua Ponte de Carros,unclassified,False,False,26.496000000000002,"LINESTRING (-8.3658076 41.176533, -8.3659196 41.1764262, -8.3659587 41.1763283)",,,,
292883190,Rua de São Sebastião,residential,False,False,170.33700000000002,"LINESTRING (-8.360982 41.178761, -8.3607916 41.1787853, -8.3605609 41.1788034, -8.3603195 41.1788216, -8.3601184 41.178864, -8.3599279 41.1789367, -8.3598019 41.1790517, -8.3596758 41.179187, -8.3596087 41.1793263, -8.3595811 41.1794016, -8.359531 41.1795383, -8.3595074 41.1795612)",30,,,
292883190,Rua de São Sebastião,residential,False,True,28.984,"LINESTRING (-8.360982 41.178761, -8.3610974 41.1786702, -8.361244 41.1785924)",30,,,
292883195,,residential,False,True,169.486,"LINESTRING (-8.360982 41.178761, -8.3610125 41.178866, -8.3609713 41.1789871, -8.3608989 41.1791103, -8.3608104 41.1792476, -8.3607111 41.1793303, -8.3606324 41.1794323, -8.3605606 41.1795389, -8.3607024 41.1799795, -8.3608382 41.1801539)",,,,
105500939,,tertiary,False,False,31.838,"LINESTRING (-8.3653837 41.1814176, -8.3655381 41.1813936, -8.3657563 41.1813598)",,,CM 1327,
1056391557,Rua Ponte de Carros,unclassified,False,True,186.166,"LINESTRING (-8.3653837 41.1814176, -8.365287 41.1813107, -8.3650349 41.1810523, -8.3644662 41.1804992, -8.3642838 41.1803034, -8.3642007 41.1801479, -8.3642241 41.180031)",50,,,
105514855,,residential,False,True,57.245,"LINESTRING (-8.3653782 41.1769704, -8.3655579 41.1770289, -8.3657269 41.1770249, -8.3659253 41.1770188, -8.3659897 41.1770955)",,,,
1056391557,Rua Ponte de Carros,unclassified,False,False,398.34899999999993,"LINESTRING (-8.3653782 41.1769704, -8.3652789 41.1771662, -8.3651877 41.177249, -8.3646272 41.1775477, -8.3642946 41.1777214, -8.3641792 41.1778223, -8.3641202 41.178002, -8.3641444 41.1785208, -8.3641765 41.1787752, -8.3643187 41.1790901, -8.3644635 41.1794192, -8.3645091 41.179619, -8.3644314 41.1797724, -8.3642302 41.1800006, -8.3642241 41.180031)",50,,,
1056391557,Rua Ponte de Carros,unclassified,False,True,60.717999999999996,"LINESTRING (-8.3653782 41.1769704, -8.3655123 41.1767967, -8.3656652 41.1766494, -8.3658076 41.176533)",50,,,
