osmid,highway,oneway,reversed,length,ref,geometry,bridge
127882845,residential,False,False,12.406,,"LINESTRING (-7.8027377 41.1246227, -7.8027986 41.1247244)",
1163724155,secondary,False,False,41.984,EM 226-1,"LINESTRING (-7.8027377 41.1246227, -7.8031991 41.1244752)",
127882845,residential,False,True,19.322,,"LINESTRING (-7.8015454 41.1279796, -7.801703 41.1278527)",
127882909,residential,False,False,67.944,,"LINESTRING (-7.8015454 41.1279796, -7.8021351 41.1283992)",
127882845,residential,False,False,74.658,,"LINESTRING (-7.8015454 41.1279796, -7.8007082 41.1280928, -7.8006869 41.128119)",
127882845,residential,False,True,607.0279999999999,,"LINESTRING (-7.7974005 41.1326235, -7.7974249 41.1325777, -7.7974665 41.1325468, -7.7984536 41.1320786, -7.7988637 41.1318707, -7.7991673 41.1316738, -7.7992713 41.1314693, -7.7995316 41.1309571, -7.7996677 41.1305466, -7.7997284 41.1303636, -7.7999396 41.1297269, -7.8000837 41.1292923, -7.8000741 41.1287476, -7.8003353 41.1285516, -7.8006869 41.128119)",
1154030918,secondary,False,True,668.8079999999999,EM 226-1,"LINESTRING (-7.7974005 41.1326235, -7.7975979 41.1325686, -7.7981776 41.1323778, -7.7990675 41.1320814, -7.7992426 41.132006, -7.7993759 41.131916, -7.7995007 41.1317797, -7.7996236 41.1315743, -7.7997999 41.131148, -7.7998477 41.1309675, -7.8002918 41.1297649, -7.8003647 41.1295675, -7.8005486 41.1292305, -7.8007231 41.1289903, -7.800904 41.1288132, -7.8010237 41.1287391, -7.8012078 41.1286698, -7.8018921 41.1285031, -7.8021351 41.1283992)",
1163724155,secondary,False,True,41.984,EM 226-1,"LINESTRING (-7.8031991 41.1244752, -7.8027377 41.1246227)",
"[1163724160, 1163724161, 1154030918]",secondary,False,False,477.789,EM 226-1,"LINESTRING (-7.8031991 41.1244752, -7.8035311 41.1244472, -7.8037117 41.1244704, -7.8038472 41.1245032, -7.8039668 41.1245525, -7.8040863 41.1246213, -7.8041692 41.1246957, -7.8042643 41.1247934, -7.8043758 41.1250735, -7.8043652 41.1255918, -7.804251 41.1259979, -7.8040734 41.1262213, -7.8038579 41.1264922, -7.8037743 41.1265886, -7.8030136 41.1274653, -7.8028059 41.1277047, -7.802716 41.1277978)",yes
127882909,residential,False,True,67.944,,"LINESTRING (-7.8021351 41.1283992, -7.8015454 41.1279796)",
127882998,residential,False,True,104.201,,"LINESTRING (-7.8021351 41.1283992, -7.8027528 41.1288303, -7.8028527 41.1290036, -7.8028744 41.1291163)",
1154030918,secondary,False,False,668.8080000000001,EM 226-1,"LINESTRING (-7.8021351 41.1283992, -7.8018921 41.1285031, -7.8012078 41.1286698, -7.8010237 41.1287391, -7.800904 41.1288132, -7.8007231 41.1289903, -7.8005486 41.1292305, -7.8003647 41.1295675, -7.8002918 41.1297649, -7.7998477 41.1309675, -7.7997999 41.131148, -7.7996236 41.1315743, -7.7995007 41.1317797, -7.7993759 41.131916, -7.7992426 41.132006, -7.7990675 41.1320814, -7.7981776 41.1323778, -7.7975979 41.1325686, -7.7974005 41.1326235)",
1154030918,secondary,False,True,82.69900000000001,EM 226-1,"LINESTRING (-7.8021351 41.1283992, -7.8022556 41.1282745, -7.802716 41.1277978)",
127882845,residential,False,False,607.028,,"LINESTRING (-7.8006869 41.128119, -7.8003353 41.1285516, -7.8000741 41.1287476, -7.8000837 41.1292923, -7.7999396 41.1297269, -7.7997284 41.1303636, -7.7996677 41.1305466, -7.7995316 41.1309571, -7.7992713 41.1314693, -7.7991673 41.1316738, -7.7988637 41.1318707, -7.7984536 41.1320786, -7.7974665 41.1325468, -7.7974249 41.1325777, -7.7974005 41.1326235)",
127882845,residential,False,True,74.658,,"LINESTRING (-7.8006869 41.128119, -7.8007082 41.1280928, -7.8015454 41.1279796)",
127882845,residential,False,True,12.406,,"LINESTRING (-7.8027986 41.1247244, -7.8027377 41.1246227)",
127882845,residential,False,False,193.61599999999999,,"LINESTRING (-7.8027986 41.1247244, -7.8028367 41.1247879, -7.8029061 41.1250422, -7.8029529 41.125386, -7.8030053 41.1257711, -7.8029505 41.1259376, -7.8026592 41.1263954)",
127882998,residential,False,False,104.201,,"LINESTRING (-7.8028744 41.1291163, -7.8028527 41.1290036, -7.8027528 41.1288303, -7.8021351 41.1283992)",
127882845,residential,False,False,19.322,,"LINESTRING (-7.801703 41.1278527, -7.8015454 41.1279796)",
127882845,residential,False,True,180.90599999999998,,"LINESTRING (-7.801703 41.1278527, -7.8017308 41.1278304, -7.8026592 41.1263954)",
446327946,residential,False,False,89.90899999999999,,"LINESTRING (-7.801703 41.1278527, -7.8018483 41.127858, -7.802004 41.1278553, -7.8021385 41.1278127, -7.8022765 41.1277567, -7.8023827 41.12773, -7.8024818 41.127722, -7.8025938 41.1277421, -7.802716 41.1277978)",
446327946,residential,False,True,89.90899999999999,,"LINESTRING (-7.802716 41.1277978, -7.8025938 41.1277421, -7.8024818 41.127722, -7.8023827 41.12773, -7.8022765 41.1277567, -7.8021385 41.1278127, -7.802004 41.1278553, -7.8018483 41.127858, -7.801703 41.1278527)",
1154030918,secondary,False,False,82.69900000000001,EM 226-1,"LINESTRING (-7.802716 41.1277978, -7.8022556 41.1282745, -7.8021351 41.1283992)",
"[1163724160, 1163724161, 1154030918]",secondary,False,True,477.78900000000004,EM 226-1,"LINESTRING (-7.802716 41.1277978, -7.8028059 41.1277047, -7.8030136 41.1274653, -7.8037743 41.1265886, -7.8038579 41.1264922, -7.8040734 41.1262213, -7.804251 41.1259979, -7.8043652 41.1255918, -7.8043758 41.1250735, -7.8042643 41.1247934, -7.8041692 41.1246957, -7.8040863 41.1246213, -7.8039668 41.1245525, -7.8038472 41.1245032, -7.8037117 41.1244704, -7.8035311 41.1244472, -7.8031991 41.1244752)",yes
127882845,residential,False,False,180.90599999999998,,"LINESTRING (-7.8026592 41.1263954, -7.8017308 41.1278304, -7.801703 41.1278527)",
127882845,residential,False,True,193.61599999999999,,"LINESTRING (-7.8026592 41.1263954, -7.8029505 41.1259376, -7.8030053 41.1257711, -7.8029529 41.125386, -7.8029061 41.1250422, -7.8028367 41.1247879, -7.8027986 41.1247244)",
446327947,residential,False,False,75.57,,"LINESTRING (-7.8026592 41.1263954, -7.8028015 41.1264089, -7.802893 41.1264032, -7.8029893 41.1263828, -7.803138 41.1263189, -7.8032583 41.1263029, -7.8033928 41.1263189, -7.8035273 41.1263402)",
446327947,residential,False,True,75.57,,"LINESTRING (-7.8035273 41.1263402, -7.8033928 41.1263189, -7.8032583 41.1263029, -7.803138 41.1263189, -7.8029893 41.1263828, -7.802893 41.1264032, -7.8028015 41.1264089, -7.8026592 41.1263954)",
