osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,access,bridge,junction,maxspeed,tunnel
169908976,True,,secondary,False,72.688,"LINESTRING (-8.7589436 41.3826679, -8.7590021 41.3826843, -8.7590675 41.3827093, -8.7591664 41.3827462, -8.7594985 41.3828742, -8.7595621 41.3828985, -8.7596547 41.3829339, -8.7597213 41.3829618)",,,,,,,
169908815,True,,secondary,False,14.937,"LINESTRING (-8.7597867 41.3828509, -8.7597605 41.3828616, -8.7597389 41.382877, -8.7597234 41.3828961, -8.759715 41.3829176, -8.7597143 41.38294, -8.7597213 41.3829618)",,,,,roundabout,,
169908972,True,,secondary,False,74.45899999999999,"LINESTRING (-8.7597867 41.3828509, -8.7597292 41.3828243, -8.759573 41.3827646, -8.759142 41.3825997, -8.7590766 41.3825747, -8.7589916 41.3825475)",,,,,,,
169908815,True,,secondary,False,14.247000000000002,"LINESTRING (-8.7599312 41.3828942, -8.7599159 41.3828762, -8.7598952 41.3828615, -8.7598703 41.3828512, -8.7598427 41.3828458, -8.7598143 41.3828457, -8.7597867 41.3828509)",,,,,roundabout,,
459428875,False,Avenida Mouzinho de Albuquerque,secondary,True,67.67,"LINESTRING (-8.7599312 41.3828942, -8.7601744 41.3828189, -8.7606727 41.3826478)",1,,yes,,,,
169908815,True,,secondary,False,13.923,"LINESTRING (-8.7597213 41.3829618, -8.7597344 41.3829802, -8.759753 41.3829957, -8.7597761 41.3830073, -8.7598023 41.3830144, -8.75983 41.3830166, -8.7598575 41.3830137)",,,,,roundabout,,
799512784,True,Largo Senhora das Dores,secondary,False,51.498,"LINESTRING (-8.7583437 41.3825342, -8.7577275 41.3825071)",,,,,,,
254833618,False,Avenida Mouzinho de Albuquerque,secondary,True,30.673,"LINESTRING (-8.7631927 41.3817813, -8.7635265 41.3816657)",1,,,,,,
173538936,False,,residential,True,121.974,"LINESTRING (-8.7631927 41.3817813, -8.7632503 41.3818499, -8.763929 41.3827289)",,,,,,,
254833618,False,Avenida Mouzinho de Albuquerque,secondary,False,82.36999999999999,"LINESTRING (-8.7631927 41.3817813, -8.7630217 41.3818405, -8.7624233 41.3820467, -8.7622956 41.3820906)",1,,,,,,
213920976,True,Rua de Elias Garcia,residential,False,34.664,"LINESTRING (-8.7648181 41.3828714, -8.7652123 41.3827729)",,,,,,,
173538948,False,,residential,False,79.094,"LINESTRING (-8.7648181 41.3828714, -8.7647902 41.3828169, -8.7645274 41.382775, -8.763929 41.3827289)",,,,,,,
173538936,False,,residential,True,39.975,"LINESTRING (-8.763929 41.3827289, -8.7641647 41.3830419)",,,,,,,
173538936,False,,residential,False,121.974,"LINESTRING (-8.763929 41.3827289, -8.7632503 41.3818499, -8.7631927 41.3817813)",,,,,,,
173538937,False,,residential,False,91.523,"LINESTRING (-8.763929 41.3827289, -8.7636326 41.3827179, -8.762834 41.3827562)",,,,,,,
173538948,False,,residential,True,79.09400000000001,"LINESTRING (-8.763929 41.3827289, -8.7645274 41.382775, -8.7647902 41.3828169, -8.7648181 41.3828714)",,,,,,,
213920976,True,Rua de Elias Garcia,residential,False,52.632,"LINESTRING (-8.7652123 41.3827729, -8.7658063 41.3826135)",,,,,,,
173538942,False,,residential,False,175.675,"LINESTRING (-8.7652123 41.3827729, -8.7639824 41.3816254, -8.763962 41.3816031, -8.7639157 41.3815307)",,,,,,,
173538942,False,,residential,True,175.675,"LINESTRING (-8.7639157 41.3815307, -8.763962 41.3816031, -8.7639824 41.3816254, -8.7652123 41.3827729)",,,,,,,
254833618,False,Avenida Mouzinho de Albuquerque,secondary,False,35.774,"LINESTRING (-8.7639157 41.3815307, -8.7636422 41.3816257, -8.7635265 41.3816657)",1,,,,,,
254833618,False,Avenida Mouzinho de Albuquerque,secondary,True,73.193,"LINESTRING (-8.7639157 41.3815307, -8.7644374 41.3813497, -8.764712 41.3812545)",1,,,,,,
173538949,True,Rua Professor Leopoldino Loureiro,residential,False,90.36500000000001,"LINESTRING (-8.7583458 41.381726, -8.7583668 41.381884, -8.7583956 41.3822134, -8.7583707 41.3824433, -8.7583562 41.3824922, -8.7583437 41.3825342)",,,,,,,
198511066,True,Rua Senhora do Monte,residential,False,94.86500000000001,"LINESTRING (-8.7583458 41.381726, -8.7584846 41.3818595, -8.7587162 41.382078, -8.7587725 41.3821313, -8.759106 41.3823565)",,,,,,,
198511066,True,Rua Senhora do Monte,residential,False,39.567,"LINESTRING (-8.7580516 41.3814492, -8.7582128 41.3815723, -8.7583458 41.381726)",,,,,,,
173538936,False,,residential,False,39.975,"LINESTRING (-8.7641647 41.3830419, -8.763929 41.3827289)",,,,,,,
213920976,True,Rua de Elias Garcia,residential,False,57.716,"LINESTRING (-8.7641647 41.3830419, -8.7648181 41.3828714)",,,,,,,
459428874,False,Rua Gomes de Amorim,primary,False,7.192,"LINESTRING (-8.7627578 41.3826674, -8.7628036 41.3827222)",2,EN 13,,,,,
173538945,False,,residential,False,85.061,"LINESTRING (-8.7627578 41.3826674, -8.7629202 41.3824391, -8.7631587 41.3819656)",1,,permit,,,,
459428874,False,Rua Gomes de Amorim,primary,True,74.83800000000001,"LINESTRING (-8.7627578 41.3826674, -8.7627501 41.382658, -8.7623521 41.3821595, -8.7622956 41.3820906)",2,EN 13,,,,,
42108295,True,Rua Ramalho Ortigão,residential,False,108.35799999999999,"LINESTRING (-8.7614429 41.3823834, -8.7614985 41.3824525, -8.7621288 41.3832109)",,,,,,,
213541576,False,,residential,True,182.928,"LINESTRING (-8.7614429 41.3823834, -8.7613874 41.3823143, -8.7607431 41.3815003, -8.7605219 41.381229, -8.7604911 41.3811998, -8.76042 41.3811324, -8.7602174 41.3810428)",,,,,,,
459428875,False,Avenida Mouzinho de Albuquerque,secondary,False,70.665,"LINESTRING (-8.7614429 41.3823834, -8.7613384 41.3824193, -8.7606727 41.3826478)",1,,yes,,,,
459428875,False,Avenida Mouzinho de Albuquerque,secondary,True,78.237,"LINESTRING (-8.7614429 41.3823834, -8.7619625 41.3822051, -8.7621467 41.3821418, -8.7622956 41.3820906)",1,,yes,,,,
42108295,True,Rua Ramalho Ortigão,residential,False,42.197,"LINESTRING (-8.7621288 41.3832109, -8.7623797 41.3835404)",,,,,,,
198510622,True,Rua do Cidral,residential,False,80.9,"LINESTRING (-8.7568787 41.3800523, -8.7569494 41.379976, -8.7571186 41.3798334, -8.7574044 41.379576, -8.7575047 41.3794976)",,,,,,,
748927670,False,Rua do Quingosta,residential,True,53.333,"LINESTRING (-8.7568787 41.3800523, -8.7569799 41.3800627, -8.7572088 41.3800869, -8.7574776 41.3801189, -8.7575106 41.3801242)",,,,,,,
198510614,False,,residential,False,79.128,"LINESTRING (-8.7620837 41.3804175, -8.7612424 41.380746)",,,,,,,
198510614,False,,residential,True,10.078,"LINESTRING (-8.7620837 41.3804175, -8.762203 41.3804317)",,,,,,,
706143770,False,,residential,False,55.888000000000005,"LINESTRING (-8.7620837 41.3804175, -8.7621224 41.3801107, -8.7623797 41.3801338)",,,,,,,
198510616,True,Rua do Quingosta,residential,False,58.917,"LINESTRING (-8.7587523 41.3801991, -8.7585847 41.3802098, -8.7584137 41.3802183, -8.7581582 41.3801977, -8.7580491 41.3801898)",,,,,,,
198510626,True,Rua de Carlos Alberto,residential,False,72.773,"LINESTRING (-8.7587523 41.3801991, -8.7586755 41.380069, -8.7585575 41.3799423, -8.7584233 41.3798557, -8.7581597 41.3797489)",,,,,,,
198510614,False,,residential,False,10.078,"LINESTRING (-8.762203 41.3804317, -8.7620837 41.3804175)",,,,,,,
198510626,True,Rua de Carlos Alberto,residential,False,44.03,"LINESTRING (-8.758848 41.3806182, -8.7588341 41.3805379, -8.758815 41.3803548, -8.7587694 41.380228)",,,,,,,
442509066,False,,residential,False,9.535,"LINESTRING (-8.7581597 41.3797489, -8.7581987 41.3796683)",,,,,,,
273386522,True,Rua Visconde de Azevedo,residential,False,51.373999999999995,"LINESTRING (-8.7581597 41.3797489, -8.7581218 41.3797765, -8.7580533 41.3799176, -8.7580491 41.3801898)",,,,,,,
198510614,False,,residential,True,79.128,"LINESTRING (-8.7612424 41.380746, -8.7620837 41.3804175)",,,,,,,
459428873,False,Praça Marquês de Pombal,primary,False,173.42499999999998,"LINESTRING (-8.7612424 41.380746, -8.7613194 41.380844, -8.7616018 41.3812032, -8.7622393 41.3820219, -8.7622956 41.3820906)",,EN 13,,,,,
971024133,False,,primary,True,59.364,"LINESTRING (-8.7612424 41.380746, -8.7610921 41.3805551, -8.7609403 41.3803621, -8.7608806 41.3802863)",2,EN 13,,,,,
169908809,True,Rua Primeiro de Maio,residential,False,22.659,"LINESTRING (-8.7575047 41.3794976, -8.7577693 41.3795435)",,,,,,,
32726742,True,Rua de São Pedro,residential,False,96.359,"LINESTRING (-8.7567105 41.380171, -8.7559336 41.3795298)",,,,,,,
198510622,True,Rua do Cidral,residential,False,19.265,"LINESTRING (-8.7567105 41.380171, -8.7568787 41.3800523)",,,,,,,
198510626,True,Rua de Carlos Alberto,residential,False,3.516,"LINESTRING (-8.7587694 41.380228, -8.7587523 41.3801991)",,,,,,,
924448769,False,Rua da Cidade do Porto,tertiary,True,173.022,"LINESTRING (-8.759106 41.3823565, -8.7602174 41.3810428)",,,,,,,
924448769,False,Rua da Cidade do Porto,tertiary,False,22.321,"LINESTRING (-8.759106 41.3823565, -8.7590671 41.3824025, -8.7589631 41.3825262)",,,,,,,
38378034,True,Avenida dos Descobrimentos,secondary,False,26.18,"LINESTRING (-8.763175 41.3763414, -8.7631541 41.3763048, -8.7630126 41.3761405)",2,,,,roundabout,,
201848811,True,Rua de Penalves,residential,False,55.123000000000005,"LINESTRING (-8.7566615 41.3751119, -8.7565729 41.3751529, -8.7561678 41.3753403, -8.7560992 41.3753721)",,,,,,,
459428867,False,Rua Almirante Reis,primary,False,133.405,"LINESTRING (-8.7566615 41.3751119, -8.7567122 41.3751758, -8.7574598 41.376117, -8.75748 41.3761425)",2,EN 13,,,,,
441946252,True,Rua da Moita,residential,False,8.411,"LINESTRING (-8.7577011 41.3813455, -8.7577971 41.3813224)",,,,,,,
202442756,True,Rua Madre de Deus,residential,False,88.422,"LINESTRING (-8.7577011 41.3813455, -8.7575387 41.3809663, -8.7574207 41.3807047, -8.7573914 41.380586)",,,,,,,
441946252,True,Rua da Moita,residential,False,34.394,"LINESTRING (-8.7573123 41.3814483, -8.7577011 41.3813455)",,,,,,,
32726742,True,Rua de São Pedro,residential,False,104.58500000000001,"LINESTRING (-8.7573123 41.3814483, -8.7572415 41.3812732, -8.7570825 41.3808197, -8.7570074 41.3806557, -8.7569304 41.380556)",,,,,,,
32111409,True,Rua da Igreja,residential,False,38.849999999999994,"LINESTRING (-8.7573914 41.380586, -8.7570554 41.3805468, -8.7569304 41.380556)",,,,,,,
202442755,True,Rua Fernando Barbosa,residential,False,20.807,"LINESTRING (-8.7580477 41.3812621, -8.7580516 41.3814492)",,,,,,,
202442758,True,Rua da Moita,residential,False,21.957,"LINESTRING (-8.7580477 41.3812621, -8.7577971 41.3813224)",,,,,,,
202442757,True,Rua da Moita,residential,False,25.549,"LINESTRING (-8.7577971 41.3813224, -8.7579008 41.3813648, -8.7580516 41.3814492)",,,,,,,
106462255,False,,residential,False,19.732,"LINESTRING (-8.7571357 41.3785764, -8.7569338 41.3786688)",2,,,,,,
"[169908811, 106462255]",False,,residential,"[False, True]",42.037,"LINESTRING (-8.7571357 41.3785764, -8.7572853 41.3785086, -8.7573952 41.3784588, -8.7575488 41.3783619)",2,,,,,,
"[211559577, 211559578]",False,,residential,False,237.34499999999997,"LINESTRING (-8.7571357 41.3785764, -8.7569946 41.3772335, -8.7569695 41.3771027, -8.7569266 41.3769276, -8.7568273 41.3767726, -8.7566201 41.3765099)",,,,,,,
41890365,False,,residential,True,131.385,"LINESTRING (-8.7566201 41.3765099, -8.755222 41.3770535)",,,,,,,
41890365,False,,residential,False,21.971,"LINESTRING (-8.7566201 41.3765099, -8.7567753 41.3764495, -8.7568539 41.376419)",,,,,,,
"[211559577, 211559578]",False,,residential,True,237.34500000000003,"LINESTRING (-8.7566201 41.3765099, -8.7568273 41.3767726, -8.7569266 41.3769276, -8.7569695 41.3771027, -8.7569946 41.3772335, -8.7571357 41.3785764)",,,,,,,
228112147,False,,residential,False,65.74600000000001,"LINESTRING (-8.7542012 41.3769758, -8.7540778 41.3769859, -8.7539486 41.3764973)",,,,,,,
41890279,False,Rua de Penalves,tertiary,True,17.208,"LINESTRING (-8.7539486 41.3764973, -8.7541197 41.3764109)",2,,,,,,
228112147,False,,residential,True,65.74600000000001,"LINESTRING (-8.7539486 41.3764973, -8.7540778 41.3769859, -8.7542012 41.3769758)",,,,,,,
41890364,False,,residential,False,41.79,"LINESTRING (-8.7549549 41.3764145, -8.754805 41.3760559)",,,,,,,
41890364,False,,residential,True,3.893,"LINESTRING (-8.7549549 41.3764145, -8.7549689 41.3764479)",,,,,,,
386578587,False,,residential,True,43.68,"LINESTRING (-8.7549549 41.3764145, -8.7553905 41.3763056, -8.7554548 41.3763036)",,,,,,,
386578572,False,,residential,False,13.842,"LINESTRING (-8.7554548 41.3763036, -8.7556077 41.3762553)",,,,,,,
228153502,False,,residential,True,44.583999999999996,"LINESTRING (-8.7554548 41.3763036, -8.7554334 41.3763338, -8.7549689 41.3764479)",,,,,,,
386578587,False,,residential,False,43.68,"LINESTRING (-8.7554548 41.3763036, -8.7553905 41.3763056, -8.7549549 41.3764145)",,,,,,,
386578572,False,,residential,True,13.842,"LINESTRING (-8.7556077 41.3762553, -8.7554548 41.3763036)",,,,,,,
41890364,False,,residential,False,3.893,"LINESTRING (-8.7549689 41.3764479, -8.7549549 41.3764145)",,,,,,,
41890364,False,,residential,True,62.51,"LINESTRING (-8.7549689 41.3764479, -8.7551931 41.3769843)",,,,,,,
228153502,False,,residential,False,44.583999999999996,"LINESTRING (-8.7549689 41.3764479, -8.7554334 41.3763338, -8.7554548 41.3763036)",,,,,,,
106462255,False,,residential,True,19.732,"LINESTRING (-8.7569338 41.3786688, -8.7571357 41.3785764)",2,,,,,,
106462255,False,,residential,False,51.759,"LINESTRING (-8.7569338 41.3786688, -8.7564952 41.3788556, -8.7563872 41.3788874)",2,,,,,,
228154174,False,,residential,True,86.436,"LINESTRING (-8.7569338 41.3786688, -8.7570783 41.3788979, -8.7570016 41.3794186)",,,,,,,
169908809,True,Rua Primeiro de Maio,residential,False,42.885,"LINESTRING (-8.7570016 41.3794186, -8.7575047 41.3794976)",,,,,,,
228154174,False,,residential,False,86.436,"LINESTRING (-8.7570016 41.3794186, -8.7570783 41.3788979, -8.7569338 41.3786688)",,,,,,,
229656146,False,,residential,True,74.26400000000001,"LINESTRING (-8.7547303 41.3768948, -8.7545801 41.3768023, -8.7541197 41.3764109)",,,,,,,
41890364,False,,residential,False,62.51,"LINESTRING (-8.7551931 41.3769843, -8.7549689 41.3764479)",,,,,,,
41890364,False,,residential,True,8.064,"LINESTRING (-8.7551931 41.3769843, -8.755222 41.3770535)",,,,,,,
229656147,False,,residential,False,25.552,"LINESTRING (-8.7551931 41.3769843, -8.755014 41.3770224, -8.7548966 41.3770035)",,,,,,,
229656147,False,,residential,True,25.552,"LINESTRING (-8.7548966 41.3770035, -8.755014 41.3770224, -8.7551931 41.3769843)",,,,,,,
41890279,False,Rua de Penalves,tertiary,False,17.208,"LINESTRING (-8.7541197 41.3764109, -8.7539486 41.3764973)",2,,,,,,
41890279,False,Rua de Penalves,tertiary,True,29.137,"LINESTRING (-8.7541197 41.3764109, -8.7544094 41.3762646)",2,,,,,,
229656146,False,,residential,False,74.26400000000001,"LINESTRING (-8.7541197 41.3764109, -8.7545801 41.3768023, -8.7547303 41.3768948)",,,,,,,
308856722,False,,residential,True,53.96,"LINESTRING (-8.7562981 41.3783141, -8.7557105 41.3785168)",,,,,,,
308856724,False,,residential,False,15.666,"LINESTRING (-8.7562981 41.3783141, -8.7562168 41.3781871)",,,,,,,
308856724,False,,residential,True,13.475,"LINESTRING (-8.7562981 41.3783141, -8.7563703 41.3784225)",,,,,,,
308856724,False,,residential,False,13.475,"LINESTRING (-8.7563703 41.3784225, -8.7562981 41.3783141)",,,,,,,
308856724,False,,residential,True,15.666,"LINESTRING (-8.7562168 41.3781871, -8.7562981 41.3783141)",,,,,,,
273386522,True,Rua Visconde de Azevedo,residential,False,51.086,"LINESTRING (-8.7580491 41.3801898, -8.7580394 41.3803254, -8.7580274 41.3806489)",,,,,,,
441946253,False,Rua do Quingosta,residential,False,45.247,"LINESTRING (-8.7580491 41.3801898, -8.7579329 41.3801907, -8.7575943 41.3801615, -8.7575104 41.3801501)",,,,,,,
32726801,False,Rua dos Gaios,residential,True,49.562,"LINESTRING (-8.7575104 41.3801501, -8.7575052 41.3805958)",,,,,,,
32726801,False,Rua dos Gaios,residential,False,2.88,"LINESTRING (-8.7575104 41.3801501, -8.7575105 41.3801411, -8.7575106 41.3801242)",,,,,,,
441946253,False,Rua do Quingosta,residential,True,45.247,"LINESTRING (-8.7575104 41.3801501, -8.7575943 41.3801615, -8.7579329 41.3801907, -8.7580491 41.3801898)",,,,,,,
442509064,True,,residential,False,46.428999999999995,"LINESTRING (-8.7582915 41.3796466, -8.758339 41.3796238, -8.7587158 41.3793771)",,,,,,,
442509065,True,,residential,False,11.945,"LINESTRING (-8.7582915 41.3796466, -8.7582961 41.3796316, -8.7582942 41.3796163, -8.7582858 41.3796023, -8.758272 41.3795911, -8.758254 41.3795837, -8.7582339 41.379581, -8.7582137 41.3795833)",,,,,roundabout,,
442509065,True,,residential,False,6.202,"LINESTRING (-8.7581709 41.3796198, -8.7581702 41.3796337, -8.758175 41.3796472, -8.7581848 41.3796591, -8.7581987 41.3796683)",,,,,roundabout,,
442509065,True,,residential,False,5.6579999999999995,"LINESTRING (-8.7582137 41.3795833, -8.7581984 41.3795888, -8.7581856 41.3795971, -8.7581762 41.3796077, -8.7581709 41.3796198)",,,,,roundabout,,
442509066,False,,residential,True,9.535,"LINESTRING (-8.7581987 41.3796683, -8.7581597 41.3797489)",,,,,,,
442509065,True,,residential,False,9.213999999999999,"LINESTRING (-8.7581987 41.3796683, -8.7582155 41.379674, -8.7582337 41.3796759, -8.7582519 41.3796737, -8.7582685 41.3796678, -8.7582821 41.3796584, -8.7582915 41.3796466)",,,,,roundabout,,
254833618,False,Avenida Mouzinho de Albuquerque,secondary,False,5.746,"LINESTRING (-8.7647745 41.3812328, -8.764712 41.3812545)",1,,,,,,
166173445,False,Rua Tenente Valadim,residential,False,37.028,"LINESTRING (-8.7619493 41.3780484, -8.7618997 41.37804, -8.7615164 41.3779751)",,,,,,,
166173445,False,Rua Tenente Valadim,residential,True,152.62699999999998,"LINESTRING (-8.7619493 41.3780484, -8.7620003 41.3780645, -8.7621815 41.3781228, -8.7634376 41.3785267, -8.7635021 41.3785466, -8.7636394 41.3785688)",,,,,,,
38504143,True,Rua do Século,residential,False,29.317999999999998,"LINESTRING (-8.7597534 41.3753112, -8.7597756 41.3753028, -8.759786 41.375299, -8.7600686 41.3751947)",1,,,,,,
38504143,True,Rua do Século,residential,False,120.992,"LINESTRING (-8.7584474 41.375784, -8.7596792 41.3753381, -8.7597534 41.3753112)",1,,,,,,
697304416,False,,residential,False,130.97,"LINESTRING (-8.7584474 41.375784, -8.7584862 41.3758349, -8.7585294 41.3758834, -8.7585679 41.3759285, -8.7586264 41.3759909, -8.7586665 41.3760025, -8.7589853 41.3758834, -8.7590408 41.3758765, -8.7590963 41.3758857, -8.7594367 41.376369)",,,,,,,
697304416,False,,residential,True,130.97,"LINESTRING (-8.7594367 41.376369, -8.7590963 41.3758857, -8.7590408 41.3758765, -8.7589853 41.3758834, -8.7586665 41.3760025, -8.7586264 41.3759909, -8.7585679 41.3759285, -8.7585294 41.3758834, -8.7584862 41.3758349, -8.7584474 41.375784)",,,,,,,
699055219,False,,residential,True,28.178,"LINESTRING (-8.7644029 41.3786122, -8.7641884 41.3785186, -8.7641642 41.3784985, -8.76415 41.3784598)",,,,,,,
706143770,False,,residential,True,55.888000000000005,"LINESTRING (-8.7623797 41.3801338, -8.7621224 41.3801107, -8.7620837 41.3804175)",,,,,,,
459428874,False,Rua Gomes de Amorim,primary,False,66.274,"LINESTRING (-8.762834 41.3827562, -8.7632402 41.3832684)",2,EN 13,,,,,
459428874,False,Rua Gomes de Amorim,primary,True,4.553,"LINESTRING (-8.762834 41.3827562, -8.7628036 41.3827222)",2,EN 13,,,,,
173538937,False,,residential,True,91.523,"LINESTRING (-8.762834 41.3827562, -8.7636326 41.3827179, -8.763929 41.3827289)",,,,,,,
193639929,True,,residential,False,78.247,"LINESTRING (-8.7628036 41.3827222, -8.7621288 41.3832109)",,,,,,,
459428874,False,Rua Gomes de Amorim,primary,False,4.553,"LINESTRING (-8.7628036 41.3827222, -8.762834 41.3827562)",2,EN 13,,,,,
459428874,False,Rua Gomes de Amorim,primary,True,7.192,"LINESTRING (-8.7628036 41.3827222, -8.7627578 41.3826674)",2,EN 13,,,,,
32726801,False,Rua dos Gaios,residential,False,68.973,"LINESTRING (-8.7575106 41.3801242, -8.7575119 41.3799949, -8.7577693 41.3795435)",,,,,,,
32726801,False,Rua dos Gaios,residential,True,2.88,"LINESTRING (-8.7575106 41.3801242, -8.7575105 41.3801411, -8.7575104 41.3801501)",,,,,,,
748927670,False,Rua do Quingosta,residential,False,53.33299999999999,"LINESTRING (-8.7575106 41.3801242, -8.7574776 41.3801189, -8.7572088 41.3800869, -8.7569799 41.3800627, -8.7568787 41.3800523)",,,,,,,
459428875,False,Avenida Mouzinho de Albuquerque,secondary,False,67.67,"LINESTRING (-8.7606727 41.3826478, -8.7601744 41.3828189, -8.7599312 41.3828942)",1,,yes,,,,
459428875,False,Avenida Mouzinho de Albuquerque,secondary,True,70.665,"LINESTRING (-8.7606727 41.3826478, -8.7613384 41.3824193, -8.7614429 41.3823834)",1,,yes,,,,
799513705,False,Praceta do Orfeão Poveiro,residential,False,36.491,"LINESTRING (-8.7606727 41.3826478, -8.7606291 41.3825746, -8.7604942 41.3823482)",,,,,,,
799513705,False,Praceta do Orfeão Poveiro,residential,True,36.491,"LINESTRING (-8.7604942 41.3823482, -8.7606291 41.3825746, -8.7606727 41.3826478)",,,,,,,
799513706,False,Praceta do Orfeão Poveiro,residential,False,76.42999999999999,"LINESTRING (-8.7604942 41.3823482, -8.7602826 41.3824187, -8.7602409 41.3824159, -8.7602084 41.3823965, -8.7601874 41.3823641, -8.7601699 41.3823357, -8.7601711 41.3823111, -8.7601925 41.3822926, -8.7604212 41.3822133, -8.7604942 41.3823482)",,,,,,,
799513706,False,Praceta do Orfeão Poveiro,residential,True,76.42999999999999,"LINESTRING (-8.7604942 41.3823482, -8.7604212 41.3822133, -8.7601925 41.3822926, -8.7601711 41.3823111, -8.7601699 41.3823357, -8.7601874 41.3823641, -8.7602084 41.3823965, -8.7602409 41.3824159, -8.7602826 41.3824187, -8.7604942 41.3823482)",,,,,,,
41890509,True,Rua Daniel Gomes Junqueira,residential,False,32.957,"LINESTRING (-8.7540226 41.3818935, -8.7538954 41.3816129)",,,,,,,
832382143,False,,residential,False,75.07799999999999,"LINESTRING (-8.7540226 41.3818935, -8.754347 41.3816786, -8.7545302 41.3815936, -8.7546224 41.3815656, -8.7547738 41.3815535)",,,,,,,
832382143,False,,residential,True,75.078,"LINESTRING (-8.7547738 41.3815535, -8.7546224 41.3815656, -8.7545302 41.3815936, -8.754347 41.3816786, -8.7540226 41.3818935)",,,,,,,
254833618,False,Avenida Mouzinho de Albuquerque,secondary,True,5.746,"LINESTRING (-8.764712 41.3812545, -8.7647745 41.3812328)",1,,,,,,
254833618,False,Avenida Mouzinho de Albuquerque,secondary,False,73.193,"LINESTRING (-8.764712 41.3812545, -8.7644374 41.3813497, -8.7639157 41.3815307)",1,,,,,,
"[844036100, 844036101, 844036102, 844036103, 844036104]",True,Praça João XXIII,residential,False,78.10699999999999,"LINESTRING (-8.764712 41.3812545, -8.7647569 41.3813273, -8.7647667 41.3813431, -8.7648508 41.3814797, -8.7649503 41.3816431, -8.76504 41.3817819, -8.7650916 41.3818526, -8.7651346 41.3818759)",,,,,,,building_passage
169908817,True,,secondary,False,14.375,"LINESTRING (-8.7589631 41.3825262, -8.7589374 41.3825166, -8.7589093 41.3825124, -8.7588806 41.382514, -8.7588536 41.3825212, -8.75883 41.3825335, -8.7588116 41.3825501)",,,,,roundabout,,
924448769,False,Rua da Cidade do Porto,tertiary,True,22.321,"LINESTRING (-8.7589631 41.3825262, -8.7590671 41.3824025, -8.759106 41.3823565)",,,,,,,
38504336,False,,residential,True,86.349,"LINESTRING (-8.7585683 41.3784834, -8.7585446 41.3784833, -8.7583986 41.3784827, -8.7582782 41.3784712, -8.757822 41.3784003, -8.7575488 41.3783619)",2,,,,,,
1082966613,True,Rua da Caverneira,residential,False,16.55,"LINESTRING (-8.7629426 41.376644, -8.7629729 41.3765748, -8.7630202 41.3765076)",,,,,,,
"[1082966618, 38377933]",False,"['Rua da Caverneira', 'Rua Tenente Veiga Leal']",residential,False,212.767,"LINESTRING (-8.7629426 41.376644, -8.7631314 41.3770124, -8.7631417 41.3770325, -8.7631562 41.3770608, -8.7633129 41.3774024, -8.7633439 41.37747, -8.7634943 41.3778652, -8.7636575 41.3783396, -8.7637114 41.3784665)",,,,,,,
1082966616,True,Avenida dos Descobrimentos,secondary,False,25.604,"LINESTRING (-8.7633332 41.3765387, -8.763175 41.3763414)",2,,,,,,
173538945,False,,residential,True,85.061,"LINESTRING (-8.7631587 41.3819656, -8.7629202 41.3824391, -8.7627578 41.3826674)",1,,permit,,,,
