osmid,lanes,highway,junction,oneway,reversed,length,geometry,name,ref,maxspeed
710044417,1,primary,roundabout,True,False,8.367,"LINESTRING (-8.6970093 38.0171979, -8.6969975 38.0171815, -8.6969797 38.017169, -8.6969577 38.0171617, -8.6969339 38.0171603)",,,
1217999106,,residential,,False,False,53.402,"LINESTRING (-8.6948847 38.0177903, -8.6947313 38.0182551)",Rua Doutor Félix da Cruz,,
51826494,,primary,,False,False,98.517,"LINESTRING (-8.6948847 38.0177903, -8.694701 38.0177818, -8.6945432 38.0177606, -8.6939156 38.0176252, -8.6937898 38.0176)",Rua Professor Egas Moniz,EN 261,
51826494,,primary,,False,True,166.22500000000002,"LINESTRING (-8.6948847 38.0177903, -8.6949935 38.0177833, -8.6950072 38.0177805, -8.6951 38.0177617, -8.696602 38.0173261, -8.6966747 38.0173042)",Rua Professor Egas Moniz,EN 261,
51826495,2,primary,,False,True,41.027,"LINESTRING (-8.6967244 38.0177459, -8.696859 38.0173925)",Estrada de Santa Cruz,ER 261,50
443254241,1,primary,roundabout,True,False,15.790999999999999,"LINESTRING (-8.6967244 38.0177459, -8.6966984 38.0177469, -8.6966737 38.0177536, -8.6966525 38.0177655, -8.6966363 38.0177815, -8.6966265 38.0178005, -8.6966238 38.0178209, -8.6966276 38.0178396)",,,
104476911,,residential,,False,False,55.482,"LINESTRING (-8.6956297 38.0189587, -8.6955245 38.0189229, -8.6952194 38.018819, -8.6950465 38.0187642)",,,
443254238,,secondary,,False,False,43.081,"LINESTRING (-8.6956297 38.0189587, -8.6955433 38.019084, -8.695493 38.0191875, -8.6954478 38.0193167)",Estrada de Santa Cruz,EM 548,50
443254238,,secondary,,False,True,153.06,"LINESTRING (-8.6956297 38.0189587, -8.6956894 38.0188917, -8.6960059 38.0186191, -8.6960791 38.0185568, -8.6963746 38.0183125, -8.6965544 38.018145, -8.6966195 38.0180755, -8.6966527 38.0180195, -8.6966672 38.0179766, -8.6966875 38.0178871)",Estrada de Santa Cruz,EM 548,50
383344108,,residential,,False,False,57.186,"LINESTRING (-8.6954478 38.0193167, -8.6953374 38.0193086, -8.6947978 38.0192691)",Rua Doutor João Silva,,50
443254238,,secondary,,False,False,203.089,"LINESTRING (-8.6954478 38.0193167, -8.6954172 38.0194501, -8.6953866 38.0195927, -8.6953642 38.0197385, -8.6953609 38.0198019, -8.6954723 38.0209655, -8.6954695 38.0210306, -8.6954525 38.0211336)",Estrada de Santa Cruz,EM 548,50
443254238,,secondary,,False,True,43.081,"LINESTRING (-8.6954478 38.0193167, -8.695493 38.0191875, -8.6955433 38.019084, -8.6956297 38.0189587)",Estrada de Santa Cruz,EM 548,50
83988831,,residential,,False,False,76.238,"LINESTRING (-8.6954525 38.0211336, -8.6963224 38.0211549)",Rua Padre Hermano Ferreira de Almeida Lima,,
154368834,,residential,,False,True,144.9,"LINESTRING (-8.6954525 38.0211336, -8.6944797 38.0210009, -8.6941166 38.0209332, -8.6938469 38.0208415)",,,
443254238,,secondary,,False,True,203.089,"LINESTRING (-8.6954525 38.0211336, -8.6954695 38.0210306, -8.6954723 38.0209655, -8.6953609 38.0198019, -8.6953642 38.0197385, -8.6953866 38.0195927, -8.6954172 38.0194501, -8.6954478 38.0193167)",Estrada de Santa Cruz,EM 548,50
83988831,,residential,,False,True,76.238,"LINESTRING (-8.6963224 38.0211549, -8.6954525 38.0211336)",Rua Padre Hermano Ferreira de Almeida Lima,,
1058324525,,residential,,False,True,100.229,"LINESTRING (-8.6963224 38.0211549, -8.696859 38.0211342, -8.6974596 38.0210652)",Rua Padre Hermano Ferreira de Almeida Lima,,
104476905,,residential,,True,False,80.434,"LINESTRING (-8.6942351 38.0187612, -8.6942965 38.0188622, -8.6943233 38.0189063, -8.6943747 38.0189174, -8.6948194 38.0187554, -8.6948995 38.0187422, -8.6949881 38.018748)",Praça do Mercado,,
1217442878,,residential,,False,False,59.21,"LINESTRING (-8.6942351 38.0187612, -8.6941222 38.0188061, -8.6936939 38.0189764, -8.6936336 38.0190039)",Rua de Moçambique,,
160116635,,residential,,False,True,18.414,"LINESTRING (-8.6973648 38.0149763, -8.6971711 38.0150406)",Rua Doutor Francisco Beja Costa,,
1002419284,,residential,,False,False,34.628,"LINESTRING (-8.6973648 38.0149763, -8.6975391 38.0152558)",Rua Conde de Avilez,,
1002419284,,residential,,False,True,8.866,"LINESTRING (-8.6973648 38.0149763, -8.69732 38.0149048)",Rua Conde de Avilez,,
430923822,,residential,,True,False,58.595,"LINESTRING (-8.6962188 38.0163507, -8.6959171 38.0158804)",Rua Doutor António José de Almeida,,
1002419288,,residential,,False,False,71.501,"LINESTRING (-8.6962188 38.0163507, -8.6964215 38.0162607, -8.6964458 38.0162329, -8.6964519 38.0161837, -8.6964183 38.0158081)",Rua Costa Parrado,,
154368890,,residential,,False,True,26.493,"LINESTRING (-8.6975584 38.0143125, -8.6974575 38.0140879)",,,
1002419283,,residential,,False,False,35.513,"LINESTRING (-8.6975584 38.0143125, -8.6973439 38.0145835)",Calçada do Castelo,,50
1002419283,,residential,,False,True,31.833,"LINESTRING (-8.6975584 38.0143125, -8.6976875 38.0140449)",Calçada do Castelo,,50
1002419286,,residential,,False,False,6.861,"LINESTRING (-8.6972874 38.0148487, -8.69732 38.0149048)",Rua Conde de Avilez,,
1002419286,,residential,,False,True,22.715,"LINESTRING (-8.6972874 38.0148487, -8.6971753 38.0146645)",Rua Conde de Avilez,,
154368915,,residential,,False,True,50.941,"LINESTRING (-8.6972874 38.0148487, -8.6969642 38.0148581, -8.6967064 38.0148673)",Rua Padre António Macedo,,
83988826,,residential,,False,True,63.667,"LINESTRING (-8.6934025 38.0212896, -8.6934611 38.0212436, -8.6937239 38.0210169, -8.6938469 38.0208415)",Avenida 1º de Maio,,
154368899,,residential,roundabout,True,False,13.493,"LINESTRING (-8.6934025 38.0212896, -8.6933782 38.0212661, -8.6933454 38.0212502, -8.6933077 38.0212438, -8.6932695 38.0212475)",,,
83988813,,residential,,False,False,9.274,"LINESTRING (-8.6947313 38.0182551, -8.6948024 38.0183169)",,,
1217999106,,residential,,False,True,53.402,"LINESTRING (-8.6947313 38.0182551, -8.6948847 38.0177903)",Rua Doutor Félix da Cruz,,
