osmid,oneway,ref,name,highway,reversed,length,geometry,junction,bridge,maxspeed
483195120,False,ER 327,Rua do Mosteiro,secondary,False,28.491,"LINESTRING (-8.4951307 40.8683222, -8.4951031 40.8682882, -8.4950683 40.8682527, -8.4950267 40.868206, -8.4949771 40.8681584, -8.4949335 40.8681141)",,,
483195120,False,ER 327,Rua do Mosteiro,secondary,True,250.887,"LINESTRING (-8.4951307 40.8683222, -8.4951483 40.8683596, -8.4951662 40.868421, -8.4951769 40.8684697, -8.4951867 40.8685286, -8.4951863 40.8686046, -8.495164 40.8686929, -8.4951363 40.8687675, -8.4951058 40.8688379, -8.4950817 40.8688947, -8.4950683 40.8689717, -8.4950575 40.8690326, -8.4950522 40.8691056, -8.4950522 40.8691624, -8.4950683 40.8692375, -8.4950924 40.8693389, -8.4951246 40.8694423, -8.4951621 40.8695356, -8.4952168 40.8696559, -8.4952614 40.8697526, -8.4953097 40.8698358, -8.4953687 40.8699413, -8.4954438 40.8700528, -8.4955082 40.8701421, -8.4955859 40.8702313, -8.4956369 40.8702861, -8.49572 40.8703733, -8.4957755 40.8704328)",,,
483195120,False,ER 327,Rua do Mosteiro,secondary,True,107.868,"LINESTRING (-8.4940087 40.8664482, -8.4940034 40.86656, -8.4940061 40.8666554, -8.4940115 40.8667953, -8.4940138 40.8668955, -8.494019 40.8669759, -8.4940276 40.8670468, -8.4940383 40.8671057, -8.4940732 40.8671909, -8.4940935 40.86724, -8.4941348 40.8673044, -8.4942151 40.8673829)",,,
78277673,False,,Rua Abade João Domingues Arede,residential,False,142.993,"LINESTRING (-8.4957755 40.8704328, -8.4959529 40.8701512, -8.4961304 40.8698717, -8.4961583 40.8697754, -8.4961844 40.8695714, -8.4962139 40.8695019, -8.4962759 40.8694478, -8.4965184 40.8693339)",,,
483195120,False,ER 327,Rua do Mosteiro,secondary,False,250.887,"LINESTRING (-8.4957755 40.8704328, -8.49572 40.8703733, -8.4956369 40.8702861, -8.4955859 40.8702313, -8.4955082 40.8701421, -8.4954438 40.8700528, -8.4953687 40.8699413, -8.4953097 40.8698358, -8.4952614 40.8697526, -8.4952168 40.8696559, -8.4951621 40.8695356, -8.4951246 40.8694423, -8.4950924 40.8693389, -8.4950683 40.8692375, -8.4950522 40.8691624, -8.4950522 40.8691056, -8.4950575 40.8690326, -8.4950683 40.8689717, -8.4950817 40.8688947, -8.4951058 40.8688379, -8.4951363 40.8687675, -8.495164 40.8686929, -8.4951863 40.8686046, -8.4951867 40.8685286, -8.4951769 40.8684697, -8.4951662 40.868421, -8.4951483 40.8683596, -8.4951307 40.8683222)",,,
483195120,False,ER 327,Rua do Mosteiro,secondary,True,40.641000000000005,"LINESTRING (-8.4957755 40.8704328, -8.4958301 40.870497, -8.4958836 40.8705579, -8.4959427 40.8706248, -8.4959749 40.8706593, -8.4960003 40.8706806, -8.4960365 40.8707029, -8.4960679 40.8707202)",,,
105202784,True,,,residential,False,12.274000000000001,"LINESTRING (-8.5029444 40.8749593, -8.5029674 40.8749456, -8.5029831 40.874927, -8.5029899 40.8749055, -8.502987 40.8748836, -8.5029747 40.8748636)",roundabout,,
78276012,False,,Rua do Couto,residential,False,177.947,"LINESTRING (-8.5028169 40.8749153, -8.5027273 40.8749485, -8.5022387 40.87504, -8.5020541 40.8750092, -8.5019367 40.8749208, -8.5017824 40.874715, -8.5014364 40.8741315)",,,
105202784,True,,,residential,False,13.605999999999998,"LINESTRING (-8.5028169 40.8749153, -8.5028266 40.8749343, -8.5028436 40.8749502, -8.5028661 40.8749614, -8.5028921 40.8749669, -8.5029191 40.8749662, -8.5029444 40.8749593)",roundabout,,
105202784,True,,,residential,False,2.385,"LINESTRING (-8.5029747 40.8748636, -8.5029551 40.8748481)",roundabout,,
